office,candidate,party,state,incumbency,result,total money,district
State Representative,Larry Householder,REP,OH,Incumbent,Won-General,1778689.0,78
Supreme Court-Resnick Seat,Terrence Odonnell,IND,OH,Challenger,Lost-General,1117044.0,nan
Supreme Court-Resnick Seat,Alice Resnick,IND,OH,Incumbent,Won-General,788533.0,nan
Supreme Court-Cook Seat,Timothy Black,IND,OH,Challenger,Lost-General,689077.68,nan
Supreme Court-Cook Seat,Deborah Cook,IND,OH,Incumbent,Won-General,647083.0,nan
State Senator,James Carnes,REP,OH,Incumbent,Won-General,624975.26,20
State Senator,Robert Gardner,REP,OH,Incumbent,Won-General,605581.84,18
State Senator,Steve Austria,REP,OH,Open,Won-General,576958.0,10
State Senator,Ron Amstutz,REP,OH,Open,Won-General,556104.0,22
State Senator,Douglas White,REP,OH,Incumbent,Won-General,487612.38,14
State Senator,Randall Gardner,REP,OH,Open,Won-General,475428.0,2
State Senator,Ed Boyle,DEM,OH,Challenger,Lost-General,466887.0,24
State Senator,Bill Harris,REP,OH,Incumbent,Won-General,424158.0,19
State Representative,Jim Mettler,REP,OH,Open,Lost-General,365914.0,52
State Representative,Jeffrey Manning,REP,OH,Open,Won-General,354016.0,62
State Representative,Lynn Olman,REP,OH,Incumbent,Won-General,352463.0,51
State Senator,Jeff Jacobson,REP,OH,Open,Won-General,342194.0,6
State Senator,Robert Spada,REP,OH,Incumbent,Won-General,330421.0,24
State Senator,Leigh Herington,DEM,OH,Incumbent,Won-General,326579.52,28
State Representative,Tony Condia,REP,OH,Open,Lost-General,317885.0,33
State Senator,James Jordan,REP,OH,Open,Won-General,312660.0,12
State Representative,Jim Trakas,REP,OH,Incumbent,Won-General,300569.0,15
State Representative,Jon Husted,REP,OH,Open,Won-General,297503.0,41
State Senator,Randy Law,REP,OH,Open,Lost-General,296013.0,32
State Representative,John Boccieri,DEM,OH,Challenger,Won-General,270625.0,57
State Representative,Geoffrey Smith,REP,OH,Open,Won-General,265936.0,28
State Representative,Jim Hughes,REP,OH,Open,Won-General,250940.0,27
State Senator,Priscilla Mead,REP,OH,Open,Won-General,244799.0,16
State Representative,Stephen Buehrer,REP,OH,Incumbent,Won-General,243286.0,82
State Representative,Jim Raussen,REP,OH,Open,Lost-General,235449.0,32
State Senator,Greg Didonato,DEM,OH,Incumbent,Won-General,225314.12,30
State Representative,Jack Ford,DEM,OH,Incumbent,Won-General,215794.0,49
State Representative,John Carey Jr.,REP,OH,Incumbent,Won-General,211088.0,94
State Representative,Natalie Mosher,DEM,OH,Open,Lost-General,209764.0,63
State Representative,Gary Cates,REP,OH,Incumbent,Won-General,202338.0,58
State Representative,John White,REP,OH,Open,Won-General,200251.0,42
State Senator,Scott Nein,REP,OH,Incumbent,Won-General,190873.88,4
State Representative,Merle Grace Kearns,REP,OH,Open,Won-General,188262.0,74
State Representative,Kevin Coughlin,REP,OH,Incumbent,Won-General,188075.0,46
State Representative,Teresa Fedor,DEM,OH,Open,Won-General,187152.0,52
State Senator,Elizabeth Kelley,DEM,OH,Open,Lost-General,186599.0,22
State Representative,Jon Peterson,REP,OH,Incumbent,Won-General,183113.0,80
State Senator,Timothy Ryan,DEM,OH,Open,Won-General,180078.0,32
State Representative,James Aslanides,REP,OH,Incumbent,Won-General,168649.0,95
State Representative,Valerie Federico,DEM,OH,Challenger,Lost-General,167550.0,69
State Senator,Louis Blessing Jr.,REP,OH,Incumbent,Won-General,166708.0,8
State Representative,David Goodman,REP,OH,Incumbent,Won-General,165376.0,25
State Representative,Mark Hatch,DEM,OH,Open,Lost-General,164671.0,27
State Senator,Larry Mumper,REP,OH,Incumbent,Won-General,159337.0,26
State Representative,Ronald Hood,REP,OH,Incumbent,Lost-General,159325.0,57
State Representative,Thomas Brinkman Jr.,REP,OH,Open,Won-General,156247.0,37
State Representative,Patricia Clancy,REP,OH,Incumbent,Won-General,154322.0,35
State Representative,Thomas Raga,REP,OH,Open,Won-General,154236.0,2
State Representative,Kerry Metzger,REP,OH,Incumbent,Won-General,151653.0,97
State Representative,George Distel,DEM,OH,Incumbent,Won-General,145914.0,5
State Representative,Lisa Eliason,DEM,OH,Challenger,Lost-General,145462.0,78
State Representative,Steven Driehaus,DEM,OH,Open,Won-General,144311.0,33
State Representative,Dean Depiero,DEM,OH,Incumbent,Won-General,141319.0,20
State Representative,Dick Church Jr.,DEM,OH,Open,Lost-General,135216.0,41
State Representative,Charles Blasdel,REP,OH,Open,Won-General,134193.0,3
State Representative,Roger Evans,REP,OH,Open,Lost-General,133772.0,73
State Representative,Ronald Rhine,DEM,OH,Open,Won-General,132956.0,73
State Representative,Ronald Young,REP,OH,Incumbent,Won-General,131294.0,69
State Representative,Shawn Webster,REP,OH,Open,Won-General,130499.0,60
State Representative,John Lendrum,REP,OH,Open,Won-General,130207.0,63
State Representative,Charlie Wilson Jr.,DEM,OH,Incumbent,Won-General,129091.0,99
State Senator,Roger Tackett,DEM,OH,Open,Lost-General,128557.0,10
State Representative,Nancy Hollister,REP,OH,Incumbent,Won-General,126979.0,96
State Representative,Stephen Reinhard,REP,OH,Open,Won-General,125050.0,90
State Representative,John Hagan,REP,OH,Open,Won-General,124594.0,56
State Representative,Timothy Grendell,REP,OH,Open,Won-General,122790.0,68
State Representative,Kevin Dewine,REP,OH,Open,Won-General,122780.0,76
State Representative,James Hoops,REP,OH,Incumbent,Won-General,122397.0,83
State Representative,Dennis Stapleton,REP,OH,Incumbent,Won-General,121929.0,88
State Representative,Twyla Roman,REP,OH,Incumbent,Won-General,121584.0,48
State Representative,Mike Gilb,REP,OH,Open,Won-General,121148.0,86
State Representative,William Seitz,REP,OH,Open,Won-General,120571.0,34
State Representative,Ann Womer Benjamin,REP,OH,Incumbent,Won-General,119924.0,75
State Representative,Keith Lloyd Faber,REP,OH,Open,Won-General,119392.0,84
State Representative,Mike Stevens,DEM,OH,Open,Lost-General,117202.0,56
State Representative,Gregory Jolivette,REP,OH,Incumbent,Won-General,116033.0,59
State Representative,Michelle Schneider,REP,OH,Open,Won-General,114903.0,36
State Representative,David Shiffer,REP,OH,Open,Lost-General,112182.0,85
State Representative,Tim Schaffer,REP,OH,Open,Won-General,111605.0,6
State Representative,Linda Reidelbach,REP,OH,Open,Won-General,110505.0,26
State Representative,Amy Salerno,REP,OH,Incumbent,Won-General,109841.0,23
State Representative,George Daniel Metelsky,DEM,OH,Incumbent,Won-General,107449.0,61
State Senator,Karl Keith,DEM,OH,Open,Lost-General,106907.0,6
State Representative,Connie Carr,REP,OH,Challenger,Withdrew-General,106771.0,61
State Representative,Mary Rose Oakar,DEM,OH,Open,Won-General,102800.0,13
State Representative,Jean Schmidt,REP,OH,Open,Won-General,101561.0,71
State Representative,James Callender,REP,OH,Incumbent,Won-General,100894.0,70
State Representative,William Hartnett,DEM,OH,Incumbent,Won-General,99758.0,79
State Representative,Kirk Schuring,REP,OH,Incumbent,Won-General,98612.0,55
State Representative,Larry Wolpert,REP,OH,Open,Won-General,94192.0,29
State Representative,William Ogg,DEM,OH,Incumbent,Won-General,90883.0,92
State Representative,Robert Latta,REP,OH,Open,Won-General,90300.0,4
State Representative,Robert Gooding,DEM,OH,Open,Lost-General,88999.0,90
State Representative,Sandra Obrien,REP,OH,Challenger,Lost-General,83497.0,5
State Senator,Judy Jones,REP,OH,Challenger,Lost-General,82188.0,28
State Representative,Anthony Core,REP,OH,Incumbent,Won-General,81834.0,87
State Representative,Arlene Setzer,REP,OH,Open,Won-General,80132.0,40
State Representative,Bryan Flannery,DEM,OH,Incumbent,Won-General,79640.0,17
State Representative,Tom Niehaus,REP,OH,Open,Won-General,77646.0,72
State Representative,John Willamowski,REP,OH,Incumbent,Won-General,69720.0,1
State Representative,Dale Miller,DEM,OH,Incumbent,Won-General,67996.0,19
State Representative,David Evans,REP,OH,Incumbent,Won-General,67975.0,77
State Representative,Eileen Krupinski,DEM,OH,Open,Won-General,66835.0,98
State Representative,Christopher Rothgery,DEM,OH,Open,Lost-General,66528.0,62
State Representative,Larry Flowers,REP,OH,Open,Won-General,65038.0,24
State Representative,Michael Grimm,DEM,OH,Challenger,Lost-General,64957.0,48
State Representative,Sally Conway Kilbane,REP,OH,Incumbent,Won-General,63893.0,16
State Representative,Joseph Sulzer,DEM,OH,Incumbent,Won-General,62679.0,91
State Representative,Erin Sullivan,DEM,OH,Incumbent,Won-General,58383.0,18
State Representative,Bryan Williams,REP,OH,Incumbent,Won-General,57750.0,45
State Representative,Robert Otterman,DEM,OH,Open,Won-General,55788.0,47
State Representative,Charles Calvert,REP,OH,Incumbent,Won-General,55747.0,81
State Representative,Wayne Coates,DEM,OH,Open,Won-General,55005.0,32
State Representative,Sylvester Patton,DEM,OH,Incumbent,Won-General,53780.0,64
State Representative,Diana Fessler,REP,OH,Open,Won-General,53521.0,43
State Representative,Nancy Aiken,DEM,OH,Challenger,Lost-General,53452.0,96
State Representative,Jean Siebenaler,DEM,OH,Open,Lost-General,52032.0,34
State Representative,Ray Miller,DEM,OH,Incumbent,Won-General,49513.0,22
State Representative,Inell Keller,DEM,OH,Open,Lost-General,49421.0,7
State Representative,Carol McKeever,DEM,OH,Open,Lost-General,48320.0,43
State Representative,Peter Lawson Jones,DEM,OH,Incumbent,Won-General,47197.0,11
State Representative,Don Shaffer,DEM,OH,Open,Lost-General,46336.0,40
State Representative,Joyce Beatty,DEM,OH,Incumbent,Won-General,44888.0,21
