office,candidate,party,state,incumbency,result,total money,district
State Senator,Jon Bruning,IND,NE,Incumbent,Won-General,110380.0,3
State Senator,James Hewitt,IND,NE,Open,Lost-General,88575.0,29
State Senator,Dianna Schimek,IND,NE,Incumbent,Won-General,78709.0,27
State Senator,John Hilgert,IND,NE,Incumbent,Won-General,76630.0,7
State Senator,Bob Dickey,IND,NE,Incumbent,Lost-General,75528.0,18
State Senator,Dwite Pedersen,IND,NE,Incumbent,Won-General,73611.0,39
State Senator,Bob Wickersham,IND,NE,Incumbent,Won-General,66419.0,49
State Senator,Dan Lynch,IND,NE,Incumbent,Lost-General,64670.0,13
State Senator,Chip Maxwell,IND,NE,Open,Won-General,61569.0,9
State Senator,Cleve Trimble,IND,NE,Challenger,Lost-General,60091.0,43
State Senator,Gerald Matzke,IND,NE,Incumbent,Lost-General,59606.0,47
State Senator,Ray Aguilar,IND,NE,Incumbent,Won-General,57343.0,35
State Senator,Douglas Cunningham,IND,NE,Challenger,Won-General,56979.0,18
State Senator,Phil Odom,IND,NE,Open,Lost-General,56655.0,33
State Senator,Paul Hartnett,IND,NE,Incumbent,Won-General,53536.0,45
State Senator,Scott Knudsen,IND,NE,Open,Lost-General,50722.0,9
State Senator,Mark Quandahl,IND,NE,Incumbent,Won-General,49121.0,31
State Senator,Carroll Burling,IND,NE,Open,Won-General,47711.0,33
State Senator,Mike Foley,IND,NE,Open,Won-General,45952.0,29
State Senator,Floyd Vrtiska,IND,NE,Incumbent,Won-General,45734.0,1
State Senator,James Jones,IND,NE,Incumbent,Won-General,44400.0,43
State Senator,Ray Janssen,IND,NE,Incumbent,Won-General,44256.0,15
State Senator,Don Preister,IND,NE,Incumbent,Won-General,43225.0,5
State Senator,Doug Kristensen,IND,NE,Incumbent,Won-General,40553.0,37
State Senator,Paul Edwards,IND,NE,Challenger,Lost-General,39426.0,27
State Senator,Lowen Kruse,IND,NE,Challenger,Won-General,36055.0,13
State Senator,Philip Erdman,IND,NE,Challenger,Won-General,31245.0,47
State Senator,Curt Bromm,IND,NE,Incumbent,Won-General,29904.0,23
State Senator,Richard McDonald,IND,NE,Open,Won-General,27828.0,41
State Senator,Ron Raikes,IND,NE,Incumbent,Won-General,25475.0,25
State Senator,Carol Hudkins,IND,NE,Incumbent,Won-General,24881.0,21
State Senator,Errol Wells,IND,NE,Open,Lost-General,22246.0,41
State Senator,Lonnie Logan,IND,NE,Challenger,Lost-General,22100.0,35
State Senator,Doug Patton,IND,NE,Challenger,Lost-General,16703.0,45
State Senator,Gene Tyson,IND,NE,Incumbent,Won-General,16585.0,19
State Senator,Patrick Engel,IND,NE,Incumbent,Won-General,14803.0,17
State Senator,Lavern Bartels,IND,NE,Challenger,Lost-General,0.0,1
State Senator,Dana Cooley,IND,NE,Challenger,Lost-General,0.0,49
State Senator,Joseph Hopkins,IND,NE,Challenger,Lost-General,0.0,31
State Senator,Tim Krajicek,IND,NE,Challenger,Lost-General,0.0,5
State Senator,Todd Petersen,IND,NE,Challenger,Lost-General,0.0,39
State Senator,Ernie Chambers,IND,NE,Incumbent,Won-General,0.0,11
Supreme Court District 004,Michael McCormack,IND,NE,Incumbent,Won-Retention,0.0,nan
Supreme Court District 001,Kenneth Stephan,IND,NE,Incumbent,Won-Retention,0.0,nan
