office,candidate,party,state,incumbency,result,total money,district
Attorney General,Kevin Mannix,REP,OR,Challenger,Lost-General,1019038.0,nan
Secretary Of State,Lynn Snodgrass,REP,OR,Open,Lost-General,953385.0,nan
Secretary Of State,Bill Bradbury,DEM,OR,Open,Won-General,881582.0,nan
Treasurer,Randall Edwards,DEM,OR,Open,Won-General,865032.0,nan
State Senator,Eileen Qutub,REP,OR,Incumbent,Lost-General,661581.0,4
Attorney General,Hardy Myers,DEM,OR,Incumbent,Won-General,573291.0,nan
State Senator,Ryan Deckert,DEM,OR,Challenger,Won-General,563506.0,4
State Senator,Gary George,REP,OR,Incumbent,Won-General,552768.0,2
State Senator,Roger McCorkle,DEM,OR,Open,Lost-General,490409.0,24
State Senator,Terry Thompson,DEM,OR,Challenger,Lost-General,469366.0,2
State Senator,John Minnis,REP,OR,Open,Won-General,393225.0,11
Treasurer,Jon Kvistad,REP,OR,Open,Lost-General,380700.0,nan
State Senator,Ken Messerle,REP,OR,Open,Won-General,361812.0,24
Supreme Court-De Muniz Seat,Paul De Muniz,IND,OR,Open,Won-General,297857.0,nan
State Representative,Mark Simmons,REP,OR,Incumbent,Won-General,288617.0,58
State Representative,Mitch Greenlick,DEM,OR,Challenger,Lost-General,287669.0,7
State Representative,Debra Ringold,REP,OR,Open,Lost-General,286116.0,35
State Representative,Bill Witt,REP,OR,Incumbent,Won-General,271564.0,7
State Representative,Janet Carlson,REP,OR,Open,Won-General,261109.0,32
State Representative,Alan Brown,REP,OR,Open,Won-General,246202.0,4
State Representative,Charlie Ringo,DEM,OR,Open,Won-General,241746.0,6
State Representative,Jim Hansen,REP,OR,Challenger,Lost-General,241263.0,24
State Representative,Edwin Golobay,REP,OR,Open,Lost-General,236436.0,22
State Representative,Sharon Branstiter,DEM,OR,Open,Lost-General,234599.0,4
State Representative,John Scruggs,REP,OR,Open,Lost-General,228031.0,6
State Senator,Roger Beyer,REP,OR,Open,Won-General,224728.0,15
State Representative,Wayne Krieger,REP,OR,Open,Won-General,224455.0,48
State Representative,Dan Gardner,DEM,OR,Incumbent,Won-General,220083.0,13
State Representative,George Bell,DEM,OR,Open,Lost-General,219506.0,32
State Representative,Jeff Miller,REP,OR,Challenger,Lost-General,218754.0,41
State Representative,Jan Lee,REP,OR,Open,Won-General,218648.0,10
State Senator,Ted Ferrioli,REP,OR,Incumbent,Won-General,215207.0,28
State Representative,Richard Devlin,DEM,OR,Incumbent,Won-General,212471.0,24
State Representative,Vicki Walker,DEM,OR,Incumbent,Won-General,210173.0,41
State Representative,Laurie Monnes Anderson,DEM,OR,Open,Won-General,207714.0,22
State Representative,Mike Smith,DEM,OR,Open,Lost-General,194107.0,10
State Representative,Patti Smith,REP,OR,Open,Won-General,189870.0,56
State Senator,Kate Brown,DEM,OR,Incumbent,Won-General,181473.0,7
State Representative,Jerry Krummel,REP,OR,Incumbent,Won-General,178971.0,27
State Representative,Jane Hunts,REP,OR,Open,Lost-General,178472.0,52
State Representative,Barbara Dodrill,DEM,OR,Open,Lost-General,176675.0,48
State Senator,David Nelson,REP,OR,Incumbent,Won-General,175826.0,29
Supreme Court-De Muniz Seat,Greg Byrne,IND,OR,Open,Lost-General,173720.0,nan
State Representative,Alan Bates,DEM,OR,Open,Won-General,172237.0,52
State Representative,Karen Minnis,REP,OR,Incumbent,Won-General,170682.0,20
State Senator,Beverly Clarno,REP,OR,Open,Won-General,169364.0,27
State Representative,Tim Knopp,REP,OR,Incumbent,Won-General,166338.0,54
State Representative,Tootie Smith,REP,OR,Open,Won-General,166084.0,28
State Representative,Cherryl Walker,REP,OR,Open,Won-General,163500.0,51
State Representative,Donna Nelson,REP,OR,Open,Won-General,158981.0,29
State Representative,Bernard Westlund II,REP,OR,Incumbent,Won-General,149711.0,55
State Senator,Jason Atkinson,REP,OR,Open,Won-General,149156.0,25
State Representative,Kelley Wirth,DEM,OR,Open,Won-General,146857.0,35
State Representative,Cliff Zauner,REP,OR,Open,Won-General,139694.0,38
State Representative,Cedric Lee Hayden,REP,OR,Open,Won-General,134274.0,43
State Representative,Jackie Winters,REP,OR,Incumbent,Won-General,127805.0,31
State Representative,Mark Hass,DEM,OR,Open,Won-General,121135.0,8
State Representative,Carolyn Tomei,DEM,OR,Open,Won-General,120863.0,25
State Representative,Jill Thorn,DEM,OR,Challenger,Lost-General,119833.0,27
State Senator,Steve Harper,REP,OR,Open,Won-General,115378.0,30
State Representative,Gregory Smith,REP,OR,Open,Won-General,114380.0,59
State Representative,Bill Garrard,REP,OR,Open,Won-General,112293.0,53
State Representative,Lane Shetterly,REP,OR,Incumbent,Won-General,109868.0,34
State Representative,Dan Doyle,REP,OR,Open,Won-General,109314.0,30
State Representative,Paul Zastrow,DEM,OR,Open,Lost-General,108511.0,56
State Representative,Betsy Close,REP,OR,Incumbent,Won-General,96840.0,36
State Representative,Elizabeth Johnson,DEM,OR,Open,Won-General,96259.0,1
State Representative,Mary Nolan,DEM,OR,Open,Won-General,95738.0,11
State Representative,Robert Patridge,REP,OR,Incumbent,Won-General,94887.0,50
State Senator,Chris Gorsek,DEM,OR,Open,Lost-General,94799.0,11
State Representative,Bruce Starr,REP,OR,Incumbent,Won-General,94437.0,3
State Representative,Jeffrey Kropf,REP,OR,Incumbent,Won-General,83847.0,37
State Representative,Jim Hill,REP,OR,Incumbent,Won-General,81628.0,5
State Representative,Max Williams,REP,OR,Incumbent,Won-General,78965.0,9
State Representative,Al King,DEM,OR,Incumbent,Won-General,78497.0,44
State Representative,Kathy Lowe,DEM,OR,Incumbent,Won-General,75311.0,26
State Representative,Philip Barnhart,DEM,OR,Open,Won-General,73862.0,40
State Representative,Joanne Verger,DEM,OR,Open,Won-General,72860.0,47
State Representative,Gary Hansen,DEM,OR,Incumbent,Won-General,63021.0,17
State Senator,Margaret Carter,DEM,OR,Open,Won-General,61173.0,8
State Representative,Susan Morgan,REP,OR,Incumbent,Won-General,60212.0,46
State Representative,John Donovan,DEM,OR,Challenger,Lost-General,60069.0,36
State Representative,Irvin Fletcher,DEM,OR,Open,Lost-General,59556.0,38
State Representative,Jeff Kruse,REP,OR,Incumbent,Won-General,59370.0,45
State Representative,Vic Backlund,REP,OR,Incumbent,Won-General,58313.0,33
State Representative,Robert Jenson,REP,OR,Incumbent,Won-General,57627.0,57
State Representative,Frank Nelson,DEM,OR,Open,Lost-General,51952.0,29
State Representative,Linda Harrington,DEM,OR,Open,Lost-General,51010.0,59
State Representative,Walter Schrader,DEM,OR,Incumbent,Won-General,50032.0,23
State Representative,Carl Wilson,REP,OR,Incumbent,Won-General,48198.0,49
State Representative,Francisca Johnson,DEM,OR,Open,Lost-General,46503.0,43
State Representative,James Draznin,DEM,OR,Challenger,Lost-General,44770.0,5
State Representative,Randy Leonard,DEM,OR,Incumbent,Won-General,39476.0,21
State Representative,Deborah Kafoury,DEM,OR,Incumbent,Won-General,38857.0,18
State Representative,Thomas Butler,REP,OR,Incumbent,Won-General,38087.0,60
State Representative,Robert Ackerman,DEM,OR,Open,Won-General,37366.0,39
State Senator,Ginny Burdick,DEM,OR,Incumbent,Won-General,36785.0,6
State Representative,Steve March,DEM,OR,Open,Won-General,33662.0,15
State Senator,Bill Fisher,REP,OR,Incumbent,Won-General,32658.0,23
State Representative,Mike Clarke,DEM,OR,Open,Lost-General,28212.0,28
State Senator,Bill George Duncan,DEM,OR,Challenger,Lost-General,27968.0,29
State Representative,Jeffrey Alan Merkley,DEM,OR,Incumbent,Won-General,27136.0,16
State Representative,Ken Cooper,DEM,OR,Challenger,Lost-General,26159.0,54
State Representative,Wayne Snoozy,DEM,OR,Open,Lost-General,25044.0,53
State Representative,Elaine Hopson,DEM,OR,Incumbent,Won-General,24963.0,2
State Representative,Dick Jones,REP,OR,Open,Lost-General,24130.0,25
State Representative,Pete Kilger,DEM,OR,Open,Withdrew-General,23196.0,43
State Representative,Chris Beck,DEM,OR,Incumbent,Won-General,22740.0,12
State Representative,Ed Kemp,REP,OR,Challenger,Lost-General,20857.0,44
State Representative,Barbara Davidson,DEM,OR,Challenger,Lost-General,20280.0,50
State Representative,Diane Rosenbaum,DEM,OR,Incumbent,Won-General,18721.0,14
State Representative,Lloyd Kumley,DEM,OR,Challenger,Lost-General,18473.0,31
State Representative,Lon Holston,DEM,OR,Open,Lost-General,18204.0,51
State Representative,Christopher Bevans,REP,OR,Open,Lost-General,17051.0,39
State Representative,Charles Lee,DEM,OR,Challenger,Lost-General,13685.0,45
Secretary Of State,Lloyd Marbet,PACIFIC GREEN,OR,Open,Lost-General,12935.0,nan
State Senator,Avel Louise Gordly,DEM,OR,Incumbent,Won-General,12025.0,10
State Representative,William Young,REP,OR,Open,Lost-General,11362.0,40
State Representative,Jo Ann Bowman,DEM,OR,Incumbent,Won-General,11265.0,19
State Senator,Anne Philiben,DEM,OR,Open,Lost-General,10380.0,27
State Senator,Roger Pike,DEM,OR,Open,Lost-General,9432.0,15
State Representative,Dave Toler,IND,OR,Challenger,Lost-General,8504.0,49
Treasurer,Mitchell Shults,LIB,OR,Open,Lost-General,8413.0,nan
State Representative,Lisa Michaels,REP,OR,Open,Lost-General,8053.0,8
State Senator,Vern Cook,DEM,OR,Challenger,Lost-General,8017.0,28
State Representative,Bill Morrisette,DEM,OR,Incumbent,Won-General,7930.0,42
State Representative,Douglas Dunlap,DEM,OR,Challenger,Lost-General,7455.0,55
State Representative,Bob Ekstrom,CON,OR,Open,Lost-General,7267.0,1
State Representative,Marilyn Slizeski,DEM,OR,Challenger,Lost-General,6969.0,34
State Representative,Christina Alexander,PACIFIC GREEN,OR,Open,Lost-General,6164.0,47
State Representative,Mike Weatherby,DEM,OR,Challenger,Lost-General,5937.0,20
State Senator,Debra James,DEM,OR,Open,Lost-General,5716.0,30
State Representative,Jeanne Schoel,REP,OR,Challenger,Lost-General,5610.0,12
State Representative,Colby McCormick,DEM,OR,Open,Lost-General,5507.0,30
State Representative,Raman Velji,DEM,OR,Challenger,Lost-General,5313.0,9
State Representative,Cathy Lamb Mullin,DEM,OR,Challenger,Lost-General,4819.0,3
State Representative,Steve Walker,CON,OR,Challenger,Lost-General,3968.0,34
State Representative,Earl Calhoun,DEM,OR,Challenger,Lost-General,3901.0,46
State Representative,Joan Gardner,REP,OR,Open,Lost-General,3825.0,11
State Representative,Scott Lutz,REP,OR,Open,Lost-General,3364.0,15
State Representative,Diane Waldron,REP,OR,Challenger,Lost-General,2507.0,2
State Senator,Whitney Smith,PACIFIC GREEN,OR,Open,Lost-General,2248.0,8
State Representative,Kevin Schaumleffle,LIB,OR,Open,Lost-General,2160.0,6
Secretary Of State,Ej Pole II,LIB,OR,Open,Lost-General,1885.0,nan
State Representative,Lori Workman,DEM,OR,Challenger,Lost-General,1574.0,37
State Representative,Joe Tabor,LIB,OR,Challenger,Lost-General,515.0,12
Supreme Court-Durham Seat,Robert Durham,IND,OR,Incumbent,Won-General,200.0,nan
Treasurer,Carlos Lucero,CON,OR,Open,Lost-General,120.0,nan
State Representative,Jeffrey Barrie,LIB,OR,Challenger,Lost-General,95.0,34
State Representative,Don McDaniel,LIB,OR,Open,Lost-General,-1944.0,1
State Representative,Pavel Goberman,REP,OR,Open,Lost-General,0.0,8
Supreme Court-Carson Seat,Wallace Carson Jr.,IND,OR,Incumbent,Won-General,0.0,nan
