office,candidate,party,state,incumbency,result,total money,district
Treasurer,Tom Gallagher,REP,FL,Open,Won-General,2389934.0,nan
Commissioner Of Education,Charles Joseph Crist Jr.,REP,FL,Open,Won-General,1636915.0,nan
Treasurer,John Cosgrove,DEM,FL,Open,Lost-General,1094853.0,nan
State Senator,Ken Pruitt,REP,FL,Open,Won-General,778361.0,27
State Senator,Durell Peaden Jr.,REP,FL,Open,Won-General,667777.0,1
State Senator,Anna Cowin,REP,FL,Incumbent,Won-General,647486.0,11
State Senator,Debby Sanderson,REP,FL,Open,Won-General,640236.0,31
Commissioner Of Education,George Sheldon,DEM,FL,Open,Lost-General,589962.0,nan
State Representative,Connie Mack IV,REP,FL,Open,Won-General,588968.0,91
State Senator,Lee Constantine,REP,FL,Open,Won-General,549822.0,9
State Senator,Rod Smith,DEM,FL,Open,Won-General,541482.0,5
State Senator,Bill Posey,REP,FL,Open,Won-General,538952.0,15
State Representative,Tom Feeney,REP,FL,Incumbent,Won-General,445608.0,33
State Senator,Rodolfo Garcia Jr.,REP,FL,Open,Won-General,417642.0,39
State Senator,Bob Casey,REP,FL,Open,Lost-General,411410.0,5
State Senator,John Gillespie,DEM,FL,Open,Lost-General,405324.0,31
State Senator,Jack Latvala,REP,FL,Incumbent,Won-General,390105.0,19
State Representative,Loranne Ausley,DEM,FL,Open,Won-General,382305.0,9
State Senator,Tom Rossin,DEM,FL,Incumbent,Won-General,379755.0,35
State Senator,Deedee Ritchie,DEM,FL,Open,Lost-General,367732.0,1
State Representative,Frank Farkas,REP,FL,Incumbent,Won-General,359897.0,52
State Senator,Victor Crist,REP,FL,Open,Won-General,352592.0,13
State Representative,Sandra Murman,REP,FL,Incumbent,Won-General,346611.0,56
State Representative,Jeffrey Atwater,REP,FL,Open,Won-General,342881.0,83
State Representative,Johnnie Byrd Jr.,REP,FL,Incumbent,Won-General,327254.0,62
State Representative,Donald Davis,REP,FL,Open,Won-General,319750.0,18
State Senator,Kathy Castor,DEM,FL,Open,Lost-General,317978.0,13
State Representative,Alicya Simmons,REP,FL,Open,Won-General,313822.0,37
State Representative,Carlos Lacasa,REP,FL,Incumbent,Won-General,285350.0,117
State Representative,Leslie Waters,REP,FL,Incumbent,Won-General,284670.0,51
State Senator,Leslie Scales,DEM,FL,Challenger,Lost-General,282139.0,11
State Representative,Mike Fasano,REP,FL,Incumbent,Won-General,278534.0,45
State Representative,Frank Attkisson,REP,FL,Open,Won-General,273189.0,79
State Senator,Alfred Lawson Jr.,DEM,FL,Open,Won-General,265812.0,3
State Representative,Bev Kilmer,REP,FL,Incumbent,Won-General,264288.0,7
State Senator,Charlie Clary,REP,FL,Incumbent,Won-General,252905.0,7
State Senator,Lisa Lombardi,DEM,FL,Open,Lost-General,249683.0,15
State Representative,Edward Homan Jr.,REP,FL,Open,Lost-General,242569.0,60
State Representative,Irving Slosberg,DEM,FL,Open,Won-General,238240.0,89
