office,candidate,party,state,incumbency,result,total money,district
State Senator,Vincent Fumo,DEM,PA,Incumbent,Won-General,1917513.43,1
Auditor,Robert Casey Jr.,DEM,PA,Incumbent,Won-General,1891366.18,nan
State Representative,Tom Parry,REP,PA,Open,Lost-General,1243063.0,114
State Representative,John Perzel,REP,PA,Incumbent,Won-General,1140741.91,172
Auditor,Katie True,REP,PA,Challenger,Lost-General,807698.0,nan
State Senator,Richard Tilghman,REP,PA,Incumbent,Won-General,800849.0,17
State Senator,Hank Salvatore,REP,PA,Incumbent,Lost-General,779587.37,5
State Senator,Don White,REP,PA,Open,Won-General,735028.0,41
State Representative,William Deweese,DEM,PA,Incumbent,Won-General,710507.34,50
State Representative,Joseph Orso,DEM,PA,Open,Lost-General,667649.11,83
State Senator,Lynn Yeakel,DEM,PA,Challenger,Lost-General,636042.0,17
State Representative,Jim Wansacz,DEM,PA,Open,Won-General,611188.0,114
State Representative,Mike Veon,DEM,PA,Incumbent,Won-General,555266.0,14
State Representative,Catherine Harper,REP,PA,Open,Won-General,536660.0,61
Attorney General,James Eisenhower,DEM,PA,Challenger,Lost-General,529300.88,nan
State Representative,Steven Cappelli,REP,PA,Open,Won-General,484750.0,83
Treasurer,Catherine Baker Knoll,DEM,PA,Challenger,Lost-General,478341.0,nan
State Representative,Katharine Watson,REP,PA,Open,Won-General,476566.0,144
State Representative,Mark Mitman,REP,PA,Challenger,Lost-General,419970.26,135
State Senator,Michael Stack III,DEM,PA,Challenger,Won-General,374454.0,5
State Representative,Jack Kopen,REP,PA,Challenger,Lost-General,368720.0,7
State Representative,Dwight Evans,DEM,PA,Incumbent,Won-General,355536.13,203
State Senator,Timothy Murphy,REP,PA,Incumbent,Won-General,350550.0,37
State Representative,Mark McNaughton,REP,PA,Incumbent,Won-General,346548.44,104
State Representative,John Barley,REP,PA,Incumbent,Won-General,332271.8,100
Treasurer,Barbara Hafer,REP,PA,Incumbent,Won-General,271548.93,nan
State Representative,Matthew Ryan,REP,PA,Incumbent,Won-General,268095.0,168
State Representative,Juliann Harhart,REP,PA,Incumbent,Won-General,264473.75,183
State Representative,Constance Williams,DEM,PA,Incumbent,Won-General,264293.06,149
State Senator,Bill Slocum,REP,PA,Incumbent,Lost-General,247055.4,25
State Senator,Joseph Scarnati III,IND,PA,Challenger,Won-General,222146.0,25
State Senator,Sean Logan,DEM,PA,Open,Won-General,219757.0,45
State Senator,Jeffrey Piccola,REP,PA,Incumbent,Won-General,214278.0,15
State Senator,Allen Kukovich,DEM,PA,Incumbent,Won-General,200454.95,39
State Senator,James McQuown,DEM,PA,Open,Lost-General,200425.0,41
State Representative,David Hall,DEM,PA,Open,Lost-General,184192.0,144
State Representative,Charles McIlhinney Jr.,REP,PA,Incumbent,Won-General,175636.0,143
State Representative,George Kenney Jr.,REP,PA,Incumbent,Won-General,175030.99,170
State Representative,William Adolph Jr.,REP,PA,Incumbent,Won-General,172699.0,165
State Senator,John Paul Jones,DEM,PA,Challenger,Lost-General,171750.0,49
State Representative,Jim Cawley,REP,PA,Challenger,Lost-General,160214.0,141
State Representative,John Evans,REP,PA,Open,Won-General,157982.0,5
State Representative,J Rooney,DEM,PA,Incumbent,Won-General,155155.0,133
State Representative,John Taylor,REP,PA,Incumbent,Won-General,154503.0,177
State Representative,Stephen Stetler,DEM,PA,Incumbent,Won-General,153787.28,95
State Senator,Jane Earll,REP,PA,Incumbent,Won-General,150318.33,49
State Representative,Christopher Serpico,DEM,PA,Challenger,Lost-General,148885.0,143
State Senator,Laurie Zacharia Macdonald,REP,PA,Open,Lost-General,147385.0,45
State Senator,Roger Madigan,REP,PA,Incumbent,Won-General,146365.0,23
State Representative,Michael Horsey,DEM,PA,Incumbent,Won-General,138410.0,190
State Senator,Harold Mowery Jr.,REP,PA,Incumbent,Won-General,133169.0,31
State Representative,John Pippy,REP,PA,Incumbent,Won-General,132384.33,44
State Representative,David Mayernik,DEM,PA,Incumbent,Won-General,131271.92,29
State Representative,Patrick Browne,REP,PA,Incumbent,Won-General,127735.0,131
State Representative,Beverly Mackereth,REP,PA,Open,Won-General,126738.0,196
State Representative,Roy Reinard,REP,PA,Incumbent,Won-General,122145.0,178
State Representative,Tom Stevenson,REP,PA,Incumbent,Won-General,121938.4,42
State Representative,Ron Raymond,REP,PA,Incumbent,Won-General,121480.5,162
State Senator,Gerald Lavalle,DEM,PA,Incumbent,Won-General,120299.0,47
State Representative,Ralph Kaiser,DEM,PA,Incumbent,Won-General,119127.78,41
State Senator,Jay Costa Jr.,DEM,PA,Incumbent,Won-General,117829.0,43
State Senator,James Rhoades,REP,PA,Incumbent,Won-General,117208.76,29
State Representative,John Yudichak,DEM,PA,Incumbent,Won-General,116457.34,119
State Representative,Karl Boyes,REP,PA,Incumbent,Won-General,109254.0,3
State Representative,Ron Marsico,REP,PA,Incumbent,Won-General,106192.0,105
State Representative,Robert Godshall,REP,PA,Incumbent,Won-General,103772.5,53
State Representative,John Lawless,REP,PA,Incumbent,Won-General,103290.0,150
State Representative,Leo Trich Jr.,DEM,PA,Incumbent,Won-General,102928.5,47
State Senator,Gene Porterfield,REP,PA,Challenger,Lost-General,101898.0,39
State Representative,Patricia Vance,REP,PA,Incumbent,Won-General,101265.4,87
State Representative,Ellen Bard,REP,PA,Incumbent,Won-General,100625.63,153
State Representative,John Pallone,DEM,PA,Open,Won-General,99845.0,54
State Representative,Thomas Scrimenti,DEM,PA,Incumbent,Won-General,99578.0,4
State Representative,Brett Feese,REP,PA,Incumbent,Won-General,99099.43,84
State Representative,Mario Civera Jr.,REP,PA,Incumbent,Won-General,98484.15,164
State Representative,Phyllis Mundy,DEM,PA,Incumbent,Won-General,98253.34,120
State Representative,Nicholas Micozzie,REP,PA,Incumbent,Won-General,97640.4,163
State Representative,Joseph Battisto,DEM,PA,Incumbent,Lost-General,97242.0,189
State Representative,Lynn Herman,REP,PA,Incumbent,Won-General,97101.0,77
State Representative,Anthony Melio,DEM,PA,Incumbent,Won-General,94777.23,141
State Representative,Jennifer Mann,DEM,PA,Incumbent,Won-General,93978.49,132
State Representative,Dan Frankel,DEM,PA,Incumbent,Won-General,92525.0,23
State Representative,Michael Patrick McGeehan,DEM,PA,Incumbent,Won-General,90885.0,173
State Representative,John Fichter,REP,PA,Incumbent,Won-General,88847.0,70
State Senator,Joseph Calla,DEM,PA,Challenger,Lost-General,87771.0,25
State Senator,Vincent Hughes,DEM,PA,Incumbent,Won-General,87128.0,7
State Senator,Robert Thompson,REP,PA,Incumbent,Won-General,86579.0,19
State Representative,Frank Tulli Jr.,REP,PA,Incumbent,Won-General,86025.0,106
State Representative,Richard Stevenson,REP,PA,Open,Won-General,85528.0,8
State Representative,Richard Geist,REP,PA,Incumbent,Won-General,83762.98,79
State Representative,Victor John Lescovitz,DEM,PA,Incumbent,Won-General,81750.0,46
State Senator,Michael Opake,DEM,PA,Incumbent,Won-General,80875.93,11
State Representative,Kelly Lewis,REP,PA,Challenger,Won-General,80676.0,189
State Representative,Jerry Nailor,REP,PA,Incumbent,Won-General,80274.0,88
State Representative,David Argall,REP,PA,Incumbent,Won-General,80269.78,124
State Representative,Roy Cornell,REP,PA,Incumbent,Won-General,78975.0,152
State Representative,Mark Cohen,DEM,PA,Incumbent,Won-General,78359.36,202
State Representative,Thomas Tangretti,DEM,PA,Incumbent,Won-General,75743.72,57
State Representative,Timothy Joseph Solobay,DEM,PA,Incumbent,Won-General,75231.0,48
State Representative,Karen Friedman,DEM,PA,Open,Lost-General,74798.0,61
State Representative,Jacques Lurie,DEM,PA,Challenger,Lost-General,73242.0,170
State Representative,Ron Arnoni,REP,PA,Challenger,Lost-General,73014.0,41
State Representative,Anthony Deluca,DEM,PA,Incumbent,Won-General,72297.02,32
State Representative,Stephen Samuelson,DEM,PA,Incumbent,Won-General,71680.0,135
State Representative,Dennis Obrien,REP,PA,Incumbent,Won-General,71446.0,169
State Representative,Ron Buxton,DEM,PA,Incumbent,Won-General,71392.39,103
State Representative,Elinor Taylor,REP,PA,Incumbent,Won-General,71260.0,156
State Representative,Jane Clare Orie,REP,PA,Incumbent,Won-General,71225.0,28
State Representative,Carl Cherkin,DEM,PA,Challenger,Lost-General,71223.0,178
State Representative,Larry Sather,REP,PA,Incumbent,Won-General,70816.77,81
State Representative,Jess Stairs,REP,PA,Incumbent,Won-General,69652.0,59
State Representative,Mary Larcinese,REP,PA,Challenger,Lost-General,69641.0,39
State Representative,Thomas Creighton,REP,PA,Open,Won-General,69164.0,37
State Representative,William Gabig,REP,PA,Open,Won-General,66480.24,199
State Representative,William Keller,DEM,PA,Incumbent,Won-General,65800.0,184
State Senator,Mary Jo White,REP,PA,Incumbent,Won-General,65792.0,21
State Representative,Lita Indzel Cohen,REP,PA,Incumbent,Won-General,63265.0,148
State Senator,John Wozniak,DEM,PA,Incumbent,Won-General,63181.0,35
State Representative,Frank Oliver,DEM,PA,Incumbent,Won-General,62997.0,195
State Representative,Bob Allen,REP,PA,Incumbent,Won-General,62782.0,125
State Representative,Fred Belardi,DEM,PA,Incumbent,Won-General,61806.0,112
State Representative,David Mitchell,REP,PA,Challenger,Lost-General,61493.42,4
State Senator,Terry Punt,REP,PA,Incumbent,Won-General,61335.0,33
State Representative,Christopher Sainato,DEM,PA,Incumbent,Won-General,61023.0,9
State Representative,Alan Butkovitz,DEM,PA,Incumbent,Won-General,60222.78,174
State Representative,Rich Gallo,REP,PA,Challenger,Lost-General,59628.0,62
State Representative,Leanna Washington,DEM,PA,Incumbent,Won-General,59497.0,200
State Representative,Nick Colafella,DEM,PA,Incumbent,Won-General,59350.0,15
State Representative,Peter Zug,REP,PA,Incumbent,Won-General,59254.0,102
State Representative,Wayne Burton,DEM,PA,Challenger,Lost-General,58446.0,156
State Representative,Jane Baker,REP,PA,Open,Won-General,57562.0,134
State Representative,Frank Dermody,DEM,PA,Incumbent,Won-General,57557.0,33
State Representative,Tina Pickett,REP,PA,Open,Won-General,57548.0,110
State Representative,Lynda Bush,REP,PA,Challenger,Lost-General,57005.0,50
State Representative,Michael Diven,DEM,PA,Open,Won-General,56287.0,22
State Representative,Tom Gannon,REP,PA,Incumbent,Won-General,54779.95,161
State Representative,Ted Harhai,DEM,PA,Incumbent,Won-General,54071.0,58
State Representative,Netta Young Hughes,DEM,PA,Challenger,Lost-General,54024.0,70
State Representative,Dante Santoni Jr.,DEM,PA,Incumbent,Won-General,52835.4,126
State Representative,Kevin Blaum,DEM,PA,Incumbent,Won-General,52493.34,121
State Representative,Keith McCall,DEM,PA,Incumbent,Won-General,52223.84,122
State Representative,Robert Belfanti Jr.,DEM,PA,Incumbent,Won-General,52200.0,107
State Representative,Chris Wogan,REP,PA,Incumbent,Won-General,51235.0,176
