Candidate,Party,State,Office,Incumbency,Result,Total Money
"MCCREADY, DANIEL",DEMOCRATIC,NC,US HOUSE DISTRICT NC 009,Open,Lost,4857217.49
"MCHENRY, PATRICK TIMOTHY",REPUBLICAN,NC,US HOUSE DISTRICT NC 010,Incumbent,Won,3382771.88
"BERGER SR, PHILIP EDWARD",REPUBLICAN,NC,SENATE DISTRICT 030,Incumbent,Won,2630704.58
"HUDSON JR, RICHARD LANE",REPUBLICAN,NC,US HOUSE DISTRICT NC 008,Incumbent,Won,2286871.24
"HOLDING, GEORGE EDWARD BELL",REPUBLICAN,NC,US HOUSE DISTRICT NC 002,Incumbent,Won,2156497.06
"FOXX, VIRGINIA",REPUBLICAN,NC,US HOUSE DISTRICT NC 005,Incumbent,Won,2098124.13
"BUDD, THEODORE PAUL",REPUBLICAN,NC,US HOUSE DISTRICT NC 013,Incumbent,Won,2026780.89
"HARRIS, MARK EVERETTE",REPUBLICAN,NC,US HOUSE DISTRICT NC 009,Open,Won,1855840.91
"MEADOWS, MARK RANDAL",REPUBLICAN,NC,US HOUSE DISTRICT NC 011,Incumbent,Won,1645596.88
"EARLS, ANITA",DEMOCRATIC,NC,SUPREME COURT-JACKSON SEAT,Challenger,Won,1574366.92
"ROUZER, DAVID CHESTON",REPUBLICAN,NC,US HOUSE DISTRICT NC 007,Incumbent,Won,1463874.84
"WALKER, BRADLEY MARK",REPUBLICAN,NC,US HOUSE DISTRICT NC 006,Incumbent,Won,1216684.84
"MOORE, TIMOTHY KEITH (TIM)",REPUBLICAN,NC,HOUSE DISTRICT 111,Incumbent,Won,1191357.58
"PITTENGER, ROBERT M",REPUBLICAN,NC,US HOUSE DISTRICT NC 009,Incumbent,Lost,1124012.93
"COLEMAN, LINDA D",DEMOCRATIC,NC,US HOUSE DISTRICT NC 002,Challenger,Lost,1121677.56
"MANNING, KATHY ELLEN",DEMOCRATIC,NC,US HOUSE DISTRICT NC 013,Challenger,Lost,938973.43
