Candidate,Party,State,Office,Incumbency,Result,Total Money
"LOVE, MIA",REPUBLICAN,UT,US HOUSE DISTRICT UT 004,Incumbent,Lost,3944639.32
"MCADAMS, BEN",DEMOCRATIC,UT,US HOUSE DISTRICT UT 004,Challenger,Won,2105041.77
"BISHOP, ROBERT (ROB)",REPUBLICAN,UT,US HOUSE DISTRICT UT 001,Incumbent,Won,1034161.54
"STEWART, CHRIS",REPUBLICAN,UT,US HOUSE DISTRICT UT 002,Incumbent,Won,895729.85
"WILSON, JENNY",DEMOCRATIC,UT,US SENATE DISTRICT UT SW-CLASS I,Open,Lost,778361.04
"KENNEDY, MIKE",REPUBLICAN,UT,US SENATE DISTRICT UT SW-CLASS I,Open,Lost,756300.63
"CURTIS, JOHN R",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Incumbent,Won,619865.33
"ROMNEY, WILLARD MITT",REPUBLICAN,UT,US SENATE DISTRICT UT SW-CLASS I,Open,Won,461282.81
"GHORBANI, SHIREEN SARAH",DEMOCRATIC,UT,US HOUSE DISTRICT UT 002,Challenger,Lost,264755.72
"ELIASON, ERIC",UNITED UTAH,UT,US HOUSE DISTRICT UT 001,Challenger,Lost,255733.00
"MAYNE, KAREN",DEMOCRATIC,UT,SENATE DISTRICT 005,Incumbent,Won,183360.64
"ADAMS, J STUART",REPUBLICAN,UT,SENATE DISTRICT 022,Incumbent,Won,167707.13
"ZEHNDER, BRIAN",REPUBLICAN,UT,SENATE DISTRICT 008,Incumbent,Lost,115948.21
"MILLNER, ANN",REPUBLICAN,UT,SENATE DISTRICT 018,Incumbent,Won,106790.00
"DAVIS, GENE",DEMOCRATIC,UT,SENATE DISTRICT 003,Incumbent,Won,102178.00
"STEVENSON, JERRY W",REPUBLICAN,UT,SENATE DISTRICT 021,Incumbent,Won,101141.00
"RUBIN, JACK",REPUBLICAN,UT,SENATE DISTRICT 026,Open,Lost,96751.00
"AALDERS, TIM",CONSTITUTION,UT,US SENATE DISTRICT UT SW-CLASS I,Open,Lost,90995.41
"GIBSON, FRANCIS D",REPUBLICAN,UT,HOUSE DISTRICT 065,Incumbent,Won,76201.00
"WILSON, BRAD R",REPUBLICAN,UT,HOUSE DISTRICT 015,Incumbent,Won,71593.55
"DAVIS, CLARK NEIL",REPUBLICAN,UT,SENATE DISTRICT 017,Open,Lost,67364.00
"KNOTWELL, JOHN",REPUBLICAN,UT,HOUSE DISTRICT 052,Incumbent,Won,61903.39
"VICKERS, EVAN J",REPUBLICAN,UT,SENATE DISTRICT 028,Incumbent,Won,59559.94
"DUNNIGAN, JIM",REPUBLICAN,UT,HOUSE DISTRICT 039,Incumbent,Won,53069.18
"HARRISON, SUZANNE",DEMOCRATIC,UT,HOUSE DISTRICT 032,Open,Won,48975.84
"MCDONALD, DARLENE",DEMOCRATIC,UT,US HOUSE DISTRICT UT 004,Open,Lost,47898.01
"WARD, RAYMOND",REPUBLICAN,UT,HOUSE DISTRICT 019,Incumbent,Won,45838.71
"PLUMB, JENNIFER",DEMOCRATIC,UT,SENATE DISTRICT 002,Open,Lost,43765.00
"BONHAM, BRAD",REPUBLICAN,UT,HOUSE DISTRICT 032,Open,Lost,40540.00
"KWAN, KAREN",DEMOCRATIC,UT,HOUSE DISTRICT 034,Incumbent,Won,40212.13
"IWAMOTO, JANI",DEMOCRATIC,UT,SENATE DISTRICT 004,Incumbent,Won,39852.79
"KITCHEN, DEREK LLOYD",DEMOCRATIC,UT,SENATE DISTRICT 002,Open,Won,37356.03
"KORENBLAT, ASHLEY",REPUBLICAN,UT,HOUSE DISTRICT 070,Challenger,Lost,36644.00
"SANDALL, SCOTT",REPUBLICAN,UT,SENATE DISTRICT 017,Open,Won,35429.19
"LIMANSKY, IGOR",DEMOCRATIC,UT,HOUSE DISTRICT 024,Open,Lost,35194.52
"IVORY, KEN",REPUBLICAN,UT,HOUSE DISTRICT 047,Incumbent,Won,34990.92
"WINTERTOWN, RONALD",REPUBLICAN,UT,SENATE DISTRICT 026,Open,Won,34495.00
"FERRY, JOEL",REPUBLICAN,UT,HOUSE DISTRICT 001,Open,Won,31750.00
"WRIGHT, PHILL",REPUBLICAN,UT,HOUSE DISTRICT 019,Challenger,Lost,29716.48
"ARENT, PATRICE",DEMOCRATIC,UT,HOUSE DISTRICT 036,Incumbent,Won,29535.00
"DAILEY-PROVOST, JEN",DEMOCRATIC,UT,HOUSE DISTRICT 024,Open,Won,29394.00
"LEWIS, DIANE",DEMOCRATIC,UT,HOUSE DISTRICT 043,Challenger,Lost,27905.87
"DAVIS, JAREN L",REPUBLICAN,UT,SENATE DISTRICT 008,Challenger,Lost,27653.81
"MERRILL, GREG",REPUBLICAN,UT,HOUSE DISTRICT 004,Open,Lost,26749.18
"MCCAY, DAN",REPUBLICAN,UT,SENATE DISTRICT 011,Open,Won,26638.70
"WALDRIP, STEVE",REPUBLICAN,UT,HOUSE DISTRICT 008,Open,Won,24584.21
"BRAMMER, BRADY",REPUBLICAN,UT,HOUSE DISTRICT 027,Open,Won,24322.44
"BALLARD, MELISSA GARFF",REPUBLICAN,UT,HOUSE DISTRICT 020,Open,Won,23670.00
"MUSSELMAN, CALVIN R",REPUBLICAN,UT,HOUSE DISTRICT 009,Open,Won,23360.00
"MALOY, CORY",REPUBLICAN,UT,HOUSE DISTRICT 006,Incumbent,Won,23287.87
"ROBINSON, SHAWN",DEMOCRATIC,UT,SENATE DISTRICT 002,Open,Lost,22687.20
"BROWN, LORRAINE P",REPUBLICAN,UT,HOUSE DISTRICT 010,Open,Lost,22350.00
"MCKELL, MIKE",REPUBLICAN,UT,HOUSE DISTRICT 066,Incumbent,Won,21885.00
"CASTILLO, LEE",DEMOCRATIC,UT,US HOUSE DISTRICT UT 001,Challenger,Lost,21555.13
"WINDER, MIKE",REPUBLICAN,UT,HOUSE DISTRICT 030,Incumbent,Won,20521.00
"RIEBE, KATHLEEN",DEMOCRATIC,UT,SENATE DISTRICT 008,Challenger,Won,19175.00
"SCHULTZ, MIKE",REPUBLICAN,UT,HOUSE DISTRICT 012,Incumbent,Won,19102.00
"HANDY, STEPHEN G (STEVE)",REPUBLICAN,UT,HOUSE DISTRICT 016,Incumbent,Won,19101.00
"HALL, CRAIG",REPUBLICAN,UT,HOUSE DISTRICT 033,Incumbent,Won,17463.45
"MOSS, JEFFERSON",REPUBLICAN,UT,HOUSE DISTRICT 002,Incumbent,Won,17317.61
"GOURUM, BRIAN K",REPUBLICAN,UT,SENATE DISTRICT 026,Open,Lost,17260.00
"SINGER, JAMES COURAGE",DEMOCRATIC,UT,US HOUSE DISTRICT UT 003,Challenger,Lost,16908.36
"THATCHER, DANIEL W",REPUBLICAN,UT,SENATE DISTRICT 012,Incumbent,Won,16563.31
"HAWKES, TIMOTHY D",REPUBLICAN,UT,HOUSE DISTRICT 018,Incumbent,Won,16001.00
"WINDER, CHASE",REPUBLICAN,UT,SENATE DISTRICT 002,Open,Lost,15748.10
"WRIGHT, ABIGAIL",DEMOCRATIC,UT,SENATE DISTRICT 009,Open,Lost,15294.90
"JUDKINS, MARSHA",REPUBLICAN,UT,HOUSE DISTRICT 061,Open,Won,15118.48
"BOWDEN, CRAIG",LIBERTARIAN,UT,US SENATE DISTRICT UT SW-CLASS I,Open,Lost,15006.19
"JOHNSON, DAN M",REPUBLICAN,UT,HOUSE DISTRICT 004,Open,Won,14957.53
"SPENDLOVE, ROBERT",REPUBLICAN,UT,HOUSE DISTRICT 049,Incumbent,Won,14867.63
"WATKINS, CHRISTINE F",REPUBLICAN,UT,HOUSE DISTRICT 069,Incumbent,Won,14193.68
"JENSEN, MATTHEW",REPUBLICAN,UT,HOUSE DISTRICT 020,Open,Lost,14126.56
"CUTLER, BRUCE R",REPUBLICAN,UT,HOUSE DISTRICT 044,Incumbent,Lost,13886.96
"ROSKELLEY, LISA",REPUBLICAN,UT,HOUSE DISTRICT 007,Open,Lost,13693.02
"MOTT-SMITH, MARLA LOUISE",DEMOCRATIC,UT,US HOUSE DISTRICT UT 004,Open,Lost,13562.80
"HUTCHINGS, ERIC",REPUBLICAN,UT,HOUSE DISTRICT 038,Incumbent,Won,13400.00
"CULLIMORE JR, KIRK",REPUBLICAN,UT,SENATE DISTRICT 009,Open,Won,13390.00
"SAGERS, DOUG",REPUBLICAN,UT,HOUSE DISTRICT 021,Incumbent,Won,13267.11
"HOLLAND, MARSHA M",UNAFFILIATED,UT,HOUSE DISTRICT 073,Open,Lost,13253.28
"SCHOW, TERRY",REPUBLICAN,UT,HOUSE DISTRICT 010,Open,Lost,13227.39
"FROERER, DEANA",DEMOCRATIC,UT,HOUSE DISTRICT 008,Open,Lost,12848.85
"HERROD, CHRISTOPHER N",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Challenger,Lost,12779.60
