Candidate,Party,State,Office,Incumbency,Result,Total Money
"STEMERMAN, DAVID I",REPUBLICAN,CT,GOVERNOR,Open,Lost,12935555.34
"LAMONT JR, EDWARD MINER (NED) & BYSIEWICZ, SUSAN",DEMOCRATIC,CT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,12771433.00
"MURPHY, CHRISTOPHER S",DEMOCRATIC,CT,US SENATE DISTRICT CT SW-CLASS I,Incumbent,Won,10103752.79
"STEFANOWSKI JR, ROBERT V (BOB) & MARKLEY, JOSEPH C (JOE)",REPUBLICAN,CT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,5978994.94
"HIMES, JAMES A",DEMOCRATIC,CT,US HOUSE DISTRICT CT 004,Incumbent,Won,1710173.86
"OBSITNIK, STEPHEN A (STEVE)",REPUBLICAN,CT,GOVERNOR,Open,Lost,1574014.80
"LARSON, JOHN B",DEMOCRATIC,CT,US HOUSE DISTRICT CT 001,Incumbent,Won,1489692.29
"WOODEN, SHAWN T",DEMOCRATIC,CT,TREASURER,Open,Won,1463436.25
"HATFIELD, SUSAN",REPUBLICAN,CT,ATTORNEY GENERAL,Open,Lost,1379851.28
"GANIM, JOSEPH P (JOE)",DEMOCRATIC,CT,GOVERNOR,Open,Lost,1340411.93
"TONG, WILLIAM M",DEMOCRATIC,CT,ATTORNEY GENERAL,Open,Won,1316537.19
"DELAURO, ROSA L",DEMOCRATIC,CT,US HOUSE DISTRICT CT 003,Incumbent,Won,1165071.99
"COURTNEY, JOSEPH D",DEMOCRATIC,CT,US HOUSE DISTRICT CT 002,Incumbent,Won,1022853.27
"MERRILL, DENISE",DEMOCRATIC,CT,SECRETARY OF STATE,Incumbent,Won,901850.45
"LEMBO, KEVIN P",DEMOCRATIC,CT,COMPTROLLER,Incumbent,Won,835048.58
"BYSIEWICZ, SUSAN",DEMOCRATIC,CT,LIEUTENANT GOVERNOR,Open,Won,747843.88
"ARORA, HARRY",REPUBLICAN,CT,US HOUSE DISTRICT CT 004,Challenger,Lost,726605.37
"STEVENSON, JAYME",REPUBLICAN,CT,LIEUTENANT GOVERNOR,Open,Lost,595062.96
"LINARES, ARTHUR S (ART)",REPUBLICAN,CT,TREASURER,Open,Lost,584380.80
"STEWART, ERIN",REPUBLICAN,CT,LIEUTENANT GOVERNOR,Open,Lost,578229.00
"DOYLE, PAUL R",DEMOCRATIC,CT,ATTORNEY GENERAL,Open,Lost,574793.80
"ZIMMERMAN, EVA BERMUDEZ",DEMOCRATIC,CT,LIEUTENANT GOVERNOR,Open,Lost,542697.50
"BHARGAVA, DITA",DEMOCRATIC,CT,TREASURER,Open,Lost,542418.00
"MATTEI, CHRISTOPHER",DEMOCRATIC,CT,ATTORNEY GENERAL,Open,Lost,481790.33
"GRIEBEL, RICHARD NELSON (OZ) & FRANK, MONTE E",GRIEBEL FRANK FOR CT PARTY,CT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,403683.35
"GRAY, THADDEUS",REPUBLICAN,CT,TREASURER,Open,Lost,369911.25
"HAYES, JAHANA",DEMOCRATIC,CT,US HOUSE DISTRICT CT 005,Open,Won,336859.22
"BERGSTEIN, ALEXANDRA",DEMOCRATIC,CT,SENATE DISTRICT 036,Challenger,Won,307988.64
"ABRAMS, MARY DAUGHERTY",DEMOCRATIC,CT,SENATE DISTRICT 013,Challenger,Won,238202.76
"HERBST, TIMOTHY",REPUBLICAN,CT,GOVERNOR,Open,Lost,219966.72
"LESSER, MATTHEW L (MATT)",DEMOCRATIC,CT,SENATE DISTRICT 009,Open,Won,216434.50
"NARDELLO, VICKIE",DEMOCRATIC,CT,SENATE DISTRICT 016,Open,Lost,200994.00
"GREENBERG, MARK D",REPUBLICAN,CT,COMPTROLLER,Open,Lost,186312.53
"GLASSMAN, MARY MESSINA",DEMOCRATIC,CT,US HOUSE DISTRICT CT 005,Open,Lost,184724.71
"CABRERA, JORGE",DEMOCRATIC,CT,SENATE DISTRICT 017,Challenger,Won,181282.00
"MCKEEN, AILI",DEMOCRATIC,CT,SENATE DISTRICT 034,Challenger,Lost,170133.60
"RAPINI, DOMINIC",REPUBLICAN,CT,US SENATE DISTRICT CT SW-CLASS I,Open,Lost,162149.79
"HASKELL, WILLIAM",DEMOCRATIC,CT,SENATE DISTRICT 026,Challenger,Won,154026.00
