Candidate,Party,State,Office,Incumbency,Result,Total Money
"MANCHIN III, JOSEPH (JOE)",DEMOCRATIC,WV,US SENATE DISTRICT WV SW-CLASS I,Incumbent,Won,7887369.23
"BLANKENSHIP, DON L",REPUBLICAN,WV,US SENATE DISTRICT WV SW-CLASS I,Open,Lost,4140000.00
"MORRISEY, PATRICK",REPUBLICAN,WV,US SENATE DISTRICT WV SW-CLASS I,Challenger,Lost,3845843.10
"MOONEY, ALEX",REPUBLICAN,WV,US HOUSE DISTRICT WV 002,Incumbent,Won,2325486.37
"OJEDA II, RICHARD NEECE",DEMOCRATIC,WV,US HOUSE DISTRICT WV 003,Open,Lost,2233372.96
"MILLER, CAROL D",REPUBLICAN,WV,US HOUSE DISTRICT WV 003,Open,Won,1569071.32
"JENKINS, EVAN H",REPUBLICAN,WV,US SENATE DISTRICT WV SW-CLASS I,Open,Lost,1306432.87
"MCKINLEY, DAVID B",REPUBLICAN,WV,US HOUSE DISTRICT WV 001,Incumbent,Won,1209559.64
"SERGENT, TALLEY",DEMOCRATIC,WV,US HOUSE DISTRICT WV 002,Challenger,Lost,659867.65
"SCHEINBERG, AARON",DEMOCRATIC,WV,US HOUSE DISTRICT WV 002,Open,Lost,577311.78
"BAXTER, RALPH",DEMOCRATIC,WV,US HOUSE DISTRICT WV 001,Open,Lost,410256.79
"LUCAS, CONRAD",REPUBLICAN,WV,US HOUSE DISTRICT WV 003,Open,Lost,408657.37
"PHILLIPS JR, RUPERT WILSON (RUPIE)",REPUBLICAN,WV,US HOUSE DISTRICT WV 003,Open,Lost,279668.90
"FERSHEE, KENDRA JEAN HUARD",DEMOCRATIC,WV,US HOUSE DISTRICT WV 001,Challenger,Lost,240198.60
"TABIT, JOANNA I",NONPARTISAN,WV,SUPREME COURT-KETCHUM SEAT,Open,Lost,239542.16
"FERNS, RYAN J",REPUBLICAN,WV,SENATE DISTRICT 001,Incumbent,Lost,200407.24
"WILLIS, THOMAS (TOM)",REPUBLICAN,WV,US SENATE DISTRICT WV SW-CLASS I,Open,Lost,173472.18
"IHLENFELD, WILLIAM J",DEMOCRATIC,WV,SENATE DISTRICT 001,Challenger,Won,173143.23
"NELSON JR, ERIC",REPUBLICAN,WV,HOUSE DISTRICT 035,Incumbent,Won,131812.50
"GEARHEART, GARY MARTIN (MARTY)",REPUBLICAN,WV,US HOUSE DISTRICT WV 003,Open,Lost,117313.17
"JENKINS, EVAN H",NONPARTISAN,WV,SUPREME COURT-DAVIS SEAT,Open,Won,112556.00
"GAUNCH, CHARLES EDWARD",REPUBLICAN,WV,SENATE DISTRICT 008,Incumbent,Lost,112045.03
"SMITH, DENNISE RENEE",NONPARTISAN,WV,SUPREME COURT-DAVIS SEAT,Open,Lost,106200.18
"ELLIS, TERRELL",DEMOCRATIC,WV,SENATE DISTRICT 017,Challenger,Lost,96752.70
"LINDSAY, RICHARD DAVID",DEMOCRATIC,WV,SENATE DISTRICT 008,Challenger,Won,96306.69
"SWEARENGIN, PAULA JOAN",DEMOCRATIC,WV,US SENATE DISTRICT WV SW-CLASS I,Challenger,Lost,95059.69
"PRIM, BRIAN ALAN",DEMOCRATIC,WV,SENATE DISTRICT 004,Open,Lost,94050.00
"ARMSTEAD, TIMOTHY P (TIM)",NONPARTISAN,WV,SUPREME COURT-KETCHUM SEAT,Open,Won,83919.57
"CANESTRARO, JOSEPH R",DEMOCRATIC,WV,HOUSE DISTRICT 004,Incumbent,Won,75660.89
"CAPITO, ARCH ALFRED MOORE",REPUBLICAN,WV,HOUSE DISTRICT 035,Incumbent,Won,75336.50
"HANSHAW, ROGER",REPUBLICAN,WV,HOUSE DISTRICT 033,Incumbent,Won,73925.00
"MOORE, RILEY MCGOWAN",REPUBLICAN,WV,HOUSE DISTRICT 067,Incumbent,Lost,73821.98
"BALDWIN JR, STEPHEN HARRISON",DEMOCRATIC,WV,SENATE DISTRICT 010,Incumbent,Won,73420.36
"WOOTON, WILLIAM ROBERT",DEMOCRATIC,WV,SENATE DISTRICT 009,Open,Lost,72170.40
"ROBINSON, ANDREW NELSON",DEMOCRATIC,WV,HOUSE DISTRICT 036,Incumbent,Won,69545.00
"KESSLER, JEFFREY VINCENT",NONPARTISAN,WV,SUPREME COURT-DAVIS SEAT,Open,Lost,67751.18
"OLIVERIO II, MICHAEL A",REPUBLICAN,WV,SENATE DISTRICT 013,Challenger,Lost,66320.00
"CHASE, CORY LYLE",DEMOCRATIC,WV,HOUSE DISTRICT 053,Challenger,Lost,60359.74
"LOVEJOY, CHAD STEPHEN",DEMOCRATIC,WV,HOUSE DISTRICT 017,Incumbent,Won,59294.84
"BREWER, MICHAEL SCOTT",DEMOCRATIC,WV,HOUSE DISTRICT 013,Incumbent,Pending,58654.50
"THOMPSON, WILLIAM STEWART",NONPARTISAN,WV,SUPREME COURT-DAVIS SEAT,Open,Lost,57202.03
"HAMILTON, WILLIAM DAVID (BILL)",REPUBLICAN,WV,SENATE DISTRICT 011,Open,Won,55747.62
"COWLES, DARYL E",REPUBLICAN,WV,HOUSE DISTRICT 058,Incumbent,Won,54368.22
"DOUGLAS, JIM",NONPARTISAN,WV,SUPREME COURT-DAVIS SEAT,Open,Lost,54300.00
"WILKES, CHRISTOPHER C",NONPARTISAN,WV,SUPREME COURT-KETCHUM SEAT,Open,Lost,49782.98
"FLEISCHAUER, BARBARA EVANS",DEMOCRATIC,WV,HOUSE DISTRICT 051,Incumbent,Won,49771.51
"PORE, RENATE",DEMOCRATIC,WV,HOUSE DISTRICT 035,Challenger,Lost,49311.99
"BEACH, ROBERT D (BOB)",DEMOCRATIC,WV,SENATE DISTRICT 013,Incumbent,Won,47118.25
"WARNER, DEBORAH L",REPUBLICAN,WV,HOUSE DISTRICT 051,Challenger,Lost,46254.15
"ROMANO, MICHAEL JOSEPH (MIKE)",DEMOCRATIC,WV,SENATE DISTRICT 012,Incumbent,Won,46252.00
"WAXMAN, THERESA A (TERRY)",REPUBLICAN,WV,HOUSE DISTRICT 048,Challenger,Pending,46215.00
"LAVENDER-BOWE, CYNTHIA JEAN",DEMOCRATIC,WV,HOUSE DISTRICT 042,Challenger,Pending,45628.62
"FLUHARTY, SHAWN LUCAS",DEMOCRATIC,WV,HOUSE DISTRICT 003,Incumbent,Won,44955.00
"AZINGER, MICHAEL THOMAS (MIKE)",REPUBLICAN,WV,SENATE DISTRICT 003,Incumbent,Won,44645.63
"WESTFALL, CARL STEPHEN (STEVE)",REPUBLICAN,WV,HOUSE DISTRICT 012,Incumbent,Won,43930.00
"LANE, CHARLOTTE R",REPUBLICAN,WV,HOUSE DISTRICT 035,Incumbent,Lost,43656.50
"MILEY, TIMOTHY R",DEMOCRATIC,WV,HOUSE DISTRICT 048,Incumbent,Won,42850.00
"CLEMENTS, CHARLES H",REPUBLICAN,WV,SENATE DISTRICT 002,Incumbent,Won,42535.70
"FOLK, MICHAEL CRAIG (MIKE)",REPUBLICAN,WV,SENATE DISTRICT 016,Challenger,Lost,42121.30
"MAYNARD, MARK R",REPUBLICAN,WV,SENATE DISTRICT 006,Incumbent,Won,39775.00
"BRUNER JR, HARRY C (BO)",NONPARTISAN,WV,SUPREME COURT-KETCHUM SEAT,Open,Lost,38551.21
"STOLLINGS, RON",DEMOCRATIC,WV,SENATE DISTRICT 007,Incumbent,Won,37809.37
"HANSEN, EVAN PAUL",DEMOCRATIC,WV,HOUSE DISTRICT 051,Challenger,Won,37647.71
"BYRD, ANDREW D",DEMOCRATIC,WV,HOUSE DISTRICT 035,Incumbent,Won,37240.00
"WOELFEL, MICHAEL A",DEMOCRATIC,WV,SENATE DISTRICT 005,Incumbent,Lost,36915.00
"ROHRBACH, MATTHEW",REPUBLICAN,WV,HOUSE DISTRICT 017,Incumbent,Won,36840.00
"FRANK, ROBERT J",NONPARTISAN,WV,SUPREME COURT-DAVIS SEAT,Open,Lost,36395.00
"TAKUBO JR, TAMEJIRO (TOM)",REPUBLICAN,WV,SENATE DISTRICT 017,Incumbent,Won,36200.00
"ZUCKER, STEPHANIE JANE",DEMOCRATIC,WV,SENATE DISTRICT 014,Challenger,Lost,35946.74
"TULL, THOMAS R (TOM)",DEMOCRATIC,WV,HOUSE DISTRICT 038,Challenger,Lost,35540.00
"DOYLE, ROBERT JOHN",DEMOCRATIC,WV,HOUSE DISTRICT 067,Challenger,Won,35281.15
"SOLOMON, BRIANNE LARISSE",DEMOCRATIC,WV,HOUSE DISTRICT 014,Challenger,Lost,35040.03
"DEITZLER, HARRY GEORGE",DEMOCRATIC,WV,HOUSE DISTRICT 010,Challenger,Lost,34505.00
