Candidate,Party,State,Office,Incumbency,Result,Total Money
"CARPER, THOMAS R (TOM)",DEMOCRATIC,DE,US SENATE DISTRICT DE SW-CLASS I,Incumbent,Won,3719184.34
"BLUNT ROCHESTER, LISA",DEMOCRATIC,DE,US HOUSE DISTRICT DE 001,Incumbent,Won,1076770.29
"JENNINGS, KATHLEEN (KATHY)",DEMOCRATIC,DE,ATTORNEY GENERAL,Open,Won,747879.57
"SIMPLER JR, KENNETH ALVIN",REPUBLICAN,DE,TREASURER,Incumbent,Lost,562158.27
"TRUONO JR, EUGENE J (GENE)",REPUBLICAN,DE,US SENATE DISTRICT DE SW-CLASS I,Open,Lost,273766.66
"MCGUINESS, KATHLEEN KRAMEDAS (KATHY)",DEMOCRATIC,DE,AUDITOR,Open,Won,243629.08
"LAVELLE, GREGORY FRANCIS",REPUBLICAN,DE,SENATE DISTRICT 004,Incumbent,Lost,198907.32
"HARRIS, KERRI EVELYN",DEMOCRATIC,DE,US SENATE DISTRICT DE SW-CLASS I,Challenger,Lost,174669.49
"ARLETT, ROBERT B",REPUBLICAN,DE,US SENATE DISTRICT DE SW-CLASS I,Challenger,Lost,103609.39
"JOHNSON, CHRISTOFER C",DEMOCRATIC,DE,ATTORNEY GENERAL,Open,Lost,103301.11
"LOPEZ, ERNESTO B",REPUBLICAN,DE,SENATE DISTRICT 006,Incumbent,Won,99440.00
"PARADEE III, WILLIAM CHARLES (TREY)",DEMOCRATIC,DE,SENATE DISTRICT 017,Open,Won,89042.00
"ROBERTS, LAKRESHA STANFORD",DEMOCRATIC,DE,ATTORNEY GENERAL,Open,Lost,86144.00
"GRIFFITH, KRISTA",DEMOCRATIC,DE,HOUSE DISTRICT 012,Challenger,Won,84760.78
"BONINI, COLIN J",REPUBLICAN,DE,SENATE DISTRICT 016,Incumbent,Won,84732.76
"BUSH IV, WILLIAM G",DEMOCRATIC,DE,HOUSE DISTRICT 029,Open,Won,76615.39
"TOWNSEND, BRYAN",DEMOCRATIC,DE,SENATE DISTRICT 011,Incumbent,Won,76263.00
"SPADOLA, JAMES NORMAN",REPUBLICAN,DE,AUDITOR,Open,Lost,74507.93
"SCHWARTZKOPF, PETER C",DEMOCRATIC,DE,HOUSE DISTRICT 014,Incumbent,Won,74085.02
"SMITH, MICHAEL F",REPUBLICAN,DE,HOUSE DISTRICT 022,Open,Won,73964.10
"GONZALEZ, GUILLERMINA",DEMOCRATIC,DE,HOUSE DISTRICT 022,Open,Lost,64904.29
"HALL, DONYALE",REPUBLICAN,DE,SENATE DISTRICT 017,Open,Lost,63920.00
"DAVIS, COLLEEN C",DEMOCRATIC,DE,TREASURER,Challenger,Won,62095.20
"LOCKMAN, S ELIZABETH",DEMOCRATIC,DE,SENATE DISTRICT 003,Open,Won,59684.46
"RAMONE, MICHAEL (MIKE)",REPUBLICAN,DE,HOUSE DISTRICT 021,Incumbent,Won,58114.66
"WHEATLEY, ROBERT C",DEMOCRATIC,DE,SENATE DISTRICT 021,Challenger,Lost,54733.98
"PEPUKAYI SR, BERNARD V",REPUBLICAN,DE,ATTORNEY GENERAL,Open,Lost,52794.00
"HANSEN, STEPHANIE L",DEMOCRATIC,DE,SENATE DISTRICT 010,Incumbent,Won,50532.52
"HENSLEY, KEVIN S",REPUBLICAN,DE,HOUSE DISTRICT 009,Incumbent,Won,49485.00
"KING, JUSTIN",REPUBLICAN,DE,SENATE DISTRICT 017,Open,Lost,48735.97
"HEFFERNAN, DEBRA J",DEMOCRATIC,DE,HOUSE DISTRICT 006,Incumbent,Won,48286.00
"RICHARDSON, BRYANT LYN",REPUBLICAN,DE,SENATE DISTRICT 021,Incumbent,Won,47304.68
"WILLIAMS, DENNIS EDWARD",DEMOCRATIC,DE,AUDITOR,Open,Lost,46088.68
"VANDERWENDE, JESSE RAWLINS",REPUBLICAN,DE,HOUSE DISTRICT 035,Open,Won,45690.00
"CHUKWUOCHA, NNAMDI",DEMOCRATIC,DE,HOUSE DISTRICT 001,Open,Won,45141.22
"SHUPE, BRYAN W",REPUBLICAN,DE,HOUSE DISTRICT 036,Open,Won,42175.00
"SEIGFRIED, RAYMOND",DEMOCRATIC,DE,HOUSE DISTRICT 007,Open,Won,41848.36
"STURGEON, LAURA",DEMOCRATIC,DE,SENATE DISTRICT 004,Challenger,Won,41267.48
"SMYK, STEPHEN T (STEVE)",REPUBLICAN,DE,HOUSE DISTRICT 020,Incumbent,Won,40655.54
"CARSON JR, WILLIAM J",DEMOCRATIC,DE,HOUSE DISTRICT 028,Incumbent,Won,40248.25
"HUDSON, DEBORAH D",REPUBLICAN,DE,HOUSE DISTRICT 012,Incumbent,Lost,37368.30
"MORRIS, W SHANNON",REPUBLICAN,DE,HOUSE DISTRICT 030,Open,Won,37038.00
"BOLDEN, STEPHANIE T",DEMOCRATIC,DE,HOUSE DISTRICT 002,Incumbent,Won,35839.00
"BAKER, DAVID BARRETT",DEMOCRATIC,DE,SENATE DISTRICT 006,Challenger,Lost,35106.24
"METZING, CHRISTINE EGAN",REPUBLICAN,DE,SENATE DISTRICT 010,Challenger,Lost,34710.33
"DAVIES, KATHLEEN ANN",DEMOCRATIC,DE,AUDITOR,Open,Lost,33376.88
"YEARICK, LYNDON DEAN",REPUBLICAN,DE,HOUSE DISTRICT 034,Incumbent,Won,33125.00
"BAUMBACH, PAUL S",DEMOCRATIC,DE,HOUSE DISTRICT 023,Incumbent,Won,32964.00
"LYNN, SEAN M",DEMOCRATIC,DE,HOUSE DISTRICT 031,Incumbent,Won,32357.93
"JOHNSON IV, S QUINTON",DEMOCRATIC,DE,HOUSE DISTRICT 008,Incumbent,Won,31775.00
"TASCHNER, RENEE",DEMOCRATIC,DE,HOUSE DISTRICT 022,Open,Lost,31062.09
"RYAN, JAMES ANTHONY (JIM)",DEMOCRATIC,DE,HOUSE DISTRICT 009,Open,Lost,30655.61
"LONGHURST, VALERIE J",DEMOCRATIC,DE,HOUSE DISTRICT 015,Incumbent,Won,30475.00
"WILLIAMS, KIMBERLY",DEMOCRATIC,DE,HOUSE DISTRICT 019,Incumbent,Won,29727.00
"MATTHEWS, SEAN",DEMOCRATIC,DE,HOUSE DISTRICT 010,Incumbent,Won,29640.00
"HINES, JORDAN",DEMOCRATIC,DE,SENATE DISTRICT 003,Open,Lost,29026.59
"WIENNER, ERIN LEIGH",REPUBLICAN,DE,HOUSE DISTRICT 010,Challenger,Lost,28400.46
