Candidate,Party,State,Office,Incumbency,Result,Total Money
"GREENE, JEFF",DEMOCRATIC,FL,GOVERNOR,Open,Lost,37831526.36
"LEVINE, PHILIP LOUIS",DEMOCRATIC,FL,GOVERNOR,Open,Lost,31577083.84
"SCOTT, RICHARD L (RICK)",REPUBLICAN,FL,US SENATE DISTRICT FL SW-CLASS I,Challenger,Won,25019243.51
"NELSON, BILL",DEMOCRATIC,FL,US SENATE DISTRICT FL SW-CLASS I,Incumbent,Lost,20945852.13
"GILLUM, ANDREW D & KING, THOMAS CHRISTOPHER (CHRIS)",DEMOCRATIC,FL,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,18253652.10
"DESANTIS, RONALD D (RON) & NUNEZ, JEANETTE",REPUBLICAN,FL,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,18170327.77
"PUTNAM, ADAM H",REPUBLICAN,FL,GOVERNOR,Open,Lost,9489316.28
"GRAHAM, GWEN",DEMOCRATIC,FL,GOVERNOR,Open,Lost,7826409.71
"KING, THOMAS CHRISTOPHER (CHRIS)",DEMOCRATIC,FL,GOVERNOR,Open,Lost,7381657.22
"MAST, BRIAN",REPUBLICAN,FL,US HOUSE DISTRICT FL 018,Incumbent,Won,5319386.82
"MOODY, ASHLEY",REPUBLICAN,FL,ATTORNEY GENERAL,Open,Won,5217936.32
"CURBELO, CARLOS LUIS",REPUBLICAN,FL,US HOUSE DISTRICT FL 026,Incumbent,Lost,4754784.69
"WHITE, FRANK H",REPUBLICAN,FL,ATTORNEY GENERAL,Open,Lost,4539576.90
"BAER, LAUREN",DEMOCRATIC,FL,US HOUSE DISTRICT FL 018,Challenger,Lost,3985311.69
"MUCARSEL-POWELL, DEBBIE",DEMOCRATIC,FL,US HOUSE DISTRICT FL 026,Challenger,Won,3747185.05
"TROUTMAN, BAXTER GRIFFIN",REPUBLICAN,FL,AGRICULTURE COMMISSIONER,Open,Lost,3565470.90
