Candidate,Party,State,Office,Incumbency,Result,Total Money
"WALKER, WILLIAM M (BILL) & MALLOTT, BYRON I",INDEPENDENT,AK,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Withdrew,1060631.07
"YOUNG, DON E",REPUBLICAN,AK,US HOUSE DISTRICT AK 001,Incumbent,Won,1036543.23
"DUNLEAVY, MICHAEL J (MIKE) & MEYER, KEVIN G",REPUBLICAN,AK,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,956428.46
"BEGICH, MARK & CALL, DEBRA L",DEMOCRATIC,AK,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,731076.97
"GALVIN, ALYSE S",DEMOCRATIC,AK,US HOUSE DISTRICT AK 001,Challenger,Lost,489445.23
"KAWASAKI, SCOTT",DEMOCRATIC,AK,SENATE DISTRICT A,Challenger,Lost,207305.42
"SHEIN, DIMITRI",DEMOCRATIC,AK,US HOUSE DISTRICT AK 001,Open,Lost,192849.80
"KELLY, PETER",REPUBLICAN,AK,SENATE DISTRICT A,Incumbent,Won,187634.14
"LEDOUX, GABRIELLE",REPUBLICAN,AK,HOUSE DISTRICT 015,Incumbent,Won,138657.40
"TREADWELL, LOUIS MEAD (MEAD)",REPUBLICAN,AK,GOVERNOR,Open,Lost,129086.56
"GRAY-JACKSON, ELVIRA",DEMOCRATIC,AK,SENATE DISTRICT I,Open,Won,126159.62
"DODGE, KATHRYN E",DEMOCRATIC,AK,HOUSE DISTRICT 001,Open,Lost,118305.31
"KIEHL, JESSE",DEMOCRATIC,AK,SENATE DISTRICT Q,Open,Won,117354.06
"GRENN, JASON S",NONPARTISAN,AK,HOUSE DISTRICT 022,Open,Lost,116032.85
"GRUNWALD, EDIE",REPUBLICAN,AK,LIEUTENANT GOVERNOR,Open,Lost,110851.09
"CLAMAN, MATT",DEMOCRATIC,AK,HOUSE DISTRICT 021,Incumbent,Won,107832.49
"LEBON, BARTON S (BART)",REPUBLICAN,AK,HOUSE DISTRICT 001,Open,Won,103988.00
"DARDEN, DUSTIN",DEMOCRATIC,AK,HOUSE DISTRICT 022,Open,Lost,100055.00
"NANKERVIS, JERRY A",REPUBLICAN,AK,HOUSE DISTRICT 034,Open,Lost,93927.11
"MICCICHE, PETER",REPUBLICAN,AK,SENATE DISTRICT O,Incumbent,Won,91665.00
"SPOHNHOLZ, IVY A",DEMOCRATIC,AK,HOUSE DISTRICT 016,Incumbent,Won,91504.09
"STORY, ANDREA (ANDI)",DEMOCRATIC,AK,HOUSE DISTRICT 034,Open,Won,91294.19
"SEATON, PAUL K",REPUBLICAN,AK,HOUSE DISTRICT 031,Incumbent,Lost,89507.69
"SNYDER, LIZ",DEMOCRATIC,AK,HOUSE DISTRICT 027,Challenger,Lost,78444.06
"DIMOND, CHRIS",UNDECLARED,AK,HOUSE DISTRICT 033,Open,Lost,78244.97
"HOPKINS, GRIER",DEMOCRATIC,AK,HOUSE DISTRICT 004,Open,Won,75724.43
"GROH, CLIFF",DEMOCRATIC,AK,HOUSE DISTRICT 020,Open,Lost,75157.31
"REVAK, JOSH C",REPUBLICAN,AK,HOUSE DISTRICT 025,Open,Won,75110.14
"REINBOLD, LORA H",REPUBLICAN,AK,SENATE DISTRICT G,Open,Won,74084.60
"KREISS-TOMKINS, JONATHAN S",DEMOCRATIC,AK,HOUSE DISTRICT 035,Incumbent,Won,71345.02
"BIRCH, CHRIS",REPUBLICAN,AK,SENATE DISTRICT M,Open,Won,71300.00
"SACKETT, JIM",REPUBLICAN,AK,HOUSE DISTRICT 004,Open,Lost,71285.40
"MERRICK, KELLY R",REPUBLICAN,AK,HOUSE DISTRICT 014,Open,Won,71187.40
"COSTELLO, MIA C",REPUBLICAN,AK,SENATE DISTRICT K,Incumbent,Won,65689.20
"HANNAN, SARA",DEMOCRATIC,AK,HOUSE DISTRICT 033,Open,Won,63131.93
"LEE, AMBER M",DEMOCRATIC,AK,HOUSE DISTRICT 028,Challenger,Lost,61510.43
"JOSEPHSON, ANDREW L (ANDY)",DEMOCRATIC,AK,HOUSE DISTRICT 017,Incumbent,Won,58367.94
"FIELDS, WILLIAM Z (ZACK)",DEMOCRATIC,AK,HOUSE DISTRICT 020,Open,Won,57653.78
"HOFFMAN, LYMAN F",DEMOCRATIC,AK,SENATE DISTRICT S,Incumbent,Won,56458.77
"JOHNSON, DELENA M GOODWIN",REPUBLICAN,AK,HOUSE DISTRICT 011,Incumbent,Won,54492.73
"RASMUSSEN, SARA",REPUBLICAN,AK,HOUSE DISTRICT 022,Open,Won,54047.74
"ORTIZ, DANIEL H (DAN)",UNDECLARED,AK,HOUSE DISTRICT 036,Open,Won,51017.74
"ETHERIDGE, DON R",NONPARTISAN,AK,SENATE DISTRICT Q,Open,Lost,51000.61
"LINCOLN, JOHN (AGNAQLUK)",DEMOCRATIC,AK,HOUSE DISTRICT 040,Incumbent,Won,50754.96
"PRUITT, LANCE",REPUBLICAN,AK,HOUSE DISTRICT 027,Incumbent,Won,49257.80
"HIGGINS, PAT",DEMOCRATIC,AK,HOUSE DISTRICT 025,Open,Lost,48469.00
"EDGMON, BRYCE",DEMOCRATIC,AK,HOUSE DISTRICT 037,Incumbent,Won,48267.08
"SADDLER, DAN",REPUBLICAN,AK,SENATE DISTRICT G,Open,Lost,47070.57
"GATTIS, LYNN",REPUBLICAN,AK,LIEUTENANT GOVERNOR,Open,Lost,46885.00
"KOPP, CHARLES M (CHUCK)",REPUBLICAN,AK,HOUSE DISTRICT 024,Incumbent,Won,46375.61
"WOOL, ADAM L",DEMOCRATIC,AK,HOUSE DISTRICT 005,Incumbent,Won,46131.05
"FOGLE, ALBERT",REPUBLICAN,AK,HOUSE DISTRICT 026,Open,Lost,46104.15
"ALEXANDER, ED",DEMOCRATIC,AK,HOUSE DISTRICT 006,Challenger,Lost,43179.27
"STUTES, LOUISE",REPUBLICAN,AK,HOUSE DISTRICT 032,Incumbent,Won,40851.50
"HOLMES, DOYLE E",REPUBLICAN,AK,HOUSE DISTRICT 010,Challenger,Lost,40587.33
