Candidate,Party,State,Office,Incumbency,Result,Total Money
"NEWSOM, GAVIN",DEMOCRATIC,CA,GOVERNOR,Open,Won,41947667.05
"CHIANG, JOHN",DEMOCRATIC,CA,GOVERNOR,Open,Lost,13488848.83
"COX, JOHN H",REPUBLICAN,CA,GOVERNOR,Open,Lost,12282682.41
"NUNES, DEVIN G",REPUBLICAN,CA,US HOUSE DISTRICT CA 022,Incumbent,Won,11719092.66
"FEINSTEIN, DIANNE",DEMOCRATIC,CA,US SENATE DISTRICT CA SW-CLASS I,Incumbent,Won,11201824.96
"CISNEROS, GIL",DEMOCRATIC,CA,US HOUSE DISTRICT CA 039,Open,Won,11127703.36
"VILLARAIGOSA, ANTONIO",DEMOCRATIC,CA,GOVERNOR,Open,Lost,9581687.79
"JANZ, ANDREW",DEMOCRATIC,CA,US HOUSE DISTRICT CA 022,Challenger,Lost,8284015.29
"MCCARTHY, KEVIN",REPUBLICAN,CA,US HOUSE DISTRICT CA 023,Incumbent,Won,7741085.43
"DE LA FUENTE, ROQUE (ROCKY)",REPUBLICAN,CA,US SENATE DISTRICT CA SW-CLASS I,Challenger,Lost,7654598.01
"HILL, KATIE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 025,Challenger,Won,7330118.73
"HARDER, JOSH",DEMOCRATIC,CA,US HOUSE DISTRICT CA 010,Challenger,Won,7007191.78
"KOUNALAKIS, ELENI",DEMOCRATIC,CA,LIEUTENANT GOVERNOR,Open,Won,6994563.96
"ROUDA, HARLEY",DEMOCRATIC,CA,US HOUSE DISTRICT CA 048,Challenger,Won,6961877.75
"BECERRA, XAVIER",DEMOCRATIC,CA,ATTORNEY GENERAL,Incumbent,Won,6875137.77
"KERR, PAUL",DEMOCRATIC,CA,US HOUSE DISTRICT CA 049,Open,Lost,5936180.49
"PORTER, KATIE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 045,Challenger,Won,5880793.61
"SCHIFF, ADAM B",DEMOCRATIC,CA,US HOUSE DISTRICT CA 028,Incumbent,Won,5853379.06
"LEVIN, MIKE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 049,Open,Won,5640694.48
"JONES, DAVE",DEMOCRATIC,CA,ATTORNEY GENERAL,Challenger,Lost,5309603.46
"TUCK, MARSHALL",NONPARTISAN,CA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Pending,4480378.76
"PELOSI, NANCY",DEMOCRATIC,CA,US HOUSE DISTRICT CA 012,Incumbent,Won,4014743.01
"HERNANDEZ, EDWARD P",DEMOCRATIC,CA,LIEUTENANT GOVERNOR,Open,Lost,3739328.77
"DENHAM, JEFF",REPUBLICAN,CA,US HOUSE DISTRICT CA 010,Incumbent,Lost,3730617.48
"WALTERS, MIMI",REPUBLICAN,CA,US HOUSE DISTRICT CA 045,Incumbent,Lost,3526655.67
"MA, FIONA",DEMOCRATIC,CA,TREASURER,Open,Won,3485065.97
"MORSE, JESSICA",DEMOCRATIC,CA,US HOUSE DISTRICT CA 004,Challenger,Lost,3281261.66
"VALADAO, DAVID G",REPUBLICAN,CA,US HOUSE DISTRICT CA 021,Incumbent,Pending,3044160.12
"RUIZ, RAUL",DEMOCRATIC,CA,US HOUSE DISTRICT CA 036,Incumbent,Won,3006445.32
"THURMOND, TONY K",NONPARTISAN,CA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Pending,2920172.56
"BERA, AMI",DEMOCRATIC,CA,US HOUSE DISTRICT CA 007,Incumbent,Won,2794632.43
"JACOBS, SARA",DEMOCRATIC,CA,US HOUSE DISTRICT CA 049,Open,Lost,2655577.40
"KHANNA, ROHIT",DEMOCRATIC,CA,US HOUSE DISTRICT CA 017,Incumbent,Won,2623242.02
"KIM, YOUNG",REPUBLICAN,CA,US HOUSE DISTRICT CA 039,Open,Lost,2532231.28
"PETERS, SCOTT",DEMOCRATIC,CA,US HOUSE DISTRICT CA 052,Incumbent,Won,2496326.54
"HARRIS, COLE",REPUBLICAN,CA,LIEUTENANT GOVERNOR,Open,Lost,2481581.32
"BROWNLEY, JULIA",DEMOCRATIC,CA,US HOUSE DISTRICT CA 026,Incumbent,Won,2405285.33
"SWALWELL, ERIC",DEMOCRATIC,CA,US HOUSE DISTRICT CA 015,Incumbent,Won,2398111.83
"CARBAJAL, SALUD",DEMOCRATIC,CA,US HOUSE DISTRICT CA 024,Incumbent,Won,2375519.52
"AGUILAR, PETE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 031,Incumbent,Won,2338614.14
"ROHRABACHER, DANA",REPUBLICAN,CA,US HOUSE DISTRICT CA 048,Incumbent,Lost,2320528.93
"CAMPA-NAJJAR, AMMAR",DEMOCRATIC,CA,US HOUSE DISTRICT CA 050,Challenger,Lost,2313506.75
"YEE, BETTY T",DEMOCRATIC,CA,CONTROLLER,Incumbent,Won,2223382.05
"BLEICH, JEFF",DEMOCRATIC,CA,LIEUTENANT GOVERNOR,Open,Lost,2220255.04
"CABALLERO, ANNA",DEMOCRATIC,CA,SENATE DISTRICT 012,Open,Won,2188256.86
"LARA, RICARDO",DEMOCRATIC,CA,INSURANCE COMMISSIONER,Open,Won,2105208.47
"POIZNER, STEVE",NO PARTY PREFERENCE,CA,INSURANCE COMMISSIONER,Open,Lost,2084404.50
"KEIRSTEAD, HANS",DEMOCRATIC,CA,US HOUSE DISTRICT CA 048,Challenger,Lost,2071727.28
"ENG, MIKE",DEMOCRATIC,CA,SENATE DISTRICT 022,Open,Lost,2057023.03
"BAKER, CATHARINE",REPUBLICAN,CA,ASSEMBLY DISTRICT 016,Incumbent,Pending,2043764.40
"NGUYEN, JANET",REPUBLICAN,CA,SENATE DISTRICT 034,Incumbent,Pending,1962390.20
