Candidate,Party,State,Office,Incumbency,Result,Total Money
"IVEY, KAY ELLEN",REPUBLICAN,AL,GOVERNOR,Incumbent,Won,6386265.96
"BATTLE, TOMMY",REPUBLICAN,AL,GOVERNOR,Challenger,Lost,4907241.08
"MARSHALL, STEVE",REPUBLICAN,AL,ATTORNEY GENERAL,Incumbent,Won,3904125.12
"AINSWORTH, WILLIAM P (WILL)",REPUBLICAN,AL,LIEUTENANT GOVERNOR,Open,Won,2905644.55
"CAVANAUGH, TWINKLE A",REPUBLICAN,AL,LIEUTENANT GOVERNOR,Open,Lost,2806778.38
"ROBY, MARTHA",REPUBLICAN,AL,US HOUSE DISTRICT AL 002,Incumbent,Won,2495368.18
"KING, TROY",REPUBLICAN,AL,ATTORNEY GENERAL,Challenger,Lost,2246880.93
"MADDOX, WALT",DEMOCRATIC,AL,GOVERNOR,Challenger,Lost,2239546.02
"SEWELL, TERRI A",DEMOCRATIC,AL,US HOUSE DISTRICT AL 007,Incumbent,Won,1596717.75
"ADERHOLT, ROBERT",REPUBLICAN,AL,US HOUSE DISTRICT AL 004,Incumbent,Won,1479763.97
"BEDSOLE, CHESS",REPUBLICAN,AL,ATTORNEY GENERAL,Challenger,Lost,1471393.20
"BYRNE, BRADLEY R",REPUBLICAN,AL,US HOUSE DISTRICT AL 001,Incumbent,Won,1335210.06
"STEWART, SARAH HICKS",REPUBLICAN,AL,SUPREME COURT-MENDHEIM SEAT,Open,Won,1272247.14
"ROGERS, MIKE",REPUBLICAN,AL,US HOUSE DISTRICT AL 003,Incumbent,Won,1212977.00
"VANCE JR, BOB",DEMOCRATIC,AL,SUPREME COURT-CHIEF JUSTICE,Open,Lost,1176479.13
"HIGHTOWER, WILLIAM CHARLES (BILL)",REPUBLICAN,AL,GOVERNOR,Challenger,Lost,1170752.66
"MARSH, DEL",REPUBLICAN,AL,SENATE DISTRICT 012,Incumbent,Won,1123576.64
"PALMER, GARY",REPUBLICAN,AL,US HOUSE DISTRICT AL 006,Incumbent,Won,1099127.75
"MARTIN, ALICE",REPUBLICAN,AL,ATTORNEY GENERAL,Challenger,Lost,1041192.16
"PATE, RICK",REPUBLICAN,AL,AGRICULTURE COMMISSIONER,Open,Won,1000812.02
"WHATLEY, THOMAS M",REPUBLICAN,AL,SENATE DISTRICT 027,Incumbent,Won,996484.57
"PARKER, TOM",REPUBLICAN,AL,SUPREME COURT-CHIEF JUSTICE,Open,Won,980276.73
"STUART, JACQUELINE (LYN)",REPUBLICAN,AL,SUPREME COURT-CHIEF JUSTICE,Incumbent,Lost,939810.00
"DAWSON, SCOTT",REPUBLICAN,AL,GOVERNOR,Challenger,Lost,927976.84
"MORROW, JOHNNY MACK",DEMOCRATIC,AL,SENATE DISTRICT 006,Challenger,Lost,869433.04
"MITCHELL, JAMES L (JAY)",REPUBLICAN,AL,SUPREME COURT-OPEN SEAT,Open,Won,850464.09
"MENDHEIM, BRADY",REPUBLICAN,AL,SUPREME COURT-MENDHEIM SEAT,Incumbent,Lost,805906.71
"COBB, SUE BELL",DEMOCRATIC,AL,GOVERNOR,Open,Lost,770210.66
"HUNTER, MARY SCOTT",REPUBLICAN,AL,SENATE DISTRICT 007,Open,Lost,750814.02
"ELLIOTT, CHRIS",REPUBLICAN,AL,SENATE DISTRICT 032,Open,Won,720995.52
