Candidate,Party,State,Office,Incumbency,Result,Total Money
"DEWINE, MIKE & HUSTED, JON",REPUBLICAN,OH,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,25504494.22
"BROWN, SHERROD",DEMOCRATIC,OH,US SENATE DISTRICT OH SW-CLASS I,Incumbent,Won,25046961.69
"CORDRAY, RICHARD A & SUTTON, BETTY",DEMOCRATIC,OH,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,16311527.01
"RENACCI, JIM",REPUBLICAN,OH,US SENATE DISTRICT OH SW-CLASS I,Challenger,Lost,7567184.39
"OCONNOR, DANNY",DEMOCRATIC,OH,US HOUSE DISTRICT OH 012,Open,Lost,6719979.76
"GIBBONS, MICHAEL E",REPUBLICAN,OH,US SENATE DISTRICT OH SW-CLASS I,Open,Lost,4764916.80
"DETTELBAH, STEVE",DEMOCRATIC,OH,ATTORNEY GENERAL,Open,Lost,4338040.33
"STIVERS, STEVEN (STEVE)",REPUBLICAN,OH,US HOUSE DISTRICT OH 015,Incumbent,Won,3878756.85
"YOST, DAVE",REPUBLICAN,OH,ATTORNEY GENERAL,Open,Won,3504196.17
"LAROSE, FRANK",REPUBLICAN,OH,SECRETARY OF STATE,Open,Won,3092428.04
"CLYDE, KATHLEEN",DEMOCRATIC,OH,SECRETARY OF STATE,Open,Lost,2913083.57
"HARBAUGH, KENNETH",DEMOCRATIC,OH,US HOUSE DISTRICT OH 007,Challenger,Lost,2772313.46
"SPRAGUE, ROBERT C",REPUBLICAN,OH,TREASURER,Open,Won,2592692.56
"BALDERSON, TROY",REPUBLICAN,OH,US HOUSE DISTRICT OH 012,Open,Won,2338278.60
"JOYCE, DAVID P",REPUBLICAN,OH,US HOUSE DISTRICT OH 014,Incumbent,Won,2129991.25
"RADER, ELIZABETH ANNE",DEMOCRATIC,OH,US HOUSE DISTRICT OH 014,Challenger,Lost,1941064.38
"SPACE, ZACH",DEMOCRATIC,OH,AUDITOR,Open,Lost,1871990.60
"GONZALEZ, ANTHONY E",REPUBLICAN,OH,US HOUSE DISTRICT OH 016,Open,Won,1835244.25
"JOHNSON, BILL",REPUBLICAN,OH,US HOUSE DISTRICT OH 006,Incumbent,Won,1829709.66
"TAYLOR, MARY & ESTRUTH, NATHAN D",REPUBLICAN,OH,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,1752884.45
"RICHARDSON, ROB",DEMOCRATIC,OH,TREASURER,Open,Lost,1578777.58
"CHABOT, STEVEN J",REPUBLICAN,OH,US HOUSE DISTRICT OH 001,Incumbent,Won,1578379.14
