Candidate,Party,State,Office,Incumbency,Result,Total Money
"ABBOTT, GREG",REPUBLICAN,TX,GOVERNOR,Incumbent,Won,75962114.35
"OROURKE, ROBERT (BETO)",DEMOCRATIC,TX,US SENATE DISTRICT TX SW-CLASS I,Challenger,Lost,50341097.91
"PATRICK, DAN GOEB",REPUBLICAN,TX,LIEUTENANT GOVERNOR,Incumbent,Won,26689605.97
"CRUZ, RAFAEL EDWARD (TED)",REPUBLICAN,TX,US SENATE DISTRICT TX SW-CLASS I,Incumbent,Won,26070935.56
"PAXTON JR, W KENNETH (KEN)",REPUBLICAN,TX,ATTORNEY GENERAL,Incumbent,Won,8452820.61
"HUFFINES, PHILLIP WAYNE",REPUBLICAN,TX,SENATE DISTRICT 008,Open,Lost,6674253.68
"WALL, KATHALEEN",REPUBLICAN,TX,US HOUSE DISTRICT TX 002,Open,Lost,6056448.49
"CRADDICK, CHRISTI",REPUBLICAN,TX,RAILROAD COMMISSIONER,Incumbent,Won,5551878.25
"FLETCHER, ELIZABETH PANNILL",DEMOCRATIC,TX,US HOUSE DISTRICT TX 007,Challenger,Won,5328778.54
"JONES, GINA ORTIZ",DEMOCRATIC,TX,US HOUSE DISTRICT TX 023,Challenger,Pending,5238534.69
"BRADY, KEVIN",REPUBLICAN,TX,US HOUSE DISTRICT TX 008,Incumbent,Won,5056660.51
"ALLRED, COLIN",DEMOCRATIC,TX,US HOUSE DISTRICT TX 032,Challenger,Won,4945523.99
"SESSIONS, PETE",REPUBLICAN,TX,US HOUSE DISTRICT TX 032,Incumbent,Lost,4378728.67
"PAXTON, ANGELA",REPUBLICAN,TX,SENATE DISTRICT 008,Open,Won,4176470.51
"HEGAR, MARY JENNINGS (MJ)",DEMOCRATIC,TX,US HOUSE DISTRICT TX 031,Challenger,Lost,4082213.39
"HEGAR JR, GLENN",REPUBLICAN,TX,COMPTROLLER,Incumbent,Won,4065447.40
"BUSH, GEORGE PRESCOTT",REPUBLICAN,TX,COMMISSIONER OF GENERAL LAND OFFICE,Incumbent,Won,3797014.01
"NELSON, JUSTIN",DEMOCRATIC,TX,ATTORNEY GENERAL,Challenger,Lost,3753567.86
"HURD, WILLIAM",REPUBLICAN,TX,US HOUSE DISTRICT TX 023,Incumbent,Pending,3614208.90
"TAYLOR, NICHOLAS V",REPUBLICAN,TX,US HOUSE DISTRICT TX 003,Open,Won,3416477.08
"HUFFINES, DONALD BLAINE (DON)",REPUBLICAN,TX,SENATE DISTRICT 016,Incumbent,Lost,3391311.91
"MIDDLETON II, DAVID MAYES",REPUBLICAN,TX,HOUSE DISTRICT 023,Open,Won,3171681.45
"FALLON, PATRICK (PAT)",REPUBLICAN,TX,SENATE DISTRICT 030,Open,Won,2541053.46
"CULBERSON, JOHN",REPUBLICAN,TX,US HOUSE DISTRICT TX 007,Incumbent,Lost,2279631.21
"NICHOLS, ROBERT",REPUBLICAN,TX,SENATE DISTRICT 003,Incumbent,Won,2253855.19
"CONAWAY, MICHAEL (MIKE)",REPUBLICAN,TX,US HOUSE DISTRICT TX 011,Incumbent,Won,2137943.79
"KOPSER, JOSEPH",DEMOCRATIC,TX,US HOUSE DISTRICT TX 021,Open,Lost,1947028.69
"GRANGER, KAY",REPUBLICAN,TX,US HOUSE DISTRICT TX 012,Incumbent,Won,1922780.37
"SELIGER, KEL",REPUBLICAN,TX,SENATE DISTRICT 031,Incumbent,Won,1879947.67
"HUFFMAN, JOAN",REPUBLICAN,TX,SENATE DISTRICT 017,Incumbent,Won,1851063.08
"BLOCKER, TREY",REPUBLICAN,TX,AGRICULTURE COMMISSIONER,Challenger,Lost,1811430.43
"MILLER, SIDNEY C (SID)",REPUBLICAN,TX,AGRICULTURE COMMISSIONER,Incumbent,Won,1809987.37
"SCHWERTNER, CHARLES J",REPUBLICAN,TX,SENATE DISTRICT 005,Incumbent,Won,1775997.42
"HALL, BOB",REPUBLICAN,TX,SENATE DISTRICT 002,Incumbent,Won,1771094.41
"VALDEZ, LUPE",DEMOCRATIC,TX,GOVERNOR,Challenger,Lost,1687045.96
"CARTER, JOHN",REPUBLICAN,TX,US HOUSE DISTRICT TX 031,Incumbent,Won,1662873.14
"CRENSHAW, DAN",REPUBLICAN,TX,US HOUSE DISTRICT TX 002,Open,Won,1646082.80
"WHITMIRE, JOHN",DEMOCRATIC,TX,SENATE DISTRICT 015,Incumbent,Won,1610265.24
"MCCAUL, MICHAEL",REPUBLICAN,TX,US HOUSE DISTRICT TX 010,Incumbent,Won,1552092.11
"CUELLAR, HENRY",DEMOCRATIC,TX,US HOUSE DISTRICT TX 028,Incumbent,Won,1532695.14
"BURGESS, MICHAEL",REPUBLICAN,TX,US HOUSE DISTRICT TX 026,Incumbent,Won,1512177.21
"WATSON, KIRK",DEMOCRATIC,TX,SENATE DISTRICT 014,Incumbent,Won,1486636.81
"ESTES, CRAIG",REPUBLICAN,TX,SENATE DISTRICT 030,Incumbent,Lost,1475234.32
"WILLIAMS, ROGER",REPUBLICAN,TX,US HOUSE DISTRICT TX 025,Incumbent,Won,1458957.44
"OLSON, PETE",REPUBLICAN,TX,US HOUSE DISTRICT TX 022,Incumbent,Won,1446669.17
"LITTON, TODD CATLETT",DEMOCRATIC,TX,US HOUSE DISTRICT TX 002,Open,Lost,1410858.37
"VEASEY, MARC",DEMOCRATIC,TX,US HOUSE DISTRICT TX 033,Incumbent,Won,1370549.04
"COLLIER, MIKE",DEMOCRATIC,TX,LIEUTENANT GOVERNOR,Challenger,Lost,1353078.85
"ESCOBAR, VERONICA",DEMOCRATIC,TX,US HOUSE DISTRICT TX 016,Open,Won,1341753.58
"MOSER, LAURA",DEMOCRATIC,TX,US HOUSE DISTRICT TX 007,Open,Lost,1330979.00
"THORNBERRY, MAC",REPUBLICAN,TX,US HOUSE DISTRICT TX 013,Incumbent,Won,1313139.66
"CAMPBELL, DONNA",REPUBLICAN,TX,SENATE DISTRICT 025,Incumbent,Won,1260426.71
"ROY, CHIP",REPUBLICAN,TX,US HOUSE DISTRICT TX 021,Open,Won,1252731.22
"FLORES, WILLIAM H (BILL)",REPUBLICAN,TX,US HOUSE DISTRICT TX 017,Incumbent,Won,1238680.14
"JOHNSON, NATHAN",DEMOCRATIC,TX,SENATE DISTRICT 016,Challenger,Won,1228613.93
"POWELL, BEVERLY",DEMOCRATIC,TX,SENATE DISTRICT 010,Challenger,Won,1213286.55
"ARRINGTON, JODEY",REPUBLICAN,TX,US HOUSE DISTRICT TX 019,Incumbent,Won,1206488.67
"JAVED, MUHAMMED TAHIR",DEMOCRATIC,TX,US HOUSE DISTRICT TX 029,Open,Lost,1204138.00
"GEREN, CHARLIE",REPUBLICAN,TX,HOUSE DISTRICT 099,Incumbent,Won,1199123.67
"GONZALEZ, VICENTE",DEMOCRATIC,TX,US HOUSE DISTRICT TX 015,Incumbent,Won,1196746.03
"KULKARNI, SRI PRESTON",DEMOCRATIC,TX,US HOUSE DISTRICT TX 022,Challenger,Lost,1172738.39
"BETTENCOURT, PAUL D",REPUBLICAN,TX,SENATE DISTRICT 007,Incumbent,Won,1172709.34
"BABIN, BRIAN",REPUBLICAN,TX,US HOUSE DISTRICT TX 036,Incumbent,Won,1106170.11
"MCNUTT, THOMAS",REPUBLICAN,TX,HOUSE DISTRICT 008,Open,Lost,1102399.72
"HARRIS, CODY",REPUBLICAN,TX,HOUSE DISTRICT 008,Open,Won,1092822.88
"GARCIA, SYLVIA",DEMOCRATIC,TX,US HOUSE DISTRICT TX 029,Open,Won,1090495.07
"MARCHANT, KENNY E",REPUBLICAN,TX,US HOUSE DISTRICT TX 024,Incumbent,Won,1065975.16
"BURKETT, CINDY",REPUBLICAN,TX,SENATE DISTRICT 002,Challenger,Lost,1040851.09
"TRIANTAPHYLLIS, ALEXANDER",DEMOCRATIC,TX,US HOUSE DISTRICT TX 007,Open,Lost,1036441.05
"BURTON, KONNI",REPUBLICAN,TX,SENATE DISTRICT 010,Incumbent,Lost,1028007.76
"WEST, ROYCE",DEMOCRATIC,TX,SENATE DISTRICT 023,Incumbent,Won,1018301.68
"VELA, FILEMON",DEMOCRATIC,TX,US HOUSE DISTRICT TX 034,Incumbent,Won,1015031.46
"ROBERTS, KEVIN",REPUBLICAN,TX,US HOUSE DISTRICT TX 002,Open,Lost,1010856.49
"CANSECO, FRANCISCO (QUICO)",REPUBLICAN,TX,US HOUSE DISTRICT TX 021,Open,Lost,987216.49
"DAVIS, SARAH",REPUBLICAN,TX,HOUSE DISTRICT 134,Incumbent,Won,982440.47
"ALLISON, STEPHEN P (STEVE)",REPUBLICAN,TX,HOUSE DISTRICT 121,Open,Won,980805.31
"KOOP, LINDA",REPUBLICAN,TX,HOUSE DISTRICT 102,Incumbent,Lost,969543.02
"TOTH, MICHAEL (MIKE)",REPUBLICAN,TX,APPELLATE COURT DISTRICT 003-PLACE 006,Incumbent,Lost,933042.26
"FENENBOCK, DORI",DEMOCRATIC,TX,US HOUSE DISTRICT TX 016,Open,Lost,932111.08
"RINALDI, MATTHEW D (MATT)",REPUBLICAN,TX,HOUSE DISTRICT 115,Incumbent,Lost,925947.67
"MEIER, EDWARD",DEMOCRATIC,TX,US HOUSE DISTRICT TX 032,Open,Lost,915100.30
"CASTRO, JOAQUIN",DEMOCRATIC,TX,US HOUSE DISTRICT TX 020,Incumbent,Won,889787.87
"DOGGETT, LLOYD",DEMOCRATIC,TX,US HOUSE DISTRICT TX 035,Incumbent,Won,882723.84
"BLACKLOCK, JIMMY",REPUBLICAN,TX,SUPREME COURT-PLACE 002,Open,Won,872858.05
"GOODEN, LANCE",REPUBLICAN,TX,US HOUSE DISTRICT TX 005,Open,Won,859489.33
"POUNDS, BUNNI",REPUBLICAN,TX,US HOUSE DISTRICT TX 005,Open,Lost,834681.33
"RYAN, LISA LUBY",REPUBLICAN,TX,HOUSE DISTRICT 114,Open,Lost,826019.21
"CAPRIGLIONE, GIOVANNI",REPUBLICAN,TX,HOUSE DISTRICT 098,Incumbent,Won,807822.44
"TASSIN, KRISTIN",REPUBLICAN,TX,SENATE DISTRICT 017,Challenger,Lost,774810.00
"FLORES, CYNTHIA",REPUBLICAN,TX,HOUSE DISTRICT 052,Open,Lost,770347.81
"GOHMERT JR, LOUIS B (LOUIE)",REPUBLICAN,TX,US HOUSE DISTRICT TX 001,Incumbent,Won,764025.87
"KING, KEN",REPUBLICAN,TX,HOUSE DISTRICT 088,Incumbent,Won,744010.17
"JACKSON LEE, SHEILA",DEMOCRATIC,TX,US HOUSE DISTRICT TX 018,Incumbent,Won,733195.74
"LARSON, LYLE",REPUBLICAN,TX,HOUSE DISTRICT 122,Incumbent,Won,730436.05
"RATCLIFFE, JOHN L",REPUBLICAN,TX,US HOUSE DISTRICT TX 004,Incumbent,Won,711834.16
"TURNER, JOHN",DEMOCRATIC,TX,HOUSE DISTRICT 114,Open,Won,706809.81
"BONNEN, DENNIS H",REPUBLICAN,TX,HOUSE DISTRICT 025,Incumbent,Won,696696.83
"WEBER, RANDY",REPUBLICAN,TX,US HOUSE DISTRICT TX 014,Incumbent,Won,692030.00
"RAYMOND, RICHARD",DEMOCRATIC,TX,HOUSE DISTRICT 042,Incumbent,Won,687701.30
"CANON, MIKE",REPUBLICAN,TX,SENATE DISTRICT 031,Challenger,Lost,682986.00
"SANCHEZ, JANA LYNNE",DEMOCRATIC,TX,US HOUSE DISTRICT TX 006,Open,Lost,675096.21
"DALE, ANTHONY (TONY)",REPUBLICAN,TX,HOUSE DISTRICT 136,Incumbent,Lost,666171.88
"CLOUD, MICHAEL",REPUBLICAN,TX,US HOUSE DISTRICT TX 027,Open,Won,663583.94
"BRUUN, BECH",REPUBLICAN,TX,US HOUSE DISTRICT TX 027,Open,Lost,660789.22
"JOHNSON, JULIE",DEMOCRATIC,TX,HOUSE DISTRICT 115,Challenger,Won,654946.75
"HUNTER, TODD",REPUBLICAN,TX,HOUSE DISTRICT 032,Incumbent,Won,652980.45
"FAIRCLOTH, WAYNE",REPUBLICAN,TX,HOUSE DISTRICT 023,Incumbent,Lost,652337.49
"PRICE IV, WALTER (FOUR)",REPUBLICAN,TX,HOUSE DISTRICT 087,Incumbent,Won,645013.06
"SIMMONS, RONALD E (RON)",REPUBLICAN,TX,HOUSE DISTRICT 065,Incumbent,Lost,641461.10
"STEELE, DAYNA",DEMOCRATIC,TX,US HOUSE DISTRICT TX 036,Challenger,Lost,625819.42
"BAILES, ERNEST",REPUBLICAN,TX,HOUSE DISTRICT 018,Incumbent,Won,614611.37
"SHAHEEN, MATTHEW F (MATT)",REPUBLICAN,TX,HOUSE DISTRICT 066,Incumbent,Pending,611714.81
"COSPER, SCOTT",REPUBLICAN,TX,HOUSE DISTRICT 054,Incumbent,Lost,601172.17
"SALERNO, LILLIAN",DEMOCRATIC,TX,US HOUSE DISTRICT TX 032,Open,Lost,600439.54
"OLIVER, JULIE",DEMOCRATIC,TX,US HOUSE DISTRICT TX 025,Challenger,Lost,599320.47
"HANCOCK, KELLY",REPUBLICAN,TX,SENATE DISTRICT 009,Incumbent,Won,594559.62
"GALLEGO, PETE",DEMOCRATIC,TX,SENATE DISTRICT 019,Open,Lost,590350.91
"MEYER, MORGAN",REPUBLICAN,TX,HOUSE DISTRICT 108,Incumbent,Pending,581670.23
"WESTIN, JASON",DEMOCRATIC,TX,US HOUSE DISTRICT TX 007,Open,Lost,580324.30
"BROWN, JEFF",REPUBLICAN,TX,SUPREME COURT-PLACE 006,Incumbent,Won,580277.49
"STRANGE, KEN",REPUBLICAN,TX,HOUSE DISTRICT 045,Open,Lost,579153.51
"WRIGHT, RON",REPUBLICAN,TX,US HOUSE DISTRICT TX 006,Open,Won,574638.14
"SANDILL, R K",DEMOCRATIC,TX,SUPREME COURT-PLACE 004,Challenger,Lost,570448.95
"HULINGS, JAY",DEMOCRATIC,TX,US HOUSE DISTRICT TX 023,Open,Lost,565810.84
"LANG, MIKE",REPUBLICAN,TX,HOUSE DISTRICT 060,Incumbent,Won,550067.59
"GREEN, ALEXANDER (AL)",DEMOCRATIC,TX,US HOUSE DISTRICT TX 009,Incumbent,Won,546043.58
"SMITH, REGGIE",REPUBLICAN,TX,HOUSE DISTRICT 062,Open,Won,545621.05
"FLYNN, DAN",REPUBLICAN,TX,HOUSE DISTRICT 002,Incumbent,Won,528863.95
"WORKMAN, PAUL DANIEL",REPUBLICAN,TX,HOUSE DISTRICT 047,Incumbent,Lost,527121.35
"VILLALBA, JASON",REPUBLICAN,TX,HOUSE DISTRICT 114,Incumbent,Lost,522676.27
"BOHAC, DWAYNE",REPUBLICAN,TX,HOUSE DISTRICT 138,Incumbent,Pending,520961.08
"SHINE, HUGH D",REPUBLICAN,TX,HOUSE DISTRICT 055,Incumbent,Won,518177.32
"GUTIERREZ, ROLANDO",DEMOCRATIC,TX,HOUSE DISTRICT 119,Incumbent,Won,511138.61
