Candidate,Party,State,Office,Incumbency,Result,Total Money
"POLIS, JARED SCHUTZ & PRIMAVERA, DIANNE",DEMOCRATIC,CO,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,22359818.36
"CROW, JASON",DEMOCRATIC,CO,US HOUSE DISTRICT CO 006,Challenger,Won,5085095.36
"MITCHELL, VICTOR S",REPUBLICAN,CO,GOVERNOR,Open,Lost,5025380.65
"STAPLETON, WALKER R & SIAS, LANGHORNE C (LANG)",REPUBLICAN,CO,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,3911431.65
"COFFMAN, MICHAEL (MIKE)",REPUBLICAN,CO,US HOUSE DISTRICT CO 006,Incumbent,Lost,3405238.69
"WEISER, PHILIP JACOB",DEMOCRATIC,CO,ATTORNEY GENERAL,Open,Won,2897347.77
"JOHNSTON, MICHAEL (MIKE)",DEMOCRATIC,CO,GOVERNOR,Open,Lost,2497593.91
"KENNEDY, CARY",DEMOCRATIC,CO,GOVERNOR,Open,Lost,2230722.07
"PERLMUTTER, EDWIN G (ED)",DEMOCRATIC,CO,US HOUSE DISTRICT CO 007,Incumbent,Won,1664378.65
"TIPTON, SCOTT R",REPUBLICAN,CO,US HOUSE DISTRICT CO 003,Incumbent,Won,1459959.51
"WATSON, ROBERT BRIAN",REPUBLICAN,CO,TREASURER,Open,Lost,1455409.72
"DEGETTE, DIANA L",DEMOCRATIC,CO,US HOUSE DISTRICT CO 001,Incumbent,Won,1210035.38
"NEGUSE, JOSEPH",DEMOCRATIC,CO,US HOUSE DISTRICT CO 002,Open,Won,1202095.89
"LYNNE, DONNA",DEMOCRATIC,CO,GOVERNOR,Open,Lost,1178054.61
"MITSCH BUSH, DIANE",DEMOCRATIC,CO,US HOUSE DISTRICT CO 003,Challenger,Lost,1030360.90
"GRISWOLD, JENA",DEMOCRATIC,CO,SECRETARY OF STATE,Challenger,Won,1030200.34
"MCCORMICK, KAREN A DVM",DEMOCRATIC,CO,US HOUSE DISTRICT CO 004,Challenger,Lost,813483.76
"ROBINSON, DOUG",REPUBLICAN,CO,GOVERNOR,Open,Lost,805322.36
"LAMBORN, DOUGLAS L (DOUG)",REPUBLICAN,CO,US HOUSE DISTRICT CO 005,Incumbent,Won,674186.17
"BRAUCHLER, GEORGE",REPUBLICAN,CO,ATTORNEY GENERAL,Open,Lost,627647.72
"BUCK, KENNETH R (KEN)",REPUBLICAN,CO,US HOUSE DISTRICT CO 004,Incumbent,Won,567913.40
"STORY, TAMMY",DEMOCRATIC,CO,SENATE DISTRICT 016,Challenger,Won,517833.46
"HILL, OWEN J",REPUBLICAN,CO,US HOUSE DISTRICT CO 005,Challenger,Lost,510156.97
"YOUNG, DAVID L (DAVE)",DEMOCRATIC,CO,TREASURER,Open,Won,509019.77
"LAWRENCE, POLLY",REPUBLICAN,CO,TREASURER,Open,Lost,500538.33
"WINTER, FAITH K",DEMOCRATIC,CO,SENATE DISTRICT 024,Challenger,Won,437279.05
"DANIELSON, JESSIE",DEMOCRATIC,CO,SENATE DISTRICT 020,Open,Won,408669.48
"SPAULDING, STEPHANY ROSE",DEMOCRATIC,CO,US HOUSE DISTRICT CO 005,Challenger,Lost,358924.25
"GLENN, DARRYL",REPUBLICAN,CO,US HOUSE DISTRICT CO 005,Challenger,Lost,327517.55
"PETTERSEN, BRITTANY",DEMOCRATIC,CO,SENATE DISTRICT 022,Open,Won,318473.09
"TILLEMANN, LEVI",DEMOCRATIC,CO,US HOUSE DISTRICT CO 006,Open,Lost,306487.31
"HANLON, KARL J",DEMOCRATIC,CO,US HOUSE DISTRICT CO 003,Open,Lost,277394.94
"DONOVAN, KERRY",DEMOCRATIC,CO,SENATE DISTRICT 005,Incumbent,Won,229305.74
"NEVILLE, TIMOTHY PATRICK",REPUBLICAN,CO,SENATE DISTRICT 016,Incumbent,Lost,216833.29
"RODRIGUEZ, ROBERT",DEMOCRATIC,CO,SENATE DISTRICT 032,Open,Won,206158.15
"EVERETT, JUSTIN D",REPUBLICAN,CO,TREASURER,Open,Lost,192202.93
"TIPPER, KERRY",DEMOCRATIC,CO,HOUSE DISTRICT 028,Open,Won,181060.87
"BRIDGES, JEFF",DEMOCRATIC,CO,HOUSE DISTRICT 003,Incumbent,Won,166610.96
"JENSEN, CHRISTINE",REPUBLICAN,CO,SENATE DISTRICT 020,Open,Lost,153304.03
"SALAZAR, JOSEPH ANTHONY (JOE)",DEMOCRATIC,CO,ATTORNEY GENERAL,Open,Lost,146969.23
"LEE, SANFORD E (PETE)",DEMOCRATIC,CO,SENATE DISTRICT 011,Open,Won,146471.76
"NEUMANN, ZACH",DEMOCRATIC,CO,SENATE DISTRICT 032,Open,Lost,145082.16
"GALINDO, ROCHELLE",DEMOCRATIC,CO,HOUSE DISTRICT 050,Open,Pending,140451.31
"SULLIVAN, TOM",DEMOCRATIC,CO,HOUSE DISTRICT 037,Challenger,Won,139328.14
"SIROTA, EMILY",DEMOCRATIC,CO,HOUSE DISTRICT 009,Open,Won,133325.72
"YOLLICK, NICKY ALLEN",DEMOCRATIC,CO,HOUSE DISTRICT 005,Open,Lost,130867.00
"SMITH, LESLEY KAREN",DEMOCRATIC,CO,BOARD OF REGENTS DISTRICT AT LARGE,Open,Won,125977.29
"VALDEZ, ALEX",DEMOCRATIC,CO,HOUSE DISTRICT 005,Open,Won,125845.85
"GARCIA JR, LEROY M",DEMOCRATIC,CO,SENATE DISTRICT 003,Incumbent,Won,125196.94
"JUDD, JOEL S",DEMOCRATIC,CO,HOUSE DISTRICT 005,Open,Lost,120221.61
