Candidate,Party,State,Office,Incumbency,Result,Total Money
"HIRONO, MAZIE K",DEMOCRATIC,HI,US SENATE DISTRICT HI SW-CLASS I,Incumbent,Won,4305646.12
"IGE, DAVID",DEMOCRATIC,HI,GOVERNOR,Incumbent,Won,2201837.17
"HANABUSA, COLLEEN WAKAKO",DEMOCRATIC,HI,GOVERNOR,Challenger,Lost,2142622.95
"GABBARD TAMAYO, TULSI",DEMOCRATIC,HI,US HOUSE DISTRICT HI 002,Incumbent,Won,1312190.90
"TOKUDA, JILL",DEMOCRATIC,HI,LIEUTENANT GOVERNOR,Open,Lost,736519.22
"KIM, DONNA MERCADO",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Lost,647368.82
"GREEN, JOSH",DEMOCRATIC,HI,LIEUTENANT GOVERNOR,Open,Won,589381.76
"ING, KANIELA SAITO",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Lost,355211.88
"CASE, ED",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Won,338848.33
"TUPOLA, ANDRIA P",REPUBLICAN,HI,GOVERNOR,Open,Won,300706.08
"CARVALHO, BERNARD",DEMOCRATIC,HI,LIEUTENANT GOVERNOR,Open,Lost,300298.88
"KIDANI, MICHELLE",DEMOCRATIC,HI,SENATE DISTRICT 018,Incumbent,Won,269229.61
"IWAMOTO, KIM COCO",DEMOCRATIC,HI,LIEUTENANT GOVERNOR,Open,Lost,236723.52
"LUKE, SYLVIA J",DEMOCRATIC,HI,HOUSE DISTRICT 025,Incumbent,Default Winner,221992.04
"MARTIN, ERNEST YORIHIKO",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Lost,218610.00
"ENGLISH, J KALANI",DEMOCRATIC,HI,SENATE DISTRICT 007,Incumbent,Default Winner,191330.63
"INOUYE, LORRAINE RODERO",DEMOCRATIC,HI,SENATE DISTRICT 004,Incumbent,Default Winner,171371.74
"SAIKI, SCOTT K",DEMOCRATIC,HI,HOUSE DISTRICT 026,Incumbent,Default Winner,144630.15
"CHIN, DOUG S",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Lost,137855.57
"KAHELE, KAIALI I",DEMOCRATIC,HI,SENATE DISTRICT 001,Incumbent,Won,128278.78
"BAKER, ROSALYN HESTER (ROZ)",DEMOCRATIC,HI,SENATE DISTRICT 006,Incumbent,Won,122065.61
"KEOHOKALOLE, JARRETT",DEMOCRATIC,HI,SENATE DISTRICT 024,Open,Default Winner,118104.66
"CAVASSO, CAMPBELL N (CAM)",REPUBLICAN,HI,US HOUSE DISTRICT HI 001,Open,Lost,109744.42
"GALUTERIA, BRICKWOOD M",DEMOCRATIC,HI,SENATE DISTRICT 012,Incumbent,Lost,86795.35
"FUKUMOTO, BETH KEIKO",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Lost,85380.26
"ITO, KEN",DEMOCRATIC,HI,SENATE DISTRICT 024,Open,Lost,79770.00
"CULLEN, TY",DEMOCRATIC,HI,HOUSE DISTRICT 039,Incumbent,Default Winner,78660.00
"YAMASHITA, KYLE T",DEMOCRATIC,HI,HOUSE DISTRICT 012,Incumbent,Default Winner,77894.92
"NISHIMOTO, SCOTT Y",DEMOCRATIC,HI,HOUSE DISTRICT 021,Incumbent,Default Winner,73066.91
"ESPERO, WILLIAM C",DEMOCRATIC,HI,LIEUTENANT GOVERNOR,Open,Lost,69413.84
"DECOITE, LYNN",DEMOCRATIC,HI,HOUSE DISTRICT 013,Incumbent,Won,68237.99
"RIVIERE, GILBERT R (GIL)",DEMOCRATIC,HI,SENATE DISTRICT 023,Incumbent,Default Winner,66681.50
"JOHANSON, AARON LING",DEMOCRATIC,HI,HOUSE DISTRICT 031,Incumbent,Default Winner,63568.64
"TODD, CHRIS",DEMOCRATIC,HI,HOUSE DISTRICT 002,Incumbent,Won,59241.75
"SHIMABUKURO, MAILE S L",DEMOCRATIC,HI,SENATE DISTRICT 021,Incumbent,Won,58160.23
"QUINLAN, SEAN",DEMOCRATIC,HI,HOUSE DISTRICT 047,Incumbent,Won,55450.00
"NISHIHARA, CLARENCE K",DEMOCRATIC,HI,SENATE DISTRICT 017,Incumbent,Won,51475.00
"MALUAFITI, ALICIA",DEMOCRATIC,HI,SENATE DISTRICT 019,Open,Lost,51200.00
"YAMANE, RYAN I",DEMOCRATIC,HI,HOUSE DISTRICT 037,Incumbent,Won,50955.00
"BELATTI, DELLA AU",DEMOCRATIC,HI,HOUSE DISTRICT 024,Incumbent,Default Winner,48310.00
"NAKASHIMA, MARK M",DEMOCRATIC,HI,HOUSE DISTRICT 001,Incumbent,Default Winner,48215.25
"SAY, CALVIN K Y",DEMOCRATIC,HI,HOUSE DISTRICT 020,Incumbent,Won,47300.00
"WOODSON, JUSTIN H",DEMOCRATIC,HI,HOUSE DISTRICT 009,Incumbent,Won,46000.00
"ONISHI, RICHARD H K",DEMOCRATIC,HI,HOUSE DISTRICT 003,Incumbent,Won,45968.20
"GATES, CEDRIC ASUEGA",DEMOCRATIC,HI,HOUSE DISTRICT 044,Incumbent,Default Winner,45655.52
"TAKUMI, ROY M",DEMOCRATIC,HI,HOUSE DISTRICT 035,Incumbent,Default Winner,45032.92
"TOKIOKA, JAMES KUNANE",DEMOCRATIC,HI,HOUSE DISTRICT 015,Incumbent,Default Winner,44700.00
"MORIKAWA, DAYNETTE (DEE)",DEMOCRATIC,HI,HOUSE DISTRICT 016,Incumbent,Default Winner,44346.00
"AQUINO, HENRY JAMES C",DEMOCRATIC,HI,HOUSE DISTRICT 038,Incumbent,Default Winner,44180.00
"KANUHA, DRU",DEMOCRATIC,HI,SENATE DISTRICT 003,Open,Won,41810.00
"MIZUNO, JOHN",DEMOCRATIC,HI,HOUSE DISTRICT 028,Incumbent,Default Winner,41655.00
"HOLT, DANIEL",DEMOCRATIC,HI,HOUSE DISTRICT 029,Incumbent,Default Winner,41148.53
"HEE, CLAYTON",DEMOCRATIC,HI,SENATE DISTRICT 023,Challenger,Lost,40950.00
"CARROLL, JOHN",REPUBLICAN,HI,GOVERNOR,Open,Lost,39948.92
"WARD, GENE",REPUBLICAN,HI,HOUSE DISTRICT 017,Incumbent,Won,39596.00
"BUKOSKI, KIKA G",DEMOCRATIC,HI,HOUSE DISTRICT 048,Open,Lost,39235.54
"LOPRESTI, MATTHEW",DEMOCRATIC,HI,SENATE DISTRICT 019,Open,Lost,38030.00
"KOBAYASHI, DALE",DEMOCRATIC,HI,HOUSE DISTRICT 023,Open,Default Winner,37923.24
"OHNO, TAKASHI",DEMOCRATIC,HI,HOUSE DISTRICT 027,Incumbent,Won,37719.87
"KING II, SAMUEL WILDER",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT OAHU,Open,Lost,37460.00
"KITAGAWA, LISA C",DEMOCRATIC,HI,HOUSE DISTRICT 048,Open,Default Winner,36894.79
"HASHIMOTO, TROY",DEMOCRATIC,HI,HOUSE DISTRICT 008,Incumbent,Default Winner,34270.00
"CAMPAGNA, SHERYL ALU (SHERRY)",DEMOCRATIC,HI,US HOUSE DISTRICT HI 002,Challenger,Lost,32820.00
"HAR, SHARON",DEMOCRATIC,HI,HOUSE DISTRICT 042,Incumbent,Default Winner,32567.70
"NAKAMURA, NADINE K",DEMOCRATIC,HI,HOUSE DISTRICT 014,Incumbent,Default Winner,31181.91
"AMATO, TEREZ",DEMOCRATIC,HI,SENATE DISTRICT 006,Challenger,Lost,30625.62
"LAWRENCE, TIARE M",DEMOCRATIC,HI,HOUSE DISTRICT 012,Challenger,Lost,30375.81
"GARRETT, ANDREW TAKUYA",DEMOCRATIC,HI,HOUSE DISTRICT 023,Open,Lost,29636.53
"MATAYOSHI, SCOT",DEMOCRATIC,HI,HOUSE DISTRICT 049,Open,Default Winner,27988.90
"PARIS, MAKANA",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Challenger,Lost,26890.00
"COUCH, DON",DEMOCRATIC,HI,HOUSE DISTRICT 011,Open,Lost,26600.00
"OKIMOTO, VAL",REPUBLICAN,HI,HOUSE DISTRICT 036,Open,Won,26241.27
"KIMBALL, HEATHER L",DEMOCRATIC,HI,SENATE DISTRICT 004,Challenger,Lost,26192.39
"MCDERMOTT, ROBERT C (BOB)",REPUBLICAN,HI,HOUSE DISTRICT 040,Incumbent,Won,24776.24
"CHEAPE KEALOHILANI MATSUMOTO, LAUREN",REPUBLICAN,HI,HOUSE DISTRICT 045,Open,Default Winner,24250.00
"FUKUMOTO, ELTON T",DEMOCRATIC,HI,HOUSE DISTRICT 023,Open,Lost,22500.00
"KANE, DAIN P",DEMOCRATIC,HI,HOUSE DISTRICT 008,Challenger,Lost,22404.13
"SAN BUENAVENTURA, JOY A",DEMOCRATIC,HI,HOUSE DISTRICT 004,Incumbent,Default Winner,22340.00
"BROWER, TOM",DEMOCRATIC,HI,HOUSE DISTRICT 022,Incumbent,Won,21700.00
"EVANS, CINDY",DEMOCRATIC,HI,HOUSE DISTRICT 007,Incumbent,Lost,21560.00
"WILDBERGER, TINA ML",DEMOCRATIC,HI,HOUSE DISTRICT 011,Open,Won,20945.51
"LEARMONT, LEI UEMURA",DEMOCRATIC,HI,HOUSE DISTRICT 046,Incumbent,Lost,20682.00
"HUSSEY-BURDICK, NATALIA",DEMOCRATIC,HI,HOUSE DISTRICT 049,Open,Lost,20352.00
"KONG, SAM",DEMOCRATIC,HI,HOUSE DISTRICT 033,Incumbent,Default Winner,20218.00
"HAZAMA, DEAN I",DEMOCRATIC,HI,HOUSE DISTRICT 036,Open,Lost,20145.00
"AILA JR, WILLIAM J",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Challenger,Lost,19876.49
"BATANGAN, KAUANOE",DEMOCRATIC,HI,HOUSE DISTRICT 009,Challenger,Lost,19740.00
"ICHIYAMA, LINDA E",DEMOCRATIC,HI,HOUSE DISTRICT 032,Incumbent,Default Winner,19462.30
"TAKAYAMA, GREGG T",DEMOCRATIC,HI,HOUSE DISTRICT 034,Incumbent,Default Winner,18925.00
"MORIWAKI, SHARON Y",DEMOCRATIC,HI,SENATE DISTRICT 012,Open,Won,18875.16
"CREAGAN, RICHARD P",DEMOCRATIC,HI,HOUSE DISTRICT 005,Incumbent,Default Winner,18525.00
"ARAKAKI, TRACY AARON",DEMOCRATIC,HI,HOUSE DISTRICT 033,Challenger,Lost,18525.00
"TARNAS, DAVID",DEMOCRATIC,HI,HOUSE DISTRICT 007,Open,Won,18510.00
"HASHEM, MARK JUN",DEMOCRATIC,HI,HOUSE DISTRICT 018,Incumbent,Won,18500.00
"THIELEN, CYNTHIA HENRY",REPUBLICAN,HI,HOUSE DISTRICT 050,Incumbent,Won,17740.00
"GANADEN, ERNESTO M (SONNY)",DEMOCRATIC,HI,HOUSE DISTRICT 030,Challenger,Lost,17710.00
"KOBAYASHI, BERTRAND (BERT)",DEMOCRATIC,HI,HOUSE DISTRICT 019,Incumbent,Default Winner,17575.00
"KAPELA, JEANNE",DEMOCRATIC,HI,HOUSE DISTRICT 005,Challenger,Lost,17404.00
"RYAN, POHAI",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Challenger,Lost,17000.00
"WOOLEY, JESSICA",DEMOCRATIC,HI,HOUSE DISTRICT 048,Open,Lost,16250.00
"LOWEN, NICOLE",DEMOCRATIC,HI,HOUSE DISTRICT 006,Incumbent,Default Winner,15930.00
"KIA AINA, ESTHER",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT OAHU,Open,Lost,14609.97
"MCKELVEY, ANGUS",DEMOCRATIC,HI,HOUSE DISTRICT 010,Incumbent,Won,13625.00
"CACHOLA, ROMY",DEMOCRATIC,HI,HOUSE DISTRICT 030,Incumbent,Won,11800.00
"GARCIA, DIAMOND D",REPUBLICAN,HI,SENATE DISTRICT 021,Challenger,Lost,10610.00
"LEE, MARILYN B",DEMOCRATIC,HI,HOUSE DISTRICT 036,Open,Lost,10300.00
"GALEA I, NOE",REPUBLICAN,HI,HOUSE DISTRICT 051,Challenger,Lost,10100.00
"PERRUSO, AMY A",DEMOCRATIC,HI,HOUSE DISTRICT 046,Open,Won,9871.00
"FORD, BRENDA",DEMOCRATIC,HI,SENATE DISTRICT 003,Open,Lost,9511.58
"IONA, STEPHANIE N",DEMOCRATIC,HI,HOUSE DISTRICT 016,Challenger,Lost,9404.37
"ELI, STACELYNN KEHAULANI",DEMOCRATIC,HI,HOUSE DISTRICT 043,Open,Won,9075.87
"WHITING, RAINA",DEMOCRATIC,HI,HOUSE DISTRICT 003,Challenger,Lost,8899.00
"HARIMOTO, BREENE Y",DEMOCRATIC,HI,SENATE DISTRICT 016,Incumbent,Default Winner,8562.50
"ROBINSON-ONDERKO, LYNN",DEMOCRATIC,HI,HOUSE DISTRICT 041,Open,Lost,7889.90
"SCHAFER, JAKE",DEMOCRATIC,HI,HOUSE DISTRICT 042,Challenger,Lost,7770.00
"GONCE, RANDY A",DEMOCRATIC,HI,HOUSE DISTRICT 048,Open,Lost,7722.00
"WAGNER, MARY D",DEMOCRATIC,HI,HOUSE DISTRICT 008,Challenger,Lost,7600.00
"RODDEN, BENTON PARK",DEMOCRATIC,HI,HOUSE DISTRICT 023,Open,Lost,7448.56
"MURRAY, FRANCINE KANANI",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT OAHU,Open,Lost,7296.04
"MILLER, JOHN E",REPUBLICAN,HI,HOUSE DISTRICT 046,Open,Lost,7265.25
"MATSUSHITA, DAVID",DEMOCRATIC,HI,HOUSE DISTRICT 033,Challenger,Lost,6990.00
"LEE, BRENDON KALEI AINA",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Challenger,Won,6400.00
"PREGITZER, MICAH KALAMA",DEMOCRATIC,HI,HOUSE DISTRICT 050,Challenger,Lost,6317.61
"PAIK-MANDER, KOOHAN",DEMOCRATIC,HI,HOUSE DISTRICT 001,Challenger,Lost,6286.47
"LOGUE, JAMES",DEMOCRATIC,HI,HOUSE DISTRICT 029,Challenger,Lost,6262.87
"CARAVALHO, ERNEST",DEMOCRATIC,HI,GOVERNOR,Challenger,Lost,6145.28
"LEE, CHRIS KALANI",DEMOCRATIC,HI,HOUSE DISTRICT 051,Incumbent,Won,5861.00
"LA CHICA, TRISH",DEMOCRATIC,HI,HOUSE DISTRICT 036,Open,Lost,5860.13
"MARIANO, LYNN BARRY",REPUBLICAN,HI,SENATE DISTRICT 012,Open,Lost,4750.00
"HUGHEY, JUSTIN",DEMOCRATIC,HI,HOUSE DISTRICT 008,Challenger,Lost,4671.67
"LIPSCOMB, STEVE",REPUBLICAN,HI,LIEUTENANT GOVERNOR,Open,Lost,4461.19
"ARMSTRONG, DYLAN P",DEMOCRATIC,HI,HOUSE DISTRICT 023,Open,Lost,4350.00
"RADKE, MO",DEMOCRATIC,HI,HOUSE DISTRICT 049,Open,Lost,4350.00
"AKAKA, KALEI",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT OAHU,Open,Won,4250.00
"LOW, JEREMY",REPUBLICAN,HI,LIEUTENANT GOVERNOR,Open,Lost,4150.00
"TENGAN, MICHAEL",DEMOCRATIC,HI,SENATE DISTRICT 007,Challenger,Lost,4033.81
"TIMOTEO, SAILAU",REPUBLICAN,HI,HOUSE DISTRICT 043,Open,Disqualified,3877.00
"SOUZA, OLA",REPUBLICAN,HI,HOUSE DISTRICT 018,Challenger,Lost,3800.12
"READY, BOYD",REPUBLICAN,HI,HOUSE DISTRICT 047,Open,Lost,3800.00
"CHOCK, COBY K",NONPARTISAN,HI,HOUSE DISTRICT 051,Challenger,Withdrew,3247.59
"DALIRE, KAUI",DEMOCRATIC,HI,HOUSE DISTRICT 049,Open,Lost,2950.00
"AKI, ZURI C",DEMOCRATIC,HI,HOUSE DISTRICT 036,Open,Lost,2894.43
"KERNS, MARISSA DIPASUPIL",REPUBLICAN,HI,LIEUTENANT GOVERNOR,Open,Won,2889.94
"HENSKI-STARK, KATHRYN",REPUBLICAN,HI,HOUSE DISTRICT 022,Challenger,Lost,2800.00
"PAIKAI, LANDEN DKK",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Challenger,Lost,2729.00
"YIM, ALAN JK",LIBERTARIAN,HI,HOUSE DISTRICT 017,Challenger,Lost,2500.00
"NAPEAHI, TERRI L",DEMOCRATIC,HI,HOUSE DISTRICT 002,Challenger,Lost,2171.00
"MOSSMAN, PAUL",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT OAHU,Open,Lost,1939.97
"DUZON, VERONICA",DEMOCRATIC,HI,SENATE DISTRICT 019,Open,Lost,1905.24
"LHEUREUX, RAY",REPUBLICAN,HI,GOVERNOR,Open,Lost,1850.00
"SMART, MARY",REPUBLICAN,HI,HOUSE DISTRICT 037,Challenger,Lost,1700.00
"MATHER, JEN KAMAHO I",GREEN,HI,HOUSE DISTRICT 010,Challenger,Lost,1610.00
"RILEY, TIM",DEMOCRATIC,HI,SENATE DISTRICT 021,Challenger,Lost,1567.94
"ENGLISH, JOHN-BULL",DEMOCRATIC,HI,HOUSE DISTRICT 013,Challenger,Lost,1360.00
"JORDAN, JO",DEMOCRATIC,HI,HOUSE DISTRICT 044,Challenger,Lost,1350.00
"KEALOHA-LINDSEY, MELA",REPUBLICAN,HI,HOUSE DISTRICT 027,Challenger,Lost,1250.00
"FIDELIBUS, CHRIS",REPUBLICAN,HI,HOUSE DISTRICT 041,Open,Lost,1000.00
"SHIRATORI, MILES F",DEMOCRATIC,HI,HOUSE DISTRICT 050,Open,Lost,600.00
"AUSTIN, ANTHONY TONY",DEMOCRATIC,HI,US HOUSE DISTRICT HI 002,Challenger,Lost,555.00
"SHARSH-DAVIS, LEI",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Challenger,Lost,320.00
"FEVELLA, KURT",REPUBLICAN,HI,SENATE DISTRICT 019,Open,Won,300.00
"AKINA, KELII",NONPARTISAN,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Incumbent,Lost,270.00
"CABANILLA ARAKAWA, RIDA (T R)",DEMOCRATIC,HI,HOUSE DISTRICT 041,Open,Won,250.00
"SOLIS, TONY",REPUBLICAN,HI,SENATE DISTRICT 018,Challenger,Lost,200.00
"MARTINEZ, ROSE",DEMOCRATIC,HI,HOUSE DISTRICT 040,Challenger,Lost,150.00
"AKANA, ROWENA NOELANI",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Incumbent,Lost,-900.00
"PULETASI, SAM",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Lost,0.00
"KIM, RICHARD Y",DEMOCRATIC,HI,GOVERNOR,Challenger,Lost,0.00
"DALIGDIG, ELAINE (QUEENIE)",DEMOCRATIC,HI,HOUSE DISTRICT 015,Challenger,Lost,0.00
"FUNG, LESTER L",DEMOCRATIC,HI,HOUSE DISTRICT 046,Challenger,Lost,0.00
"HALINIAK, GAYLA",DEMOCRATIC,HI,SENATE DISTRICT 007,Challenger,Lost,0.00
"JUAREZ, MICHAEL JESUS",DEMOCRATIC,HI,HOUSE DISTRICT 043,Open,Lost,0.00
"KA EHU AE A, WENDELL J",DEMOCRATIC,HI,GOVERNOR,Challenger,Lost,0.00
"LESLIE, GENE (BUCKY)",DEMOCRATIC,HI,HOUSE DISTRICT 005,Challenger,Lost,0.00
"MYRICK, LEE",DEMOCRATIC,HI,HOUSE DISTRICT 011,Open,Lost,0.00
"TANABE, VAN (TANABAN)",DEMOCRATIC,HI,GOVERNOR,Challenger,Lost,0.00
"IGE, DAVID & GREEN, JOSH",DEMOCRATIC,HI,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won,0.00
"NIKHILANANDA, NICK",GREEN,HI,HOUSE DISTRICT 013,Challenger,Lost,0.00
"BREWER, JIM",GREEN,HI,GOVERNOR,Open,Won,0.00
"BURD, ZACHARY B",GREEN,HI,US HOUSE DISTRICT HI 001,Open,Lost,0.00
"ING, RENEE",GREEN,HI,LIEUTENANT GOVERNOR,Open,Won,0.00
"SHISHIDO, MELISSAH (MISH)",GREEN,HI,SENATE DISTRICT 006,Challenger,Lost,0.00
"BREWER, JIM & ING, RENEE",GREEN,HI,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost,0.00
"FOGEL, FREDERICK F",LIBERTARIAN,HI,HOUSE DISTRICT 003,Challenger,Lost,0.00
"LAST, MICHAEL L",LIBERTARIAN,HI,SENATE DISTRICT 003,Open,Lost,0.00
"ARIANOFF, KIMBERLY A",LIBERTARIAN,HI,SENATE DISTRICT 001,Challenger,Lost,0.00
"TIPPENS, MICHELLE ROSE",LIBERTARIAN,HI,US HOUSE DISTRICT HI 001,Open,Lost,0.00
"LINDSEY, BOB K",NONPARTISAN,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT HAWAII,Incumbent,Default Winner,0.00
"MACHADO, COLETTE Y (PIIPII)",NONPARTISAN,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT MOLOKAI,Incumbent,Default Winner,0.00
"AHUNA, DAN",NONPARTISAN,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT KAUAI,Incumbent,Default Winner,0.00
"BLACKWELL, SELINA T",NONPARTISAN,HI,GOVERNOR,Open,Lost,0.00
"BOLO, PAT CARIAGA",NONPARTISAN,HI,HOUSE DISTRICT 040,Challenger,Withdrew,0.00
"CIPOLLA, JOHN E",NONPARTISAN,HI,US HOUSE DISTRICT HI 001,Open,Lost,0.00
"EL, LINK",NONPARTISAN,HI,GOVERNOR,Open,Lost,0.00
"GRIFFIN, CALVIN C (G)",NONPARTISAN,HI,US HOUSE DISTRICT HI 001,Open,Lost,0.00
"HAVERTY, CHARLES (CHARLIE)",NONPARTISAN,HI,US SENATE DISTRICT HI SW-CLASS I,Open,Lost,0.00
"KAAIHUE, ANGELA S (AULANI)",NONPARTISAN,HI,HOUSE DISTRICT 043,Open,Disqualified,0.00
"KANAHELE, DANIEL",NONPARTISAN,HI,HOUSE DISTRICT 011,Open,Disqualified,0.00
