Candidate,Party,State,Office,Incumbency,Result,Total Money
"SANDERS, BERNARD (BERNIE)",INDEPENDENT,VT,US SENATE DISTRICT VT SW-CLASS I,Incumbent,Won,11357113.91
"WELCH, PETER F",DEMOCRATIC,VT,US HOUSE DISTRICT VT 001,Incumbent,Won,787935.97
"SCOTT, PHILIP B",REPUBLICAN,VT,GOVERNOR,Incumbent,Won,616532.18
"HALLQUIST, CHRISTINE DAVID",DEMOCRATIC,VT,GOVERNOR,Challenger,Lost,504814.21
"TURNER JR, DON",REPUBLICAN,VT,LIEUTENANT GOVERNOR,Challenger,Won,296866.04
"DONOVAN, TJ",DEMOCRATIC,VT,ATTORNEY GENERAL,Incumbent,Won,172785.50
"ZUCKERMAN, DAVID",DEMOCRATIC,VT,LIEUTENANT GOVERNOR,Incumbent,Lost,171676.50
"ZUPAN, LAWRENCE",REPUBLICAN,VT,US SENATE DISTRICT VT SW-CLASS I,Challenger,Lost,129693.68
"FARRELL, ALEX R",REPUBLICAN,VT,SENATE DISTRICT CHITTENDEN,Challenger,Lost,74978.86
"STERN, KEITH",REPUBLICAN,VT,GOVERNOR,Challenger,Lost,69550.93
"SCHEUERMANN, HEIDI E",REPUBLICAN,VT,HOUSE DISTRICT LAMOILLE-1,Incumbent,Won,62190.00
"EHLERS, JAMES",DEMOCRATIC,VT,GOVERNOR,Open,Lost,59069.53
"PARENT, COREY",REPUBLICAN,VT,SENATE DISTRICT FRANKLIN,Challenger,Won,56063.80
"SIEGEL, BRENDA",DEMOCRATIC,VT,GOVERNOR,Open,Lost,50976.34
"HARDY, RUTH",DEMOCRATIC,VT,SENATE DISTRICT ADDISON,Challenger,Won,40371.93
"JAMES, KATHLEEN",DEMOCRATIC,VT,HOUSE DISTRICT BENNINGTON-4,Challenger,Won,35450.53
"CLARKSON, ALISON H",DEMOCRATIC,VT,SENATE DISTRICT WINDSOR,Incumbent,Won,34407.50
"BRAY, CHRISTOPHER A",DEMOCRATIC,VT,SENATE DISTRICT ADDISON,Incumbent,Won,33329.50
"JOHNSON, MITZI",DEMOCRATIC,VT,HOUSE DISTRICT GRAND ISLE-CHITTENDEN-1-1,Incumbent,Won,32165.54
