Candidate,Party,State,Office,Incumbency,Result,Total Money
"HUBBELL, FREDERICK SHELTON (FRED) & HART, RITA ROTTINGHAUS",DEMOCRATIC,IA,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost,9091262.78
"REYNOLDS, KIM & GREGG, ADAM C",REPUBLICAN,IA,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won,7600346.39
"AXNE, CINDY",DEMOCRATIC,IA,US HOUSE DISTRICT IA 003,Challenger,Won,4319037.39
"FINKENAUER, ABBY",DEMOCRATIC,IA,US HOUSE DISTRICT IA 001,Challenger,Won,2702069.62
"YOUNG, DAVID E",REPUBLICAN,IA,US HOUSE DISTRICT IA 003,Incumbent,Lost,2530856.82
"BLUM, RODNEY L",REPUBLICAN,IA,US HOUSE DISTRICT IA 001,Incumbent,Lost,2494873.03
"GLASSON, CATHY",DEMOCRATIC,IA,GOVERNOR,Open,Lost,2304637.69
"LOEBSACK, DAVID WAYNE (DAVE)",DEMOCRATIC,IA,US HOUSE DISTRICT IA 002,Incumbent,Won,1966822.39
"BOULTON, NATHANIEL R (NATE)",DEMOCRATIC,IA,GOVERNOR,Open,Lost,1622285.21
"SCHOLTEN, JAMES D",DEMOCRATIC,IA,US HOUSE DISTRICT IA 004,Challenger,Lost,1270279.58
"MCGUIRE, ANDREA H (ANDY)",DEMOCRATIC,IA,GOVERNOR,Open,Lost,1011007.78
"WHITVER, JACK",REPUBLICAN,IA,SENATE DISTRICT 019,Incumbent,Won,591593.70
"KING, STEVEN A (STEVE)",REPUBLICAN,IA,US HOUSE DISTRICT IA 004,Incumbent,Won,586819.54
"UPMEYER, LINDA L",REPUBLICAN,IA,HOUSE DISTRICT 054,Incumbent,Won,575942.64
"NORRIS, JOHN",DEMOCRATIC,IA,GOVERNOR,Open,Lost,564154.12
"PETERS, CHRISTOPHER",REPUBLICAN,IA,US HOUSE DISTRICT IA 002,Challenger,Lost,522587.64
"SAND, ROBERT H (ROB)",DEMOCRATIC,IA,AUDITOR,Challenger,Won,500364.29
"DALESSANDRO, PETE",DEMOCRATIC,IA,US HOUSE DISTRICT IA 003,Open,Lost,356526.08
"HECKROTH, THOMAS",DEMOCRATIC,IA,US HOUSE DISTRICT IA 001,Open,Lost,316961.68
"PATE, PAUL D",REPUBLICAN,IA,SECRETARY OF STATE,Incumbent,Won,314765.92
"SMITH, ROBY",REPUBLICAN,IA,SENATE DISTRICT 047,Incumbent,Won,280708.86
"DEJEAR, DEIDRE",DEMOCRATIC,IA,SECRETARY OF STATE,Challenger,Lost,256174.63
"MAURO, EDDIE J",DEMOCRATIC,IA,US HOUSE DISTRICT IA 003,Open,Lost,251947.00
"MILLER, TOM",DEMOCRATIC,IA,ATTORNEY GENERAL,Incumbent,Won,242350.55
"JACOBSEN, LEANN",DEMOCRATIC,IA,US HOUSE DISTRICT IA 004,Open,Lost,229002.15
"HAGENOW, CHRISTOPHER D",REPUBLICAN,IA,HOUSE DISTRICT 019,Open,Won,225567.00
"SMITH, MARK D",DEMOCRATIC,IA,HOUSE DISTRICT 071,Incumbent,Won,224538.00
"HOGG, ROBERT M",DEMOCRATIC,IA,SENATE DISTRICT 033,Incumbent,Won,173230.09
"MOWRER, JIM",DEMOCRATIC,IA,SECRETARY OF STATE,Open,Lost,171688.62
"RAGAN, AMANDA ELSIE",DEMOCRATIC,IA,SENATE DISTRICT 027,Incumbent,Won,156297.50
"BOSSMAN, JACOB",REPUBLICAN,IA,HOUSE DISTRICT 006,Incumbent,Won,152822.31
"MOSIMAN, MARY",REPUBLICAN,IA,AUDITOR,Incumbent,Lost,148724.04
"PASCHEN, JOHN JOSEPH",DEMOCRATIC,IA,US HOUSE DISTRICT IA 004,Open,Lost,144318.06
"ZUMBACH, DANIEL",REPUBLICAN,IA,AGRICULTURE SECRETARY,Challenger,Lost,138575.10
"WAHLS, ZACH",DEMOCRATIC,IA,SENATE DISTRICT 037,Open,Won,134415.93
"BOLKCOM, JOSEPH L",DEMOCRATIC,IA,SENATE DISTRICT 043,Incumbent,Won,133504.50
