Candidate,Party,State,Office,Incumbency,Result,Total Money
"BUEHLER, KNUTE C",REPUBLICAN,OR,GOVERNOR,Challenger,Lost,18827997.96
"BROWN, KATE",DEMOCRATIC,OR,GOVERNOR,Incumbent,Won,18655276.57
"WALDEN, GREGORY P",REPUBLICAN,OR,US HOUSE DISTRICT OR 002,Incumbent,Won,4545029.95
"SCHRADER, WALTER (KURT)",DEMOCRATIC,OR,US HOUSE DISTRICT OR 005,Incumbent,Won,1943552.57
"DEFAZIO, PETER A",DEMOCRATIC,OR,US HOUSE DISTRICT OR 004,Incumbent,Won,1416987.28
"BLUMENAUER, EARL",DEMOCRATIC,OR,US HOUSE DISTRICT OR 003,Incumbent,Won,1374765.32
"MCLEOD-SKINNER, JAMIE",DEMOCRATIC,OR,US HOUSE DISTRICT OR 002,Challenger,Lost,1056051.82
"BONAMICI, SUZANNE",DEMOCRATIC,OR,US HOUSE DISTRICT OR 001,Incumbent,Won,998507.47
"HOYLE, VAL",NONPARTISAN,OR,LABOR COMMISSIONER,Open,Default Winner,959785.57
"MCKEOWN, CATHERINE H (CADDY)",DEMOCRATIC,OR,HOUSE DISTRICT 009,Incumbent,Won,944691.47
"COURTNEY, PETER",DEMOCRATIC,OR,SENATE DISTRICT 011,Incumbent,Won,891156.61
"BYNUM, JANELLE",DEMOCRATIC,OR,HOUSE DISTRICT 051,Incumbent,Won,841014.39
"EVANS, PAUL",DEMOCRATIC,OR,HOUSE DISTRICT 020,Incumbent,Won,821910.26
"WINTERS, JACKIE",REPUBLICAN,OR,SENATE DISTRICT 010,Incumbent,Won,810249.12
"THOMSEN, CHARLES WILLIAM (CHUCK)",REPUBLICAN,OR,SENATE DISTRICT 026,Incumbent,Won,783835.87
"PRUSAK, RACHEL",DEMOCRATIC,OR,HOUSE DISTRICT 037,Challenger,Won,781344.22
"REITZ, CHRISTINE",DEMOCRATIC,OR,SENATE DISTRICT 026,Challenger,Lost,683139.64
"HELFRICH, JEFFREY A",REPUBLICAN,OR,HOUSE DISTRICT 052,Incumbent,Lost,664902.50
"MCLANE, MICHAEL R (MIKE)",REPUBLICAN,OR,HOUSE DISTRICT 055,Incumbent,Won,656116.67
"JOHNSON, ELIZABETH K (BETSY)",DEMOCRATIC,OR,SENATE DISTRICT 016,Incumbent,Won,655504.67
"WILLIAMS, ANNA K",DEMOCRATIC,OR,HOUSE DISTRICT 052,Challenger,Won,635253.61
"FLORES, ALEXANDER",REPUBLICAN,OR,SENATE DISTRICT 015,Challenger,Lost,607208.31
"GOMEZ, JESSICA L",REPUBLICAN,OR,SENATE DISTRICT 003,Open,Lost,567158.63
"PIERCE, SELMA M",REPUBLICAN,OR,HOUSE DISTRICT 020,Challenger,Lost,555627.27
"CHAVEZ-DEREMER, LORI",REPUBLICAN,OR,HOUSE DISTRICT 051,Challenger,Lost,548009.02
"KOTEK, TINA",DEMOCRATIC,OR,HOUSE DISTRICT 044,Incumbent,Won,536827.35
"HELT, CHERI",REPUBLICAN,OR,HOUSE DISTRICT 054,Open,Won,518472.84
"MITCHELL, TIFFINY",DEMOCRATIC,OR,HOUSE DISTRICT 032,Open,Won,515603.64
"OGDEN, LOU",NONPARTISAN,OR,LABOR COMMISSIONER,Open,Lost,477208.13
"FAGAN, SHEMIA P",DEMOCRATIC,OR,SENATE DISTRICT 024,Open,Won,447375.17
"CARPENTER, SAM",REPUBLICAN,OR,GOVERNOR,Open,Lost,441946.15
"OLSEN, ALAN R",REPUBLICAN,OR,SENATE DISTRICT 020,Incumbent,Won,438053.25
"PARRISH, JULIEANNE N (JULIE)",REPUBLICAN,OR,HOUSE DISTRICT 037,Incumbent,Lost,433171.42
"WILDE, MARSHALL L",DEMOCRATIC,OR,HOUSE DISTRICT 011,Open,Won,432960.88
"WILLIAMSON, JENNIFER",DEMOCRATIC,OR,HOUSE DISTRICT 036,Incumbent,Won,418683.20
"MEEK, MARK W",DEMOCRATIC,OR,HOUSE DISTRICT 040,Incumbent,Won,391597.41
"MONROE, W ROD",DEMOCRATIC,OR,SENATE DISTRICT 024,Incumbent,Lost,387026.90
"HILL, JOSH",REPUBLICAN,OR,HOUSE DISTRICT 040,Challenger,Lost,384202.43
"RILEY, CHARLES D (CHUCK)",DEMOCRATIC,OR,SENATE DISTRICT 015,Incumbent,Won,375171.38
"STEINER HAYWARD, ELIZABETH",DEMOCRATIC,OR,SENATE DISTRICT 017,Incumbent,Won,331310.71
"BEYER, LESLEE (LEE)",DEMOCRATIC,OR,SENATE DISTRICT 006,Incumbent,Won,324522.99
"HERBERT, MARK F",REPUBLICAN,OR,HOUSE DISTRICT 011,Open,Lost,304994.21
"BARRETO, GREGORY L (GREG)",REPUBLICAN,OR,HOUSE DISTRICT 058,Incumbent,Won,298326.29
"WOOLDRIDGE, GREG C",REPUBLICAN,OR,GOVERNOR,Open,Lost,290615.18
"GALLIA, CHARLES A",DEMOCRATIC,OR,SENATE DISTRICT 020,Challenger,Lost,259823.86
"RAYFIELD, DANIEL A",DEMOCRATIC,OR,HOUSE DISTRICT 016,Incumbent,Won,251863.47
"GRIER, TERI",REPUBLICAN,OR,HOUSE DISTRICT 009,Challenger,Lost,246484.45
"ALONSO LEON, TERESA",DEMOCRATIC,OR,HOUSE DISTRICT 022,Incumbent,Won,236942.72
"BOLES, DENYC N",REPUBLICAN,OR,HOUSE DISTRICT 019,Incumbent,Won,229294.83
"THATCHER, LONA KIM",REPUBLICAN,OR,SENATE DISTRICT 013,Incumbent,Won,228539.75
"BENTZ, CLIFF B",REPUBLICAN,OR,SENATE DISTRICT 030,Incumbent,Won,226791.03
"DRAZAN, CHRISTINE",REPUBLICAN,OR,HOUSE DISTRICT 039,Open,Won,204718.83
"GOLDEN, JEFFREY S",DEMOCRATIC,OR,SENATE DISTRICT 003,Open,Won,201830.92
"WAGNER, ROBERT (ROB)",DEMOCRATIC,OR,SENATE DISTRICT 019,Incumbent,Won,196776.72
"PROZANSKI JR, FLOYD F",DEMOCRATIC,OR,SENATE DISTRICT 004,Incumbent,Won,189296.04
"ZIKA, JOSEPH (JACK) J",REPUBLICAN,OR,HOUSE DISTRICT 053,Open,Won,181939.02
"LOWER, VINEETA",REPUBLICAN,OR,HOUSE DISTRICT 032,Open,Lost,178945.58
"VIAL, ARMAND RICHARD (RICH)",REPUBLICAN,OR,HOUSE DISTRICT 026,Incumbent,Lost,176964.62
"NATHANSON, NANCY",DEMOCRATIC,OR,HOUSE DISTRICT 013,Incumbent,Won,175467.68
"NEAHRING, JENNIFER (JENNI)",DEMOCRATIC,OR,US HOUSE DISTRICT OR 002,Open,Lost,175420.33
"SMITH, GREGORY V",REPUBLICAN,OR,HOUSE DISTRICT 057,Incumbent,Won,170238.83
"DAVIS, SHELLY BOSHART",REPUBLICAN,OR,HOUSE DISTRICT 015,Open,Won,169879.23
"WITT, BRADLEY K",DEMOCRATIC,OR,HOUSE DISTRICT 031,Incumbent,Won,162338.87
"HAYDEN, CEDRIC ROSS",REPUBLICAN,OR,HOUSE DISTRICT 007,Incumbent,Won,160813.00
"ROBINSON, ARTHUR B",REPUBLICAN,OR,US HOUSE DISTRICT OR 004,Challenger,Lost,159421.38
"MANNING JR, JAMES I",DEMOCRATIC,OR,SENATE DISTRICT 007,Incumbent,Won,155114.46
"MCLAIN, SUSAN",DEMOCRATIC,OR,HOUSE DISTRICT 029,Incumbent,Won,148867.41
"NOSSE JR, ROBERT A (ROB)",DEMOCRATIC,OR,HOUSE DISTRICT 042,Incumbent,Won,148662.53
"GELSER, SARA A",DEMOCRATIC,OR,SENATE DISTRICT 008,Incumbent,Won,142201.56
"SMITH, DAVID BROCK",REPUBLICAN,OR,HOUSE DISTRICT 001,Incumbent,Won,141963.14
"HOLVEY, PAUL R",DEMOCRATIC,OR,HOUSE DISTRICT 008,Incumbent,Won,138664.92
"NOBLE, RONALD H",REPUBLICAN,OR,HOUSE DISTRICT 024,Incumbent,Won,134442.40
"ELLISON, MICHEAL D",DEMOCRATIC,OR,HOUSE DISTRICT 019,Challenger,Lost,133564.72
"BARKER, JEFF",DEMOCRATIC,OR,HOUSE DISTRICT 028,Incumbent,Won,130311.15
"WARNER, BARBARA SMITH",DEMOCRATIC,OR,HOUSE DISTRICT 045,Incumbent,Won,130010.26
"PATTERSON, DEBORAH L",DEMOCRATIC,OR,SENATE DISTRICT 010,Challenger,Lost,122148.05
"BONHAM, DANIEL G (DAN)",REPUBLICAN,OR,HOUSE DISTRICT 059,Incumbent,Won,120241.66
"WALLAN, KIMBERLY D",REPUBLICAN,OR,HOUSE DISTRICT 006,Open,Won,117656.70
"WILSON, CARL",REPUBLICAN,OR,HOUSE DISTRICT 003,Incumbent,Won,116255.00
"JOSI, TIM",DEMOCRATIC,OR,HOUSE DISTRICT 032,Open,Lost,113899.01
"HWANG, JUSTIN",REPUBLICAN,OR,HOUSE DISTRICT 049,Challenger,Lost,107970.51
"GOLDBERG, ATHENA W",DEMOCRATIC,OR,SENATE DISTRICT 003,Open,Lost,107628.94
"GOMBERG, DAVID",DEMOCRATIC,OR,HOUSE DISTRICT 010,Incumbent,Won,106778.67
"RESCHKE, ERIC W",REPUBLICAN,OR,HOUSE DISTRICT 056,Incumbent,Won,101577.69
"KENY-GUYER, ALISSA",DEMOCRATIC,OR,HOUSE DISTRICT 046,Incumbent,Won,101145.50
"CLEM, BRIAN L",DEMOCRATIC,OR,HOUSE DISTRICT 021,Incumbent,Won,100544.91
"FAHEY, JULIANNE (JULIE)",DEMOCRATIC,OR,HOUSE DISTRICT 014,Incumbent,Won,98806.37
"STARK, DUANE A",REPUBLICAN,OR,HOUSE DISTRICT 004,Incumbent,Won,97869.00
"JAFFER, DANIEL M",DEMOCRATIC,OR,HOUSE DISTRICT 023,Challenger,Lost,91491.31
"ATKINSON, MICHELLE BLUM",DEMOCRATIC,OR,HOUSE DISTRICT 006,Open,Lost,89814.65
"HEARD, DALLAS",REPUBLICAN,OR,SENATE DISTRICT 001,Incumbent,Pending,85435.12
"NEARMAN, MICHAEL J (MIKE)",REPUBLICAN,OR,HOUSE DISTRICT 023,Incumbent,Won,83736.16
"SALINAS, ANDREA",DEMOCRATIC,OR,HOUSE DISTRICT 038,Incumbent,Won,82077.25
"POST, BILL",REPUBLICAN,OR,HOUSE DISTRICT 025,Incumbent,Won,81565.55
"POWER, KARIN",DEMOCRATIC,OR,HOUSE DISTRICT 041,Incumbent,Won,77465.99
"FINDLEY, LYNN P",REPUBLICAN,OR,HOUSE DISTRICT 060,Incumbent,Won,75030.65
"BURNETTE, ERIC",DEMOCRATIC,OR,US HOUSE DISTRICT OR 002,Open,Lost,75022.00
"SPRENGER, SHERRIE",REPUBLICAN,OR,HOUSE DISTRICT 017,Incumbent,Won,74450.83
"HELM, KEN",DEMOCRATIC,OR,HOUSE DISTRICT 034,Incumbent,Won,73062.68
"HEYEN, MARTHA S",REPUBLICAN,OR,HOUSE DISTRICT 022,Challenger,Lost,71007.59
"MARSH, PAM J",DEMOCRATIC,OR,HOUSE DISTRICT 005,Incumbent,Won,70294.59
"LIVELY, JOHN",DEMOCRATIC,OR,HOUSE DISTRICT 012,Incumbent,Won,69802.89
"HERNANDEZ, DIEGO",DEMOCRATIC,OR,HOUSE DISTRICT 047,Incumbent,Won,68034.44
"REARDON, MICHAEL J (JEFF)",DEMOCRATIC,OR,HOUSE DISTRICT 048,Incumbent,Won,67111.47
"MALSTROM, SHERI L",DEMOCRATIC,OR,HOUSE DISTRICT 027,Incumbent,Won,65600.56
"BODDIE, NATHAN K",DEMOCRATIC,OR,HOUSE DISTRICT 054,Open,Lost,65105.55
"LEWIS, RICK",REPUBLICAN,OR,HOUSE DISTRICT 018,Incumbent,Won,63491.79
"GORSEK, CHRIS",DEMOCRATIC,OR,HOUSE DISTRICT 049,Incumbent,Won,62039.08
"WARNOCK, GREG",REPUBLICAN,OR,SENATE DISTRICT 011,Challenger,Lost,61903.47
"SOLLMAN, JANEEN A",DEMOCRATIC,OR,HOUSE DISTRICT 030,Incumbent,Won,61880.32
"JUDY, JOYCE H",DEMOCRATIC,OR,SENATE DISTRICT 011,Challenger,Lost,58657.43
