Candidate,Party,State,Office,Incumbency,Result,Total Money
"SINEMA, KYRSTEN",DEMOCRATIC,AZ,US SENATE DISTRICT AZ SW-CLASS I,Open,Won,20459365.58
"MCSALLY, MARTHA E",REPUBLICAN,AZ,US SENATE DISTRICT AZ SW-CLASS I,Open,Lost,16154582.57
"DUCEY, DOUGLAS A",REPUBLICAN,AZ,GOVERNOR,Incumbent,Won,6115229.34
"KIRKPATRICK, ANN",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 002,Open,Won,3863089.25
"TIPIRNENI, HIRAL VYAS",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 008,Open,Lost,3663991.81
"WARD, KELLI",REPUBLICAN,AZ,US SENATE DISTRICT AZ SW-CLASS I,Open,Lost,3163824.10
"STANTON, GREG",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 009,Open,Won,2167227.05
"OHALLERAN, TOM",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 001,Incumbent,Won,2108701.65
"GAYNOR, STEVE",REPUBLICAN,AZ,SECRETARY OF STATE,Open,Won,2004340.00
"GARCIA, DAVID",DEMOCRATIC,AZ,GOVERNOR,Challenger,Lost,1805788.51
"LESKO, DEBBIE",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 008,Open,Won,1766663.79
"SCHWEIKERT, DAVID S",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 006,Incumbent,Won,1465213.97
"ARPAIO, JOSEPH M (JOE)",REPUBLICAN,AZ,US SENATE DISTRICT AZ SW-CLASS I,Open,Lost,1437994.70
"FERRARA, STEVE",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 009,Open,Lost,1430580.13
"FARLEY, STEVE",DEMOCRATIC,AZ,GOVERNOR,Open,Lost,1319189.96
"BRNOVICH, MARK",REPUBLICAN,AZ,ATTORNEY GENERAL,Incumbent,Won,967941.60
"HEINZ, MATTHEW GERALD",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 002,Open,Lost,934914.59
"GALLEGO, RUBEN",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 007,Incumbent,Won,926498.43
"HOBBS, KATIE",DEMOCRATIC,AZ,SECRETARY OF STATE,Open,Lost,782021.33
"REAGAN, MICHELE",REPUBLICAN,AZ,SECRETARY OF STATE,Incumbent,Lost,771644.96
"GLASSMAN, RODNEY",REPUBLICAN,AZ,CORPORATION COMMISSIONER,Challenger,Lost,766573.21
"CONTRERAS, JANUARY",DEMOCRATIC,AZ,ATTORNEY GENERAL,Challenger,Lost,729464.05
"FORESE, TOM",REPUBLICAN,AZ,CORPORATION COMMISSIONER,Incumbent,Lost,668956.00
"GRIJALVA, RAUL M",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 003,Incumbent,Won,584062.86
"BIGGS, ANDREW (ANDY)",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 005,Incumbent,Won,547815.79
"GOSAR, PAUL ANTHONY",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 004,Incumbent,Won,531205.52
"SHEDD, TIFFANY",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 001,Open,Lost,528705.94
"YEE, KIMBERLY",REPUBLICAN,AZ,TREASURER,Open,Won,487640.74
"BROPHY MCGEE, KATE",REPUBLICAN,AZ,SENATE DISTRICT 028,Incumbent,Won,450318.63
"ROSS, HEATHER MAURA",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 006,Open,Lost,393211.32
"MONTENEGRO, STEVE",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 008,Open,Lost,348527.69
"MALIK, ANITA",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 006,Challenger,Lost,342513.20
"SMITH, STEVE",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 001,Open,Lost,326151.91
"HOFFMAN, KATHY",DEMOCRATIC,AZ,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Lost,299357.16
"MANOIL, MARK",DEMOCRATIC,AZ,TREASURER,Open,Lost,290111.53
"SEARS, KIANA MARIA",DEMOCRATIC,AZ,CORPORATION COMMISSIONER,Challenger,Lost,278188.26
"KENNEDY, SANDRA",DEMOCRATIC,AZ,CORPORATION COMMISSIONER,Challenger,Lost,275840.19
"MATIELLA, MARY SALLY",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 002,Open,Lost,274422.20
"LOVAS, PHIL",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 008,Open,Lost,270491.38
"MARQUEZ PETERSON, LEA",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 002,Open,Lost,261129.84
"SCHMUCK, FRANK",REPUBLICAN,AZ,SENATE DISTRICT 018,Challenger,Lost,260848.24
"BOWIE, SEAN",DEMOCRATIC,AZ,SENATE DISTRICT 018,Incumbent,Won,226366.62
"LIEBERMAN, AARON",DEMOCRATIC,AZ,HOUSE DISTRICT 028,Challenger,Won,200229.09
"FRYER, KELLY",DEMOCRATIC,AZ,GOVERNOR,Open,Lost,190333.80
"CARTER, HEATHER",REPUBLICAN,AZ,SENATE DISTRICT 015,Open,Won,187211.57
"MARSH, CHRISTINE PORTER",DEMOCRATIC,AZ,SENATE DISTRICT 028,Challenger,Lost,186837.49
"JEFFRIES, TIMOTHY STEVEN",REPUBLICAN,AZ,SENATE DISTRICT 023,Open,Lost,179631.97
"GREENE, JOAN",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 005,Challenger,Lost,170865.46
"FANN, KAREN ELIZABETH",REPUBLICAN,AZ,SENATE DISTRICT 001,Incumbent,Won,167480.61
"STRINGER, DAVID",REPUBLICAN,AZ,HOUSE DISTRICT 001,Incumbent,Won,155686.09
"BUTLER, KELLI SUE",DEMOCRATIC,AZ,HOUSE DISTRICT 028,Incumbent,Won,155392.00
"MESNARD, J D",REPUBLICAN,AZ,SENATE DISTRICT 017,Open,Won,152441.47
"OLSON, JUSTIN",REPUBLICAN,AZ,CORPORATION COMMISSIONER,Incumbent,Won,147973.47
"LEACH, VENDEN (VINCE)",REPUBLICAN,AZ,SENATE DISTRICT 011,Open,Won,147094.83
"LYON, HOLLACE",DEMOCRATIC,AZ,HOUSE DISTRICT 011,Challenger,Lost,145972.82
"WENINGER, JEFF",REPUBLICAN,AZ,HOUSE DISTRICT 017,Incumbent,Won,144917.69
"PIERCE, WILLIAM (BILL)",DEMOCRATIC,AZ,STATE MINE INSPECTOR,Challenger,Lost,138753.54
"SCHAPIRA, DAVID",DEMOCRATIC,AZ,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Lost,138050.00
"SYMS, MARIA MAZZEO",REPUBLICAN,AZ,HOUSE DISTRICT 028,Incumbent,Lost,137454.50
"RIGGS, FRANK",REPUBLICAN,AZ,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Won,134793.91
"OCONNOR, JAMES (JIM)",REPUBLICAN,AZ,CORPORATION COMMISSIONER,Challenger,Lost,133204.00
"DUNN, TIMOTHY (TIM)",REPUBLICAN,AZ,HOUSE DISTRICT 013,Incumbent,Won,130423.27
"GILES, DAVID VICTOR (DAVE)",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 009,Open,Lost,124288.19
"PAWLIK, JENNIFER",DEMOCRATIC,AZ,HOUSE DISTRICT 017,Challenger,Won,123545.72
"NORGAARD, JILL",REPUBLICAN,AZ,HOUSE DISTRICT 018,Incumbent,Lost,120293.56
"MUNDELL, WILLIAM (BILL)",DEMOCRATIC,AZ,CORPORATION COMMISSIONER,Open,Lost,119429.42
"SHOPE, THOMAS (TJ)",REPUBLICAN,AZ,HOUSE DISTRICT 008,Incumbent,Won,116516.24
"PAPPAS PETSAS, KATHY",REPUBLICAN,AZ,HOUSE DISTRICT 028,Challenger,Lost,114225.00
"LINDBLOM, JIMMY",REPUBLICAN,AZ,SENATE DISTRICT 012,Open,Lost,113785.00
"KNECHT, KATHY",INDEPENDENT,AZ,SENATE DISTRICT 021,Challenger,Lost,113385.30
"TERAN, RAQUEL",DEMOCRATIC,AZ,HOUSE DISTRICT 030,Open,Won,113364.72
"BRILL, DAVID",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 004,Challenger,Lost,112740.28
"FRENCH, FELICIA",DEMOCRATIC,AZ,HOUSE DISTRICT 006,Challenger,Lost,110899.20
"BOLICK, SHAWNNA",REPUBLICAN,AZ,HOUSE DISTRICT 020,Challenger,Won,110805.03
"ROGERS, WENDY",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 001,Challenger,Lost,107135.72
"COOK, DAVID",REPUBLICAN,AZ,HOUSE DISTRICT 008,Incumbent,Won,106263.48
"SHAH, AMISH",DEMOCRATIC,AZ,HOUSE DISTRICT 024,Open,Won,102352.17
"COBB, REGINA E",REPUBLICAN,AZ,HOUSE DISTRICT 005,Incumbent,Won,102045.00
"ABBOUD, DEEDRA",DEMOCRATIC,AZ,US SENATE DISTRICT AZ SW-CLASS I,Open,Lost,101008.61
"KERR, SINE",REPUBLICAN,AZ,SENATE DISTRICT 013,Incumbent,Won,100184.14
"MCFADDEN, GARRICK ARVIN",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 006,Open,Lost,98754.47
"EPSTEIN, DENISE (MITZI)",DEMOCRATIC,AZ,HOUSE DISTRICT 018,Incumbent,Won,97045.93
"JOHN, DREW",REPUBLICAN,AZ,SENATE DISTRICT 014,Open,Lost,95784.72
"MITCHELL, DARIN",REPUBLICAN,AZ,HOUSE DISTRICT 013,Incumbent,Lost,92314.93
"CANO, ANDRES",DEMOCRATIC,AZ,HOUSE DISTRICT 003,Open,Won,92044.41
"ALSTON, LELA",DEMOCRATIC,AZ,SENATE DISTRICT 024,Open,Won,90742.29
"FERNANDEZ, CHARLENE R",DEMOCRATIC,AZ,HOUSE DISTRICT 004,Incumbent,Won,86969.37
"MEZA, ROBERT",DEMOCRATIC,AZ,HOUSE DISTRICT 030,Open,Won,86309.50
"FINCHEM, MARK",REPUBLICAN,AZ,HOUSE DISTRICT 011,Incumbent,Won,85256.94
"GELBART, JONATHAN",REPUBLICAN,AZ,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Lost,84554.47
"GOWAN, DAVID",REPUBLICAN,AZ,SENATE DISTRICT 014,Open,Won,83683.00
"ENGEL, KIRSTEN",DEMOCRATIC,AZ,HOUSE DISTRICT 010,Incumbent,Won,83428.53
"LONGDON, JENNIFER",DEMOCRATIC,AZ,HOUSE DISTRICT 024,Open,Won,83379.49
"TOMA, BEN",REPUBLICAN,AZ,HOUSE DISTRICT 022,Incumbent,Won,76597.38
"UGENTI-RITA, MICHELLE",REPUBLICAN,AZ,SENATE DISTRICT 023,Open,Won,76157.50
"BENNETT, KEN",REPUBLICAN,AZ,GOVERNOR,Challenger,Lost,74420.00
"GLENN, JOHN",DEMOCRATIC,AZ,HOUSE DISTRICT 024,Challenger,Lost,73293.53
"GRAY, RICK",REPUBLICAN,AZ,SENATE DISTRICT 021,Incumbent,Won,72918.58
"KOVACS, WILLIAM RICHARD",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 002,Open,Lost,71922.37
"WEICHERT, STEVEN R",DEMOCRATIC,AZ,SENATE DISTRICT 017,Open,Lost,67770.10
"FERRELL, MARCUS",DEMOCRATIC,AZ,HOUSE DISTRICT 024,Challenger,Lost,67016.03
"ALLEN, JOHN M",REPUBLICAN,AZ,HOUSE DISTRICT 015,Incumbent,Won,66162.54
"PRATT, FRANK",REPUBLICAN,AZ,SENATE DISTRICT 008,Incumbent,Won,66037.50
"BOLDING, REGINALD",DEMOCRATIC,AZ,HOUSE DISTRICT 027,Incumbent,Won,64370.52
"ALLEN, SYLVIA TENNEY",REPUBLICAN,AZ,SENATE DISTRICT 006,Incumbent,Won,63691.71
"PETERSEN, WARREN",REPUBLICAN,AZ,HOUSE DISTRICT 012,Challenger,Won,63686.08
"KERN, ANTHONY",REPUBLICAN,AZ,HOUSE DISTRICT 020,Incumbent,Won,61785.46
"SARMIENTO, TERI",DEMOCRATIC,AZ,HOUSE DISTRICT 022,Challenger,Lost,61564.64
"LAWRENCE, JAY",REPUBLICAN,AZ,HOUSE DISTRICT 023,Incumbent,Won,61190.00
"CARLISLE, WADE L",DEMOCRATIC,AZ,SENATE DISTRICT 006,Challenger,Lost,60587.93
"BROTHERTON, BILL",DEMOCRATIC,AZ,HOUSE DISTRICT 030,Open,Lost,60354.60
"RIVERO, TONY",REPUBLICAN,AZ,HOUSE DISTRICT 021,Incumbent,Won,60297.85
"CLARK, KEN",DEMOCRATIC,AZ,HOUSE DISTRICT 024,Incumbent,Lost,59272.34
"SACHA, BLAKE",REPUBLICAN,AZ,HOUSE DISTRICT 012,Challenger,Lost,58320.16
"FRIESE, RANDALL (RANDY)",DEMOCRATIC,AZ,HOUSE DISTRICT 009,Incumbent,Won,57963.35
"TYLER, BOBBY",DEMOCRATIC,AZ,HOUSE DISTRICT 006,Challenger,Lost,55895.32
"JERMAINE, JENNIFER",DEMOCRATIC,AZ,HOUSE DISTRICT 018,Challenger,Won,54183.40
"TOWNSEND, KELLY J",REPUBLICAN,AZ,HOUSE DISTRICT 016,Incumbent,Won,53492.92
"SIERRA, LORENZO",DEMOCRATIC,AZ,HOUSE DISTRICT 019,Challenger,Won,51356.31
"RIOS, REBECCA",DEMOCRATIC,AZ,SENATE DISTRICT 027,Open,Won,50452.53
"HERNANDEZ, ALMA",DEMOCRATIC,AZ,HOUSE DISTRICT 003,Open,Won,50188.17
"SAMUELS, JENNIFER",DEMOCRATIC,AZ,HOUSE DISTRICT 015,Challenger,Lost,48343.04
"HERNANDEZ JR, DANIEL",DEMOCRATIC,AZ,HOUSE DISTRICT 002,Incumbent,Won,47923.00
"ELLEN, NORA",REPUBLICAN,AZ,HOUSE DISTRICT 017,Challenger,Lost,47801.50
"CRAYCRAFT, JO",DEMOCRATIC,AZ,SENATE DISTRICT 001,Challenger,Lost,47554.04
"HARRIS, MICHELLE",DEMOCRATIC,AZ,SENATE DISTRICT 013,Challenger,Lost,47387.02
