Candidate,Party,State,Office,Incumbency,Result,Total Money
"SCALISE, STEPHEN J (STEVE)",REPUBLICAN,LA,US HOUSE DISTRICT LA 001,Incumbent,Won,6969661.36
"GRAVES, GARRET",REPUBLICAN,LA,US HOUSE DISTRICT LA 006,Incumbent,Won,2246063.83
"RICHMOND, CEDRIC",DEMOCRATIC,LA,US HOUSE DISTRICT LA 002,Incumbent,Won,1469437.00
"JOHNSON, JAMES MICHAEL (MIKE)",REPUBLICAN,LA,US HOUSE DISTRICT LA 004,Incumbent,Won,1161087.10
"HIGGINS, CLAY",REPUBLICAN,LA,US HOUSE DISTRICT LA 003,Incumbent,Won,824343.50
"ABRAHAM JR, RALPH LEE",REPUBLICAN,LA,US HOUSE DISTRICT LA 005,Incumbent,Won,804263.94
"ATKINS, DALE N",DEMOCRATIC,LA,APPELLATE COURT DISTRICT 1ST CIRCUIT 004-DIVISION F,Open,Won,472274.27
"STOKES, JULIE",REPUBLICAN,LA,SECRETARY OF STATE,Challenger,Lost,437656.98
"GUIDRY, GREGORY M",REPUBLICAN,LA,SUPREME COURT DISTRICT 001,Incumbent,Default Winner,371247.77
"ARDOIN, KYLE",REPUBLICAN,LA,SECRETARY OF STATE,Incumbent,Won,341428.22
"LANIER III, WALTER (WALT)",REPUBLICAN,LA,APPELLATE COURT DISTRICT 1ST CIRCUIT 001-DIVISION 2A,Open,Won,324492.00
"GUILLORY, JOSHUA S",REPUBLICAN,LA,US HOUSE DISTRICT LA 003,Challenger,Lost,274619.00
"EDMONDS, RICK",REPUBLICAN,LA,SECRETARY OF STATE,Challenger,Lost,266764.78
"GREENE, CRAIG",REPUBLICAN,LA,PUBLIC SERVICE COMMISSIONER DISTRICT 002,Incumbent,Default Winner,260702.05
"CROWE, A G",REPUBLICAN,LA,SECRETARY OF STATE,Challenger,Lost,246595.00
"METHVIN, MILDRED (MIMI)",DEMOCRATIC,LA,US HOUSE DISTRICT LA 003,Challenger,Lost,239418.07
"SAVOIE, TAMMY M",DEMOCRATIC,LA,US HOUSE DISTRICT LA 001,Challenger,Lost,233600.33
"CLOUD, HEATHER",REPUBLICAN,LA,SECRETARY OF STATE,Challenger,Lost,223522.09
"STEPHENS, JAMES M (JIMBO)",INDEPENDENT,LA,APPELLATE COURT DISTRICT 1ST CIRCUIT 002-DIVISION 2A,Incumbent,Won,222180.00
