Candidate,Party,State,Office,Incumbency,Result,Total Money
"BARR, GARLAND (ANDY)",REPUBLICAN,KY,US HOUSE DISTRICT KY 006,Incumbent,Won,4805703.34
"MCGRATH, AMY",DEMOCRATIC,KY,US HOUSE DISTRICT KY 006,Challenger,Lost,4700359.74
"GUTHRIE, STEVEN BRETT",REPUBLICAN,KY,US HOUSE DISTRICT KY 002,Incumbent,Won,1849043.77
"GRAY II, JAMES P (JIM)",DEMOCRATIC,KY,US HOUSE DISTRICT KY 006,Open,Lost,1248258.09
"ROGERS, HAROLD (HAL)",REPUBLICAN,KY,US HOUSE DISTRICT KY 005,Incumbent,Won,839774.01
"YARMUTH, JOHN A",DEMOCRATIC,KY,US HOUSE DISTRICT KY 003,Incumbent,Won,829622.07
"GLISSON, VICKIE YATES B",REPUBLICAN,KY,US HOUSE DISTRICT KY 003,Challenger,Lost,720933.13
"COMER JR, JAMES R",REPUBLICAN,KY,US HOUSE DISTRICT KY 001,Incumbent,Won,677971.95
"SEAMAN, DIANE",DEMOCRATIC,KY,HOUSE DISTRICT 059,Challenger,Lost,439458.80
"THOMAS, REGINALD LEONARD (REGGIE)",DEMOCRATIC,KY,US HOUSE DISTRICT KY 006,Open,Lost,351412.73
"MASSIE, THOMAS H",REPUBLICAN,KY,US HOUSE DISTRICT KY 004,Incumbent,Won,309249.14
"ADAMS, JULIE RAQUE",REPUBLICAN,KY,SENATE DISTRICT 036,Incumbent,Won,300229.03
"ALVARADO, RALPH",REPUBLICAN,KY,SENATE DISTRICT 028,Incumbent,Won,293559.23
"GOFORTH, ROBERT",REPUBLICAN,KY,HOUSE DISTRICT 089,Open,Won,287301.98
"HARRIS, ERNIE",REPUBLICAN,KY,SENATE DISTRICT 026,Incumbent,Won,263991.54
"RIDLEY, J DORSEY",DEMOCRATIC,KY,SENATE DISTRICT 004,Incumbent,Lost,228698.04
"HIGDON, JIMMY",REPUBLICAN,KY,SENATE DISTRICT 014,Incumbent,Won,227004.70
"SCHRODER, WIL",REPUBLICAN,KY,SENATE DISTRICT 024,Incumbent,Won,218041.55
"LAWSON, BENJAMIN T",REPUBLICAN,KY,HOUSE DISTRICT 020,Open,Lost,214221.24
"WILSON, MIKE",REPUBLICAN,KY,SENATE DISTRICT 032,Incumbent,Won,213155.21
"LAMBERT, DEBRA HEMBREE (DEBBIE)",NONPARTISAN,KY,SUPREME COURT DISTRICT 003,Open,Won,196970.99
"BUFORD, TOM",REPUBLICAN,KY,SENATE DISTRICT 022,Incumbent,Won,191986.19
"BARBER, DAVID ALLEN",NONPARTISAN,KY,APPELLATE COURT DISTRICT 007-2ND DIVISION,Open,Lost,181940.16
"BELCHER, LINDA HOWLETT",DEMOCRATIC,KY,HOUSE DISTRICT 049,Open,Won,181449.94
"WISE, GEORGE MAXWELL (MAX)",REPUBLICAN,KY,SENATE DISTRICT 016,Incumbent,Won,181100.00
"SUETHOLZ, DAVE",DEMOCRATIC,KY,SENATE DISTRICT 020,Challenger,Lost,176308.13
"GOODWINE, PAMELA R",NONPARTISAN,KY,APPELLATE COURT DISTRICT 005-1ST DIVISION,Challenger,Won,169890.80
"ADKINS, ROCKY J",DEMOCRATIC,KY,HOUSE DISTRICT 099,Incumbent,Won,162416.29
"LINDERMAN, HANK",DEMOCRATIC,KY,US HOUSE DISTRICT KY 002,Challenger,Lost,161020.64
