Candidate,Party,State,Office,Incumbency,Result,Total Money
"CUOMO, ANDREW M",DEMOCRATIC,NY,GOVERNOR,Incumbent,Won,36591805.28
"GILLIBRAND, KIRSTEN ELIZABETH",DEMOCRATIC,NY,US SENATE DISTRICT NY SW-CLASS I,Incumbent,Won,19701378.04
"DELGADO, ANTONIO",DEMOCRATIC,NY,US HOUSE DISTRICT NY 019,Challenger,Won,7881204.19
"MALONEY, SEAN P",DEMOCRATIC,NY,ATTORNEY GENERAL,Open,Lost,5128096.31
"GERSHON, PERRY",DEMOCRATIC,NY,US HOUSE DISTRICT NY 001,Challenger,Lost,4520495.19
"DINAPOLI, THOMAS P",DEMOCRATIC,NY,COMPTROLLER,Incumbent,Won,4418245.12
"ZELDIN, LEE MICHAEL",REPUBLICAN,NY,US HOUSE DISTRICT NY 001,Incumbent,Won,4173390.30
"ROSE, MAX",DEMOCRATIC,NY,US HOUSE DISTRICT NY 011,Challenger,Won,4115883.43
"BRINDISI, ANTHONY J",DEMOCRATIC,NY,US HOUSE DISTRICT NY 022,Challenger,Won,3826167.71
"MALONEY, SEAN PATRICK",DEMOCRATIC,NY,US HOUSE DISTRICT NY 018,Incumbent,Won,3730895.85
"CROWLEY, JOSEPH (JOE)",WORKING FAMILIES,NY,US HOUSE DISTRICT NY 014,Incumbent,Lost,3637481.67
"REED II, THOMAS W",REPUBLICAN,NY,US HOUSE DISTRICT NY 023,Incumbent,Lost,3326531.40
"JAMES, LETITIA (TISH)",DEMOCRATIC,NY,ATTORNEY GENERAL,Open,Won,3202410.32
"KLEIN, JEFFREY D",INDEPENDENCE,NY,SENATE DISTRICT 034,Incumbent,Lost,3041502.51
"WOFFORD, KEITH H",REPUBLICAN,NY,ATTORNEY GENERAL,Open,Lost,2971218.27
"NIXON, CYNTHIA ELLEN",WORKING FAMILIES,NY,GOVERNOR,Challenger,Withdrew,2775566.01
"FASO, JOHN J",REPUBLICAN,NY,US HOUSE DISTRICT NY 019,Incumbent,Lost,2750794.64
"STEFANIK, ELISE M",REPUBLICAN,NY,US HOUSE DISTRICT NY 021,Incumbent,Lost,2643452.77
"SUOZZI, THOMAS R (TOM)",DEMOCRATIC,NY,US HOUSE DISTRICT NY 003,Incumbent,Won,2582923.78
"KATKO, JOHN M",REPUBLICAN,NY,US HOUSE DISTRICT NY 024,Incumbent,Won,2526089.04
"DONOVAN JR, DANIEL M (DAN)",REPUBLICAN,NY,US HOUSE DISTRICT NY 011,Incumbent,Lost,2293028.38
"HOCHUL, KATHLEEN COURTNEY (KATHY)",DEMOCRATIC,NY,LIEUTENANT GOVERNOR,Incumbent,Won,2285942.62
"MALONEY, CAROLYN B",DEMOCRATIC,NY,US HOUSE DISTRICT NY 012,Incumbent,Won,1971482.77
"MOLINARO, MARCUS (MARC)",REPUBLICAN,NY,GOVERNOR,Challenger,Lost,1958827.59
"MENG, GRACE",DEMOCRATIC,NY,US HOUSE DISTRICT NY 006,Incumbent,Won,1910766.24
"COLLINS, CHRISTOPHER C (CHRIS)",REPUBLICAN,NY,US HOUSE DISTRICT NY 027,Incumbent,Won,1902591.60
"OCASIO-CORTEZ, ALEXANDRIA",DEMOCRATIC,NY,US HOUSE DISTRICT NY 014,Challenger,Won,1826009.17
"TEACHOUT, ZEPHYR",DEMOCRATIC,NY,ATTORNEY GENERAL,Open,Lost,1743700.86
"PATEL, SURAJ",DEMOCRATIC,NY,US HOUSE DISTRICT NY 012,Challenger,Lost,1658645.84
"RYAN, PATRICK",DEMOCRATIC,NY,US HOUSE DISTRICT NY 019,Open,Lost,1646141.09
"JEFFRIES, HAKEEM S",DEMOCRATIC,NY,US HOUSE DISTRICT NY 008,Incumbent,Won,1592923.55
"FLYNN, BRIAN P",DEMOCRATIC,NY,US HOUSE DISTRICT NY 019,Open,Lost,1569214.94
"ENGEL, ELIOT L",DEMOCRATIC,NY,US HOUSE DISTRICT NY 016,Incumbent,Won,1460288.80
"LOWEY, NITA M",DEMOCRATIC,NY,US HOUSE DISTRICT NY 017,Incumbent,Won,1453386.39
"MAYER, SHELLEY B",DEMOCRATIC,NY,SENATE DISTRICT 037,Incumbent,Won,1422921.90
"NADLER, JERROLD L",DEMOCRATIC,NY,US HOUSE DISTRICT NY 010,Incumbent,Won,1396793.80
"SKOUFIS, JAMES G",DEMOCRATIC,NY,SENATE DISTRICT 039,Open,Won,1359633.01
"COBB, TEDRA LYNNE",DEMOCRATIC,NY,US HOUSE DISTRICT NY 021,Challenger,Won,1312075.93
"FARLEY, CHELE CHIAVACCI",REPUBLICAN,NY,US SENATE DISTRICT NY SW-CLASS I,Challenger,Lost,1301928.26
"RICE, KATHLEEN M",DEMOCRATIC,NY,US HOUSE DISTRICT NY 004,Incumbent,Won,1284051.31
"GAUGHRAN, JAMES",DEMOCRATIC,NY,SENATE DISTRICT 005,Challenger,Won,1279334.12
"BASILE, THOMAS J R",REPUBLICAN,NY,SENATE DISTRICT 039,Open,Lost,1275859.45
"MARCELLINO, CARL L",REPUBLICAN,NY,SENATE DISTRICT 005,Incumbent,Lost,1269596.00
"BROOKS, JOHN E",DEMOCRATIC,NY,SENATE DISTRICT 008,Incumbent,Won,1254176.46
"KILLIAN, JULIA POWERS",REPUBLICAN,NY,SENATE DISTRICT 037,Open,Lost,1234525.00
"FLANAGAN JR, JOHN J",REPUBLICAN,NY,SENATE DISTRICT 002,Incumbent,Won,1203069.49
"BALTER, DANA",DEMOCRATIC,NY,US HOUSE DISTRICT NY 024,Challenger,Lost,1186927.16
"PHILLIPS, ELAINE R",REPUBLICAN,NY,SENATE DISTRICT 007,Incumbent,Lost,1185406.25
"KING, PETER T",REPUBLICAN,NY,US HOUSE DISTRICT NY 002,Incumbent,Won,1158507.67
"PRAVATO, JEFFREY",REPUBLICAN,NY,SENATE DISTRICT 008,Challenger,Lost,1124415.60
"KAMINSKY, TODD D",DEMOCRATIC,NY,SENATE DISTRICT 009,Incumbent,Won,1088648.90
"TONKO, PAUL DAVID",DEMOCRATIC,NY,US HOUSE DISTRICT NY 020,Incumbent,Won,1078459.45
"CLARKE, YVETTE D",DEMOCRATIC,NY,US HOUSE DISTRICT NY 009,Incumbent,Won,988510.56
"HIGGINS, BRIAN",DEMOCRATIC,NY,US HOUSE DISTRICT NY 026,Incumbent,Won,975429.78
"VELAZQUEZ, NYDIA M",DEMOCRATIC,NY,US HOUSE DISTRICT NY 007,Incumbent,Won,954532.47
"GOLDEN, MARTIN J",REPUBLICAN,NY,SENATE DISTRICT 022,Incumbent,Pending,950564.43
"KENNEDY, TIMOTHY M",DEMOCRATIC,NY,SENATE DISTRICT 063,Incumbent,Won,886060.00
"STEWART-COUSINS, ANDREA",DEMOCRATIC,NY,SENATE DISTRICT 035,Incumbent,Won,882264.64
"MEEKS, GREGORY W",DEMOCRATIC,NY,US HOUSE DISTRICT NY 005,Incumbent,Won,879972.59
"LEWIS, JONATHAN",DEMOCRATIC,NY,US HOUSE DISTRICT NY 016,Challenger,Lost,870431.35
"MURPHY, TERRENCE P",REPUBLICAN,NY,SENATE DISTRICT 040,Incumbent,Pending,834055.70
"MITRANO, TRACY (SAFEGOV)",DEMOCRATIC,NY,US HOUSE DISTRICT NY 023,Challenger,Won,817857.80
"ALCANTARA, MARISOL",INDEPENDENCE,NY,SENATE DISTRICT 031,Incumbent,Lost,809831.07
"MURRAY, L DEAN",REPUBLICAN,NY,SENATE DISTRICT 003,Open,Pending,803366.00
"MINER, STEPHANIE A",SAM,NY,GOVERNOR,Challenger,Lost,795260.61
"RHODES, GARETH THOMAS",DEMOCRATIC,NY,US HOUSE DISTRICT NY 019,Open,Lost,767726.43
"PERALTA, JOSE R",WOMENS EQUALITY,NY,SENATE DISTRICT 013,Incumbent,Lost,722721.01
"HEASTIE, CARL E",DEMOCRATIC,NY,ASSEMBLY DISTRICT 083,Incumbent,Won,693399.01
"SAVINO, DIANE J",DEMOCRATIC,NY,SENATE DISTRICT 023,Incumbent,Won,692930.00
"HAMILTON, JESSE E",WOMENS EQUALITY,NY,SENATE DISTRICT 020,Incumbent,Lost,675519.92
"SMYTHE, KAREN STRAIN",DEMOCRATIC,NY,SENATE DISTRICT 041,Challenger,Pending,664862.37
"ESPAILLAT, ADRIANO",DEMOCRATIC,NY,US HOUSE DISTRICT NY 013,Incumbent,Won,663654.39
"BIAGGI, ALESSANDRA",DEMOCRATIC,NY,SENATE DISTRICT 034,Challenger,Won,631429.51
"RANZENHOFER, MICHAEL H",REPUBLICAN,NY,SENATE DISTRICT 061,Incumbent,Won,623462.08
"JORDAN, DAPHNE",REPUBLICAN,NY,SENATE DISTRICT 043,Open,Won,619082.58
"CRESPO, MARCOS A",DEMOCRATIC,NY,ASSEMBLY DISTRICT 085,Incumbent,Won,603315.82
"GLADD, AARON",DEMOCRATIC,NY,SENATE DISTRICT 043,Open,Lost,577677.98
"BARRETT, DIDI",DEMOCRATIC,NY,ASSEMBLY DISTRICT 106,Incumbent,Won,571196.00
"YOUNG, CATHARINE M",REPUBLICAN,NY,SENATE DISTRICT 057,Incumbent,Won,566213.87
"SEWARD, JAMES L",REPUBLICAN,NY,SENATE DISTRICT 051,Incumbent,Won,558751.22
"MCMAHON, KAREN",DEMOCRATIC,NY,ASSEMBLY DISTRICT 146,Challenger,Won,553722.70
"FELDER, SIMCHA",DEMOCRATIC,NY,SENATE DISTRICT 017,Incumbent,Won,527504.00
"METZGER, JEN",DEMOCRATIC,NY,SENATE DISTRICT 042,Open,Pending,527148.72
"SHARPE, LARRY",LIBERTARIAN,NY,GOVERNOR,Challenger,Lost,520317.58
"JACKSON, ROBERT",DEMOCRATIC,NY,SENATE DISTRICT 031,Challenger,Won,510743.80
"EVE, LEECIA R",DEMOCRATIC,NY,ATTORNEY GENERAL,Open,Lost,504767.09
"AKSHAR II, FREDERICK J",REPUBLICAN,NY,SENATE DISTRICT 052,Incumbent,Won,493338.09
"BOYAJIAN, DON",DEMOCRATIC,NY,US HOUSE DISTRICT NY 021,Open,Lost,490431.85
"MCMURRAY, NATHAN D",DEMOCRATIC,NY,US HOUSE DISTRICT NY 027,Challenger,Lost,476735.80
"CLEGG, DAVID J",DEMOCRATIC,NY,US HOUSE DISTRICT NY 019,Open,Lost,476305.49
"FUNKE, RICH",REPUBLICAN,NY,SENATE DISTRICT 055,Incumbent,Won,466770.81
"AVELLA, TONY",DEMOCRATIC,NY,SENATE DISTRICT 011,Incumbent,Lost,463789.76
"SERINO, SUSAN J",REPUBLICAN,NY,SENATE DISTRICT 041,Incumbent,Pending,463071.93
"EICHENSTEIN, SIMCHA",DEMOCRATIC,NY,ASSEMBLY DISTRICT 048,Open,Won,456413.12
"HANNON, KEMP",REPUBLICAN,NY,SENATE DISTRICT 006,Incumbent,Pending,437863.16
"MYRIE, ZELLNOR",DEMOCRATIC,NY,SENATE DISTRICT 020,Challenger,Won,432993.58
"LIU, JOHN",DEMOCRATIC,NY,SENATE DISTRICT 011,Open,Won,428495.06
"GRIMM, MICHAEL G",REPUBLICAN,NY,US HOUSE DISTRICT NY 011,Challenger,Lost,426343.09
"JACOBS, CHRISTOPHER L",REPUBLICAN,NY,SENATE DISTRICT 060,Incumbent,Won,420868.00
"AMEDORE JR, GEORGE A",REPUBLICAN,NY,SENATE DISTRICT 046,Incumbent,Won,398733.28
"DEBONO, DAN",REPUBLICAN,NY,US HOUSE DISTRICT NY 003,Challenger,Lost,392365.33
"KAPLAN, ANNA MONAHEMI",DEMOCRATIC,NY,SENATE DISTRICT 007,Challenger,Won,390270.77
"MANNION, JOHN",DEMOCRATIC,NY,SENATE DISTRICT 050,Open,Pending,388708.80
"LITTLE, ELIZABETH O C (BETTY)",REPUBLICAN,NY,SENATE DISTRICT 045,Incumbent,Won,353423.75
"ROBACH, JOSEPH E",REPUBLICAN,NY,SENATE DISTRICT 056,Incumbent,Won,343682.73
"ODONNELL, JAMES",REPUBLICAN,NY,US HOUSE DISTRICT NY 018,Challenger,Lost,342416.00
"RAMOS, JESSICA",DEMOCRATIC,NY,SENATE DISTRICT 013,Challenger,Won,342376.29
"GASHI, VEDAT",DEMOCRATIC,NY,ASSEMBLY DISTRICT 094,Challenger,Lost,332304.26
"WILLIAMS, JUMAANE D",DEMOCRATIC,NY,LIEUTENANT GOVERNOR,Challenger,Lost,332245.23
"VALESKY, DAVID J",WOMENS EQUALITY,NY,SENATE DISTRICT 053,Incumbent,Lost,328424.59
"MAY, RACHEL",DEMOCRATIC,NY,SENATE DISTRICT 053,Challenger,Won,321845.08
"MORELLE, JOSEPH D (JOE)",DEMOCRATIC,NY,US HOUSE DISTRICT NY 025,Open,Won,320075.84
"DAMARO, LOU",DEMOCRATIC,NY,SENATE DISTRICT 004,Challenger,Lost,314204.00
"RABBITT, ANN",REPUBLICAN,NY,SENATE DISTRICT 042,Open,Pending,313313.00
"HARCKHAM, PETER",DEMOCRATIC,NY,SENATE DISTRICT 040,Challenger,Pending,313069.39
"BOYLE, PHILIP M",REPUBLICAN,NY,SENATE DISTRICT 004,Incumbent,Won,311370.00
"DILAN, MARTIN MALAVE",DEMOCRATIC,NY,SENATE DISTRICT 018,Incumbent,Lost,308070.00
"BEALS, JEFFREY",DEMOCRATIC,NY,US HOUSE DISTRICT NY 019,Open,Lost,306173.58
"HOYLMAN, BRAD M",DEMOCRATIC,NY,SENATE DISTRICT 027,Incumbent,Won,305758.54
"GRIFFO, JOSEPH A",REPUBLICAN,NY,SENATE DISTRICT 047,Incumbent,Won,301648.69
"BLAKE, MICHAEL A",DEMOCRATIC,NY,ASSEMBLY DISTRICT 079,Incumbent,Won,294899.31
"KOLB, BRIAN M",REPUBLICAN,NY,ASSEMBLY DISTRICT 131,Incumbent,Won,292891.03
"WALTER, RAYMOND W",REPUBLICAN,NY,ASSEMBLY DISTRICT 146,Incumbent,Lost,289277.19
"ABBATE JR, PETER J",DEMOCRATIC,NY,ASSEMBLY DISTRICT 049,Incumbent,Won,286345.00
"LANZA, ANDREW J",REPUBLICAN,NY,SENATE DISTRICT 024,Incumbent,Won,283785.00
"GIANARIS, MICHAEL N",DEMOCRATIC,NY,SENATE DISTRICT 012,Incumbent,Won,283350.00
"QUART, DAN",DEMOCRATIC,NY,ASSEMBLY DISTRICT 073,Incumbent,Won,272245.25
"ANDREI, LINDA",DEMOCRATIC,NY,US HOUSE DISTRICT NY 023,Open,Lost,270819.96
"STRONG, PAT COURTNEY",DEMOCRATIC,NY,SENATE DISTRICT 046,Challenger,Lost,267220.06
"BUNKEDDEKO, ADEM",DEMOCRATIC,NY,US HOUSE DISTRICT NY 009,Challenger,Lost,267140.00
"PIEGZA, LARRY",REFORM,NY,US HOUSE DISTRICT NY 027,Challenger,Lost,266674.00
"PARKER, KEVIN S",DEMOCRATIC,NY,SENATE DISTRICT 021,Incumbent,Won,266095.00
"WILSON, KATIE",DEMOCRATIC,NY,US HOUSE DISTRICT NY 021,Open,Lost,265488.54
"ESPINAL, ARI",WORKING FAMILIES,NY,ASSEMBLY DISTRICT 039,Incumbent,Lost,265279.00
"PECHEFSKY, DAVID",DEMOCRATIC,NY,US HOUSE DISTRICT NY 001,Open,Lost,263516.68
"BARKAN, ROSS",DEMOCRATIC,NY,SENATE DISTRICT 022,Open,Lost,262162.64
"BOYAJIAN, DONALD",DEMOCRATIC,NY,ASSEMBLY DISTRICT 107,Open,Lost,257376.59
"SALAZAR, JULIA",DEMOCRATIC,NY,SENATE DISTRICT 018,Open,Won,257057.32
"RETTIG, MATTHEW",DEMOCRATIC,NY,ASSEMBLY DISTRICT 099,Open,Lost,256414.00
"TRICHTER, JONATHAN",REPUBLICAN,NY,COMPTROLLER,Challenger,Lost,255471.00
"PLATTA, SLAWOMIR W",REPUBLICAN,NY,SENATE DISTRICT 015,Open,Lost,255315.00
"CYMBROWITZ, STEVEN",DEMOCRATIC,NY,ASSEMBLY DISTRICT 045,Incumbent,Won,254157.12
"BRESLIN, NEIL D",DEMOCRATIC,NY,SENATE DISTRICT 044,Incumbent,Won,252211.45
"ADDABBO JR, JOSEPH P",DEMOCRATIC,NY,SENATE DISTRICT 015,Incumbent,Won,251288.61
