Candidate,Party,State,Office,Incumbency,Result,Total Money
"NOEM, KRISTI LYNN & RHODEN, LARRY",REPUBLICAN,SD,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,3404389.00
"JACKLEY, MARTY J",REPUBLICAN,SD,GOVERNOR,Open,Lost,2498800.88
"JOHNSON, DUSTY",REPUBLICAN,SD,US HOUSE DISTRICT SD 001,Open,Won,1545427.11
"SUTTON, BILLIE HARMON & LAVALLEE, MICHELLE",DEMOCRATIC,SD,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,1288436.63
"KREBS, SHANTEL",REPUBLICAN,SD,US HOUSE DISTRICT SD 001,Open,Lost,655524.48
"BJORKMAN, TIMOTHY W",DEMOCRATIC,SD,US HOUSE DISTRICT SD 001,Open,Lost,561004.08
"TAPIO, NEAL",REPUBLICAN,SD,US HOUSE DISTRICT SD 001,Open,Lost,177010.00
"BARNETT, STEVE",REPUBLICAN,SD,SECRETARY OF STATE,Open,Won,110848.71
"RAVNSBORG, JASON",REPUBLICAN,SD,ATTORNEY GENERAL,Open,Won,95326.60
"FIEGEN, KRISTIE",REPUBLICAN,SD,PUBLIC UTILITY COMMISSIONER,Incumbent,Won,36358.11
"RUSSELL, LANCE STEVEN",REPUBLICAN,SD,ATTORNEY GENERAL,Open,Lost,32060.00
"PETERSON, SUE K",REPUBLICAN,SD,HOUSE DISTRICT 013,Incumbent,Won,29050.00
"FITZGERALD, JOHN",REPUBLICAN,SD,ATTORNEY GENERAL,Open,Lost,28424.00
"HOWARD, TAFFY",REPUBLICAN,SD,HOUSE DISTRICT 033,Incumbent,Won,16655.00
"HAEDER, JOSHUA R (JOSH)",REPUBLICAN,SD,TREASURER,Open,Won,16230.00
"JOHNSON, DAVID",REPUBLICAN,SD,HOUSE DISTRICT 033,Incumbent,Won,14800.00
"SCOTT, AMANDA",REPUBLICAN,SD,SENATE DISTRICT 033,Challenger,Lost,12550.00
"DIEDRICH, MICHAEL G",REPUBLICAN,SD,HOUSE DISTRICT 034,Incumbent,Won,11250.00
"RAMPELBERG, BRUCE",REPUBLICAN,SD,SENATE DISTRICT 030,Challenger,Lost,10285.20
"PETERSON, KENT S",REPUBLICAN,SD,HOUSE DISTRICT 019,Incumbent,Won,10100.00
"TORNO, MELANIE",REPUBLICAN,SD,HOUSE DISTRICT 033,Challenger,Lost,9913.36
"BOYLE, MICHAEL",REPUBLICAN,SD,HOUSE DISTRICT 019,Challenger,Lost,9626.00
"SOHOLT, DEB",REPUBLICAN,SD,SENATE DISTRICT 014,Incumbent,Won,7945.00
"OLSON, JESS",REPUBLICAN,SD,HOUSE DISTRICT 034,Challenger,Won,7055.00
"HANSEN, JON",REPUBLICAN,SD,HOUSE DISTRICT 025,Challenger,Won,6997.77
"KLUCK, BILLY D",REPUBLICAN,SD,SENATE DISTRICT 029,Challenger,Lost,6844.84
"CALLIES, BYRON I",REPUBLICAN,SD,SENATE DISTRICT 005,Open,Lost,6810.00
"WEBER, ROXANNE",REPUBLICAN,SD,HOUSE DISTRICT 024,Challenger,Lost,6750.00
"DENNERT, H PAUL",DEMOCRATIC,SD,HOUSE DISTRICT 001,Challenger,Lost,6315.00
"BORGLUM, SCYLLER J",REPUBLICAN,SD,HOUSE DISTRICT 032,Open,Won,6300.00
"DISANTO, LYNNE",REPUBLICAN,SD,SENATE DISTRICT 035,Open,Won,6075.00
"SMITH, JAMIE",DEMOCRATIC,SD,HOUSE DISTRICT 015,Incumbent,Won,5880.00
"SWANGER, TYLER",REPUBLICAN,SD,SENATE DISTRICT 014,Challenger,Lost,5708.00
"HOLMES, TOM",REPUBLICAN,SD,HOUSE DISTRICT 014,Incumbent,Pending,5679.23
"CAMMACK, GARY L",REPUBLICAN,SD,SENATE DISTRICT 029,Incumbent,Won,5350.00
"SCHOENFISH, KYLE",REPUBLICAN,SD,HOUSE DISTRICT 019,Incumbent,Won,5345.00
"JENSEN, PHIL",REPUBLICAN,SD,SENATE DISTRICT 033,Incumbent,Won,5255.00
"LANGER, KRIS",REPUBLICAN,SD,SENATE DISTRICT 025,Incumbent,Won,5100.00
"KIRSCHMAN, PATRICK",DEMOCRATIC,SD,HOUSE DISTRICT 015,Challenger,Lost,4669.00
"ZIKMUND, LARRY P",REPUBLICAN,SD,HOUSE DISTRICT 014,Incumbent,Won,4550.00
"ENALLS, TAMERA R",REPUBLICAN,SD,HOUSE DISTRICT 025,Challenger,Lost,4475.00
"STEINHAUER, WAYNE H",REPUBLICAN,SD,SENATE DISTRICT 009,Open,Won,4350.00
"DUVALL, MARY",REPUBLICAN,SD,HOUSE DISTRICT 024,Incumbent,Won,4250.00
"MCINTYRE, JANETTE",REPUBLICAN,SD,HOUSE DISTRICT 034,Challenger,Lost,4150.00
"PISCHKE, TOM",REPUBLICAN,SD,HOUSE DISTRICT 025,Incumbent,Won,3944.55
"ROUNDS, TIM G",REPUBLICAN,SD,HOUSE DISTRICT 024,Incumbent,Won,3849.95
"BRUNNER, RYAN",REPUBLICAN,SD,COMMISSIONER OF PUBLIC LANDS,Incumbent,Won,3844.85
"RENVILLE, ALLISON",DEMOCRATIC,SD,SENATE DISTRICT 001,Open,Lost,3779.50
"RANDAZZO, ED",REPUBLICAN,SD,HOUSE DISTRICT 032,Challenger,Lost,3685.00
"ANDERSSON, ANNA KERNER",DEMOCRATIC,SD,HOUSE DISTRICT 021,Challenger,Lost,3480.00
"WHITMYRE, ROBERT",DEMOCRATIC,SD,HOUSE DISTRICT 001,Challenger,Lost,2600.00
"SCHOENBECK, LEE",REPUBLICAN,SD,SENATE DISTRICT 005,Open,Won,2480.88
"MCCLEEREY, STEVEN D",DEMOCRATIC,SD,HOUSE DISTRICT 001,Incumbent,Won,1840.00
"ROLFING, REX",REPUBLICAN,SD,HOUSE DISTRICT 013,Challenger,Pending,1800.00
"WISMER, SUSAN M",DEMOCRATIC,SD,SENATE DISTRICT 001,Open,Won,1750.00
"TORNOW, R SHAWN",REPUBLICAN,SD,HOUSE DISTRICT 014,Challenger,Lost,1565.50
"BISEK, THOMAS",DEMOCRATIC,SD,SENATE DISTRICT 001,Open,Lost,1310.00
"MAURICIO, AMBER",REPUBLICAN,SD,HOUSE DISTRICT 013,Challenger,Lost,1235.00
"REINFELD, JOSH",DEMOCRATIC,SD,HOUSE DISTRICT 015,Challenger,Lost,985.00
"DUBA, LINDA",DEMOCRATIC,SD,HOUSE DISTRICT 015,Challenger,Won,877.20
"BRADFORD, JIM",DEMOCRATIC,SD,SENATE DISTRICT 027,Open,Lost,800.00
"POURIER, PERI",DEMOCRATIC,SD,HOUSE DISTRICT 027,Challenger,Won,700.00
"WRIGHTSMAN, SPENCER",REPUBLICAN,SD,SENATE DISTRICT 010,Open,Lost,600.00
"SPOTTED EAGLE, FAITH",DEMOCRATIC,SD,HOUSE DISTRICT 021,Challenger,Lost,370.88
"SHIERY, PATRICIA K",REPUBLICAN,SD,SENATE DISTRICT 030,Challenger,Lost,200.00
"BARTLING, JULIE",DEMOCRATIC,SD,SENATE DISTRICT 021,Open,Lost,0.00
"AHLERS, DAN",DEMOCRATIC,SD,HOUSE DISTRICT 025,Incumbent,Lost,0.00
