Candidate,Party,State,Office,Incumbency,Result,Total Money
"BARRASSO, JOHN",REPUBLICAN,WY,US SENATE DISTRICT WY SW-CLASS I,Incumbent,Won,5922016.92
"FRIESS, FOSTER STEPHEN",REPUBLICAN,WY,GOVERNOR,Open,Lost,3404950.30
"GORDON, MARK",REPUBLICAN,WY,GOVERNOR,Open,Won,2264517.53
"GALEOTOS, SAM E",REPUBLICAN,WY,GOVERNOR,Open,Lost,2152668.18
"DODSON, DAVID (DAVE)",REPUBLICAN,WY,US SENATE DISTRICT WY SW-CLASS I,Challenger,Lost,1626482.13
"HAGEMAN, HARRIET MAXINE",REPUBLICAN,WY,GOVERNOR,Open,Lost,1125633.81
"TRAUNER, GARY",DEMOCRATIC,WY,US SENATE DISTRICT WY SW-CLASS I,Challenger,Lost,836279.24
"CHENEY, ELIZABETH LYNNE (LIZ)",REPUBLICAN,WY,US HOUSE DISTRICT WY 001,Incumbent,Won,805829.89
"THRONE, MARY",DEMOCRATIC,WY,GOVERNOR,Open,Lost,546737.47
"MEIER, CURTIS (CURT)",REPUBLICAN,WY,TREASURER,Open,Won,335856.71
"CHRISTENSEN, LELAND",REPUBLICAN,WY,TREASURER,Open,Lost,107986.00
"RACINES, KRISTI",REPUBLICAN,WY,AUDITOR,Open,Won,101600.78
"HAYNES, TAYLOR",REPUBLICAN,WY,GOVERNOR,Open,Lost,79136.77
"DAHLIN, WILLIAM (BILL)",REPUBLICAN,WY,GOVERNOR,Open,Lost,64369.77
"GRAY, CHUCK JAN",REPUBLICAN,WY,HOUSE DISTRICT 057,Incumbent,Won,56920.00
"WINTERS, NATHAN",REPUBLICAN,WY,AUDITOR,Open,Lost,46985.00
"BALOW, JILLIAN",REPUBLICAN,WY,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won,40303.31
"HUNTER, GREGORY EUGENE",DEMOCRATIC,WY,US HOUSE DISTRICT WY 001,Challenger,Lost,35274.77
"HENDERSON, WILLIAM (BILL)",REPUBLICAN,WY,HOUSE DISTRICT 041,Incumbent,Won,34395.60
"HALVERSON, MARTI",REPUBLICAN,WY,HOUSE DISTRICT 022,Incumbent,Lost,31048.00
"JOHNSON, PAUL E",REPUBLICAN,WY,HOUSE DISTRICT 044,Open,Lost,29523.43
"BUCHANAN, ED",REPUBLICAN,WY,SECRETARY OF STATE,Incumbent,Won,28104.69
"GIERAU, MICHAEL FRANK",DEMOCRATIC,WY,SENATE DISTRICT 017,Open,Won,25980.00
"BITEMAN II, DENNIS (BO)",REPUBLICAN,WY,SENATE DISTRICT 021,Open,Won,22877.29
"MUROMCEW, ALEX",REPUBLICAN,WY,HOUSE DISTRICT 023,Challenger,Lost,20921.38
"JOYCE, EUGENE",REPUBLICAN,WY,SENATE DISTRICT 015,Challenger,Lost,20000.00
"ROSCOE, JIM",INDEPENDENT,WY,HOUSE DISTRICT 022,Challenger,Won,19919.00
"SWEENEY, PATRICK EDWARD",REPUBLICAN,WY,HOUSE DISTRICT 058,Incumbent,Won,18848.77
"WESTERN, CYRUS MCKEE",REPUBLICAN,WY,HOUSE DISTRICT 051,Open,Won,18450.00
"MEAD, KATHERINE L",REPUBLICAN,WY,SENATE DISTRICT 017,Open,Lost,17700.00
"STEINMETZ, CHERI E",REPUBLICAN,WY,SENATE DISTRICT 003,Open,Won,17147.75
"BYRD, JAMES",DEMOCRATIC,WY,SECRETARY OF STATE,Challenger,Lost,17144.54
"RAMMELL, REX (T-REX)",CONSTITUTION,WY,GOVERNOR,Open,Lost,16814.91
"HUTCHINGS, KAREN LYNN",REPUBLICAN,WY,SENATE DISTRICT 005,Open,Won,16792.98
"OLSEN, JARED",REPUBLICAN,WY,HOUSE DISTRICT 011,Incumbent,Won,16096.19
"DOCKTER, JEFFREY",DEMOCRATIC,WY,AUDITOR,Open,Lost,16019.24
"SYMONS, GAIL",REPUBLICAN,WY,HOUSE DISTRICT 030,Challenger,Lost,15804.35
"PERKINS, DREW A",REPUBLICAN,WY,SENATE DISTRICT 029,Incumbent,Won,15677.75
"EMERICH, FRED",REPUBLICAN,WY,SENATE DISTRICT 005,Incumbent,Lost,15450.00
"ALLEN, BARBARA",REPUBLICAN,WY,HOUSE DISTRICT 016,Open,Lost,14950.00
"WRIGHT, RYAN L",REPUBLICAN,WY,SENATE DISTRICT 005,Challenger,Lost,13857.14
"BOVEE, DEBBIE",DEMOCRATIC,WY,HOUSE DISTRICT 036,Incumbent,Lost,13584.39
"SCHWARTZ, ANDY",DEMOCRATIC,WY,HOUSE DISTRICT 023,Incumbent,Won,13025.00
"HACKMAN, HOLLIS WILLIAM",DEMOCRATIC,WY,SENATE DISTRICT 021,Open,Lost,12975.58
"VAN MARK, RUTH",REPUBLICAN,WY,HOUSE DISTRICT 005,Open,Lost,12539.73
"TAYLOR, CALOB L",DEMOCRATIC,WY,HOUSE DISTRICT 011,Challenger,Lost,12482.45
"JAMES, TOM",REPUBLICAN,WY,SENATE DISTRICT 013,Challenger,Won,12121.35
"YIN, MICHAEL STEPHEN",DEMOCRATIC,WY,HOUSE DISTRICT 016,Open,Won,12075.41
"ALLEN, JAMES R (JIM)",REPUBLICAN,WY,HOUSE DISTRICT 033,Incumbent,Lost,12068.00
"JENNINGS, CLIFFORD MARK",REPUBLICAN,WY,HOUSE DISTRICT 030,Incumbent,Won,11980.00
"KINNER, MARK S",REPUBLICAN,WY,HOUSE DISTRICT 029,Incumbent,Won,11730.12
"DRISKILL, WILLIAM OGDEN",REPUBLICAN,WY,SENATE DISTRICT 001,Incumbent,Won,11700.00
"HASTERT, JOHN M",DEMOCRATIC,WY,SENATE DISTRICT 013,Incumbent,Lost,11650.00
"HARSHMAN, STEVE",REPUBLICAN,WY,HOUSE DISTRICT 037,Incumbent,Won,11450.00
"HALEY, WILLIAM H",REPUBLICAN,WY,HOUSE DISTRICT 046,Incumbent,Won,10870.12
"BURLINGAME, SARA L",DEMOCRATIC,WY,HOUSE DISTRICT 044,Open,Won,10742.00
"DUNCAN, SHELLY L",REPUBLICAN,WY,HOUSE DISTRICT 005,Open,Won,10708.29
"CLIFFORD, ANDREA ARNELL",DEMOCRATIC,WY,HOUSE DISTRICT 033,Challenger,Won,10642.41
"MCCALLISTER, JULIE",REPUBLICAN,WY,HOUSE DISTRICT 047,Challenger,Lost,10000.00
"GRIMES, JACQUELINE BLAISE",DEMOCRATIC,WY,HOUSE DISTRICT 046,Challenger,Lost,9521.01
"IFLAND, JANE",DEMOCRATIC,WY,HOUSE DISTRICT 057,Challenger,Lost,9521.00
"DAYTON, JOANN R",DEMOCRATIC,WY,HOUSE DISTRICT 017,Incumbent,Won,9450.00
"WASHUT, ARTHUR LYLE",REPUBLICAN,WY,HOUSE DISTRICT 036,Challenger,Won,9310.00
"SAMELSON, HOWARD",DEMOCRATIC,WY,HOUSE DISTRICT 028,Open,Lost,9001.00
"CLEM, SCOTT",REPUBLICAN,WY,HOUSE DISTRICT 031,Incumbent,Won,8970.00
"SAULINO-KLEIN, LORRAINE",DEMOCRATIC,WY,HOUSE DISTRICT 014,Challenger,Lost,8874.68
"LARSEN, LLOYD CHARLES (LANDER)",REPUBLICAN,WY,HOUSE DISTRICT 054,Incumbent,Won,8515.43
"WILSON, SUE",REPUBLICAN,WY,HOUSE DISTRICT 007,Incumbent,Won,8462.74
"CAIN, STEVEN ALLEN",REPUBLICAN,WY,HOUSE DISTRICT 029,Challenger,Lost,8402.50
"PETERSON, R RAY",REPUBLICAN,WY,SENATE DISTRICT 019,Incumbent,Lost,8350.00
"NEWSOME, SANDY",REPUBLICAN,WY,HOUSE DISTRICT 024,Open,Won,8191.41
"LINDSEY, RYAN",DEMOCRATIC,WY,HOUSE DISTRICT 012,Open,Lost,8174.45
"CASTANEDA, SEAN P",DEMOCRATIC,WY,HOUSE DISTRICT 041,Challenger,Lost,7975.39
"SPECHT, MICHEAL WILLIAM",DEMOCRATIC,WY,HOUSE DISTRICT 050,Challenger,Lost,7951.19
"MALDONADO SR, SERGIO A",DEMOCRATIC,WY,SENATE DISTRICT 025,Challenger,Lost,7866.05
"WASSERBURGER, JEFF",REPUBLICAN,WY,SENATE DISTRICT 023,Incumbent,Won,7845.46
"MILLER, DAVID R",REPUBLICAN,WY,HOUSE DISTRICT 055,Incumbent,Won,7550.00
