Candidate,Party,State,Office,Incumbency,Result,Total Money
"BOYD, RANDY",REPUBLICAN,TN,GOVERNOR,Open,Lost,24672267.40
"BREDESEN, PHILIP",DEMOCRATIC,TN,US SENATE DISTRICT TN SW-CLASS I,Open,Lost,16473228.87
"BLACKBURN, MARSHA W",REPUBLICAN,TN,US SENATE DISTRICT TN SW-CLASS I,Open,Won,16226608.56
"BLACK, DIANE LYNN",REPUBLICAN,TN,GOVERNOR,Open,Lost,15120932.40
"LEE, BILL",REPUBLICAN,TN,GOVERNOR,Open,Won,8537597.70
"FLINN JR, GEORGE S",REPUBLICAN,TN,US HOUSE DISTRICT TN 008,Challenger,Lost,5641260.00
"DEAN, KARL",DEMOCRATIC,TN,GOVERNOR,Open,Lost,5584735.64
"HARWELL, BETH",REPUBLICAN,TN,GOVERNOR,Open,Lost,5474355.12
"ROSE, JOHN W",REPUBLICAN,TN,US HOUSE DISTRICT TN 006,Open,Won,4602950.00
"GREEN, MARK",REPUBLICAN,TN,US HOUSE DISTRICT TN 007,Open,Won,1827323.70
"KUSTOFF, DAVID",REPUBLICAN,TN,US HOUSE DISTRICT TN 008,Incumbent,Won,1733264.55
"FLEISCHMANN, CHUCK",REPUBLICAN,TN,US HOUSE DISTRICT TN 003,Incumbent,Won,1175363.90
"FITZHUGH, CRAIG",DEMOCRATIC,TN,GOVERNOR,Open,Lost,1121786.47
"REEVES, WILLIAM SHANE",REPUBLICAN,TN,SENATE DISTRICT 014,Open,Won,959388.89
"MATLOCK, JAMES LLOYD (JIMMY)",REPUBLICAN,TN,US HOUSE DISTRICT TN 002,Open,Lost,787839.29
"BURCHETT, TIM",REPUBLICAN,TN,US HOUSE DISTRICT TN 002,Open,Won,686032.00
"PHILLIPS, MARIAH NICOLE",DEMOCRATIC,TN,US HOUSE DISTRICT TN 004,Challenger,Lost,528121.16
"DESJARLAIS, SCOTT",REPUBLICAN,TN,US HOUSE DISTRICT TN 004,Incumbent,Won,511435.01
"COOPER, JIM",DEMOCRATIC,TN,US HOUSE DISTRICT TN 005,Incumbent,Lost,474880.37
"EMERT, JASON",REPUBLICAN,TN,US HOUSE DISTRICT TN 002,Open,Lost,458850.32
"KANEW, JUSTIN",DEMOCRATIC,TN,US HOUSE DISTRICT TN 007,Open,Lost,456518.69
"COHEN, STEPHEN I",DEMOCRATIC,TN,US HOUSE DISTRICT TN 009,Incumbent,Lost,453597.23
"MATHENY, JUDD",REPUBLICAN,TN,US HOUSE DISTRICT TN 006,Open,Lost,442120.54
"BULSO JR, EUGENE N (GINO)",REPUBLICAN,TN,HOUSE DISTRICT 061,Open,Lost,414280.00
"SWANN, ARTHUR (ART)",REPUBLICAN,TN,SENATE DISTRICT 002,Incumbent,Won,398274.94
"MOODY, BRENT",REPUBLICAN,TN,HOUSE DISTRICT 056,Open,Won,353513.92
"ROE, DAVID PHILLIP (PHIL)",REPUBLICAN,TN,US HOUSE DISTRICT TN 001,Incumbent,Won,337389.00
"KELSEY, BRIAN K",REPUBLICAN,TN,SENATE DISTRICT 031,Incumbent,Won,326493.00
"BRIGGS, RICHARD M",REPUBLICAN,TN,SENATE DISTRICT 007,Incumbent,Won,310594.25
"MCNALLY, RANDY",REPUBLICAN,TN,SENATE DISTRICT 005,Incumbent,Won,292707.32
"JACKSON, EDWARD S",REPUBLICAN,TN,SENATE DISTRICT 027,Incumbent,Won,291265.80
"BURGESS III, ERNEST G",REPUBLICAN,TN,SENATE DISTRICT 013,Open,Lost,288580.00
"FODNESS, GREGORY (GREG)",REPUBLICAN,TN,HOUSE DISTRICT 011,Challenger,Lost,277667.00
"MITCHELL, DANIELLE",DEMOCRATIC,TN,US HOUSE DISTRICT TN 003,Challenger,Lost,275157.51
"JOHNSON, JACK",REPUBLICAN,TN,SENATE DISTRICT 023,Incumbent,Won,269499.82
