office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Amy McGrath,DEM,KY,Challenger,Lost,8531335.33,6
U.S. Representative,Garland Barr,REP,KY,Incumbent,Won,5289834.18,6
U.S. Representative,Steven Brett Guthrie,REP,KY,Incumbent,Won,1935218.77,2
U.S. Representative,James Gray II,DEM,KY,Open,Lost,1248258.09,6
U.S. Representative,John Yarmuth,DEM,KY,Incumbent,Won,946734.08,3
U.S. Representative,Harold Rogers,REP,KY,Incumbent,Won,868324.01,5
U.S. Representative,Vickie Yates Glisson,REP,KY,Challenger,Lost,748081.33,3
U.S. Representative,James Comer Jr.,REP,KY,Incumbent,Won,713646.1,1
State Representative,Diane Seaman,DEM,KY,Challenger,Lost,439458.8,59
State Representative,William Brandon Reed,REP,KY,Incumbent,Won,424098.63,24
State Senator,Ernie Harris,REP,KY,Incumbent,Won,408780.31,26
U.S. Representative,Thomas Massie,REP,KY,Incumbent,Won,370333.25,4
State Senator,Ralph Alvarado,REP,KY,Incumbent,Won,364207.97,28
U.S. Representative,Reginald Leonard Thomas,DEM,KY,Open,Lost,351412.73,6
State Senator,Julie Raque Adams,REP,KY,Incumbent,Won,351388.16,36
State Senator,Wil Schroder,REP,KY,Incumbent,Won,324729.69,24
State Senator,Mike Wilson,REP,KY,Incumbent,Won,322330.32,32
State Representative,Robert Goforth,REP,KY,Open,Won,287301.98,89
State Senator,Dorsey Ridley,DEM,KY,Incumbent,Lost,240473.04,4
State Representative,Randy Bridges,REP,KY,Open,Won,237472.0,3
Supreme Court District 003,Debra Hembree Lambert,IND,KY,Open,Won,234039.35,nan
State Senator,Jimmy Higdon,REP,KY,Incumbent,Won,227004.7,14
State Representative,Deanna Frazier,REP,KY,Open,Won,225282.54,81
State Representative,David Osborne,REP,KY,Incumbent,Won,222054.32,59
State Representative,Benjamin Lawson,REP,KY,Open,Lost,214221.24,20
Appellate Court District 007-2Nd Division,David Allen Barber,IND,KY,Open,Lost,203394.75,nan
