office,candidate,party,state,incumbency,result,total money,district
Governor,John Thomas Ahlquist,REP,ID,Open,Lost,4510180.78,nan
Governor,J Balukoff,DEM,ID,Open,Lost,2467451.22,nan
Governor,Brad Little,REP,ID,Open,Won,2458700.6,nan
Governor,Raul Rafael Labrador,REP,ID,Open,Lost,1107958.83,nan
U.S. Representative,Michael Keith Simpson,REP,ID,Incumbent,Won,1105200.95,2
U.S. Representative,Russ Fulcher,REP,ID,Open,Won,866018.3,1
Governor,Paulette Jordan,DEM,ID,Open,Lost,653389.7,nan
Lieutenant Governor,Stephen Yates,REP,ID,Open,Lost,430798.08,nan
U.S. Representative,David Leroy,REP,ID,Open,Lost,331872.68,1
U.S. Representative,Luke Todd Malek,REP,ID,Open,Lost,300909.72,1
Governor,Steven Dana Pankey,REP,ID,Open,Lost,269143.9,nan
Lieutenant Governor,Janice McGeachin,REP,ID,Open,Won,184165.28,nan
Lieutenant Governor,Robert Nonini,REP,ID,Open,Lost,173369.13,nan
U.S. Representative,Michael Snyder,REP,ID,Open,Lost,142600.36,1
Treasurer,Thomas Kealey,REP,ID,Open,Lost,140982.11,nan
Lieutenant Governor,Marv Hagedorn,REP,ID,Open,Lost,129455.45,nan
U.S. Representative,Aaron Swisher,DEM,ID,Challenger,Lost,128605.92,2
Attorney General,Lawrence Wasden,REP,ID,Incumbent,Won,108286.98,nan
U.S. Representative,Alex Gallegos,REP,ID,Open,Lost,72357.9,1
State Senator,Charles Winder,REP,ID,Incumbent,Won,63560.0,20
Controller,Brandon Woolf,REP,ID,Incumbent,Won,60967.85,nan
State Representative,Scott Bedke,REP,ID,Incumbent,Won,58997.8,27A
State Representative,Heather Scott,REP,ID,Incumbent,Won,58906.58,1A
State Senator,Mark Nye,DEM,ID,Incumbent,Won,55663.05,29
Lieutenant Governor,Kelley Packer,REP,ID,Open,Lost,52517.38,nan
State Representative,Mike Boeck,REP,ID,Challenger,Lost,46814.1,1A
Superintendent Of Public Instruction,Cindy Wilson,DEM,ID,Challenger,Lost,45640.71,nan
State Representative,Steve Berch,DEM,ID,Challenger,Won,41295.43,15A
Secretary Of State,Lawerence Denney,REP,ID,Incumbent,Won,41071.31,nan
State Representative,James Samuel Addis,REP,ID,Open,Won,40816.28,4A
State Senator,Jim Woodward,REP,ID,Open,Won,38398.79,1
State Representative,Mathew Erpelding,DEM,ID,Incumbent,Won,36615.51,19A
Lieutenant Governor,Kristin Collum,DEM,ID,Open,Lost,36285.98,nan
State Representative,Roy Prescott,REP,ID,Open,Lost,36285.0,25A
State Representative,Rebecca Schroeder,DEM,ID,Open,Lost,33308.56,4A
U.S. Representative,Christy Perry,REP,ID,Open,Lost,31792.0,1
State Representative,Laurie Lickley,REP,ID,Open,Won,30489.0,25A
State Representative,Paul Amador,REP,ID,Incumbent,Won,28267.73,4B
State Representative,Oscar Evans,REP,ID,Challenger,Lost,28130.89,23A
State Senator,David Nelson,DEM,ID,Challenger,Won,27223.17,5
State Senator,Darin Driscoll,REP,ID,Open,Lost,27130.0,14
State Senator,Michelle Richer Stennett,DEM,ID,Incumbent,Won,26426.52,26
State Representative,Muffy Davis,DEM,ID,Challenger,Won,26134.27,26A
State Representative,Fred Wood,REP,ID,Incumbent,Won,25739.86,27B
State Representative,Kathy Sims,REP,ID,Open,Lost,24650.0,3B
Treasurer,Julie Ellsworth,REP,ID,Open,Won,24644.91,nan
