office,candidate,party,state,incumbency,result,total money,district
Governor,Kay Ellen Ivey,REP,AL,Incumbent,Won,6893166.93,nan
Attorney General,Steve Marshall,REP,AL,Incumbent,Won,3904125.12,nan
Lieutenant Governor,William Ainsworth,REP,AL,Open,Won,3138803.55,nan
Lieutenant Governor,Twinkle Cavanaugh,REP,AL,Open,Lost,2806778.38,nan
Governor,Walt Maddox,DEM,AL,Challenger,Lost,2671965.02,nan
Governor,Tommy Battle,REP,AL,Challenger,Lost,2551766.08,nan
U.S. Representative,Martha Roby,REP,AL,Incumbent,Won,2550305.96,2
Attorney General,Troy King,REP,AL,Challenger,Lost,2241880.93,nan
U.S. Representative,Terri Sewell,DEM,AL,Incumbent,Won,1775559.75,7
U.S. Representative,Robert Aderholt,REP,AL,Incumbent,Won,1532485.97,4
Attorney General,Chess Bedsole,REP,AL,Challenger,Lost,1471393.2,nan
U.S. Representative,Bradley Byrne,REP,AL,Incumbent,Won,1438305.06,1
U.S. Representative,Mike Rogers,REP,AL,Incumbent,Won,1343542.0,3
Supreme Court-Mendheim Seat,Sarah Hicks Stewart,REP,AL,Open,Won,1272247.14,nan
U.S. Representative,Gary Palmer,REP,AL,Incumbent,Won,1188874.34,6
Supreme Court-Chief Justice,Bob Vance Jr.,DEM,AL,Open,Lost,1176479.13,nan
Governor,William Charles Hightower,REP,AL,Challenger,Lost,1170752.66,nan
State Senator,Del Marsh,REP,AL,Incumbent,Won,1113576.64,12
Attorney General,Alice Martin,REP,AL,Challenger,Lost,1041192.16,nan
State Senator,Thomas Whatley,REP,AL,Incumbent,Won,996484.57,27
Supreme Court-Chief Justice,Tom Parker,REP,AL,Open,Won,980276.73,nan
Supreme Court-Chief Justice,Jacqueline Stuart,REP,AL,Incumbent,Lost,939810.0,nan
Governor,Scott Dawson,REP,AL,Challenger,Lost,927976.84,nan
Supreme Court-Open Seat,James Mitchell,REP,AL,Open,Won,850464.09,nan
State Senator,Johnny Mack Morrow,DEM,AL,Challenger,Lost,838358.04,6
Supreme Court-Mendheim Seat,Brady Mendheim,REP,AL,Incumbent,Lost,805906.71,nan
Governor,Sue Bell Cobb,DEM,AL,Open,Lost,770210.66,nan
State Senator,Mary Scott Hunter,REP,AL,Open,Lost,750814.02,7
State Senator,Chris Elliott,REP,AL,Open,Won,720995.52,32
Attorney General,Joseph Siegelman,DEM,AL,Challenger,Lost,704813.4,nan
State Senator,Sam Givhan,REP,AL,Open,Won,654494.41,7
Public Service Commissioner,Jeremy Oden,REP,AL,Incumbent,Won,609137.84,nan
State Senator,Randy Price,REP,AL,Open,Won,591777.61,13
State Senator,Craig Ford,IND,AL,Open,Lost,578906.53,10
U.S. Representative,Peter Joffrion,DEM,AL,Challenger,Lost,574716.45,5
State Senator,Tim Melson,REP,AL,Incumbent,Won,557148.39,1
Agriculture Commissioner,Rick Pate,REP,AL,Open,Won,552770.87,nan
U.S. Representative,Tabitha Kay Isner,DEM,AL,Challenger,Lost,519261.3,2
Agriculture Commissioner,Gerald Dial,REP,AL,Open,Lost,504890.0,nan
State Senator,Garlan Gudger,REP,AL,Open,Won,497223.69,4
State Senator,Larry Collins Stutts,REP,AL,Incumbent,Won,493120.39,6
State Senator,John Knight,DEM,AL,Open,Lost,490290.79,26
Secretary Of State,John Merrill,REP,AL,Incumbent,Won,468362.43,nan
State Senator,John David Northcutt III,REP,AL,Open,Lost,465394.33,32
State Senator,Will Barfoot,REP,AL,Open,Won,459323.56,25
U.S. Representative,Mo Brooks,REP,AL,Incumbent,Won,458821.99,5
U.S. Representative,Bobby Bright,REP,AL,Challenger,Lost,416907.48,2
State Senator,T Waggoner,REP,AL,Incumbent,Won,410750.55,16
U.S. Representative,Mallory Hagan,DEM,AL,Challenger,Lost,407601.53,3
Criminal Appellate Court-Open Seat 2,Chris McCool,REP,AL,Open,Won,386340.39,nan
State Senator,Tom Butler,REP,AL,Open,Won,380522.72,2
State Senator,Robert Cameron Ward,REP,AL,Incumbent,Won,376723.28,14
State Senator,David Sessions,REP,AL,Open,Won,373061.67,35
State Senator,John Williams Sr.,REP,AL,Open,Won,369538.18,34
Civil Appellate Court-Open Seat,Christy Edwards,REP,AL,Open,Won,352608.2,nan
State Senator,Gerald Allen,REP,AL,Incumbent,Won,339857.09,21
State Senator,Greg Reed,REP,AL,Incumbent,Won,329566.0,5
State Senator,Donnie Chesteen,REP,AL,Open,Won,324566.64,29
State Senator,Ronda Walker,REP,AL,Open,Lost,311371.97,25
State Senator,Paul Bussman,REP,AL,Incumbent,Lost,308998.24,4
State Representative,Andrew Sorrell,REP,AL,Open,Won,298343.31,3
State Representative,Mac McCutcheon,REP,AL,Incumbent,Won,298115.55,25
State Senator,Clyde Chambliss Jr.,REP,AL,Incumbent,Won,288051.36,30
U.S. Representative,Danner Kline,DEM,AL,Challenger,Lost,287397.23,6
Attorney General,Chris Christie,DEM,AL,Open,Lost,283865.01,nan
State Senator,Greg Albritton,REP,AL,Incumbent,Won,281809.75,22
State Senator,Dan Roberts,REP,AL,Open,Won,273512.63,15
State Senator,Mack Butler,REP,AL,Open,Lost,270498.67,10
State Representative,Chris Sells,REP,AL,Incumbent,Won,265191.42,90
State Representative,David Faulkner,REP,AL,Incumbent,Won,264698.72,46
State Senator,Steve Livingston,REP,AL,Incumbent,Won,264411.36,8
State Senator,Andrew Jones,REP,AL,Open,Won,259700.04,10
State Senator,Clay Scofield,REP,AL,Incumbent,Won,256481.2,9
State Senator,Shay Shelnutt,REP,AL,Incumbent,Won,255571.65,17
U.S. Representative,Robert Clayton Hinchman,REP,AL,Challenger,Lost,244146.54,5
State Senator,Rodger Smitherman,DEM,AL,Incumbent,Won,241184.47,18
Treasurer,John McMillan,REP,AL,Open,Won,239819.9,nan
State Representative,Arnold Mooney II,REP,AL,Incumbent,Won,239138.74,43
State Senator,Bobby Singleton,DEM,AL,Incumbent,Won,235200.0,24
State Representative,April Weaver,REP,AL,Incumbent,Won,232267.58,49
Lieutenant Governor,Rusty Glover,REP,AL,Open,Lost,231117.25,nan
State Senator,Jim McClendon,REP,AL,Incumbent,Won,229261.33,11
State Representative,Willie Gray,REP,AL,Open,Lost,228589.31,102
State Representative,Debbie Hamby Wood,REP,AL,Open,Won,223361.3,38
State Representative,Matthew Fridy,REP,AL,Incumbent,Won,220103.26,73
State Senator,Arthur Orr,REP,AL,Incumbent,Won,219080.16,3
State Representative,Elaine Beech,DEM,AL,Incumbent,Lost,217614.67,65
State Representative,Joe Lovvorn,REP,AL,Incumbent,Won,216794.62,79
State Representative,Wes Allen,REP,AL,Open,Won,213794.07,89
State Representative,William Poole,REP,AL,Incumbent,Won,213075.78,63
State Representative,Dickie Drake,REP,AL,Incumbent,Won,211109.66,45
Civil Appellate Court-Open Seat,Michelle Thomason,REP,AL,Open,Lost,210838.19,nan
State Senator,Vivian Davis Figures,DEM,AL,Incumbent,Won,209458.72,33
State Representative,Anthony Daniels,DEM,AL,Incumbent,Won,199348.13,53
State Senator,Jeff Boyd,REP,AL,Open,Lost,190052.78,32
State Representative,Mike Jones Jr.,REP,AL,Incumbent,Won,186707.78,92
State Representative,Parker Duncan Moore,REP,AL,Open,Won,183867.26,4
State Representative,Jamie Kiel,REP,AL,Open,Won,183711.36,18
State Senator,David Burkette,DEM,AL,Open,Won,183651.42,26
State Representative,Lynn Greer,REP,AL,Incumbent,Won,181657.87,2
State Representative,Terri Collins,REP,AL,Incumbent,Won,178324.95,8
State Representative,Connie Cooner Rowe,REP,AL,Incumbent,Won,177779.69,13
State Representative,Mike Ball,REP,AL,Incumbent,Won,173156.21,10
Public Service Commissioner-002,Chris Beeker Jr.,REP,AL,Incumbent,Won,172124.91,nan
State Representative,Paul Lee,REP,AL,Incumbent,Lost,170083.72,86
Supreme Court-Sellers Seat,William Sellers,REP,AL,Incumbent,Won,167480.39,nan
State Representative,David Wheeler,REP,AL,Open,Won,167127.24,47
State Senator,Mike Sparks,REP,AL,Open,Lost,165241.84,13
State Representative,Craig Lipscomb,REP,AL,Open,Won,163702.22,30
State Representative,Jim Carns,REP,AL,Incumbent,Won,162538.38,48
State Senator,Jimmy Holley,REP,AL,Incumbent,Won,161525.0,31
State Representative,Corey Harbison,REP,AL,Incumbent,Won,160655.05,12
U.S. Representative,Felix Barry Moore,REP,AL,Challenger,Lost,153082.44,2
State Representative,Pebblin Warren,DEM,AL,Incumbent,Won,152930.7,82
State Representative,Tracy Estes,REP,AL,Open,Won,149739.68,17
State Representative,Tom Fredricks,REP,AL,Open,Lost,149662.85,4
State Representative,Shane Stringer,REP,AL,Open,Won,148717.85,102
State Representative,Steve Clouse,REP,AL,Incumbent,Won,148196.78,93
State Representative,Rex Reynolds,REP,AL,Open,Won,146738.24,21
State Representative,Roderick Scott,DEM,AL,Incumbent,Won,146594.89,55
State Representative,Phillip Pettus,REP,AL,Incumbent,Won,143803.93,1
State Representative,Ronald Johnson,REP,AL,Incumbent,Won,143546.98,33
State Representative,Adline Cecline Clarke,DEM,AL,Incumbent,Won,138596.57,97
State Representative,Nathaniel Ledbetter,REP,AL,Incumbent,Won,137157.51,24
State Representative,Wes Kitchens,REP,AL,Open,Won,136170.95,27
Lieutenant Governor,Will Boyd,DEM,AL,Open,Lost,135925.34,nan
State Senator,William Beasley,DEM,AL,Incumbent,Won,135375.0,28
Board Of Education District 002,Tracie West,REP,AL,Open,Won,133662.07,nan
State Representative,Felicia Stewart,DEM,AL,Challenger,Lost,131585.25,46
State Representative,Mike Holmes,REP,AL,Incumbent,Won,131579.89,31
State Representative,Dexter Grimsley,DEM,AL,Incumbent,Won,129053.89,85
Civil Appellate Court-Thomas Seat,Terri Willingham Thomas,REP,AL,Incumbent,Lost,128957.0,nan
State Representative,Will Dismukes,REP,AL,Open,Won,128117.7,88
State Representative,Sam Jones,DEM,AL,Open,Won,127004.74,99
State Representative,Becky Nordgren,REP,AL,Incumbent,Won,126778.35,29
State Representative,Harry Shiver,REP,AL,Incumbent,Won,126750.01,64
State Representative,J Maloney,REP,AL,Open,Lost,126353.26,39
State Representative,Timothy Wadsworth,REP,AL,Incumbent,Won,126094.4,14
State Representative,Joe Faust Sr.,REP,AL,Incumbent,Won,123309.99,94
State Representative,Laura Hall,DEM,AL,Incumbent,Won,122725.07,19
State Representative,Scott Stadthagen,REP,AL,Open,Won,121902.24,9
State Representative,Chip Brown,REP,AL,Open,Won,121863.39,105
State Representative,Stephen McNair,REP,AL,Challenger,Lost,120276.01,97
State Representative,Marcus Paramore,REP,AL,Open,Lost,120176.72,89
State Representative,Kyle South,REP,AL,Incumbent,Won,120013.79,16
State Representative,Ginny Shaver,REP,AL,Open,Won,119944.06,39
State Representative,Ritchie Whorton,REP,AL,Incumbent,Won,119647.53,22
State Representative,Rhett Marques,REP,AL,Open,Won,118525.63,91
State Representative,Danny Crawford,REP,AL,Incumbent,Won,116907.64,5
State Representative,Howard Sanderford,REP,AL,Incumbent,Won,115504.5,20
State Representative,James Hanes Jr.,REP,AL,Incumbent,Won,114603.75,23
Criminal Appellate Court-Open Seat 3,John Cole,REP,AL,Open,Won,113600.78,nan
State Representative,Rodney Sullivan,REP,AL,Open,Won,113540.73,61
State Representative,James Martin,REP,AL,Incumbent,Won,111808.55,42
State Representative,Neil Rafferty,DEM,AL,Open,Won,109471.77,54
State Representative,Chris Blackshear,REP,AL,Incumbent,Won,109005.06,80
State Representative,Randy Wood,REP,AL,Incumbent,Won,107813.16,36
State Representative,Julia Wilcox,REP,AL,Incumbent,Won,107266.7,104
State Representative,Ed Oliver,REP,AL,Open,Won,106963.51,81
State Senator,Caroline Self,DEM,AL,Challenger,Lost,105387.9,1
State Representative,Chris Pringle,REP,AL,Incumbent,Won,103877.14,101
State Representative,Chad Young,DEM,AL,Open,Lost,102629.02,3
State Representative,Alan Baker,REP,AL,Incumbent,Won,100400.74,66
State Representative,Proncey Robertson,REP,AL,Open,Won,100365.61,7
State Representative,Al Booth,REP,AL,Open,Lost,98860.21,88
Supreme Court-Open Seat,Donna Wesson Smalley,DEM,AL,Open,Lost,98237.51,nan
State Representative,Dimitri Polizos,REP,AL,Incumbent,Won,98102.99,74
State Representative,Kerry Rich,REP,AL,Incumbent,Won,95589.16,26
State Representative,Polan Willis Jr.,IND,AL,Open,Lost,94418.4,4
State Representative,Louise Alexander,DEM,AL,Incumbent,Won,93760.56,56
State Representative,Matt Simpson,REP,AL,Open,Won,93273.1,96
State Representative,Alli Summerford,DEM,AL,Challenger,Lost,89228.96,48
State Representative,Allen Farley,REP,AL,Incumbent,Won,88028.27,15
Secretary Of State,Heather Milam,DEM,AL,Challenger,Lost,86233.26,nan
State Representative,Andy Whit,REP,AL,Open,Won,84937.93,6
Civil Appellate Court-Open Seat,Peyton Thetford,REP,AL,Open,Lost,84375.0,nan
State Representative,Randall Shedd,REP,AL,Incumbent,Won,82210.25,11
State Representative,Barbara Bigsby Boyd,DEM,AL,Incumbent,Won,81896.39,32
State Representative,Napoleon Bracy Jr.,DEM,AL,Incumbent,Won,81300.0,98
State Representative,Gil Isbell,REP,AL,Open,Won,81141.7,28
State Representative,Corley Ellis,REP,AL,Incumbent,Won,81130.01,41
State Representative,Robert Fincher,REP,AL,Incumbent,Won,79702.77,37
Board Of Education District 008,Rich McAdams,REP,AL,Open,Lost,76997.64,nan
State Representative,Kelvin Lawrence,DEM,AL,Incumbent,Won,76292.0,69
State Senator,Priscilla Dunn,DEM,AL,Incumbent,Won,76099.72,19
State Representative,Jeremy Eyg) Gray,DEM,AL,Open,Won,75081.69,83
Criminal Appellate Court-Open Seat 1,Richard Minor,REP,AL,Open,Won,74922.42,nan
State Representative,Prince Chestnut,DEM,AL,Incumbent,Won,74730.41,67
State Representative,Tony Riley,REP,AL,Open,Lost,74332.37,18
State Representative,Brett Easterbrook,REP,AL,Challenger,Won,73512.75,65
State Representative,Victor Gaston,REP,AL,Incumbent,Won,73329.44,100
State Senator,Linda Coleman-Madison,DEM,AL,Incumbent,Won,72900.0,20
State Representative,L Brown,REP,AL,Incumbent,Won,72820.88,40
State Representative,Malcolm Calhoun,DEM,AL,Open,Lost,72163.14,77
State Representative,Rolanda Hollis,DEM,AL,Incumbent,Won,72027.73,58
U.S. Representative,Rich Hobson,REP,AL,Challenger,Lost,71008.29,2
U.S. Representative,Lee Auman,DEM,AL,Challenger,Lost,69845.87,4
State Representative,Danielle Mashburn-Myrick,DEM,AL,Challenger,Lost,67635.71,94
State Representative,David Standridge,REP,AL,Incumbent,Won,67309.17,34
State Senator,Mark Shirey,REP,AL,Open,Lost,67157.14,34
