office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Amy Klobuchar,DEM,MN,Incumbent,Won,12833653.99,nan
U.S. Senator,Tina Flint Smith,DEM,MN,Open,Won,9363684.95,nan
U.S. Representative,Erik Paulsen,REP,MN,Incumbent,Lost,5754866.25,3
U.S. Representative,Angela Dawn Craig,DEM,MN,Challenger,Won,5188055.82,2
U.S. Representative,Dean Benson Phillips,DEM,MN,Challenger,Won,5129156.15,3
Governor,Tim Walz,DEM,MN,Open,Won,4985464.68,nan
U.S. Senator,Karin Houseley,REP,MN,Open,Lost,4470125.13,nan
U.S. Representative,Daniel Feehan,DEM,MN,Open,Lost,4143342.24,1
U.S. Representative,Jason Lewis,REP,MN,Incumbent,Lost,2900758.67,2
Governor,Jeff Johnson,REP,MN,Open,Lost,2598575.88,nan
U.S. Representative,Joe Radinovich,DEM,MN,Open,Lost,2408742.1,8
U.S. Representative,Thomas Earl Emmer Jr.,REP,MN,Incumbent,Won,2194242.51,6
Governor,Timothy Pawlenty,REP,MN,Open,Lost,2132255.08,nan
U.S. Representative,Pete Stauber,REP,MN,Open,Won,1747037.78,8
U.S. Senator,Jerry Trooien,IND,MN,Open,Lost,1663424.76,nan
U.S. Representative,James Hagedorn,REP,MN,Open,Won,1580285.4,1
U.S. Representative,Collin Peterson,DEM,MN,Incumbent,Won,1422618.71,7
Governor,Erin Murphy,DEM,MN,Open,Lost,1080169.17,nan
U.S. Representative,Ilhan Omar,DEM,MN,Open,Won,1043376.28,5
U.S. Representative,Betty McCollum,DEM,MN,Incumbent,Won,928598.91,4
Governor,Lori Swanson,DEM,MN,Open,Lost,840607.27,nan
U.S. Representative,Margaret Anderson Kelliher,DEM,MN,Open,Lost,503059.59,5
U.S. Representative,Carla Jean Nelson,REP,MN,Open,Lost,498364.12,1
U.S. Representative,Jason Metsa,DEM,MN,Open,Lost,277051.16,8
U.S. Senator,Richard Painter,DEM,MN,Open,Lost,258258.66,nan
U.S. Senator,James Wallace Newberger,REP,MN,Challenger,Lost,255826.78,nan
U.S. Representative,David Russell Hughes,REP,MN,Challenger,Lost,247941.02,7
Secretary Of State,Steve Simon,DEM,MN,Incumbent,Won,177069.0,nan
State Representative,Tina Liebling,DEM,MN,Incumbent,Won,115698.14,26A
Supreme Court-Seat 002,Margaret Chutich,IND,MN,Incumbent,Won,107318.04,nan
U.S. Representative,Patricia Torres Ray,DEM,MN,Open,Lost,95970.51,5
U.S. Representative,Ian Andrew Todd,DEM,MN,Challenger,Lost,91260.85,6
State Representative,Kurt Daudt,REP,MN,Incumbent,Won,90231.35,31A
State Representative,Dennis Smith,REP,MN,Incumbent,Lost,79235.0,34B
Attorney General,Mike Rothman,DEM,MN,Open,Lost,65835.0,nan
U.S. Representative,Michelle Lee,DEM,MN,Open,Lost,60167.35,8
Attorney General,Debra Hilstrom,DEM,MN,Open,Lost,59512.08,nan
Appellate Court-Seat 002,Lucinda Ellen Jesson,IND,MN,Incumbent,Won,58563.33,nan
State Representative,Jim Knoblach,REP,MN,Incumbent,Withdrew,53820.0,14B
State Representative,Ryan Winkler,DEM,MN,Open,Won,51620.44,46A
Secretary Of State,John Sterling Howe,REP,MN,Challenger,Lost,50202.0,nan
State Representative,Melissa Hortman,DEM,MN,Incumbent,Won,47265.0,36B
State Representative,Zack Stephenson,DEM,MN,Open,Won,45413.0,36A
State Representative,Jamie Long,DEM,MN,Open,Won,44762.0,61B
State Representative,Dario Anselmo,REP,MN,Incumbent,Lost,40775.0,49A
State Representative,Gregory Davids,REP,MN,Incumbent,Won,39368.47,28B
U.S. Representative,Kirsten Hagen Kennedy,DEM,MN,Open,Lost,36025.43,8
State Representative,John Lesch,DEM,MN,Incumbent,Won,35533.67,66B
State Representative,Rob Ecklund,DEM,MN,Incumbent,Won,33365.0,3A
State Representative,Barbara Ann May Haley,REP,MN,Incumbent,Won,33102.0,21A
State Representative,Dan Wolgamott,DEM,MN,Open,Won,31849.27,14B
State Representative,Dan Fabian,REP,MN,Incumbent,Won,30900.0,1A
State Representative,Kathy Lohmer,REP,MN,Incumbent,Lost,30290.8,39B
State Representative,Mary Franson,REP,MN,Incumbent,Won,29244.17,8B
U.S. Representative,Jamal Abdulahi,DEM,MN,Open,Lost,29202.34,5
State Representative,Eric Lucero,REP,MN,Incumbent,Won,26908.06,30B
State Representative,Amir Joseph Malik,DEM,MN,Challenger,Lost,26703.0,37B
State Representative,Laurie Elizabeth Pryor,DEM,MN,Incumbent,Won,25186.34,48A
State Representative,Rick Hansen,DEM,MN,Incumbent,Won,25034.46,52A
State Representative,Kelly Moller,DEM,MN,Challenger,Won,24558.0,42A
State Representative,Paul Torkelson,REP,MN,Incumbent,Won,24395.0,16B
State Representative,Joshua Heintzeman,REP,MN,Incumbent,Won,24074.22,10A
State Representative,Dave Pinto,DEM,MN,Incumbent,Won,23700.0,64B
U.S. Representative,Gregory Ryan,REP,MN,Challenger,Lost,23581.07,4
State Representative,Patrick Garofalo,REP,MN,Incumbent,Won,23154.0,58B
Attorney General,Doug Wardlow,REP,MN,Open,Lost,22933.14,nan
State Representative,Roz Peterson,REP,MN,Incumbent,Lost,22876.75,56B
State Representative,Glenn Gruenhagen,REP,MN,Incumbent,Won,22550.0,18B
U.S. Representative,Jennifer Zielinski,REP,MN,Open,Lost,22354.81,5
State Representative,Jim Nash,REP,MN,Incumbent,Won,22149.07,47A
State Representative,Kelly Fenton,REP,MN,Incumbent,Lost,21950.0,53B
State Representative,Regina Barr,REP,MN,Incumbent,Lost,21342.0,52B
State Representative,Shelly Christensen,DEM,MN,Challenger,Won,20824.31,39B
State Representative,Heather Edelson,DEM,MN,Challenger,Won,20377.0,49A
State Representative,Jamie Becker-Finn,DEM,MN,Incumbent,Won,20168.32,42B
State Representative,Brian Johnson,REP,MN,Incumbent,Won,19928.33,32A
State Representative,Tama Theis,REP,MN,Incumbent,Won,19237.0,14A
State Representative,Chris Swedzinski,REP,MN,Incumbent,Won,19004.0,16A
State Representative,Debra Kiel,REP,MN,Incumbent,Won,18995.0,1B
State Representative,Joe Schomacker,REP,MN,Incumbent,Won,18825.0,22A
Supreme Court-Chief Justice,Lorie Skjerven Gildea,IND,MN,Incumbent,Won,18796.0,nan
State Representative,Nicholas Zerwas,REP,MN,Incumbent,Won,17870.0,30A
State Representative,Drew Christensen,REP,MN,Incumbent,Lost,17835.0,56A
State Representative,Peggy Bennett,REP,MN,Incumbent,Won,16998.0,27A
Attorney General,Matt Pelikan,DEM,MN,Open,Lost,16950.0,nan
State Representative,Jon Koznick,REP,MN,Incumbent,Won,16650.0,58A
State Representative,Robert Gunther,REP,MN,Incumbent,Won,15994.0,23A
State Representative,Sandy Layman,REP,MN,Incumbent,Won,15775.0,5B
State Representative,Duane Sauke,DEM,MN,Incumbent,Won,15500.33,25B
State Representative,Jeff Backer,REP,MN,Incumbent,Won,15234.05,12A
State Senator,Jeff Howe,REP,MN,Open,Won,15075.0,13
State Representative,Randy Jessup,REP,MN,Incumbent,Lost,15060.0,42A
State Representative,Ron Kresha,REP,MN,Incumbent,Won,14475.0,9B
State Representative,Thomas Trehus,DEM,MN,Challenger,Lost,14380.0,28B
State Representative,Linda Runbeck,REP,MN,Incumbent,Won,14259.0,38A
State Representative,Gene Pelowski Jr.,DEM,MN,Incumbent,Won,14105.0,28A
State Representative,Cindy Pugh,REP,MN,Incumbent,Lost,13997.5,33B
State Representative,Nolan West,REP,MN,Incumbent,Won,13989.0,37B
State Representative,Tony Albright,REP,MN,Incumbent,Won,13700.0,55B
State Representative,Jason Rarick,REP,MN,Incumbent,Won,13575.0,11B
State Representative,Peter Fischer,DEM,MN,Incumbent,Won,13400.0,43A
State Representative,Paul Anderson,REP,MN,Incumbent,Won,13225.0,12B
State Representative,Sondra Erickson,REP,MN,Incumbent,Won,13045.3,15A
State Representative,Anna Wills,REP,MN,Incumbent,Lost,13027.0,57B
U.S. Representative,J Kern,REP,MN,Challenger,Lost,12980.51,6
State Representative,Fue Lee,DEM,MN,Incumbent,Won,12975.45,59A
State Representative,Jim Read,DEM,MN,Open,Lost,12739.2,13A
State Representative,Tony Jurgens,REP,MN,Incumbent,Won,12714.0,54B
State Representative,Tim Odriscoll,REP,MN,Incumbent,Won,12700.0,13B
State Representative,Tim Miller,REP,MN,Incumbent,Won,12542.0,17A
State Representative,Dale Keith Lueck,REP,MN,Incumbent,Won,12125.0,10B
State Representative,Paul Marquart,DEM,MN,Incumbent,Won,11950.0,4B
State Representative,Bob Vogel,REP,MN,Incumbent,Won,11900.0,20A
State Representative,Cal Bahr,REP,MN,Incumbent,Won,11861.92,31B
State Representative,Peggy Scott,REP,MN,Incumbent,Won,11710.0,35B
State Representative,Julie Sandstede,DEM,MN,Incumbent,Won,11479.69,6A
State Representative,Dean Urdahl,REP,MN,Incumbent,Won,11435.0,18A
State Representative,Lyndon Carlson,DEM,MN,Incumbent,Won,11305.0,45A
State Representative,Mike Nelson,DEM,MN,Incumbent,Won,10405.0,40A
Supreme Court-Seat 005,Anne McKeig,IND,MN,Incumbent,Won,10400.0,nan
State Representative,Steve Drazkowski,REP,MN,Incumbent,Won,10379.0,21B
State Representative,Omar Fateh,DEM,MN,Open,Lost,10325.0,62A
State Representative,Mike Freiberg,DEM,MN,Incumbent,Won,10260.0,45B
State Representative,Andrew Carlson,DEM,MN,Incumbent,Won,10210.0,50B
State Representative,Aisha Gomez,DEM,MN,Open,Won,10145.0,62B
State Representative,Jamie Mahlberg,DEM,MN,Challenger,Lost,10060.0,25A
State Representative,Tim Mahoney,DEM,MN,Incumbent,Won,9955.0,67A
State Representative,Heather Klassen,DEM,MN,Challenger,Lost,9914.06,23A
State Representative,Mike Sundin,DEM,MN,Incumbent,Won,9820.01,11A
State Representative,Gail Kulp,DEM,MN,Challenger,Lost,9710.18,8B
State Representative,Leon Michael Lillie,DEM,MN,Incumbent,Won,9650.0,43B
State Representative,Marion Oneill,REP,MN,Incumbent,Won,9645.93,29B
State Representative,Aric Putnam,DEM,MN,Challenger,Lost,9565.56,14A
State Representative,Bob Loonan,REP,MN,Incumbent,Lost,9550.0,55A
State Representative,Steve Green,REP,MN,Incumbent,Won,9435.0,2B
State Representative,Jennifer Schultz,DEM,MN,Incumbent,Won,9407.0,7A
State Representative,Brian Daniels,REP,MN,Incumbent,Won,9120.0,24B
State Representative,Erin Koegel,DEM,MN,Incumbent,Won,9008.61,37A
State Representative,Connie Bernardy,DEM,MN,Incumbent,Won,8981.0,41A
State Representative,Jack Considine,DEM,MN,Incumbent,Won,8975.0,19B
State Representative,Jeanne Poppe,DEM,MN,Incumbent,Won,8785.0,27B
