office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Daniel McCready,DEM,NC,Open,Lost,6384134.34,9
U.S. Representative,Kathy Ellen Manning,DEM,NC,Challenger,Lost,4189633.69,13
U.S. Representative,Patrick Timothy McHenry,REP,NC,Incumbent,Won,3716339.22,10
U.S. Representative,George Edward Bell Holding,REP,NC,Incumbent,Won,2879794.28,2
State Senator,Philip Edward Berger Sr.,REP,NC,Incumbent,Won,2630704.58,30
U.S. Representative,Richard Lane Hudson Jr.,REP,NC,Incumbent,Won,2440575.3,8
U.S. Representative,Virginia Foxx,REP,NC,Incumbent,Won,2330876.13,5
U.S. Representative,Theodore Paul Budd,REP,NC,Incumbent,Won,2306863.26,13
U.S. Representative,Mark Everette Harris,REP,NC,Open,Won,2160517.75,9
U.S. Representative,Mark Randal Meadows,REP,NC,Incumbent,Won,1775538.34,11
U.S. Representative,Linda Coleman,DEM,NC,Challenger,Lost,1714307.93,2
U.S. Representative,David Cheston Rouzer,REP,NC,Incumbent,Won,1569214.59,7
Supreme Court-Jackson Seat,Anita Earls,DEM,NC,Challenger,Won,1469403.18,nan
U.S. Representative,Bradley Mark Walker,REP,NC,Incumbent,Won,1308481.48,6
State Representative,Timothy Keith Moore,REP,NC,Incumbent,Won,1191357.58,111
U.S. Representative,Robert Pittenger,REP,NC,Incumbent,Lost,1125787.93,9
U.S. Representative,David Price,DEM,NC,Incumbent,Won,918126.5,4
U.S. Representative,Lauren Kyle Horton,DEM,NC,Challenger,Lost,869551.86,7
State Representative,Christy Underwood Clark,DEM,NC,Challenger,Won,794088.5,98
U.S. Representative,George Kenneth Butterfield Jr.,DEM,NC,Incumbent,Won,760371.43,1
State Senator,Mack Allen Paul IV,DEM,NC,Challenger,Lost,743132.06,18
State Representative,Julie Marie Von Haefen,DEM,NC,Challenger,Won,735085.57,36
U.S. Representative,Frank Alexander McNeill Jr.,DEM,NC,Challenger,Lost,656387.53,8
State Senator,Samuel Lee Searcy,DEM,NC,Challenger,Won,647264.94,17
U.S. Representative,Ken Romley,DEM,NC,Open,Lost,621464.1,2
U.S. Representative,Alma Adams,DEM,NC,Incumbent,Won,588734.63,12
U.S. Representative,Walter Jones,REP,NC,Incumbent,Won,585713.73,3
State Representative,Terri Elizabeth Legrand,DEM,NC,Challenger,Lost,580909.77,74
State Senator,William Brent Jackson,REP,NC,Incumbent,Won,497222.75,10
State Senator,Michael Vincent Lee,REP,NC,Incumbent,Lost,492622.95,9
State Representative,Graig Meyer,DEM,NC,Incumbent,Won,492219.67,50
State Senator,Harry Coolidge Brown,REP,NC,Incumbent,Won,476472.62,6
U.S. Representative,Scott Charles Dacey,REP,NC,Challenger,Lost,464405.77,3
State Representative,David Lewis,REP,NC,Incumbent,Won,456349.23,53
State Representative,Theresa Strickler Judge,DEM,NC,Open,Lost,446834.64,6
State Senator,Harold William Peterson Jr.,DEM,NC,Challenger,Won,439329.67,9
State Senator,Helen Brock Probst Mills,DEM,NC,Challenger,Lost,437823.89,25
State Senator,William Peter Rabon,REP,NC,Incumbent,Won,419798.58,8
State Senator,James Daniel Bishop,REP,NC,Incumbent,Won,418656.41,39
State Representative,William Brawley Jr.,REP,NC,Incumbent,Lost,408806.4,103
State Representative,Joseph Nelson Dollar,REP,NC,Incumbent,Lost,395703.43,36
State Representative,Lisa Mathis,DEM,NC,Challenger,Lost,390997.28,51
State Representative,Brian Mills Turner,DEM,NC,Incumbent,Won,386822.11,116
State Representative,Marcia Ruth Morgan,DEM,NC,Challenger,Lost,384905.48,19
State Senator,John McKnitt Alexander Jr.,REP,NC,Incumbent,Won,381824.0,18
State Senator,Wesley Alan Meredith,REP,NC,Incumbent,Lost,379975.0,19
U.S. Representative,Denise Darcel Adams,DEM,NC,Challenger,Lost,377298.24,5
