,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Hawaii,Governor,0,David Ige,DEM,2014,2018,1,No,No,No
1,Hawaii,State Representative,1,Mark Nakashima,DEM,2014,0,3,No,No,Yes
74,Hawaii,State Representative,2,Jerry Chang,DEM,2010,0,6,No,No,No
2,Hawaii,State Representative,3,Richard K Onishi,DEM,2014,0,2,No,No,Yes
3,Hawaii,State Representative,4,Joy San Buenaventura,DEM,2014,0,1,No,Yes,Yes
4,Hawaii,State Representative,5,Richard Creagan,DEM,2014,0,1,No,No,Yes
5,Hawaii,State Representative,6,Nicole Lowen,DEM,2014,0,2,No,Yes,Yes
79,Hawaii,State Representative,7,Cindy Evans,DEM,2010,0,5,No,No,Yes
6,Hawaii,State Representative,8,Joseph Souki,DEM,2014,0,7,No,No,Yes
80,Hawaii,State Representative,9,Gil Coloma Keith-Agaran,DEM,2010,0,1,No,No,Yes
7,Hawaii,State Representative,10,Angus McKelvey,DEM,2014,0,5,No,Yes,Yes
8,Hawaii,State Representative,11,Kaniela Ing,DEM,2014,0,2,No,No,Yes
9,Hawaii,State Representative,12,Kyle Yamashita,DEM,2014,0,6,No,No,Yes
10,Hawaii,State Representative,13,Mele Carroll,DEM,2012,0,4,No,No,Yes
11,Hawaii,State Representative,14,Derek K Kawakami,DEM,2014,0,1,No,Yes,Yes
12,Hawaii,State Representative,15,James Kunane Tokioka,DEM,2014,0,4,No,No,Yes
13,Hawaii,State Representative,16,Daynette Morikawa,DEM,2014,0,3,No,No,Yes
14,Hawaii,State Representative,17,Gene Ward,REP,2014,0,3,No,Yes,Yes
15,Hawaii,State Representative,18,Mark Jun Hashem,DEM,2014,0,3,No,Yes,Yes
16,Hawaii,State Representative,19,Bertrand Kobayashi,DEM,2014,0,2,No,Yes,Yes
17,Hawaii,State Representative,20,Calvin Y Say,DEM,2014,0,7,No,Yes,No
18,Hawaii,State Representative,21,Scott Nishimoto,DEM,2014,0,6,No,Yes,Yes
19,Hawaii,State Representative,22,Tom Brower,DEM,2014,0,2,No,Yes,Yes
20,Hawaii,State Representative,23,Isaac Choy,DEM,2012,0,1,No,No,Yes
21,Hawaii,State Representative,24,Della Au Belatti,DEM,2014,0,2,No,Yes,Yes
22,Hawaii,State Representative,25,Sylvia Luke,DEM,2014,0,1,No,Yes,Yes
23,Hawaii,State Representative,26,Scott Saiki,DEM,2014,0,2,No,Yes,Yes
24,Hawaii,State Representative,27,Takashi Ohno,DEM,2014,0,2,No,Yes,Yes
25,Hawaii,State Representative,28,John Mizuno,DEM,2014,0,2,No,Yes,Yes
75,Hawaii,State Representative,29,Joey Manahan,DEM,2010,0,3,No,No,Yes
76,Hawaii,State Representative,30,John Mizuno,DEM,2010,0,3,No,No,Yes
26,Hawaii,State Representative,31,Aaron Ling Johanson,REP,2014,0,2,No,Yes,Yes
27,Hawaii,State Representative,32,Linda Ichiyama,DEM,2014,0,2,No,Yes,Yes
28,Hawaii,State Representative,33,Sam Kong,DEM,2014,0,1,No,No,Yes
29,Hawaii,State Representative,34,Gregg Takayama,DEM,2014,0,1,No,Yes,Yes
30,Hawaii,State Representative,35,Roy Takumi,DEM,2014,0,1,No,Yes,Yes
31,Hawaii,State Representative,36,Beth Fukumoto Chang,REP,2014,0,2,No,No,Yes
32,Hawaii,State Representative,37,Ryan Yamane,DEM,2014,0,5,No,Yes,Yes
77,Hawaii,State Representative,38,Marilyn Lee,DEM,2010,0,6,No,Yes,Yes
33,Hawaii,State Representative,39,Ty Cullen,DEM,2012,0,1,No,Yes,Yes
34,Hawaii,State Representative,40,Robert McDermott,REP,2014,0,2,No,Yes,Yes
35,Hawaii,State Representative,41,Matthew Lopresti,DEM,2014,0,1,No,No,Yes
36,Hawaii,State Representative,42,Sharon Har,DEM,2014,0,2,No,No,Yes
37,Hawaii,State Representative,43,Andria Tupola,REP,2014,0,1,No,No,Yes
38,Hawaii,State Representative,44,Jo Jordan,DEM,2014,0,2,No,No,Yes
39,Hawaii,State Representative,45,Lauren Cheape Kealohilani Matsumoto,REP,2014,0,2,No,Yes,Yes
40,Hawaii,State Representative,46,Marcus Oshiro,DEM,2012,0,1,No,No,Yes
41,Hawaii,State Representative,47,Feki Pouha,REP,2014,0,1,No,Yes,No
42,Hawaii,State Representative,48,Jarrett Keohokalole,DEM,2014,0,1,No,No,Yes
78,Hawaii,State Representative,49,Pono Chong,DEM,2010,0,4,No,No,Yes
43,Hawaii,State Representative,50,Cynthia Henry Thielen,REP,2014,0,4,No,No,Yes
44,Hawaii,State Representative,51,Chris Kalani Lee,DEM,2014,0,4,No,Yes,Yes
45,Hawaii,State Senator,1,Gilbert Kahele,DEM,2014,0,1,No,Yes,Yes
46,Hawaii,State Senator,2,Russell Ruderman,DEM,2012,0,1,No,Yes,Yes
47,Hawaii,State Senator,3,Josh Green,DEM,2014,0,3,No,No,Yes
48,Hawaii,State Senator,4,Lorraine Rodero Inouye,DEM,2014,0,1,No,No,Yes
49,Hawaii,State Senator,5,Gil Coloma Keith-Agaran,DEM,2014,0,1,No,Yes,Yes
50,Hawaii,State Senator,6,Rosalyn Hester Baker,DEM,2014,0,2,No,No,Yes
72,Hawaii,State Senator,7,Ronald Kouchi,DEM,2010,0,1,No,No,Yes
51,Hawaii,State Senator,8,Ronald Kouchi,DEM,2012,0,1,No,Yes,Yes
52,Hawaii,State Senator,9,Sam Slom,REP,2012,0,1,No,Yes,Yes
53,Hawaii,State Senator,10,Les Ihara Jr.,DEM,2012,0,1,No,Yes,Yes
54,Hawaii,State Senator,11,Brian Taniguchi,DEM,2012,0,1,No,Yes,Yes
55,Hawaii,State Senator,12,Brickwood Galuteria,DEM,2014,0,3,No,No,Yes
68,Hawaii,State Senator,13,Suzanne J Chun Oakland,DEM,2010,0,3,No,Yes,Yes
69,Hawaii,State Senator,14,Donna Mercado Kim,DEM,2010,0,2,No,Yes,Yes
70,Hawaii,State Senator,15,Glenn Wakai,DEM,2010,0,1,No,Yes,Yes
56,Hawaii,State Senator,16,David Ige,DEM,2012,0,4,No,Yes,Yes
57,Hawaii,State Senator,17,Clarence Nishihara,DEM,2014,0,1,No,Yes,Yes
58,Hawaii,State Senator,18,Michelle Kidani,DEM,2014,0,2,No,Yes,No
71,Hawaii,State Senator,19,Gabbard,DEM,2010,0,2,No,No,Yes
59,Hawaii,State Senator,20,Gabbard,DEM,2012,0,1,No,Yes,Yes
60,Hawaii,State Senator,21,Maile L Shimabukuro,DEM,2014,0,2,No,No,Yes
61,Hawaii,State Senator,22,Donovan Dela Cruz,DEM,2012,0,2,No,Yes,Yes
62,Hawaii,State Senator,23,Gilbert Riviere,DEM,2014,0,1,No,No,Yes
63,Hawaii,State Senator,24,Jill Tokuda,DEM,2014,0,3,No,No,Yes
64,Hawaii,State Senator,25,Laura Thielen,DEM,2012,0,1,No,Yes,Yes
65,Hawaii,U.S. Representative,1,Kyle Mark Takai,DEM,2014,2016,1,No,No,No
66,Hawaii,U.S. Representative,2,Tulsi Gabbard,DEM,2014,2016,1,No,No,Yes
67,Hawaii,U.S. Senator,0,Mazie Hirono,DEM,2012,2018,1,No,Yes,No
73,Hawaii,U.S. Senator,0,Daniel Inouye,DEM,2010,2016,1,No,Yes,No
