Candidate,Party,State,Office,Incumbency,Result,Total Money
"HARWOOD, BERNARD",REPUBLICAN,AL,SUPREME COURT-OPEN SEAT,Open,Won-General,1658427.49
"MOORE, ROY S",REPUBLICAN,AL,SUPREME COURT-CHIEF JUSTICE,Open,Won-General,1534625.27
"YATES, SHARON",DEMOCRATIC,AL,SUPREME COURT-CHIEF JUSTICE,Open,Lost-General,1425942.06
"STUART, JACQUELINE (LYN)",REPUBLICAN,AL,SUPREME COURT-COOK SEAT,Challenger,Won-General,1380931.99
"WOODALL, THOMAS A",REPUBLICAN,AL,SUPREME COURT-ENGLAND SEAT,Challenger,Won-General,1240275.99
"ENGLAND JR, JOHN HENRY",DEMOCRATIC,AL,SUPREME COURT-ENGLAND SEAT,Incumbent,Lost-General,1051271.11
"COOK, RALPH D",DEMOCRATIC,AL,SUPREME COURT-COOK SEAT,Incumbent,Lost-General,1036998.84
"LAIRD JR, R JOEL",DEMOCRATIC,AL,SUPREME COURT-OPEN SEAT,Open,Lost-General,848747.76
"LYONS JR, CHAMP",REPUBLICAN,AL,SUPREME COURT-LYONS SEAT,Incumbent,Won-General,252603.34
"RAY, SANDRA",DEMOCRATIC,AL,BOARD OF EDUCATION DISTRICT 007,Incumbent,Won-General,108416.10
"SULLIVAN, JIM",REPUBLICAN,AL,PUBLIC SERVICE COMMISSIONER,Incumbent,Won-General,48600.00
"BYRNE, BRADLEY R",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 001,Incumbent,Won-General,38787.80
"ROSS, BEVERLY",DEMOCRATIC,AL,BOARD OF EDUCATION DISTRICT 003,Challenger,Lost-General,33668.45
"BELL, STEPHANIE",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 003,Incumbent,Won-General,30580.00
"ELLIS, PAT",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 007,Challenger,Lost-General,24439.05
"BELL, ELLA",DEMOCRATIC,AL,BOARD OF EDUCATION DISTRICT 005,Open,Won-General,23645.00
"GARTMAN, BETTY",DEMOCRATIC,AL,BOARD OF EDUCATION DISTRICT 001,Challenger,Lost-General,3230.00
"SMITH, SYDNEY A",LIBERTARIAN,AL,SUPREME COURT-LYONS SEAT,Challenger,Lost-General,0.00
