Candidate,Party,State,Office,Incumbency,Result,Total Money
"WILDER SR, JOHN S",DEMOCRATIC,TN,SENATE DISTRICT 026,Incumbent,Won-General,604696.00
"JACKSON, DOUGLAS S",DEMOCRATIC,TN,SENATE DISTRICT 025,Open,Won-General,534027.00
"NAIFEH, JIMMY",DEMOCRATIC,TN,HOUSE DISTRICT 081,Incumbent,Won-General,466527.00
"GRAVES, JO ANN",DEMOCRATIC,TN,SENATE DISTRICT 018,Incumbent,Won-General,458379.00
"WALL, HOWARD",REPUBLICAN,TN,SENATE DISTRICT 016,Open,Lost-General,421495.00
"KISBER, MATT",DEMOCRATIC,TN,HOUSE DISTRICT 073,Incumbent,Won-General,417508.00
"CRUTCHFIELD, WARD",DEMOCRATIC,TN,SENATE DISTRICT 010,Incumbent,Won-General,398334.00
"TRAIL, LARRY",DEMOCRATIC,TN,SENATE DISTRICT 016,Open,Won-General,385965.00
"KURITA, ROSALIND",DEMOCRATIC,TN,SENATE DISTRICT 022,Incumbent,Won-General,379460.00
"KYLE JR, JAMES F",DEMOCRATIC,TN,SENATE DISTRICT 028,Incumbent,Won-General,278885.00
"COOPER, JERRY W",DEMOCRATIC,TN,SENATE DISTRICT 014,Incumbent,Won-General,254093.00
"RHINEHART, SHELBY AARON",DEMOCRATIC,TN,HOUSE DISTRICT 037,Incumbent,Won-General,219587.00
"HAILE, FERRELL",REPUBLICAN,TN,SENATE DISTRICT 018,Challenger,Lost-General,186553.00
"CLABOUGH, BILL",REPUBLICAN,TN,SENATE DISTRICT 008,Open,Won-General,179138.00
"DAVIS, LINCOLN EDWARD",DEMOCRATIC,TN,SENATE DISTRICT 012,Incumbent,Won-General,173889.00
"HERRON, ROY BRASFIELD",DEMOCRATIC,TN,SENATE DISTRICT 024,Incumbent,Won-General,173084.00
"HAYNES, JOE M",DEMOCRATIC,TN,SENATE DISTRICT 020,Incumbent,Won-General,171412.00
"SHUTT, BOB",REPUBLICAN,TN,SENATE DISTRICT 026,Challenger,Lost-General,163253.00
"HARGROVE, JERE L",DEMOCRATIC,TN,HOUSE DISTRICT 042,Incumbent,Won-General,155438.00
"BUTLER, BONNIE",REPUBLICAN,TN,SENATE DISTRICT 025,Open,Lost-General,151689.00
