Candidate,Party,State,Office,Incumbency,Result,Total Money
"LOCKE, GARY F",DEMOCRATIC,WA,GOVERNOR,Incumbent,Won-General,3999150.00
"CARLSON, JOHN E",REPUBLICAN,WA,GOVERNOR,Challenger,Lost-General,2840053.00
"LOWRY, MIKE E",DEMOCRATIC,WA,COMMISSIONER OF PUBLIC LANDS,Open,Lost-General,492618.00
"SUTHERLAND, DOUGLASS B",REPUBLICAN,WA,COMMISSIONER OF PUBLIC LANDS,Open,Won-General,464214.00
"CHAMBERS, THOMAS",NONPARTISAN,WA,SUPREME COURT-009,Open,Won-General,372356.56
"REED, SAM S",REPUBLICAN,WA,SECRETARY OF STATE,Open,Won-General,308138.00
"KREIDLER, MYRON B (MIKE)",DEMOCRATIC,WA,INSURANCE COMMISSIONER,Open,Won-General,297432.00
"RUDERMAN, LAURA E",DEMOCRATIC,WA,HOUSE DISTRICT 045-POSITION 2,Incumbent,Won-General,258914.13
"ROSSI, DINO J",REPUBLICAN,WA,SENATE DISTRICT 005,Incumbent,Won-General,239589.00
"LOVELAND, VALORIA A",DEMOCRATIC,WA,SENATE DISTRICT 016,Incumbent,Lost-General,234964.00
"NIXON, TOBY",REPUBLICAN,WA,HOUSE DISTRICT 045-POSITION 2,Challenger,Lost-General,228593.00
"CHOPP JR, FRANK V",DEMOCRATIC,WA,HOUSE DISTRICT 043-POSITION 2,Incumbent,Won-General,227727.00
"LOOMIS, ELIZABETH A",DEMOCRATIC,WA,HOUSE DISTRICT 039-POSITION 2,Open,Lost-General,217287.00
"GREGOIRE, CHRISTINE O",DEMOCRATIC,WA,ATTORNEY GENERAL,Incumbent,Won-General,216468.00
"HAUGEN, MARY MARGARET",DEMOCRATIC,WA,SENATE DISTRICT 010,Incumbent,Won-General,209267.00
"LOVICK, JOHN R (JOHNNY)",DEMOCRATIC,WA,HOUSE DISTRICT 044-POSITION 2,Incumbent,Won-General,208652.00
"MCDONALD, JOYCE",REPUBLICAN,WA,SENATE DISTRICT 025,Open,Lost-General,206336.00
"BERGESON, TERRY TERESA M",NONPARTISAN,WA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,200420.00
"ANDERSON, DAVID H",DEMOCRATIC,WA,HOUSE DISTRICT 010-POSITION 1,Incumbent,Lost-General,198452.00
"BENTON, DONALD",REPUBLICAN,WA,SENATE DISTRICT 017,Incumbent,Won-General,196235.00
"JACKLEY, BROCK",DEMOCRATIC,WA,HOUSE DISTRICT 026-POSITION 2,Open,Won-General,195671.00
"KASTAMA, JAMES M",DEMOCRATIC,WA,SENATE DISTRICT 025,Open,Won-General,191332.00
