Candidate,Party,State,Office,Incumbency,Result,Total Money
"JONES II, RAY S",DEMOCRATIC,KY,SENATE DISTRICT 031,Open,Won-General,636947.00
"RATLIFF, CHRIS",REPUBLICAN,KY,SENATE DISTRICT 031,Open,Lost-General,424243.92
"TURNER, JOHNNY RAY",DEMOCRATIC,KY,SENATE DISTRICT 029,Open,Won-General,285807.00
"SAUNDERS, LARRY",DEMOCRATIC,KY,SENATE DISTRICT 037,Incumbent,Won-General,243834.78
"ISAACS, KENNETH",DEMOCRATIC,KY,SENATE DISTRICT 015,Challenger,Lost-General,240373.00
"PENDLETON, JOEY",DEMOCRATIC,KY,SENATE DISTRICT 003,Incumbent,Won-General,230570.61
"KELLER, JAMES",NONPARTISAN,KY,SUPREME COURT DISTRICT 005,Incumbent,Won-General,227856.11
"FLETCHER, BEN",REPUBLICAN,KY,SENATE DISTRICT 003,Challenger,Lost-General,226528.00
"BLEVINS, DR WALTER (DOC)",DEMOCRATIC,KY,SENATE DISTRICT 027,Incumbent,Won-General,213032.00
"CORUM, BILL",DEMOCRATIC,KY,SENATE DISTRICT 005,Challenger,Lost-General,211963.00
"CASEBIER, LINDY",REPUBLICAN,KY,SENATE DISTRICT 007,Incumbent,Won-General,195323.38
"KUHL, LAWRENCE",DEMOCRATIC,KY,SENATE DISTRICT 021,Challenger,Lost-General,193125.00
"MONGIARDO, DANIEL",DEMOCRATIC,KY,SENATE DISTRICT 017,Open,Won-General,191036.00
"HENSON, JAMIE L",DEMOCRATIC,KY,SENATE DISTRICT 023,Challenger,Lost-General,174527.00
"MOORE, VIRGIL",REPUBLICAN,KY,SENATE DISTRICT 005,Incumbent,Won-General,162831.29
"FORGY, LAWRENCE E",NONPARTISAN,KY,SUPREME COURT DISTRICT 005,Challenger,Lost-General,161978.00
"HORN, CAROLYNN P",REPUBLICAN,KY,SENATE DISTRICT 027,Challenger,Lost-General,145562.00
"WESTWOOD, JACK",REPUBLICAN,KY,SENATE DISTRICT 023,Incumbent,Won-General,141500.15
"CLARK, LARRY",DEMOCRATIC,KY,HOUSE DISTRICT 046,Incumbent,Won-General,140604.76
"MCGAHA, VERNIE",REPUBLICAN,KY,SENATE DISTRICT 015,Incumbent,Won-General,134967.09
"ROEDING, RICHARD L (DICK)",REPUBLICAN,KY,SENATE DISTRICT 011,Incumbent,Won-General,133813.71
"HALL, WENDELL KEITH",DEMOCRATIC,KY,HOUSE DISTRICT 093,Open,Won-General,120650.00
"SHAUGHNESSY, TIM",DEMOCRATIC,KY,SENATE DISTRICT 019,Incumbent,Won-General,111532.63
"BRINKMAN, SCOTT W",REPUBLICAN,KY,HOUSE DISTRICT 032,Challenger,Won-General,108676.00
"JACKSON, BOB",DEMOCRATIC,KY,SENATE DISTRICT 001,Open,Won-General,108068.33
"STIVERS, ROBERT",REPUBLICAN,KY,SENATE DISTRICT 025,Incumbent,Won-General,107881.06
"HOLTON, DAVID",DEMOCRATIC,KY,SENATE DISTRICT 007,Challenger,Lost-General,98860.00
"STUMBO, GREGORY D",DEMOCRATIC,KY,HOUSE DISTRICT 095,Incumbent,Won-General,91350.69
"ROBINSON, ALBERT",REPUBLICAN,KY,SENATE DISTRICT 021,Incumbent,Won-General,84984.00
"LEE, JIMMIE C",DEMOCRATIC,KY,HOUSE DISTRICT 025,Incumbent,Won-General,81146.16
"SANDERS JR, RICHARD A (RICHIE)",REPUBLICAN,KY,SENATE DISTRICT 009,Incumbent,Won-General,80887.97
"HELERINGER, BOB",REPUBLICAN,KY,HOUSE DISTRICT 033,Incumbent,Won-General,79999.17
"MADON, SCOTT",REPUBLICAN,KY,HOUSE DISTRICT 087,Open,Lost-General,73373.00
"RICHARDS, JODY",DEMOCRATIC,KY,HOUSE DISTRICT 020,Incumbent,Won-General,69834.12
"JOHNS, SUSAN D",DEMOCRATIC,KY,HOUSE DISTRICT 032,Incumbent,Lost-General,67390.03
"DAMRON, ROBERT R",DEMOCRATIC,KY,HOUSE DISTRICT 039,Incumbent,Won-General,66288.28
"BUTLER, DENVER (DENNY)",DEMOCRATIC,KY,HOUSE DISTRICT 038,Incumbent,Won-General,63173.47
"DRAUD, JON E",REPUBLICAN,KY,HOUSE DISTRICT 063,Incumbent,Won-General,61958.61
"HALBIG, TEENA",DEMOCRATIC,KY,HOUSE DISTRICT 033,Challenger,Lost-General,61200.27
"CALLAHAN, JIM",DEMOCRATIC,KY,HOUSE DISTRICT 067,Incumbent,Won-General,57509.29
"KAREM, DAVID K",DEMOCRATIC,KY,SENATE DISTRICT 035,Incumbent,Won-General,57108.68
"BARROWS, JOE",DEMOCRATIC,KY,HOUSE DISTRICT 056,Incumbent,Won-General,52447.74
"SCORSONE, ERNESTO",DEMOCRATIC,KY,SENATE DISTRICT 013,Incumbent,Won-General,52384.00
"LEE, STAN",REPUBLICAN,KY,HOUSE DISTRICT 045,Open,Won-General,51882.00
"MILLER, CHARLES W",DEMOCRATIC,KY,HOUSE DISTRICT 028,Incumbent,Won-General,51811.27
"BURCH, THOMAS J",DEMOCRATIC,KY,HOUSE DISTRICT 030,Incumbent,Won-General,50384.73
"ADKINS, ROCKY J",DEMOCRATIC,KY,HOUSE DISTRICT 099,Incumbent,Won-General,47737.86
"CRALL, BRIAN",REPUBLICAN,KY,HOUSE DISTRICT 013,Incumbent,Won-General,46777.70
"SIMS, DOTTIE J",DEMOCRATIC,KY,HOUSE DISTRICT 019,Incumbent,Won-General,44564.24
"MONTGOMERY, RUSSELL",DEMOCRATIC,KY,HOUSE DISTRICT 051,Open,Lost-General,44361.49
"PULLIN, TANYA",DEMOCRATIC,KY,HOUSE DISTRICT 098,Challenger,Won-General,44086.00
"MARZIAN, MARY LOU",DEMOCRATIC,KY,HOUSE DISTRICT 034,Incumbent,Won-General,43157.01
"DUNCAN, BOB",DEMOCRATIC,KY,HOUSE DISTRICT 045,Open,Lost-General,41622.00
"MCCLAIN, JOYCE A",DEMOCRATIC,KY,HOUSE DISTRICT 029,Challenger,Lost-General,39433.00
"SCHMIDT, PAUL",REPUBLICAN,KY,SENATE DISTRICT 019,Challenger,Lost-General,39381.00
"TREESH, MARK A",REPUBLICAN,KY,HOUSE DISTRICT 014,Incumbent,Won-General,39065.45
"KINCER JR, GC",DEMOCRATIC,KY,HOUSE DISTRICT 091,Challenger,Lost-General,38473.00
"RIGGS, STEVEN",DEMOCRATIC,KY,HOUSE DISTRICT 031,Incumbent,Won-General,37114.49
"WAYNE, JIM",DEMOCRATIC,KY,HOUSE DISTRICT 035,Incumbent,Won-General,35586.21
"BRATCHER, KEVIN D",REPUBLICAN,KY,HOUSE DISTRICT 029,Incumbent,Won-General,34287.21
"BOWLING, JOHN WD",DEMOCRATIC,KY,HOUSE DISTRICT 054,Incumbent,Won-General,34005.99
"GOOCH JR, JAMES (JIM)",DEMOCRATIC,KY,HOUSE DISTRICT 012,Incumbent,Won-General,33910.04
"ALEXANDER, SCOTT",DEMOCRATIC,KY,HOUSE DISTRICT 084,Incumbent,Lost-General,33680.45
"NUNN, STEPHEN R",REPUBLICAN,KY,HOUSE DISTRICT 023,Incumbent,Won-General,33554.19
"SMITH, BRANDON D",REPUBLICAN,KY,HOUSE DISTRICT 084,Challenger,Won-General,33500.00
"ANDERSON, HOBY",REPUBLICAN,KY,HOUSE DISTRICT 098,Incumbent,Lost-General,32947.63
"CORNETT, HOWARD",REPUBLICAN,KY,HOUSE DISTRICT 091,Incumbent,Won-General,32673.00
"WORTHINGTON, PETE",DEMOCRATIC,KY,HOUSE DISTRICT 070,Incumbent,Withdrew-General,32147.96
"WESTROM, SUSAN",DEMOCRATIC,KY,HOUSE DISTRICT 079,Incumbent,Won-General,30993.30
"HOFFMAN, CHARLIE",DEMOCRATIC,KY,HOUSE DISTRICT 062,Incumbent,Won-General,30886.81
"ARNOLD JR, JOHN A",DEMOCRATIC,KY,HOUSE DISTRICT 007,Incumbent,Won-General,30519.29
"WEAVER, MIKE",DEMOCRATIC,KY,HOUSE DISTRICT 026,Incumbent,Won-General,28990.14
"SILER, CHARLES",REPUBLICAN,KY,HOUSE DISTRICT 082,Incumbent,Won-General,28357.90
"COLLINS, HUBERT",DEMOCRATIC,KY,HOUSE DISTRICT 097,Incumbent,Won-General,27946.63
"BELCHER, LARRY L",DEMOCRATIC,KY,HOUSE DISTRICT 049,Incumbent,Won-General,27090.00
"BERRY, HARRY",REPUBLICAN,KY,HOUSE DISTRICT 025,Challenger,Lost-General,26806.00
"CLARK, PERRY B",DEMOCRATIC,KY,HOUSE DISTRICT 037,Incumbent,Won-General,26376.63
"BRUCE, JAMES E (JIM)",DEMOCRATIC,KY,HOUSE DISTRICT 009,Incumbent,Won-General,26178.06
"CRIMM, RON",REPUBLICAN,KY,HOUSE DISTRICT 047,Incumbent,Won-General,25936.19
"BATHER, PAUL",DEMOCRATIC,KY,HOUSE DISTRICT 043,Open,Won-General,25108.63
"NELSON, RICK G",DEMOCRATIC,KY,HOUSE DISTRICT 087,Open,Won-General,24076.00
"BALLARD, JOSEPH E (EDDIE)",DEMOCRATIC,KY,HOUSE DISTRICT 010,Incumbent,Won-General,24016.00
"BENSON, STUART",REPUBLICAN,KY,HOUSE DISTRICT 031,Challenger,Lost-General,23965.00
"PPOOL, TODD",REPUBLICAN,KY,HOUSE DISTRICT 010,Challenger,Lost-General,23790.00
"PAYNE, ROBERT M",DEMOCRATIC,KY,HOUSE DISTRICT 014,Challenger,Lost-General,23408.00
"FISCHER, JOSEPH M",REPUBLICAN,KY,HOUSE DISTRICT 068,Incumbent,Won-General,23074.72
"MOBLEY, RUSS",REPUBLICAN,KY,HOUSE DISTRICT 051,Open,Won-General,22405.00
"MAXFIELD, JAMES BRENT",REPUBLICAN,KY,SENATE DISTRICT 037,Challenger,Lost-General,22196.25
"BELCHER, CAROLYN",DEMOCRATIC,KY,HOUSE DISTRICT 072,Incumbent,Won-General,21696.93
"THOMSON, RICHARD B",DEMOCRATIC,KY,HOUSE DISTRICT 013,Challenger,Lost-General,21344.87
"HORLANDER, DENNIS L",DEMOCRATIC,KY,HOUSE DISTRICT 040,Incumbent,Won-General,20950.63
"JENKINS, JONI",DEMOCRATIC,KY,HOUSE DISTRICT 044,Incumbent,Won-General,20573.93
"MOBERLY JR, HARRY",DEMOCRATIC,KY,HOUSE DISTRICT 081,Incumbent,Won-General,19411.12
