Candidate,Party,State,Office,Incumbency,Result,Total Money
"DWYER, RUTH",REPUBLICAN,VT,GOVERNOR,Challenger,Lost-General,878494.25
"DEAN III, HOWARD B",DEMOCRATIC,VT,GOVERNOR,Incumbent,Won-General,674462.00
"POLLINA, ANTHONY",PROGRESSIVE,VT,GOVERNOR,Challenger,Lost-General,299961.00
"VALLEE, RODOLPHE M (SKIP)",REPUBLICAN,VT,SENATE DISTRICT CHITTENDEN,Challenger,Lost-General,125398.00
"DUBIE, BRIAN E",REPUBLICAN,VT,LIEUTENANT GOVERNOR,Challenger,Lost-General,105031.00
"RACINE, DOUGLAS A",DEMOCRATIC,VT,LIEUTENANT GOVERNOR,Incumbent,Won-General,85000.00
"READY, ELIZABETH M",DEMOCRATIC,VT,AUDITOR,Open,Won-General,77384.85
"HALL, JOHN S",REPUBLICAN,VT,AUDITOR,Open,Lost-General,64445.00
"GIULIANI, J PAUL",REPUBLICAN,VT,SENATE DISTRICT WASHINGTON,Challenger,Lost-General,58057.43
"ENGELBERTH, OTTO A",INDEPENDENT,VT,SENATE DISTRICT CHITTENDEN,Challenger,Lost-General,37097.65
"MARKOWITZ, DEBORAH L",DEMOCRATIC,VT,SECRETARY OF STATE,Incumbent,Won-General,30473.47
"SCOTT, PHILIP B",REPUBLICAN,VT,SENATE DISTRICT WASHINGTON,Challenger,Won-General,30236.75
"LEDDY, JAMES P",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Incumbent,Won-General,29581.00
"LAFAYETTE, KAREN MORAN",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Challenger,Lost-General,27785.00
"HOLMES, HENRY",REPUBLICAN,VT,SENATE DISTRICT WINDSOR,Challenger,Lost-General,25063.40
"CAMPBELL, JOHN",DEMOCRATIC,VT,SENATE DISTRICT WINDSOR,Challenger,Won-General,24930.00
"RICHARDSON, GARY",REPUBLICAN,VT,SENATE DISTRICT WINDSOR,Challenger,Lost-General,21550.00
"DOYLE, WILLIAM T (BILL)",REPUBLICAN,VT,SENATE DISTRICT WASHINGTON,Incumbent,Won-General,20960.00
"MACDONALD, MARK A",DEMOCRATIC,VT,SENATE DISTRICT ORANGE,Incumbent,Lost-General,20565.00
"BARTLETT, SUSAN",DEMOCRATIC,VT,SENATE DISTRICT LAMOILLE,Incumbent,Won-General,20559.00
"BURNOR, H BRUCE",REPUBLICAN,VT,SENATE DISTRICT LAMOILLE,Challenger,Lost-General,20079.87
"HUDSON JR, SAMUEL T",REPUBLICAN,VT,SENATE DISTRICT FRANKLIN,Challenger,Lost-General,19119.19
"DANAHER, NEAL T",REPUBLICAN,VT,SENATE DISTRICT GRAND ISLE,Challenger,Lost-General,18475.00
"RIVERS, CHERYL PRATT",DEMOCRATIC,VT,SENATE DISTRICT WINDSOR,Incumbent,Won-General,18133.00
"ILLUZZI, VINCENT",REPUBLICAN DEMOCRATIC,VT,SENATE DISTRICT ESSEX-ORLEANS,Incumbent,Won-General,16975.00
"CORROW, WILLIAM B (BILL)",REPUBLICAN,VT,SENATE DISTRICT ORANGE,Challenger,Won-General,16937.50
"ANKENEY, JEAN B",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Incumbent,Won-General,16919.76
"MCCULLOUGH, DAVID",REPUBLICAN LIBERTARIAN,VT,SENATE DISTRICT WINDSOR,Challenger,Lost-General,16799.00
"BAHRE, THOMAS",REPUBLICAN,VT,SENATE DISTRICT ADDISON,Incumbent,Won-General,15972.73
"MUNT, JANET S",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Incumbent,Won-General,15435.00
"MCKINNON, GLYNDA",DEMOCRATIC,VT,SENATE DISTRICT ADDISON,Challenger,Lost-General,15360.95
"HEBERT, MICHAEL (MIKE)",REPUBLICAN,VT,SENATE DISTRICT WINDHAM,Challenger,Lost-General,15146.13
"MCKEON, SEAN",REPUBLICAN,VT,SENATE DISTRICT WINDHAM,Challenger,Lost-General,15137.68
"SORRELL, WILLIAM H",DEMOCRATIC,VT,ATTORNEY GENERAL,Incumbent,Won-General,13699.00
"YESSNE, DINAH",DEMOCRATIC,VT,SENATE DISTRICT CALEDONIA,Challenger,Lost-General,13226.00
"SHEPARD, MARK",REPUBLICAN,VT,SENATE DISTRICT BENNINGTON,Challenger,Lost-General,12680.98
