Candidate,Party,State,Office,Incumbency,Result,Total Money
"WISE, BOB",DEMOCRATIC,WV,GOVERNOR,Challenger,Won-General,2849829.52
"UNDERWOOD, CECIL H",REPUBLICAN,WV,GOVERNOR,Incumbent,Lost-General,2623279.34
"DAVIS, ROBIN JEAN",DEMOCRATIC,WV,SUPREME COURT-OPEN SEAT & DAVIS SEAT,Open,Won-General,492106.97
"MANCHIN III, JOSEPH (JOE)",DEMOCRATIC,WV,SECRETARY OF STATE,Open,Won-General,444166.48
"ALBRIGHT, JOE",DEMOCRATIC,WV,SUPREME COURT-OPEN SEAT & DAVIS SEAT,Open,Won-General,309520.66
"HUNT, MARK ALLEN",DEMOCRATIC,WV,SENATE DISTRICT 008,Challenger,Lost-General,210594.03
"TOMBLIN, EARL RAY",DEMOCRATIC,WV,SENATE DISTRICT 007,Incumbent,Won-General,195959.53
"KISS, ROBERT S",DEMOCRATIC,WV,HOUSE DISTRICT 027,Incumbent,Won-General,176872.15
"SPROUSE, VIC",REPUBLICAN,WV,SENATE DISTRICT 008,Incumbent,Won-General,167314.14
"CALDWELL, ANITA SKEENS",DEMOCRATIC,WV,SENATE DISTRICT 010,Open,Won-General,159335.20
"PERDUE, JOHN D",DEMOCRATIC,WV,TREASURER,Incumbent,Won-General,122951.42
"ROWE, LARRY L",DEMOCRATIC,WV,SENATE DISTRICT 017,Open,Won-General,104062.10
"SUSMAN, SALLY",DEMOCRATIC,WV,HOUSE DISTRICT 027,Incumbent,Won-General,99356.09
"KEENER III, RAYMOND",DEMOCRATIC,WV,HOUSE DISTRICT 030,Challenger,Won-General,95417.00
"FLEISCHAUER, BARBARA EVANS",DEMOCRATIC,WV,HOUSE DISTRICT 044,Incumbent,Won-General,90612.06
"FLETCHER, SHEIRL L",REPUBLICAN,WV,HOUSE DISTRICT 044,Incumbent,Won-General,89371.28
"NELSON, WILLIAM C (BILL)",REPUBLICAN,WV,HOUSE DISTRICT 030,Challenger,Lost-General,80765.31
"FACEMYER, HON KAREN",REPUBLICAN,WV,SENATE DISTRICT 004,Challenger,Won-General,79923.45
"MCGRAW II, WARREN R",DEMOCRATIC,WV,HOUSE DISTRICT 027,Incumbent,Won-General,71879.96
"MCKENZIE, ANDY",REPUBLICAN,WV,SENATE DISTRICT 001,Incumbent,Won-General,70330.02
"HUNTER, JON BLAIR",DEMOCRATIC,WV,SENATE DISTRICT 014,Challenger,Won-General,62968.41
"BURNETTE, MARK",DEMOCRATIC,WV,SENATE DISTRICT 011,Incumbent,Won-General,62484.60
"FREDERICK, EUSTACE",DEMOCRATIC,WV,HOUSE DISTRICT 024,Incumbent,Won-General,60892.66
"WEBSTER, CARRIE L",DEMOCRATIC,WV,HOUSE DISTRICT 031,Open,Won-General,58189.99
"LEWIS, CHARLES (BUDDY)",REPUBLICAN,WV,SENATE DISTRICT 017,Open,Lost-General,55890.00
"WARNER, BARBARA (BOBBIE)",DEMOCRATIC,WV,HOUSE DISTRICT 041,Incumbent,Won-General,54525.74
"KESSLER, JEFFREY VINCENT",DEMOCRATIC,WV,SENATE DISTRICT 002,Incumbent,Won-General,53526.58
"ROSS, MIKE",DEMOCRATIC,WV,SENATE DISTRICT 015,Incumbent,Won-General,52523.91
"MARTIN, JE JOE",DEMOCRATIC,WV,HOUSE DISTRICT 037,Incumbent,Won-General,49990.00
"STATON, W RICHARD (RICK)",DEMOCRATIC,WV,HOUSE DISTRICT 023,Incumbent,Won-General,49745.12
"SHARPE, BILL",DEMOCRATIC,WV,SENATE DISTRICT 012,Incumbent,Won-General,49354.48
"GOULD, ROBERT JOHN",REPUBLICAN,WV,HOUSE DISTRICT 030,Challenger,Lost-General,49160.05
"DITTMAR, ROBERT L (BOB)",DEMOCRATIC,WV,SENATE DISTRICT 004,Incumbent,Lost-General,47081.15
"CRAIG, KEVIN J",DEMOCRATIC,WV,HOUSE DISTRICT 015,Challenger,Won-General,46335.00
"WHITE, L GIL",REPUBLICAN,WV,HOUSE DISTRICT 003,Open,Won-General,44234.25
"DOUGLAS, VICKI V",DEMOCRATIC,WV,HOUSE DISTRICT 052,Incumbent,Won-General,43059.51
"HINES, OSCAR",DEMOCRATIC,WV,HOUSE DISTRICT 011,Incumbent,Lost-General,42929.38
"MATHEWS, REBECCA",DEMOCRATIC,WV,HOUSE DISTRICT 030,Challenger,Won-General,41358.00
"DOYLE, JOHN",DEMOCRATIC,WV,HOUSE DISTRICT 055,Incumbent,Won-General,39961.68
