Candidate,Party,State,Office,Incumbency,Result,Total Money
"PASENEAUX, CAROLYN L",REPUBLICAN,WY,HOUSE DISTRICT 038,Incumbent,Won-General,22219.66
"LOCKHART, TOM",REPUBLICAN,WY,HOUSE DISTRICT 057,Open,Won-General,20916.99
"JOLLEY, JOHN R",DEMOCRATIC,WY,HOUSE DISTRICT 038,Challenger,Lost-General,17572.00
"WALSH, TOM",REPUBLICAN,WY,SENATE DISTRICT 028,Challenger,Lost-General,16980.35
"STITH, CLARK D",REPUBLICAN,WY,SENATE DISTRICT 012,Challenger,Lost-General,16807.16
"KUNZ, APRIL BRIMMER",REPUBLICAN,WY,SENATE DISTRICT 004,Incumbent,Won-General,15450.66
"ROSS, TONY",REPUBLICAN,WY,HOUSE DISTRICT 007,Incumbent,Won-General,12029.82
"MEULI, R LARRY",REPUBLICAN,WY,HOUSE DISTRICT 008,Incumbent,Won-General,11604.70
"MEYER, SAUNDRA",DEMOCRATIC,WY,HOUSE DISTRICT 049,Open,Won-General,11508.08
"JOB, RAE LYNN",DEMOCRATIC,WY,SENATE DISTRICT 012,Incumbent,Won-General,11107.21
"HORTON, LARRY D",DEMOCRATIC,WY,SENATE DISTRICT 030,Challenger,Lost-General,11055.54
"SLATER, JAMES J",REPUBLICAN,WY,HOUSE DISTRICT 046,Open,Won-General,10748.66
"PARADY, FRED",REPUBLICAN,WY,HOUSE DISTRICT 017,Incumbent,Won-General,10585.66
"HANSON, KLAUS",DEMOCRATIC,WY,HOUSE DISTRICT 046,Open,Lost-General,10271.85
"ERB, RICHARD",REPUBLICAN,WY,SENATE DISTRICT 024,Incumbent,Won-General,10025.66
"SIMONS, MARLENE",REPUBLICAN,WY,HOUSE DISTRICT 001,Incumbent,Won-General,9260.66
"BECKSTEAD, BRIAN J",DEMOCRATIC,WY,SENATE DISTRICT 002,Open,Lost-General,8996.00
"ANDERSON, JIM",REPUBLICAN,WY,SENATE DISTRICT 002,Open,Won-General,8952.55
"CATHCART, RICH",DEMOCRATIC,WY,SENATE DISTRICT 006,Incumbent,Won-General,8670.00
"MILLER, DAVID R",REPUBLICAN,WY,HOUSE DISTRICT 055,Challenger,Won-General,8330.66
"ROUNDS, PEGGY L",DEMOCRATIC,WY,HOUSE DISTRICT 019,Incumbent,Lost-General,8325.00
"STARK, GLENDA F",REPUBLICAN,WY,HOUSE DISTRICT 058,Challenger,Lost-General,8315.66
"DEVIN, IRENE",REPUBLICAN,WY,SENATE DISTRICT 010,Incumbent,Won-General,8095.00
