office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,John Barrow,DEM,GA,Incumbent,Won-General,2941830.85,12
U.S. Representative,Thomas Edmunds Price,REP,GA,Incumbent,Won-General,2414382.05,6
U.S. Representative,John Phillip Gingrey,REP,GA,Incumbent,Won-General,2199597.27,11
U.S. Representative,Sanford Bishop Jr.,DEM,GA,Incumbent,Won-General,1331617.63,2
U.S. Representative,Paul Collins Broun,REP,GA,Incumbent,Won-General,1329066.43,10
U.S. Representative,Lee Anderson,REP,GA,Challenger,Lost-General,1284593.01,12
U.S. Representative,John Lewis,DEM,GA,Incumbent,Won-General,1228364.03,5
U.S. Representative,H Kingston,REP,GA,Incumbent,Won-General,1213326.07,1
U.S. Representative,John Thomas Graves Jr.,REP,GA,Incumbent,Won-General,1204222.38,14
U.S. Representative,Richard Allen,REP,GA,Open,Lost-Primary Runoff,1127230.0,12
U.S. Representative,James Austin Scott,REP,GA,Incumbent,Won-General,1110397.89,8
U.S. Representative,Lynn Westmoreland,REP,GA,Incumbent,Won-General,1081971.75,3
U.S. Representative,David Scott,DEM,GA,Incumbent,Won-General,1070297.67,13
State Representative,David Ralston,REP,GA,Incumbent,Won-General,797699.61,7
U.S. Representative,Douglas Collins,REP,GA,Open,Won-General,752030.7,9
State Senator,Hunter Hill,REP,GA,Challenger,Won-General,601596.86,6
U.S. Representative,Henry Johnson,DEM,GA,Incumbent,Won-General,444829.88,4
State Senator,William Carruth Jr.,REP,GA,Challenger,Lost-Primary Runoff,444153.92,31
U.S. Representative,William Robert Woodall,REP,GA,Incumbent,Won-General,431659.63,7
U.S. Representative,Martha Zoller,REP,GA,Open,Lost-Primary Runoff,373002.28,9
State Senator,Donald Balfour II,REP,GA,Incumbent,Won-General,372746.12,9
State Senator,Chip Rogers,REP,GA,Incumbent,Won-General,371079.82,21
State Representative,Stacey Yvonne Abrams,DEM,GA,Incumbent,Won-General,324668.61,89
State Senator,David Shafer,REP,GA,Incumbent,Won-General,312999.0,48
Public Service Commissioner District 003,Chuck Eaton,REP,GA,Incumbent,Won-General,306580.6,nan
State Senator,Tyler Harper,REP,GA,Open,Won-General,281090.54,7
State Representative,John Meadows,REP,GA,Incumbent,Won-General,277774.24,5
State Senator,Doug Stoner,DEM,GA,Incumbent,Lost-General,276481.52,6
State Senator,Cecil Staton,REP,GA,Incumbent,Won-General,259993.48,18
State Representative,Ronnie Mabra,DEM,GA,Open,Won-General,256899.32,63
Public Service Commissioner District 003,Stephen Oppenheimer,DEM,GA,Challenger,Lost-General,255077.37,nan
State Representative,Lawrence Oneal Jr.,REP,GA,Incumbent,Won-General,228761.99,146
State Representative,Terry Lamar England,REP,GA,Incumbent,Won-General,226373.9,116
State Senator,William Burton Jones,REP,GA,Open,Won-General,222555.98,25
State Senator,Jeff Mullis,REP,GA,Incumbent,Won-General,221833.34,53
State Representative,Robert Mickey Channell,REP,GA,Incumbent,Won-General,217662.89,120
State Senator,Jack Hill,REP,GA,Incumbent,Won-General,210496.09,4
State Representative,Jan Jones,REP,GA,Incumbent,Won-General,208029.84,47
U.S. Representative,Lesli Rae Messinger,DEM,GA,Challenger,Lost-General,207101.72,1
State Senator,Tommie Williams,REP,GA,Incumbent,Won-General,197919.84,19
State Representative,Edward Lindsey,REP,GA,Incumbent,Won-General,194480.55,54
Appellate Court-Boggs Seat,Mike Boggs,IND,GA,Incumbent,Default Winner-General,188836.54,nan
State Senator,William Donald Heath Jr.,REP,GA,Incumbent,Won-General,185090.38,31
State Representative,Richard Smith,REP,GA,Incumbent,Won-General,181531.06,134
U.S. Representative,John House,REP,GA,Challenger,Lost-General,177293.83,2
State Senator,Jason Carter,DEM,GA,Incumbent,Won-General,174179.5,42
Public Service Commissioner District 005,Stan Wise,REP,GA,Incumbent,Won-General,174000.0,nan
State Representative,Calvin Smyre,DEM,GA,Incumbent,Won-General,173425.12,135
State Representative,Sharon Cooper,REP,GA,Incumbent,Won-General,170939.56,43
State Senator,Ronnie Chance,REP,GA,Incumbent,Won-General,162379.84,16
State Senator,Earl Leroy Carter,REP,GA,Incumbent,Won-General,158102.76,1
Appellate Court-Ellington Seat,John Ellington,IND,GA,Incumbent,Default Winner-General,153476.62,nan
State Senator,Tim Golden,REP,GA,Incumbent,Won-General,151545.12,8
State Senator,Jack Murphy,REP,GA,Incumbent,Won-General,149271.16,27
State Representative,Don Parsons,REP,GA,Incumbent,Won-General,148826.12,44
State Representative,Patricia Gardner,DEM,GA,Incumbent,Won-General,146940.36,57
State Senator,Stephen Bradley Henson,DEM,GA,Incumbent,Won-General,144575.0,41
State Senator,Jesse Stone,REP,GA,Incumbent,Won-General,144291.85,23
Appellate Court-Dillard Seat,Stephen Dillard,IND,GA,Incumbent,Default Winner-General,140047.61,nan
State Senator,John Albers,REP,GA,Incumbent,Won-General,139173.98,56
State Representative,Amy Carter,REP,GA,Incumbent,Won-General,138843.17,175
State Senator,William Cowsert,REP,GA,Incumbent,Won-General,136884.73,46
State Representative,Allen Peake,REP,GA,Incumbent,Won-General,131025.0,141
State Senator,Franklin Joseph Ginn,REP,GA,Incumbent,Won-General,130762.36,47
State Representative,Jay Neal,REP,GA,Incumbent,Won-General,128526.64,2
State Representative,J Snelling,REP,GA,Open,Lost-General,124553.6,66
State Representative,Jimmy Pruett Jr.,REP,GA,Incumbent,Won-General,123053.59,149
State Senator,Renee Unterman,REP,GA,Incumbent,Won-General,122820.0,45
State Representative,Larry Parrish,REP,GA,Incumbent,Won-General,122819.12,158
State Representative,Geoffrey Duncan,REP,GA,Open,Won-General,121578.92,26
State Representative,Sean Jerguson,REP,GA,Incumbent,Won-General,121172.32,21
State Senator,Cecil Terrell Miller,REP,GA,Incumbent,Won-General,118790.0,49
Supreme Court-Thompson Seat,Hugh Thompson,IND,GA,Incumbent,Default Winner-General,117088.83,nan
State Representative,Paulette Rakestraw Braddock,REP,GA,Incumbent,Won-General,113177.96,19
State Representative,Kevin Kermit Tanner,REP,GA,Open,Won-General,112227.53,9
State Representative,Matthew Ramsey,REP,GA,Incumbent,Won-General,110100.0,72
State Senator,Richard Jeffares,REP,GA,Incumbent,Won-General,109463.48,17
State Senator,Miriam Lucas Paris,DEM,GA,Incumbent,Lost-Primary Runoff,108603.14,26
State Representative,R Stephens,REP,GA,Incumbent,Won-General,106595.32,164
State Representative,Benjie Harbin,REP,GA,Incumbent,Won-General,106165.0,122
State Representative,Scott Holcomb,DEM,GA,Incumbent,Won-General,105435.0,81
State Representative,James Matthew Hatchett,REP,GA,Incumbent,Won-General,105407.61,150
State Representative,Robert Carter Kessler,REP,GA,Open,Lost-General,104234.0,118
State Representative,David Knight,REP,GA,Incumbent,Won-General,103330.0,130
State Representative,Nikki Randall,DEM,GA,Incumbent,Won-General,100284.38,142
State Representative,Mark Hamilton,REP,GA,Incumbent,Won-General,100140.32,24
State Representative,James Epps,REP,GA,Incumbent,Won-General,99447.59,144
State Representative,Wendell Willard,REP,GA,Incumbent,Won-General,98848.84,51
State Representative,Alan Powell,REP,GA,Incumbent,Won-General,98700.24,32
State Representative,Donna Sheldon,REP,GA,Incumbent,Won-General,97525.0,104
State Representative,John Carson,REP,GA,Incumbent,Won-General,97073.97,46
State Senator,Gail Paulette Davenport,DEM,GA,Incumbent,Won-General,96595.24,44
State Senator,Joshua Robert McKoon,REP,GA,Incumbent,Won-General,96065.0,29
State Representative,Richard Golick,REP,GA,Incumbent,Won-General,94139.42,40
State Representative,Barry Fleming,REP,GA,Open,Won-General,91567.0,121
State Representative,L Watson,REP,GA,Incumbent,Won-General,91558.41,166
State Representative,Chuck Sims,REP,GA,Incumbent,Won-General,91260.95,169
State Representative,Ellis Black,REP,GA,Incumbent,Won-General,91233.96,174
State Representative,Mandi Ballinger,REP,GA,Open,Won-General,90424.0,23
State Senator,Stephen Gooch,REP,GA,Incumbent,Won-General,88857.53,51
State Representative,James Hugh Roberts,REP,GA,Incumbent,Won-General,88520.12,155
State Senator,Thorborn Ross Tolleson Jr.,REP,GA,Incumbent,Won-General,88465.0,20
State Representative,Matthew Dollar,REP,GA,Incumbent,Won-General,86816.89,45
State Senator,Judson Hill,REP,GA,Incumbent,Won-General,85230.0,32
State Representative,Michael Miller,REP,GA,Open,Lost-Primary Runoff,84301.0,66
State Representative,Alfred Powell Jr.,REP,GA,Incumbent,Won-General,83930.64,171
State Representative,Mark Williams,REP,GA,Incumbent,Lost-General,83900.0,96
State Representative,Samuel Watson,REP,GA,Open,Won-General,82995.01,172
State Representative,Carolyn Hugley,DEM,GA,Incumbent,Won-General,82451.2,136
State Representative,D Kelley,REP,GA,Challenger,Won-General,81149.98,16
State Representative,Lee Hawkins Jr.,REP,GA,Open,Won-General,80350.64,27
State Representative,Carlton Rogers,REP,GA,Incumbent,Won-General,77625.2,29
U.S. Representative,Jody Cooley,DEM,GA,Open,Lost-General,77403.01,9
State Senator,William Hambrick III,REP,GA,Incumbent,Withdrew-General,77125.0,30
State Senator,William Ligon Jr.,REP,GA,Incumbent,Won-General,76897.86,3
State Senator,Vincent Fort,DEM,GA,Incumbent,Won-General,76660.0,39
State Senator,Ed Harbison,DEM,GA,Incumbent,Won-General,75619.61,15
State Representative,Regina Quick,REP,GA,Open,Won-General,74248.25,117
State Representative,Valerie Clark,REP,GA,Incumbent,Won-General,74090.0,101
State Representative,John Pezold,REP,GA,Open,Won-General,74088.06,133
State Representative,Dale Rutledge,REP,GA,Open,Won-General,73633.26,109
State Senator,Charles Hufstetler,REP,GA,Open,Won-General,72985.0,52
State Senator,Gloria Butler,DEM,GA,Incumbent,Won-General,71939.42,55
State Senator,Curt Thompson,DEM,GA,Incumbent,Won-General,70916.06,5
Supreme Court-Hunstein Seat,Carol Hunstein,IND,GA,Incumbent,Default Winner-General,70723.12,nan
State Representative,Darlene Taylor,REP,GA,Incumbent,Won-General,69791.32,173
State Representative,Margaret Kaiser,DEM,GA,Incumbent,Won-General,69680.07,59
State Representative,Hugh Brewster Williamson III,REP,GA,Incumbent,Won-General,69649.08,115
State Representative,Chris Boedeker,REP,GA,Challenger,Lost-General,69105.79,81
