office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Bernard Sanders,IND,VT,Incumbent,Won-General,7837282.26,nan
U.S. Representative,Peter Welch,DEM,VT,Incumbent,Won-General,1264759.26,1
Governor,Peter Shumlin,DEM,VT,Incumbent,Won-General,1263393.72,nan
Governor,Randolph Brock III,REP,VT,Challenger,Lost-General,255061.83,nan
Treasurer,Beth Pearce,DEM,VT,Open,Won-General,248224.96,nan
Attorney General,John McMullen,REP,VT,Challenger,Lost-General,212389.79,nan
Lieutenant Governor,Philip Scott,REP,VT,Incumbent,Won-General,190563.64,nan
Attorney General,William Sorrell,DEM,VT,Incumbent,Won-General,189099.38,nan
U.S. Senator,John Macgovern,REP,VT,Challenger,Lost-General,134592.0,nan
Auditor,Vincent Illuzzi,REP,VT,Open,Lost-General,128349.29,nan
Treasurer,Wendy Wilton,REP,VT,Open,Lost-General,99283.32,nan
Auditor,Doug Hoffer,DEM,VT,Open,Won-General,55670.34,nan
Lieutenant Governor,Cassandra Gekas,DEM,VT,Challenger,Lost-General,50200.02,nan
Senator Chittenden,David Zuckerman,DEM,VT,Challenger,Won-General,39253.08,nan
Senator Chittenden,Debbie Ingram,DEM,VT,Challenger,Lost-General,30984.14,nan
Secretary Of State,Jim Condos,DEM,VT,Incumbent,Won-General,29744.46,nan
Senator Windsor,John Campbell,DEM,VT,Incumbent,Won-General,24118.93,nan
Senator Chittenden,Philip Baruth,DEM,VT,Incumbent,Won-General,22462.0,nan
Senator Lamoille,Richard Westman,REP,VT,Incumbent,Won-General,21552.0,nan
Senator Chittenden,Diane Snelling,REP,VT,Incumbent,Won-General,19021.91,nan
Senator Chittenden,Sally Fox,DEM,VT,Incumbent,Won-General,18157.52,nan
Senator Windsor,Dick Tracy,REP,VT,Challenger,Lost-General,16735.0,nan
Representative Chittenden-6-3,Jill Krowinski,DEM,VT,Open,Won-General,16594.88,nan
Senator Essex-Orleans,John Rodgers,DEM,VT,Challenger,Won-General,16259.27,nan
Senator Franklin,Dustin Allard Degree,REP,VT,Open,Lost-General,15627.12,nan
Senator Franklin,Norman McAllister,REP,VT,Open,Won-General,15195.0,nan
Representative Windsor-Orange-1,Sarah Buxton,DEM,VT,Incumbent,Won-General,15036.18,nan
Senator Addison,Christopher Bray,DEM,VT,Challenger,Won-General,14888.45,nan
Senator Essex-Orleans,Robert Lewis,REP,VT,Challenger,Lost-General,14000.32,nan
Senator Chittenden,Robert Letovsky,IND,VT,Challenger,Lost-General,13963.82,nan
Senator Caledonia,Jane Kitchel,DEM,VT,Incumbent,Won-General,13898.39,nan
Senator Washington,William Doyle,REP,VT,Incumbent,Won-General,13022.22,nan
Representative Lamoille-Washington,Shap Smith,DEM,VT,Incumbent,Won-General,12722.46,nan
Representative Lamoille-1,Heidi Scheuermann,REP,VT,Incumbent,Won-General,12471.93,nan
Senator Washington,Bernard Barnett,REP,VT,Challenger,Lost-General,12245.07,nan
Representative Windham-Bennington-Windsor,Charles Goodwin,IND,VT,Open,Won-General,12202.29,nan
Representative Chittenden-5-2,George Schiavone,REP,VT,Challenger,Lost-General,11404.0,nan
Representative Windsor-5,Alison Clarkson,DEM,VT,Incumbent,Won-General,11388.89,nan
Senator Bennington,Richard Sears Jr.,DEM,VT,Incumbent,Won-General,11105.33,nan
Senator Chittenden,Tim Ashe,DEM,VT,Incumbent,Won-General,10525.84,nan
Senator Chittenden,Robert Kiss,IND,VT,Challenger,Lost-General,10314.0,nan
Senator Washington,Anthony Pollina,DEM,VT,Incumbent,Won-General,10310.75,nan
Senator Orange,Mark Macdonald,DEM,VT,Incumbent,Won-General,10246.29,nan
Senator Bennington,Robert Hartwell,DEM,VT,Incumbent,Won-General,9955.02,nan
Representative Franklin-3-2,Eileen Dickinson,REP,VT,Incumbent,Won-General,9486.18,nan
