office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Rob Sobhani,IND,MD,Challenger,Lost-General,8058180.0,nan
U.S. Senator,Benjamin Cardin,DEM,MD,Incumbent,Won-General,7062920.29,nan
U.S. Representative,John Delaney,DEM,MD,Challenger,Won-General,4625053.77,6
U.S. Representative,Steny Hoyer,DEM,MD,Incumbent,Won-General,4290261.92,5
U.S. Senator,Daniel John Bongino,REP,MD,Challenger,Lost-General,1783855.58,nan
U.S. Representative,Christopher Van Hollen Jr.,DEM,MD,Incumbent,Won-General,1783249.9,8
U.S. Representative,Andrew Harris,REP,MD,Incumbent,Won-General,1568555.28,1
U.S. Representative,A Dutch Ruppersberger,DEM,MD,Incumbent,Won-General,1399294.31,2
U.S. Representative,Roscoe Bartlett,REP,MD,Incumbent,Lost-General,1141477.75,6
U.S. Representative,John Sarbanes,DEM,MD,Incumbent,Won-General,1015229.0,3
U.S. Representative,Elijah Cummings,DEM,MD,Incumbent,Won-General,785024.12,7
U.S. Representative,Donna Fern Edwards,DEM,MD,Incumbent,Won-General,782256.19,4
U.S. Representative,Nancy Jacobs,REP,MD,Challenger,Lost-General,259899.32,2
U.S. Representative,John Laferla,DEM,MD,Challenger,Lost-General,238848.38,1
U.S. Representative,Ken Timmerman,REP,MD,Challenger,Lost-General,215517.0,8
U.S. Representative,Wendy Rosen,DEM,MD,Challenger,Lost-General,194397.54,1
U.S. Representative,Anthony Odonnell,REP,MD,Challenger,Lost-General,138016.12,5
U.S. Representative,Faith Loudon,REP,MD,Challenger,Lost-General,84330.27,4
U.S. Representative,Eric Delano Knowles,REP,MD,Challenger,Lost-General,29907.1,3
U.S. Senator,Dean Ahmad,LIB,MD,Challenger,Lost-General,16695.0,nan
U.S. Representative,Frank Mirabile Jr.,REP,MD,Challenger,Lost-General,14930.0,7
U.S. Representative,Mark Grannis,LIB,MD,Challenger,Lost-General,8164.95,8
U.S. Representative,Muir Wayne Boda,LIB,MD,Challenger,Lost-General,1563.0,1
Supreme Court District 003,Lynn Ann Battaglia,IND,MD,Incumbent,Won-Retention,0.0,nan
Supreme Court District 006,Robert Bell,IND,MD,Incumbent,Won-Retention,0.0,nan
Supreme Court District 002,Robert McDonald,IND,MD,Incumbent,Won-Retention,0.0,nan
Appellate Court District 4Th Circuit,Michele Hotten,IND,MD,Incumbent,Won-Retention,0.0,nan
Appellate Court District 6Th Circuit,Shirley Marie Watts,IND,MD,Incumbent,Won-Retention,0.0,nan
Appellate Court District At Large-Berger Seat,Stuart Berger,IND,MD,Incumbent,Won-Retention,0.0,nan
U.S. Representative,Leo Wayne Dymowski,LIB,MD,Challenger,Lost-General,0.0,2
U.S. Representative,Paul William Drgos Jr.,LIB,MD,Challenger,Lost-General,0.0,3
U.S. Representative,Scott Soffen,LIB,MD,Challenger,Lost-General,0.0,4
U.S. Representative,Bob Auerbach,GRN,MD,Challenger,Lost-General,0.0,5
U.S. Representative,Arvin Vohra,LIB,MD,Challenger,Lost-General,0.0,5
U.S. Representative,Nickolaus Mueller,LIB,MD,Challenger,Lost-General,0.0,6
U.S. Representative,George Gluck,GRN,MD,Challenger,Lost-General,0.0,8
U.S. Representative,Ronald Owens-Bey,LIB,MD,Challenger,Lost-General,0.0,7
