office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,David Dewhurst III,REP,TX,Open,Lost-Primary Runoff,44589395.17,nan
U.S. Senator,Rafael Edward Cruz,REP,TX,Open,Won-General,13068092.07,nan
State Representative,Joseph Straus III,REP,TX,Incumbent,Won-General,6540399.46,121
State Senator,Wendy Davis,DEM,TX,Incumbent,Won-General,5237603.97,10
Railroad Commissioner,Barry Smitherman,REP,TX,Incumbent,Won-General,5132632.14,nan
State Senator,Mark Shelton,REP,TX,Challenger,Lost-General,3340325.49,10
U.S. Representative,Jeb Hensarling,REP,TX,Incumbent,Won-General,2996295.93,5
U.S. Representative,Roger Williams,REP,TX,Open,Won-General,2959110.73,25
Railroad Commissioner,Christi Craddick,REP,TX,Open,Won-General,2841357.53,nan
U.S. Representative,Francisco Raul Canseco,REP,TX,Incumbent,Lost-General,2746785.44,23
State Representative,Daniel Branch,REP,TX,Incumbent,Won-General,2592470.44,108
State Senator,John Carona Sr.,REP,TX,Incumbent,Won-General,2410780.4,16
State Senator,Thomas Williams,REP,TX,Incumbent,Won-General,2406367.35,4
U.S. Representative,Domingo Garcia,DEM,TX,Open,Lost-Primary Runoff,2320276.0,33
State Senator,Juan Hinojosa,DEM,TX,Incumbent,Won-General,2303398.33,20
Supreme Court-Willett Seat,Don Willett,REP,TX,Incumbent,Won-General,2266515.15,nan
State Senator,Judith Zaffirini,DEM,TX,Incumbent,Won-General,2255381.54,21
State Senator,Earl Jeffrey Wentworth,REP,TX,Incumbent,Lost-Primary Runoff,2069776.0,25
State Senator,Larry Taylor,REP,TX,Open,Won-General,2025873.06,11
U.S. Representative,Pete Sessions,REP,TX,Incumbent,Won-General,1835778.62,32
State Senator,Royce West,DEM,TX,Open,Won-General,1723744.55,23
U.S. Representative,Pete Gallego,DEM,TX,Challenger,Won-General,1718815.96,23
State Senator,Kelly Hancock,REP,TX,Open,Won-General,1712407.49,9
U.S. Representative,Lamar Smith,REP,TX,Incumbent,Won-General,1708596.92,21
U.S. Representative,Lloyd Doggett,DEM,TX,Incumbent,Won-General,1647512.76,35
U.S. Representative,Enrique Cuellar,DEM,TX,Incumbent,Won-General,1640291.86,28
U.S. Representative,Randy Neugebauer,REP,TX,Incumbent,Won-General,1523353.85,19
U.S. Representative,Joaquin Castro,DEM,TX,Open,Won-General,1495712.51,20
State Senator,Kel Seliger,REP,TX,Incumbent,Won-General,1397084.52,31
U.S. Representative,Kevin Brady,REP,TX,Incumbent,Won-General,1396972.71,8
U.S. Representative,Michael Conaway,REP,TX,Incumbent,Won-General,1395558.2,11
U.S. Representative,Kay Granger,REP,TX,Incumbent,Won-General,1368347.5,12
U.S. Representative,Randy Weber,REP,TX,Open,Won-General,1359846.0,14
U.S. Representative,Pete Olson,REP,TX,Incumbent,Won-General,1321708.69,22
State Senator,Leticia Van De Putte,DEM,TX,Incumbent,Won-General,1275567.89,26
U.S. Representative,Joe Barton,REP,TX,Incumbent,Won-General,1264008.44,6
State Senator,Troy Fraser,REP,TX,Incumbent,Won-General,1232323.43,24
U.S. Representative,William Flores,REP,TX,Incumbent,Won-General,1221655.21,17
U.S. Representative,Marc Veasey,DEM,TX,Open,Won-General,1213219.72,33
U.S. Representative,Randolph Farenthold,REP,TX,Incumbent,Won-General,1182328.17,27
U.S. Representative,Nick Lampson,DEM,TX,Open,Lost-General,1182135.5,14
State Senator,John Whitmire,DEM,TX,Incumbent,Won-General,1179258.92,15
State Senator,Craig Estes,REP,TX,Incumbent,Won-General,1173510.29,30
State Senator,Robert Duncan,REP,TX,Incumbent,Won-General,1152789.09,28
U.S. Representative,Sam Johnson,REP,TX,Incumbent,Won-General,1137194.68,3
State Representative,Todd Hunter,REP,TX,Incumbent,Won-General,1096416.0,32
U.S. Representative,Michael McCaul,REP,TX,Incumbent,Won-General,1070771.91,10
U.S. Representative,Mac Thornberry,REP,TX,Incumbent,Won-General,1062858.56,13
State Senator,Eddie Lucio Jr.,DEM,TX,Incumbent,Won-General,1055603.88,27
State Senator,Robert Nichols,REP,TX,Incumbent,Won-General,1055293.11,3
U.S. Representative,Michael Burgess,REP,TX,Incumbent,Won-General,1042910.98,26
U.S. Representative,Gene Green,DEM,TX,Incumbent,Won-General,1022538.41,29
State Senator,Kirk Watson,DEM,TX,Incumbent,Won-General,981170.57,14
State Representative,Greg Bonnen,REP,TX,Open,Won-General,966933.81,24
State Senator,Charles Schwertner,REP,TX,Open,Won-General,963353.57,5
U.S. Representative,Ted Poe,REP,TX,Incumbent,Won-General,957783.31,2
State Representative,Jose M) Lozano Jr.,REP,TX,Incumbent,Won-General,944507.06,43
State Representative,Sarah Davis,REP,TX,Incumbent,Won-General,941539.68,134
State Representative,Ken King,REP,TX,Open,Won-General,935134.86,88
U.S. Representative,John Carter,REP,TX,Incumbent,Won-General,879387.42,31
U.S. Representative,Filemon Vela,DEM,TX,Open,Won-General,876406.28,34
State Representative,Harvey Ray Hildebran,REP,TX,Incumbent,Won-General,876197.54,53
State Representative,Donald Margo,REP,TX,Incumbent,Lost-General,836446.29,78
U.S. Representative,John Culberson,REP,TX,Incumbent,Won-General,831047.5,7
State Senator,Jane Nelson,REP,TX,Incumbent,Won-General,818508.81,12
State Senator,Carlos Uresti,DEM,TX,Incumbent,Won-General,816097.49,19
U.S. Representative,Felicia Harris,REP,TX,Open,Lost-Primary Runoff,810359.26,14
State Representative,Jim Pitts,REP,TX,Incumbent,Won-General,797111.57,10
U.S. Representative,Eddie Bernice Johnson,DEM,TX,Incumbent,Won-General,786419.0,30
State Senator,Kenneth Paxton Jr.,REP,TX,Open,Won-General,783465.44,8
Railroad Commissioner,Warren Chisum,REP,TX,Open,Lost-Primary Runoff,782257.04,nan
U.S. Representative,Kenny Marchant,REP,TX,Incumbent,Won-General,779956.5,24
Supreme Court-Hecht Seat,Nathan Hecht,REP,TX,Incumbent,Won-General,779284.2,nan
U.S. Representative,Stephen Vincent Takach,REP,TX,Open,Lost-Primary Runoff,774376.49,36
State Representative,Charles Hopson,REP,TX,Incumbent,Lost-Primary Runoff,763230.32,11
State Senator,Kevin Eltife,REP,TX,Incumbent,Won-General,755990.0,1
State Representative,Steve Nguyen,REP,TX,Open,Lost-Primary Runoff,748145.01,115
U.S. Representative,Beto Orourke,DEM,TX,Open,Won-General,730652.37,16
U.S. Representative,Louis Gohmert Jr.,REP,TX,Incumbent,Won-General,725437.0,1
State Senator,Mario Gallegos Jr.,DEM,TX,Incumbent,Won-General,725333.16,6
State Representative,Wayne Faircloth,REP,TX,Challenger,Lost-General,719549.42,23
State Senator,Glenn Hegar Jr.,REP,TX,Incumbent,Won-General,690971.6,18
State Senator,Dan Goeb Patrick,REP,TX,Incumbent,Won-General,690954.93,7
State Representative,James White,REP,TX,Incumbent,Won-General,676159.59,19
State Representative,Kenneth Sheets,REP,TX,Incumbent,Won-General,655057.67,107
U.S. Senator,Paul Sadler,DEM,TX,Open,Lost-General,651089.39,nan
Supreme Court-Medina Seat,David Medina,REP,TX,Incumbent,Lost-Primary Runoff,650166.55,nan
