office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Jon Tester,DEM,MT,Incumbent,Won-General,14076569.73,nan
U.S. Senator,Dennis Rehberg,REP,MT,Challenger,Lost-General,9410538.6,nan
Governor,Richard Hill,REP,MT,Open,Lost-General,2297294.57,nan
Governor,Stephen Clark Bullock,DEM,MT,Open,Won-General,1863102.61,nan
U.S. Representative,Steven Daines,REP,MT,Open,Won-General,1822731.39,1
U.S. Representative,Kim Gillan,DEM,MT,Open,Lost-General,992943.73,1
Attorney General,Pam Bucy,DEM,MT,Open,Lost-General,385979.19,nan
Attorney General,Timothy Fox,REP,MT,Open,Won-General,362069.8,nan
Superintendent Of Public Instruction,Denise Juneau,DEM,MT,Incumbent,Won-General,186880.57,nan
Auditor,Monica Lindeen,DEM,MT,Incumbent,Won-General,138232.74,nan
Superintendent Of Public Instruction,Sandy Welch,REP,MT,Challenger,Lost-General,107314.01,nan
Secretary Of State,Linda McCulloch,DEM,MT,Incumbent,Won-General,96199.48,nan
Supreme Court-005,Laurie McKinnon,IND,MT,Open,Won-General,81169.45,nan
Supreme Court-005,Ed Sheehy,IND,MT,Open,Lost-General,76309.68,nan
Secretary Of State,Brad Johnson,REP,MT,Challenger,Lost-General,73518.85,nan
Governor,Jeffrey Essmann,REP,MT,Open,Withdrew-Primary,61713.3,nan
State Senator,John Brenden,REP,MT,Incumbent,Won-General,58231.45,18
Public Service Commissioner District 002,Chuck Tooley,DEM,MT,Open,Lost-General,49446.79,nan
Auditor,Derek Skees,REP,MT,Challenger,Lost-General,44997.38,nan
State Senator,Roger Webb,REP,MT,Open,Won-General,44884.64,24
Supreme Court-006,Brian Morris,IND,MT,Incumbent,Won-Retention,44395.0,nan
State Senator,Janna Taylor,REP,MT,Open,Won-General,42940.0,6
Public Service Commissioner District 004,Gail Lynn Gutsche,DEM,MT,Incumbent,Lost-General,38594.93,nan
Public Service Commissioner District 003,Roger Koopman,REP,MT,Challenger,Won-General,36634.84,nan
Public Service Commissioner District 003,John Vincent,DEM,MT,Incumbent,Lost-General,30025.02,nan
State Representative,Steven Fitzpatrick,REP,MT,Incumbent,Won-General,29818.96,20
State Senator,Malcolm Long,REP,MT,Open,Lost-General,29681.6,26
State Representative,Jenny Eck,DEM,MT,Open,Won-General,29075.69,82
