office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Thomas Cotton,REP,AR,Open,Won-General,4271027.6,4
U.S. Representative,John Timothy Griffin,REP,AR,Incumbent,Won-General,1608893.34,2
U.S. Representative,Eric Alan Crawford,REP,AR,Incumbent,Won-General,1323059.16,1
U.S. Representative,Steve Womack,REP,AR,Incumbent,Won-General,962280.93,3
U.S. Representative,Clark Hall,DEM,AR,Open,Lost-Primary Runoff,414545.36,1
State Senator,Jason Rapert,REP,AR,Incumbent,Won-General,374510.11,35
U.S. Representative,Scott Ellington,DEM,AR,Challenger,Lost-General,372025.1,1
U.S. Representative,Byrum Hurst,DEM,AR,Open,Lost-Primary Runoff,357971.0,4
State Senator,Linda Tyler,DEM,AR,Challenger,Lost-General,273343.54,35
U.S. Representative,Herbert Rule,DEM,AR,Challenger,Lost-General,240670.3,2
State Senator,Keith Ingram,DEM,AR,Open,Default Winner-General,227240.49,24
State Senator,Jon Woods,REP,AR,Open,Won-General,218550.24,7
State Senator,Robert Thompson,DEM,AR,Incumbent,Won-General,217661.06,20
Supreme Court004,Josephine Linker Hart,IND,AR,Open,Default Winner-General,209229.55,nan
State Senator,Mike Akin,REP,AR,Open,Lost-General,200941.09,26
State Senator,Joyce Elliott,DEM,AR,Incumbent,Won-General,180438.8,31
State Senator,David Johnson,DEM,AR,Incumbent,Won-General,180219.56,32
State Senator,Jonathan Dismang,REP,AR,Incumbent,Won-General,177133.15,28
State Senator,Missy Thomas Irvin,REP,AR,Incumbent,Won-General,173682.19,18
State Senator,David Sanders,REP,AR,Open,Won-General,169993.83,15
State Senator,Barry Hyde,DEM,AR,Open,Lost-General,168905.92,34
State Senator,Bart Hester,REP,AR,Open,Default Winner-General,159112.16,1
State Senator,Tiffany Rogers,DEM,AR,Challenger,Lost-General,155457.0,28
Appellate Court District 002002,Rhonda Wood,IND,AR,Open,Default Winner-General,147688.73,nan
State Representative,Warwick Sabin,DEM,AR,Open,Default Winner-General,143566.69,33
State Representative,John Vines,DEM,AR,Incumbent,Won-General,141681.87,25
State Senator,Larry Teague,DEM,AR,Incumbent,Default Winner-General,136609.81,10
State Senator,Jerry Brown,DEM,AR,Open,Lost-General,126363.75,23
State Senator,Steve Harrelson,DEM,AR,Incumbent,Lost-General,126146.97,11
State Representative,Jim Nickels,DEM,AR,Incumbent,Won-General,125124.73,41
State Senator,David Wyatt,DEM,AR,Incumbent,Won-General,124640.65,19
State Senator,Jimmy Hickey Jr.,REP,AR,Challenger,Won-General,123405.52,11
State Senator,Jeremy Young Hutchinson,REP,AR,Incumbent,Default Winner-General,122011.91,33
State Senator,John Hoyt,DEM,AR,Open,Lost-General,119976.1,15
State Senator,Mike Fletcher,DEM,AR,Incumbent,Lost-General,119311.44,13
State Senator,Jane English,REP,AR,Open,Won-General,119257.48,34
State Senator,Bobby Pierce,DEM,AR,Open,Won-General,115928.58,27
State Representative,Mary Broadaway,DEM,AR,Open,Won-General,115801.96,57
State Senator,Gary Stubblefield,REP,AR,Open,Won-General,114398.74,6
State Representative,Barbara Graves,DEM,AR,Challenger,Lost-General,113568.47,32
State Senator,Eddie Cheatham,DEM,AR,Open,Won-General,113288.13,26
State Senator,Michael Lamoureux,REP,AR,Incumbent,Default Winner-General,113172.22,16
State Senator,Bruce Holland,REP,AR,Incumbent,Won-General,112216.05,9
Appellate Court District 001002,Phillip Whiteaker,IND,AR,Open,Won-General,111427.67,nan
State Representative,Harold Copenhaver,DEM,AR,Challenger,Won-General,107671.13,58
State Representative,Charles Collins,REP,AR,Incumbent,Won-General,107576.01,84
State Senator,Eddie Joe Williams,REP,AR,Incumbent,Default Winner-General,107108.25,29
State Representative,Mary Gay Shipley,DEM,AR,Open,Lost-Primary Runoff,101230.88,55
State Representative,J Bryant,DEM,AR,Open,Lost-General,98386.1,52
State Senator,Tracy Pennartz,DEM,AR,Challenger,Lost-General,97133.67,9
State Senator,Alan Clark,REP,AR,Challenger,Won-General,95358.37,13
State Senator,Bruce Maloch,DEM,AR,Open,Default Winner-General,93721.72,12
Appellate Court District 003002,Kenneth Hixson,IND,AR,Open,Default Winner-General,92423.0,nan
State Senator,John Paul Wells,DEM,AR,Open,Lost-General,92089.96,6
U.S. Representative,Harmon Gene Jeffress,DEM,AR,Open,Lost-General,91120.0,4
State Senator,Henry Frisby II,REP,AR,Open,Lost-General,90896.02,27
State Senator,Uvalde Lindsey,DEM,AR,Open,Default Winner-General,90615.82,4
State Representative,Stephen Magie,DEM,AR,Open,Won-General,90554.63,72
State Representative,Allen Kerr,REP,AR,Incumbent,Won-General,90331.03,32
State Senator,Bryan King,REP,AR,Open,Default Winner-General,89092.0,5
State Representative,Fred Harris,DEM,AR,Open,Lost-General,88650.5,18
State Representative,David Kizzia,DEM,AR,Challenger,Won-General,86068.73,26
State Senator,Paul Bookout,DEM,AR,Incumbent,Default Winner-General,80950.0,21
State Senator,Blake Johnson,REP,AR,Challenger,Lost-General,78240.0,20
State Senator,Diana Gonzales Worthen,DEM,AR,Open,Lost-General,76498.95,7
State Senator,Ronald Caldwell,REP,AR,Open,Won-General,75570.2,23
State Representative,Mike Holcomb,DEM,AR,Open,Won-General,74163.57,10
State Senator,Gregg Reep,DEM,AR,Open,Lost-Primary Runoff,73939.66,26
