office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Ladda Duckworth,DEM,IL,Challenger,Won-General,5391636.17,8
State Senator,John Cullerton,DEM,IL,Incumbent,Won-General,4871241.17,6
U.S. Representative,Robert James Dold Jr.,REP,IL,Incumbent,Lost-General,4552979.26,10
U.S. Representative,Aaron Schock,REP,IL,Incumbent,Won-General,4376787.7,18
U.S. Representative,George William Foster,DEM,IL,Challenger,Won-General,3504794.57,11
State Representative,Michael Madigan,DEM,IL,Incumbent,Won-General,3337553.17,22
U.S. Representative,Peter Roskam,REP,IL,Incumbent,Won-General,3320998.87,6
State Senator,Christine Radogno,REP,IL,Incumbent,Won-General,3280655.09,41
U.S. Representative,Bradley Scott Schneider,DEM,IL,Challenger,Won-General,3114491.36,10
U.S. Representative,Judy Biggert,REP,IL,Incumbent,Lost-General,2909334.33,11
State Representative,Tom Cross,REP,IL,Incumbent,Won-General,2740227.59,97
U.S. Representative,Robert Todd Schilling,REP,IL,Incumbent,Lost-General,2691738.41,17
U.S. Representative,Cheri Callahan Bustos,DEM,IL,Challenger,Won-General,2226784.57,17
State Senator,Dan Kotowski,DEM,IL,Incumbent,Won-General,2173440.23,28
Supreme Court District 001-Theis Seat,Mary Jane Theis,DEM,IL,Incumbent,Won-General,2091248.04,nan
U.S. Representative,John Shimkus,REP,IL,Incumbent,Won-General,2082506.06,15
U.S. Representative,Adam Daniel Kinzinger,REP,IL,Incumbent,Won-General,2015740.68,16
U.S. Representative,Joe Walsh,REP,IL,Incumbent,Lost-General,1994658.25,8
State Senator,Mike Jacobs,DEM,IL,Incumbent,Won-General,1796079.55,36
State Senator,Andy Manar,DEM,IL,Open,Won-General,1726356.05,48
State Representative,David McSweeney,REP,IL,Open,Won-General,1567911.37,52
State Representative,Angelo Saviano,REP,IL,Incumbent,Lost-General,1497836.31,77
State Senator,Gary Forby,DEM,IL,Incumbent,Won-General,1487733.46,59
U.S. Representative,Rodney Davis,REP,IL,Open,Won-General,1467110.67,13
U.S. Representative,Randall Mark Hultgren,REP,IL,Incumbent,Won-General,1376500.3,14
U.S. Representative,Janice Schakowsky,DEM,IL,Incumbent,Won-General,1356964.42,9
U.S. Representative,Jason Plummer,REP,IL,Open,Lost-General,1349876.39,12
State Senator,William Haine,DEM,IL,Incumbent,Won-General,1349175.16,56
U.S. Representative,David Gill,DEM,IL,Open,Lost-General,1335982.35,13
U.S. Representative,William Enyart Jr.,DEM,IL,Open,Won-General,1256802.44,12
State Senator,John Sullivan,DEM,IL,Incumbent,Won-General,1244515.7,47
State Senator,Donald Harmon,DEM,IL,Incumbent,Won-General,1241129.35,39
State Senator,Kirk Dillard,REP,IL,Incumbent,Won-General,1237043.72,24
State Senator,David Koehler,DEM,IL,Incumbent,Won-General,1107252.31,46
State Senator,Mike McElroy,REP,IL,Open,Lost-General,1021636.38,48
State Representative,Dee Beaubien,IND,IL,Open,Lost-General,1020745.86,52
State Representative,Stephanie Kifowit,DEM,IL,Open,Won-General,1007716.12,84
U.S. Representative,Jesse Jackson Jr.,DEM,IL,Incumbent,Won-General,1003756.46,2
State Representative,Daniel Beiser,DEM,IL,Incumbent,Won-General,986701.9,111
State Senator,James Clayborne Jr.,DEM,IL,Incumbent,Won-General,979021.09,57
State Representative,Louis Lang,DEM,IL,Incumbent,Won-General,975697.07,16
State Senator,Pat Sullivan,REP,IL,Challenger,Lost-General,975480.25,46
State Representative,Carol Sente,DEM,IL,Incumbent,Won-General,941121.79,59
State Representative,Martin Moylan,DEM,IL,Open,Won-General,924209.6,55
State Senator,Melinda Bush,DEM,IL,Open,Won-General,884610.29,31
State Senator,Garrett Peck,REP,IL,Open,Lost-General,880660.03,49
State Senator,Jennifer Bertino-Tarrant,DEM,IL,Open,Won-General,847578.07,49
State Representative,Natalie Manley,DEM,IL,Open,Won-General,840249.03,98
State Senator,Carole Pankau,REP,IL,Incumbent,Lost-General,838892.0,23
U.S. Representative,Daniel William Lipinski,DEM,IL,Incumbent,Won-General,813907.04,3
State Representative,Elaine Nekritz,DEM,IL,Incumbent,Won-General,794641.62,57
State Senator,Antonio Munoz,DEM,IL,Incumbent,Won-General,765847.86,1
State Senator,Bill Albracht,REP,IL,Challenger,Lost-General,763212.95,36
