office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Joseph Manchin III,DEM,WV,Incumbent,Won-General,4719556.0,nan
Governor,Earl Ray Tomblin,DEM,WV,Incumbent,Won-General,3451851.61,nan
Governor,William Maloney,REP,WV,Challenger,Lost-General,2677709.58,nan
U.S. Representative,Shelley Moore Capito,REP,WV,Incumbent,Won-General,2444689.86,2
U.S. Representative,David McKinley,REP,WV,Incumbent,Won-General,2063671.23,1
Attorney General,Patrick Morrisey,REP,WV,Challenger,Won-General,2062058.55,nan
U.S. Senator,John Reeves Raese,REP,WV,Challenger,Lost-General,1697920.08,nan
Supreme Court-Davis Seat,Letitia Chafin,DEM,WV,Challenger,Lost-General,1554685.75,nan
U.S. Representative,Nick Joe Rahall II,DEM,WV,Incumbent,Won-General,1377309.46,3
Supreme Court-Davis Seat,Robin Jean Davis,DEM,WV,Incumbent,Won-General,1279180.87,nan
U.S. Representative,Rick Snuffer,REP,WV,Challenger,Lost-General,606724.77,3
Supreme Court-Davis Seat,Allen Loughry,REP,WV,Challenger,Won-General,458912.0,nan
State Senator,William Paul Cole III,REP,WV,Challenger,Won-General,297234.0,6
Attorney General,Darrell McGraw Jr.,DEM,WV,Incumbent,Lost-General,234013.12,nan
Agriculture Commissioner,Walt Helmick,DEM,WV,Open,Won-General,233407.36,nan
Treasurer,John Perdue,DEM,WV,Incumbent,Won-General,224007.16,nan
U.S. Representative,Sue Thorn,DEM,WV,Challenger,Lost-General,190209.47,1
State Senator,Herb Snyder,DEM,WV,Incumbent,Won-General,180334.74,16
Agriculture Commissioner,Kent Leonhardt,REP,WV,Open,Lost-General,147602.08,nan
State Senator,Daniel Hall,DEM,WV,Open,Won-General,144431.64,9
State Senator,Roman Prezioso Jr.,DEM,WV,Incumbent,Won-General,112339.61,13
State Representative,Fredrik Eric Nelson Jr.,REP,WV,Incumbent,Won-General,108835.0,35
State Representative,John McCuskey,REP,WV,Challenger,Won-General,104073.36,35
State Representative,Stephen Skinner,DEM,WV,Open,Won-General,99402.66,67
State Senator,James Ruland,REP,WV,Challenger,Lost-General,98883.66,16
State Representative,Barbara Evans Fleischauer,DEM,WV,Incumbent,Won-General,96528.33,51
State Representative,Timothy Miley,DEM,WV,Incumbent,Won-General,95680.0,48
State Representative,Michael Caputo,DEM,WV,Incumbent,Won-General,94627.11,50
State Representative,Harry Keith White,DEM,WV,Incumbent,Won-General,94609.0,21
State Representative,Suzette Raines,REP,WV,Challenger,Won-General,91021.84,35
State Senator,Harold Jackson Yost Jr.,DEM,WV,Incumbent,Won-General,90885.13,1
State Representative,Christopher Morris,DEM,WV,Challenger,Lost-General,88199.01,35
State Senator,Arthur Kirkendoll,DEM,WV,Incumbent,Won-General,85475.0,7
Treasurer,Mike Hall,REP,WV,Challenger,Lost-General,85145.02,nan
Auditor,Glen Gainer III,DEM,WV,Incumbent,Won-General,84519.36,nan
State Senator,Corey Palumbo,DEM,WV,Incumbent,Won-General,82658.65,17
State Representative,Mark Allen Hunt,DEM,WV,Incumbent,Won-General,79036.14,36
State Senator,Joshua Martin,DEM,WV,Open,Lost-General,78650.0,8
State Representative,Randal Swartzmiller,DEM,WV,Incumbent,Won-General,78334.28,1
State Senator,Robert Plymale,DEM,WV,Incumbent,Won-General,76615.46,5
State Representative,Nancy Lee Guthrie,DEM,WV,Incumbent,Won-General,74250.0,36
State Representative,Douglas John Skaff Jr.,DEM,WV,Incumbent,Won-General,73976.69,35
State Representative,Rick Thompson,DEM,WV,Incumbent,Won-General,73975.0,19
State Senator,Mark Wills,DEM,WV,Incumbent,Lost-General,72465.11,6
State Representative,Samuel Cann,DEM,WV,Incumbent,Won-General,71166.88,48
State Senator,Michael Bright,DEM,WV,Open,Lost-General,71066.93,4
State Senator,Jeffrey Vincent Kessler,DEM,WV,Incumbent,Won-General,70161.87,2
State Senator,Chris Walters,REP,WV,Open,Won-General,66998.66,8
State Senator,Douglas Eugene Facemire,DEM,WV,Incumbent,Won-General,60856.0,12
State Representative,Anthony Barill,DEM,WV,Incumbent,Won-General,60010.1,51
State Representative,Randy Smith,REP,WV,Challenger,Won-General,59663.6,53
State Representative,Bonnie Brown,DEM,WV,Incumbent,Lost-General,57555.29,35
State Representative,Ryan Ferns,DEM,WV,Incumbent,Won-General,56840.0,3
State Representative,Kevin Craig,DEM,WV,Incumbent,Won-General,54042.25,16
State Representative,Jill Upson,REP,WV,Challenger,Lost-General,53892.0,65
State Representative,Troy Andes,REP,WV,Incumbent,Won-General,52154.77,15
State Representative,Amanda Pasdon,REP,WV,Incumbent,Won-General,51289.0,51
State Representative,Barbara Hatfield,DEM,WV,Incumbent,Lost-General,49465.0,35
State Representative,Lawrence Brent Boggs,DEM,WV,Incumbent,Won-General,49095.0,34
State Representative,Carol Miller,REP,WV,Incumbent,Won-General,47766.42,16
State Representative,Douglas Reynolds,DEM,WV,Incumbent,Won-General,47367.67,17
State Representative,John Reese Maxey,DEM,WV,Open,Lost-General,44903.01,66
State Representative,Josh Stowers,DEM,WV,Incumbent,Won-General,44645.66,22
State Representative,William Wooton,DEM,WV,Challenger,Lost-General,44575.75,30
State Representative,Justin Marcum,DEM,WV,Open,Won-General,43272.03,20
State Representative,Shawn Lucas Fluharty,DEM,WV,Challenger,Lost-General,42594.0,3
State Representative,Clyde McKnight Jr.,DEM,WV,Open,Lost-General,41971.76,31
State Representative,Dan Poling,DEM,WV,Incumbent,Won-General,41950.0,10
State Representative,Bill Hamilton,REP,WV,Incumbent,Won-General,41729.88,45
State Representative,Donn Marshall,DEM,WV,Open,Lost-General,40693.1,63
State Representative,Rupert Phillips Jr.,DEM,WV,Incumbent,Won-General,40639.01,24
State Representative,Joshua Nelson,REP,WV,Challenger,Won-General,40528.55,23
State Representative,Linda Longstreth,DEM,WV,Incumbent,Won-General,40007.2,50
State Representative,Cynthia Lynne Frich,REP,WV,Challenger,Won-General,39408.42,51
State Representative,Tiffany Lawrence,DEM,WV,Incumbent,Won-General,39247.07,65
State Representative,John David Oneal IV,REP,WV,Incumbent,Won-General,39100.0,28
Supreme Court-Davis Seat,John Yoder,REP,WV,Challenger,Lost-General,38516.36,nan
Secretary Of State,Natalie Tennant,DEM,WV,Incumbent,Won-General,37915.0,nan
State Senator,Pat McGeehan,REP,WV,Challenger,Lost-General,37309.74,1
State Representative,Richard Iaquinta,DEM,WV,Incumbent,Won-General,37267.29,48
State Representative,Erikka Storch,REP,WV,Incumbent,Won-General,37103.1,3
State Representative,Jim Morgan,DEM,WV,Incumbent,Won-General,36534.71,16
State Representative,Robin Holstein,REP,WV,Challenger,Lost-General,36052.77,36
State Representative,Mike Ferro,DEM,WV,Incumbent,Won-General,33862.65,4
State Representative,Brady Paxton,DEM,WV,Incumbent,Won-General,33332.7,13
State Representative,Elliot Simon,REP,WV,Open,Lost-General,32901.34,67
State Representative,David Sidiropolis,DEM,WV,Challenger,Lost-General,32705.0,4
State Senator,Mitch Carmichael,REP,WV,Open,Won-General,32586.0,4
State Representative,Denzil Malone,DEM,WV,Challenger,Lost-General,32365.0,8
State Representative,Ronald Fragale,DEM,WV,Incumbent,Lost-General,32025.0,48
State Representative,Harry James Butler,REP,WV,Open,Won-General,31861.0,14
State Senator,Robert Lynn Williams,DEM,WV,Incumbent,Won-General,31100.0,14
State Representative,Michael Ankrom,REP,WV,Challenger,Lost-General,30894.69,17
State Representative,John Ellem,REP,WV,Incumbent,Won-General,30462.78,10
State Representative,Charlene Marshall,DEM,WV,Incumbent,Won-General,30295.0,51
State Representative,Denise Campbell,DEM,WV,Incumbent,Won-General,29700.0,43
State Representative,Phillip Diserio,DEM,WV,Open,Won-General,29675.0,2
State Representative,Timothy Manchin,DEM,WV,Incumbent,Won-General,29669.06,50
State Representative,David Perry,DEM,WV,Incumbent,Won-General,29615.0,32
State Representative,John Headley Shott,REP,WV,Challenger,Won-General,29372.29,27
State Representative,Michael Manypenny,DEM,WV,Incumbent,Won-General,29189.33,49
State Representative,Mary Poling,DEM,WV,Incumbent,Won-General,29090.1,47
State Representative,Kelli Sobonya,REP,WV,Incumbent,Won-General,28901.75,18
State Representative,Glenn Singer,DEM,WV,Challenger,Lost-General,28146.0,42
State Representative,Al Martine,DEM,WV,Challenger,Lost-General,27890.37,28
State Representative,David Lee Pethtel,DEM,WV,Incumbent,Won-General,27750.0,5
State Representative,Gary Howell,REP,WV,Incumbent,Won-General,27337.04,56
State Representative,Margaret Anne Staggers,DEM,WV,Incumbent,Won-General,27295.0,32
State Representative,Ryan Flanigan,DEM,WV,Challenger,Lost-General,27072.42,27
State Representative,Danny Wells,DEM,WV,Incumbent,Won-General,26976.15,36
State Representative,Nancy Jamison,DEM,WV,Challenger,Lost-General,26635.0,51
State Representative,Don Perdue,DEM,WV,Incumbent,Won-General,26375.0,19
State Representative,Timothy Armstead,REP,WV,Incumbent,Won-General,26354.09,40
State Representative,Linda Sumner,REP,WV,Incumbent,Won-General,25906.35,30
State Representative,Jimmie Wood Jr.,DEM,WV,Open,Lost-General,25895.0,14
State Representative,Kevin Scott Poe,REP,WV,Challenger,Lost-General,25368.78,51
State Representative,Larry Allen Williams,DEM,WV,Incumbent,Won-General,24800.75,52
State Representative,Dale Stephens,DEM,WV,Incumbent,Won-General,23508.83,17
State Representative,Michael Jason Barrett,DEM,WV,Challenger,Won-General,23217.31,61
State Representative,Ronnie Jones,DEM,WV,Incumbent,Won-General,22725.16,1
State Representative,Larry Barker,DEM,WV,Incumbent,Lost-General,22225.0,23
State Representative,Michael Folk,REP,WV,Open,Won-General,22113.22,63
State Representative,Ricky Moye,DEM,WV,Incumbent,Won-General,21996.03,29
State Representative,Clif Moore,DEM,WV,Incumbent,Won-General,21858.13,26
State Representative,Denny Ray Canterbury Jr.,REP,WV,Incumbent,Won-General,21826.13,42
State Representative,Paul Espinosa,REP,WV,Open,Won-General,21377.99,66
State Representative,Stan Shaver,DEM,WV,Incumbent,Lost-General,21350.0,53
State Representative,Steve Hunter,DEM,WV,Challenger,Lost-General,20786.87,42
State Representative,Helen Martin,DEM,WV,Incumbent,Lost-General,20350.0,13
Secretary Of State,Brian Savilla,REP,WV,Challenger,Lost-General,19879.89,nan
State Representative,Jo Boggess Phillips,DEM,WV,Open,Lost-General,19818.12,12
State Representative,Billy Smerka Jr.,DEM,WV,Challenger,Lost-General,19695.0,51
State Representative,Peggy Donaldson Smith,DEM,WV,Incumbent,Won-General,19470.0,46
State Representative,John Woods,REP,WV,Challenger,Lost-General,19157.38,51
State Representative,Robert Lee Karnes,REP,WV,Open,Lost-General,18760.23,44
State Representative,Adam Young,DEM,WV,Open,Won-General,18176.5,41
State Representative,George Isaac Sponaugle III,DEM,WV,Open,Won-General,17788.46,55
State Representative,Gary Martin Gearheart,REP,WV,Incumbent,Won-General,17703.53,27
State Senator,William Laird IV,DEM,WV,Incumbent,Won-General,17690.0,10
State Representative,David Walker,DEM,WV,Incumbent,Won-General,17525.0,33
State Representative,Jeff Eldridge,DEM,WV,Challenger,Won-General,17460.47,22
State Representative,Teddy Tomblin,DEM,WV,Challenger,Won-General,17000.0,24
State Representative,Meshea Poore,DEM,WV,Incumbent,Won-General,16451.04,37
State Representative,William Hartman,DEM,WV,Incumbent,Won-General,16100.0,43
State Senator,Clark Barnes,REP,WV,Incumbent,Won-General,15825.0,11
State Representative,Anna Border,REP,WV,Incumbent,Won-General,15350.0,9
State Representative,Ruth Rowan,REP,WV,Incumbent,Won-General,15308.65,57
State Representative,Patrick Lane,REP,WV,Incumbent,Won-General,14475.0,38
State Representative,Karen Lynne Arvon,REP,WV,Open,Won-General,14465.29,31
State Representative,Joe Ellington Jr.,REP,WV,Incumbent,Won-General,14284.34,27
State Representative,John Pino,DEM,WV,Incumbent,Won-General,14150.14,32
State Senator,Epp Cline,REP,WV,Open,Lost-General,13965.0,9
State Representative,Virginia Moles,DEM,WV,Challenger,Lost-General,13675.39,38
State Representative,Linda Goode Phillips,DEM,WV,Incumbent,Won-General,13600.0,25
State Representative,Sean Hornbuckle,DEM,WV,Challenger,Lost-General,11797.0,16
State Representative,Fred Joseph,REP,WV,Challenger,Lost-General,11593.29,35
State Representative,Carl Stephen Westfall,REP,WV,Open,Won-General,11555.0,12
State Representative,Jeffry Pritt,DEM,WV,Challenger,Lost-General,11350.0,28
State Representative,Ron Walters,REP,WV,Incumbent,Won-General,11266.03,39
State Representative,Diana Bartley,REP,WV,Challenger,Lost-General,11114.64,48
State Representative,Tom Azinger,REP,WV,Incumbent,Won-General,10519.24,10
State Representative,Greg Ball,DEM,WV,Challenger,Lost-General,10464.66,27
State Representative,Terry Woodside Sr.,REP,WV,Challenger,Lost-General,10429.46,48
State Representative,Walter Duke,REP,WV,Incumbent,Lost-General,10290.0,61
State Senator,Donna Boley,REP,WV,Incumbent,Won-General,10275.0,3
State Representative,Jordan Hill,REP,WV,Open,Lost-General,10135.6,41
State Representative,Barry Hawkins Bledsoe,REP,WV,Challenger,Lost-General,10032.11,50
State Representative,Daryl Cowles,REP,WV,Incumbent,Won-General,10031.76,58
State Representative,Lynn Davis,REP,WV,Open,Lost-General,9930.0,2
State Representative,Billy Chaffin II,DEM,WV,Challenger,Lost-General,9186.87,18
State Representative,Jeffery Tansill,REP,WV,Challenger,Lost-General,9145.0,49
State Representative,Everette William Anderson Jr.,REP,WV,Incumbent,Won-General,8971.32,8
State Representative,David Evans,REP,WV,Challenger,Won-General,8344.77,4
