office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Angus Stanley King Jr.,INDEPENDENT FOR MAINE,ME,Open,Won-General,2964867.81,nan
U.S. Senator,Charles Summers Jr.,REP,ME,Open,Lost-General,1327801.6,nan
U.S. Representative,Michael Michaud,DEM,ME,Incumbent,Won-General,1218848.75,2
U.S. Representative,Rochelle Pingree,DEM,ME,Incumbent,Won-General,1008719.25,1
U.S. Representative,Kevin Raye,REP,ME,Challenger,Lost-General,869914.28,2
U.S. Senator,Cynthia Ann Dill,DEM,ME,Open,Lost-General,190023.0,nan
U.S. Representative,Jonathan E Courtney,REP,ME,Challenger,Lost-General,128422.02,1
State Senator,Christopher Tyll,REP,ME,Challenger,Lost-General,77485.31,11
State Senator,James Boyle,DEM,ME,Open,Won-General,62671.71,6
U.S. Senator,Stephen Woods,IND,ME,Open,Lost-General,61275.79,nan
State Senator,Garrett Paul Mason,REP,ME,Incumbent,Won-General,54273.21,17
State Senator,Colleen Quint,DEM,ME,Challenger,Lost-General,49868.21,17
State Senator,Andre Cushing III,REP,ME,Open,Won-General,46061.59,33
State Senator,Christopher Johnson,DEM,ME,Incumbent,Won-General,39520.3,20
State Senator,Dana Dow,REP,ME,Open,Lost-General,35763.05,20
State Senator,John Cleveland,DEM,ME,Challenger,Won-General,34353.97,15
State Senator,Leslie Fossel,REP,ME,Challenger,Lost-General,29966.63,20
State Senator,Linda Valentino,DEM,ME,Open,Won-General,26982.81,5
State Senator,David Bustin,DEM,ME,Open,Lost-General,26818.04,21
State Senator,Emery Deabay,DEM,ME,Open,Lost-General,26777.75,31
State Senator,Colleen Mairead Lachowicz,DEM,ME,Challenger,Won-General,26444.28,25
State Senator,David Burns,REP,ME,Open,Won-General,26405.34,29
State Senator,Rebecca Millett,DEM,ME,Open,Won-General,26248.61,7
State Senator,James Michael Hamper,REP,ME,Open,Won-General,24818.21,13
State Representative,Andrew McLean,DEM,ME,Challenger,Won-General,22574.33,129
State Senator,David Dutremble,DEM,ME,Open,Won-General,22305.62,4
State Representative,Mark Richard Andre,REP,ME,Challenger,Lost-General,22012.47,76
State Senator,Lois Snowe-Mello,REP,ME,Incumbent,Lost-General,21455.0,15
State Senator,Nichi Farnham,REP,ME,Incumbent,Lost-General,21455.0,32
State Senator,John Tuttle Jr.,DEM,ME,Open,Won-General,21455.0,3
State Senator,John Patrick,DEM,ME,Incumbent,Won-General,21450.28,14
State Senator,Daniel Levesque,DEM,ME,Challenger,Lost-General,21448.37,34
State Senator,Thomas Saviello,REP,ME,Incumbent,Won-General,21432.32,18
State Senator,Thomas Martin Jr.,REP,ME,Incumbent,Lost-General,21425.64,25
State Senator,Jeffrey Pierce,REP,ME,Challenger,Lost-General,21419.42,19
State Senator,Christopher Rector,REP,ME,Incumbent,Lost-General,21398.12,22
State Senator,Roderick Hathaway,REP,ME,Open,Lost-General,21370.24,30
State Senator,Emily Ann Cain,DEM,ME,Open,Won-General,21364.84,30
State Senator,Bradford Littlefield,REP,ME,Open,Lost-General,21355.0,3
State Senator,Asher Daniel Platts,GREEN INDEPENDENT,ME,Challenger,Lost-General,21332.31,8
State Senator,Arthur Kyricos,REP,ME,Challenger,Lost-General,21303.81,1
State Senator,Penny Plourde,DEM,ME,Challenger,Lost-General,21288.66,24
State Senator,Glenn Curry,DEM,ME,Challenger,Lost-General,21287.22,23
State Senator,Edward Mazurek,DEM,ME,Challenger,Won-General,21159.45,22
State Senator,Brian Langley,REP,ME,Incumbent,Won-General,21152.79,28
State Senator,Geoffrey Gratwick,DEM,ME,Challenger,Won-General,21094.3,32
State Senator,Herbert Clark,DEM,ME,Challenger,Lost-General,20817.1,27
State Senator,Edward Youngblood,REP,ME,Open,Won-General,20752.24,31
State Senator,Peter Edgecomb,REP,ME,Challenger,Lost-General,20725.0,35
State Senator,Troy Dale Jackson,DEM,ME,Incumbent,Won-General,20592.33,35
State Senator,Douglas Thomas,REP,ME,Incumbent,Won-General,20543.31,27
State Senator,Timothy Sevigny,REP,ME,Open,Lost-General,20427.96,5
State Senator,Richard Woodbury,UNENROLLED,ME,Incumbent,Won-General,20316.44,11
State Senator,Seth Goodall,DEM,ME,Incumbent,Won-General,20147.46,19
State Senator,Leonard Greaney,UNENROLLED,ME,Challenger,Lost-General,20127.62,14
State Senator,Dennise Whitley,DEM,ME,Open,Lost-General,20005.82,13
State Senator,Rodney Whittemore,REP,ME,Incumbent,Won-General,19850.1,26
State Senator,Harvey Calden,REP,ME,Challenger,Lost-General,19798.14,14
State Senator,Gary Plummer,REP,ME,Open,Won-General,19797.99,12
State Senator,Stanley Gerzofsky,DEM,ME,Incumbent,Won-General,19786.7,10
State Senator,Margaret Craven,DEM,ME,Incumbent,Won-General,19393.22,16
State Senator,Ruth Summers,REP,ME,Open,Lost-General,19380.0,6
State Senator,Justin Alfond,DEM,ME,Incumbent,Won-General,19230.9,8
State Senator,Anne Perry,DEM,ME,Open,Lost-General,18965.43,29
State Senator,Roger Katz,REP,ME,Incumbent,Won-General,18631.51,24
State Representative,William Guay,REP,ME,Challenger,Lost-General,18434.0,137
State Senator,Roger Sherman,REP,ME,Incumbent,Won-General,18152.95,34
State Senator,David Allen White,DEM,ME,Challenger,Lost-General,18003.23,28
State Senator,Patrick Flood,REP,ME,Open,Won-General,17294.28,21
State Representative,Amy Volk,REP,ME,Incumbent,Won-General,15763.46,127
State Senator,Sherman Leighton Jr.,DEM,ME,Open,Lost-General,15432.02,33
State Senator,Dawn Hill,DEM,ME,Incumbent,Won-General,15187.99,1
State Representative,Deborah Sanderson,REP,ME,Incumbent,Won-General,15148.95,52
State Senator,Joanne Dunlap,DEM,ME,Challenger,Lost-General,14551.23,18
State Representative,Kenneth Wade Fredette,REP,ME,Incumbent,Won-General,14427.23,25
State Representative,Heather Sirocki,REP,ME,Incumbent,Won-General,14338.5,128
State Representative,Henry Murphy Beck,DEM,ME,Incumbent,Won-General,14309.09,76
State Representative,Paul Aranson,DEM,ME,Challenger,Lost-General,14171.0,127
State Representative,Jeffrey Lloyd Timberlake,REP,ME,Incumbent,Won-General,14055.46,96
State Representative,Susan Austin,REP,ME,Challenger,Lost-General,13700.0,109
State Representative,Edward Russell Goff IV,REP,ME,Open,Lost-General,13684.9,86
State Representative,Matthew Gary Pouliot,REP,ME,Open,Won-General,13570.2,57
State Senator,David Schwanke,DEM,ME,Challenger,Lost-General,13457.39,26
State Senator,Anne Haskell,DEM,ME,Open,Won-General,13312.45,9
State Senator,Michael Thibodeau,REP,ME,Incumbent,Won-General,12680.58,23
State Representative,Aaron Libby,REP,ME,Incumbent,Won-General,11972.54,139
State Representative,John Logan Jones,REP,ME,Challenger,Lost-General,11870.0,112
State Representative,Justin Chenette,DEM,ME,Open,Won-General,11568.46,134
State Representative,Robert Nutting,REP,ME,Incumbent,Won-General,11560.0,78
State Representative,David Johnson,REP,ME,Incumbent,Won-General,11295.0,20
State Representative,Beth Oconnor,REP,ME,Incumbent,Lost-General,10678.38,145
State Representative,Roland Wyman,REP,ME,Open,Lost-General,10193.41,134
State Representative,Sarah Lewin,REP,ME,Challenger,Lost-General,9885.0,148
State Representative,Richard Campbell,REP,ME,Open,Won-General,9760.0,40
State Representative,Kimberly Olson,REP,ME,Incumbent,Lost-General,9485.2,64
State Representative,Robert Carter,REP,ME,Open,Lost-General,9409.0,49
State Senator,Ronald Collins,REP,ME,Incumbent,Won-General,9397.63,2
State Representative,Dennis Keschl,REP,ME,Incumbent,Won-General,9140.0,83
State Representative,Gary Knight,REP,ME,Incumbent,Won-General,8825.0,81
State Representative,Wayne Parry,REP,ME,Incumbent,Won-General,8805.0,140
State Representative,Alan Casavant,DEM,ME,Incumbent,Won-General,8758.16,137
State Representative,Roxanna Hagerman,REP,ME,Open,Lost-General,8503.46,98
State Representative,Ellen Winchenbach,REP,ME,Open,Won-General,8364.0,50
State Representative,Gail Lemont,REP,ME,Open,Lost-General,8316.0,151
State Representative,Kathleen Chase,REP,ME,Incumbent,Won-General,8300.0,147
State Representative,Douglas Damon,REP,ME,Incumbent,Lost-General,8142.0,16
State Representative,Eleanor Espling,REP,ME,Incumbent,Won-General,8109.75,105
State Representative,William Guerrette,REP,ME,Challenger,Lost-General,7939.16,79
State Representative,Matt Mattingly,REP,ME,Challenger,Lost-General,7847.25,130
State Representative,Kim Strauss,REP,ME,Challenger,Lost-General,7618.4,36
State Representative,Donald Marean,REP,ME,Open,Won-General,7565.0,131
State Representative,Richard Malaby,REP,ME,Incumbent,Won-General,7529.75,34
State Representative,Roger Reed,REP,ME,Open,Won-General,7441.28,23
State Representative,Craig Hickman,DEM,ME,Open,Won-General,7251.22,82
State Representative,Lisa Villa,DEM,ME,Open,Won-General,6959.86,98
State Representative,Alexander Reginald Willette,REP,ME,Incumbent,Won-General,6835.0,7
State Representative,Raymond Wallace,REP,ME,Incumbent,Won-General,6819.7,24
State Representative,Jeffrey Evangelos,IND,ME,Open,Won-General,6758.0,49
State Representative,Terry Hayes,DEM,ME,Incumbent,Won-General,6590.0,94
State Representative,James Dill,DEM,ME,Incumbent,Won-General,6394.73,14
State Representative,Nancy Thompson,REP,ME,Challenger,Lost-General,6275.0,121
State Representative,Joyce Ann Fitzpatrick,REP,ME,Incumbent,Won-General,6215.0,8
State Representative,Stuart Pennels,REP,ME,Open,Lost-General,6185.0,111
State Representative,Mark Dion,DEM,ME,Incumbent,Won-General,6000.0,113
State Representative,Melvin Newendyke,REP,ME,Incumbent,Won-General,5950.0,80
State Representative,Paul Davis Sr.,REP,ME,Incumbent,Won-General,5925.0,26
State Representative,Joseph Kumiszcza,REP,ME,Open,Lost-General,5880.0,108
State Representative,Robert Engelhardt,REP,ME,Open,Lost-General,5866.0,29
State Representative,Judee Meyer,REP,ME,Open,Lost-General,5866.0,138
State Representative,Richard Farnsworth,DEM,ME,Open,Won-General,5765.41,117
State Representative,Carol Klitch,REP,ME,Challenger,Lost-General,5730.57,14
State Representative,Matthew Moonen,DEM,ME,Open,Won-General,5711.07,118
State Representative,Megan Rochelo,DEM,ME,Incumbent,Won-General,5691.37,136
State Representative,Gay Grant,DEM,ME,Open,Won-General,5673.53,59
State Representative,Lori Fowle,DEM,ME,Challenger,Won-General,5651.19,58
State Representative,Sara Gideon,DEM,ME,Open,Won-General,5564.56,106
