office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,John Boehner,REP,OH,Incumbent,Won-General,34104654.92,8
U.S. Senator,Josh Mandel,REP,OH,Challenger,Lost-General,25894039.16,nan
U.S. Senator,Sherrod Brown,DEM,OH,Incumbent,Won-General,25090397.83,nan
U.S. Representative,Patrick Tiberi,REP,OH,Incumbent,Won-General,4360412.92,12
U.S. Representative,James Renacci,REP,OH,Incumbent,Won-General,3218818.85,16
U.S. Representative,Steven Stivers,REP,OH,Incumbent,Won-General,2756395.49,15
State Senator,Thomas Patton,REP,OH,Incumbent,Won-General,2637328.18,24
U.S. Representative,Betty Sutton,DEM,OH,Incumbent,Lost-General,2563342.92,16
U.S. Representative,Bill Johnson,REP,OH,Incumbent,Won-General,2063408.17,6
State Representative,William Batchelder III,REP,OH,Incumbent,Won-General,1942353.57,69
U.S. Representative,Robert Brian Gibbs,REP,OH,Incumbent,Won-General,1602245.25,7
State Senator,Keith Lloyd Faber,REP,OH,Incumbent,Won-General,1598043.72,12
State Senator,John Eklund,REP,OH,Incumbent,Won-General,1501404.58,18
U.S. Representative,Mike Turner,REP,OH,Incumbent,Won-General,1220239.22,10
U.S. Representative,Steven Latourette,REP,OH,Incumbent,Withdrew-General,1200255.06,14
U.S. Representative,Charlie Wilson Jr.,DEM,OH,Challenger,Lost-General,1191251.58,6
U.S. Representative,Marcy Kaptur,DEM,OH,Incumbent,Won-General,1144307.2,9
State Senator,Christopher Widener,REP,OH,Incumbent,Won-General,1115884.87,10
U.S. Representative,Robert Latta,REP,OH,Incumbent,Won-General,1104082.31,5
State Representative,Michael Dovilla,REP,OH,Incumbent,Won-General,1087421.38,7
U.S. Representative,James Jordan,REP,OH,Incumbent,Won-General,1078635.22,4
U.S. Representative,Steven Chabot,REP,OH,Incumbent,Won-General,1067781.8,1
Supreme Court-Y Brown Seat,Yvette McGee Brown,IND,OH,Incumbent,Lost-General,1043322.59,nan
State Senator,Shane Thompson,REP,OH,Challenger,Lost-General,1028628.82,30
U.S. Representative,Brad Wenstrup,REP,OH,Open,Won-General,998314.66,2
U.S. Representative,Timothy Ryan,DEM,OH,Incumbent,Won-General,988063.0,13
State Representative,Casey Kozlowski,REP,OH,Incumbent,Lost-General,960921.03,99
Supreme Court-Y Brown Seat,Sharon Kennedy,IND,OH,Challenger,Won-General,951410.29,nan
U.S. Representative,David Joyce,REP,OH,Open,Won-General,949604.5,14
U.S. Representative,Joyce Healy-Abrams,DEM,OH,Challenger,Lost-General,915249.67,7
U.S. Representative,Joyce Beatty,DEM,OH,Open,Won-General,877066.52,3
State Representative,Nathan Burd,REP,OH,Open,Lost-General,807587.52,20
State Representative,Connie Pillich,DEM,OH,Incumbent,Won-General,797838.87,28
State Senator,Lou Gentile,DEM,OH,Incumbent,Won-General,796729.96,30
State Representative,Anthony Devitis,REP,OH,Open,Won-General,787296.29,36
Supreme Court-Cupp Seat,Robert Cupp,IND,OH,Incumbent,Lost-General,782977.95,nan
State Representative,Armond Budish,DEM,OH,Incumbent,Won-General,757758.25,8
State Senator,Jim Hughes,REP,OH,Incumbent,Won-General,746812.83,16
State Representative,Stephanie Kunze,REP,OH,Open,Won-General,730845.5,24
U.S. Representative,Marcia Fudge,DEM,OH,Incumbent,Won-General,664857.38,11
State Senator,Larry Obhof,REP,OH,Incumbent,Won-General,661047.19,22
State Senator,William Seitz,REP,OH,Incumbent,Won-General,637882.74,8
State Representative,Lori Dinallo,REP,OH,Open,Lost-General,621775.83,60
U.S. Representative,Sharen Swartz Neuhardt,DEM,OH,Challenger,Lost-General,594643.26,10
State Representative,Andrew Thompson,REP,OH,Incumbent,Won-General,592251.61,95
Supreme Court-Odonnell Seat,Terrence Odonnell,IND,OH,Incumbent,Won-General,572151.45,nan
State Representative,Heather Bishoff,DEM,OH,Open,Won-General,545047.51,20
State Representative,Craig Newbold,REP,OH,Incumbent,Lost-General,536887.17,5
State Representative,Mike Wilson,REP,OH,Challenger,Lost-General,500527.84,28
State Representative,Maureen Reedy,DEM,OH,Open,Lost-General,492923.34,24
State Representative,Roland Winburn,DEM,OH,Incumbent,Won-General,481993.05,43
State Senator,Troy Balderson,REP,OH,Incumbent,Won-General,480497.76,20
U.S. Representative,Angela Zimmann,DEM,OH,Challenger,Lost-General,470085.32,5
State Representative,John Patrick Carney,DEM,OH,Incumbent,Won-General,448655.3,22
State Representative,Matthew Szollosi,DEM,OH,Incumbent,Won-General,441742.56,46
State Representative,Cheryl Grossman,REP,OH,Incumbent,Won-General,441171.04,23
State Representative,Nick Barborak,DEM,OH,Challenger,Won-General,436077.62,5
State Representative,Ron Amstutz,REP,OH,Incumbent,Won-General,419764.39,1
State Representative,Barbara Sears,REP,OH,Incumbent,Won-General,397013.55,47
State Representative,Joshua Ofarrell,DEM,OH,Challenger,Lost-General,394559.88,98
State Senator,Peggy Lehner,REP,OH,Incumbent,Won-General,389087.08,6
U.S. Representative,Samuel Wurzelbacher,REP,OH,Challenger,Lost-General,380381.68,9
State Representative,Matt Huffman,REP,OH,Incumbent,Won-General,371620.0,4
State Representative,Kristina Roegner,REP,OH,Incumbent,Won-General,368310.87,37
State Representative,Matt Patten,DEM,OH,Challenger,Lost-General,359422.78,7
State Representative,Dave Hall,REP,OH,Incumbent,Won-General,359266.66,70
State Representative,Al Landis,REP,OH,Incumbent,Won-General,357112.37,98
State Representative,John Patterson,DEM,OH,Challenger,Won-General,351382.32,99
State Representative,Anne Gonzales,REP,OH,Incumbent,Won-General,347210.48,19
State Senator,Dave Burke,REP,OH,Incumbent,Won-General,333839.25,26
State Representative,Mike Duffey,REP,OH,Incumbent,Won-General,333107.58,21
State Representative,Peter Stautberg,REP,OH,Incumbent,Won-General,332563.35,27
State Representative,Donna Oconnor,DEM,OH,Challenger,Lost-General,323425.89,21
Appellate Court District 001-Open Seat,Pat Dewine,IND,OH,Open,Won-General,315880.75,nan
State Senator,Capri Cafaro,DEM,OH,Incumbent,Won-General,298466.88,32
State Senator,Randall Gardner,REP,OH,Open,Won-General,289445.24,2
State Representative,Debbie Phillips,DEM,OH,Incumbent,Won-General,288008.32,94
State Senator,Cliff Hite,REP,OH,Incumbent,Won-General,275985.8,1
State Representative,Mark Romanchuk,REP,OH,Open,Won-General,264219.9,2
State Representative,Marlene Anielski,REP,OH,Incumbent,Won-General,263442.31,6
State Representative,John Adams,REP,OH,Incumbent,Won-General,254103.57,85
State Representative,James Butler Jr.,REP,OH,Incumbent,Won-General,252994.55,41
