office,candidate,party,state,incumbency,result,total money,district
State Representative,Jeff Oconnell,DEM,MO,Open,Lost-General,48732.0,83
State Representative,Chrissy Sommer,REP,MO,Open,Won-General,42525.0,15
State Representative,Judy Morgan,DEM,MO,Open,Won-General,40740.1,39
State Representative,Paul Woody,DEM,MO,Open,Lost-General,39282.0,15
State Representative,Tracy McCreery,IND,MO,Open,Won-General,33665.0,83
State Representative,Brandon Ellington,DEM,MO,Open,Won-General,5575.0,41
State Senator,Nola Wood,REP,MO,Open,Lost-General,4650.0,9
State Representative,Patrick Brennan,REP,MO,Open,Lost-General,2998.32,83
State Representative,Jamie Barker Landes,REP,MO,Open,Lost-General,2172.37,39
State Representative,Bill Slantz,LIB,MO,Open,Lost-General,0.0,15
State Senator,Shalonn Curls,DEM,MO,Open,Won-General,0.0,9
