office,candidate,party,state,incumbency,result,total money,district
Supreme Court-Eakin Seat,Michael Eakin,REP,PA,Incumbent,Won-Retention,629755.53,nan
Appellate Superior-Open Seat,David Wecht,DEM,PA,Open,Won-General,575634.3,nan
Appellate Commonwealth-Open Seat,Anne Covey,REP,PA,Open,Won-General,553092.71,nan
State Senator,Larry Medaglia,REP,PA,Open,Lost-General,446153.1,11
Appellate Superior-Open Seat,Vic Stabile,REP,PA,Open,Lost-General,413665.06,nan
Appellate Commonwealth-Open Seat,Kathryn Boockvar,DEM,PA,Open,Lost-General,265835.84,nan
State Senator,Judy Schwank,DEM,PA,Open,Won-General,192828.59,11
State Representative,Lewis Harris,REP,PA,Open,Lost-General,0.0,185
State Representative,Maria Donatucci,DEM,PA,Open,Won-General,0.0,185
Appellate Superior-Bender Seat,John Bender,REP,PA,Incumbent,Won-Retention,0.0,nan
Appellate Superior-Bowes Seat,Mary Jane Bowes,REP,PA,Incumbent,Won-Retention,0.0,nan
Appellate Commonwealth-Leavitt Seat,Hannah Leavitt,REP,PA,Incumbent,Won-Retention,0.0,nan
Appellate Commonwealth-Simpson Seat,Robert Simpson Jr.,REP,PA,Incumbent,Won-Retention,0.0,nan
Appellate Commonwealth-Jubelirer Seat,Renee Cohn Jubelirer,REP,PA,Incumbent,Won-Retention,0.0,nan
Supreme Court-Melvin Seat,Joan Orie Melvin,REP,PA,Incumbent,Withdrew-General,0.0,nan
