,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,New Hampshire,Governor,0,Christopher Sununu,REP,2018,2020,1,No,No,Yes
1,New Hampshire,State Representative,1,Ken Wells,DEM,2018,2020,0,No,No,No
2,New Hampshire,State Representative,2,Alan Bershtein,REP,2018,2020,0,No,No,No
3,New Hampshire,State Representative,3,Tim Lord,REP,2018,2020,0,No,No,No
4,New Hampshire,State Representative,4,Sean McGary,DEM,2018,2020,0,No,No,No
5,New Hampshire,State Representative,5,John Bordenet,DEM,2018,2020,0,No,No,No
6,New Hampshire,State Representative,6,Edith Desmarais,DEM,2018,2020,1,No,No,No
7,New Hampshire,State Representative,7,Judy Aron,REP,2018,2020,0,No,No,No
8,New Hampshire,State Representative,8,Sallie Fellows,DEM,2018,2020,0,No,No,No
9,New Hampshire,State Representative,9,Richard Ames,DEM,2018,2020,0,No,No,No
10,New Hampshire,State Representative,10,David Luneau,DEM,2018,2020,0,No,No,No
11,New Hampshire,State Representative,11,Stephen Shurtleff,DEM,2018,2020,0,No,No,No
12,New Hampshire,State Representative,12,Connie Lane,DEM,2018,2020,0,No,No,No
13,New Hampshire,State Representative,13,Kathy J. Desjardin,DEM,2018,2020,0,No,No,No
14,New Hampshire,State Representative,14,James Mackay,DEM,2018,2020,0,No,No,No
15,New Hampshire,State Representative,15,Erika Connors,DEM,2018,2020,1,No,No,No
16,New Hampshire,State Representative,16,Dan Davis,REP,2018,2020,0,No,No,No
17,New Hampshire,State Representative,17,Peter Bixby,DEM,2018,2020,0,No,No,No
18,New Hampshire,State Representative,18,Gerri Cannon,DEM,2018,2020,0,No,No,No
19,New Hampshire,State Representative,19,Debra Altschiller,DEM,2018,2020,0,No,No,No
20,New Hampshire,State Representative,20,David Doherty,DEM,2018,2020,0,No,No,No
21,New Hampshire,State Representative,21,Richard Hinch,REP,2018,2020,1,No,No,No
22,New Hampshire,State Representative,22,Megan Murray,DEM,2018,2020,0,No,No,No
23,New Hampshire,State Representative,23,Joelle Martin,DEM,2018,2020,0,No,No,No
24,New Hampshire,State Representative,24,Jaci Grote,DEM,2018,2020,0,No,No,No
25,New Hampshire,State Representative,25,Amanda Gourgue,DEM,2018,2020,1,No,No,No
26,New Hampshire,State Representative,26,Rebecca McBeath,DEM,2018,2020,0,No,No,No
27,New Hampshire,State Representative,27,Michelle St John,DEM,2018,2020,0,No,No,No
28,New Hampshire,State Representative,28,Bruce Cohen,DEM,2018,2020,0,No,No,No
29,New Hampshire,State Representative,29,Ray Newman,DEM,2018,2020,0,No,No,No
30,New Hampshire,State Representative,30,Sherry Dutzy,DEM,2018,2020,0,No,No,No
31,New Hampshire,State Representative,31,Tamara Le,DEM,2018,2020,1,No,No,Yes
32,New Hampshire,State Representative,32,Michael Pedersen,DEM,2018,2020,0,No,No,No
