,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Texas,Attorney General,0,Kenneth Paxton Jr.,REP,2018,2022,1,No,Yes,Yes
1,Texas,Commissioner Of General Land Office,0,George Prescott Bush,REP,2018,2022,1,No,No,No
2,Texas,Comptroller,0,Glenn Hegar Jr.,REP,2018,2022,1,No,No,Yes
3,Texas,Governor,0,Greg Abbott,REP,2018,2022,1,No,No,No
4,Texas,Lieutenant Governor,0,Dan Goeb Patrick,REP,2018,2022,1,No,No,No
5,Texas,Railroad Commissioner,0,Christi Craddick,REP,2018,2022,0,No,No,No
6,Texas,State Representative,1,Sean McGary,REP,2018,2020,1,Yes,Yes,Yes
7,Texas,State Representative,2,Dan Flynn,REP,2018,2020,7,No,Yes,No
8,Texas,State Representative,3,Cecil Bell Jr.,REP,2018,2020,2,No,Yes,Yes
9,Texas,State Representative,4,Keith Bell,REP,2018,2020,0,No,Yes,No
10,Texas,State Representative,5,Cole Hefner,REP,2018,2020,0,No,Yes,Yes
11,Texas,State Representative,6,Matthew Schaefer,REP,2018,2020,2,No,Yes,No
12,Texas,State Representative,7,Jay Dean,REP,2018,2020,0,Yes,Yes,Yes
13,Texas,State Representative,8,Cody Harris,REP,2018,2020,0,No,Yes,No
14,Texas,State Representative,9,Chris Paddie,REP,2018,2020,2,No,Yes,No
15,Texas,State Representative,10,John Wray,REP,2018,2020,2,No,Yes,Yes
16,Texas,State Representative,11,Travis Clardy,REP,2018,2020,3,No,Yes,No
17,Texas,State Representative,12,Kyle Kacal,REP,2018,2020,2,No,No,Yes
18,Texas,State Representative,13,Benjamin Leman,REP,2018,2020,0,No,No,No
19,Texas,State Representative,14,John Raney,REP,2018,2020,2,No,No,No
20,Texas,State Representative,15,Steve Toth,REP,2018,2020,0,No,Yes,No
21,Texas,State Representative,16,William Metcalf,REP,2018,2020,1,No,Yes,Yes
22,Texas,State Representative,17,John Cyrier,REP,2018,2020,0,No,Yes,Yes
23,Texas,State Representative,18,Ernest Bailes,REP,2018,2020,1,No,Yes,No
24,Texas,State Representative,19,James White,REP,2018,2020,2,No,Yes,Yes
25,Texas,State Representative,20,Terry Wilson,REP,2018,2020,0,No,Yes,Yes
26,Texas,State Representative,21,Dade Phelan,REP,2018,2020,1,Yes,Yes,Yes
27,Texas,State Representative,22,Joe Deshotel,DEM,2018,2020,8,Yes,Yes,Yes
28,Texas,State Representative,23,David Mayes Middleton II,REP,2018,2020,0,No,Yes,No
29,Texas,State Representative,24,Greg Bonnen,REP,2018,2020,2,No,Yes,Yes
30,Texas,State Representative,25,Dennis Bonnen,REP,2018,2020,8,No,Yes,No
31,Texas,State Representative,26,F Miller,REP,2018,2020,3,No,Yes,Yes
32,Texas,State Representative,27,Ronald Reynolds,DEM,2018,2020,4,No,No,Yes
33,Texas,State Representative,28,John Zerwas,REP,2018,2020,5,No,No,Yes
34,Texas,State Representative,29,Ed Thompson,REP,2018,2020,3,No,No,Yes
35,Texas,State Representative,30,Geanie Morrison,REP,2018,2020,8,No,Yes,Yes
36,Texas,State Representative,31,Ryan Guillen,DEM,2018,2020,7,No,No,Yes
37,Texas,State Representative,32,Todd Hunter,REP,2018,2020,4,Yes,Yes,Yes
38,Texas,State Representative,33,Justin Holland,REP,2018,2020,1,No,Yes,Yes
39,Texas,State Representative,34,Abel Herrero,DEM,2018,2020,2,No,Yes,Yes
40,Texas,State Representative,35,Oscar Longoria,DEM,2018,2020,2,Yes,Yes,Yes
41,Texas,State Representative,36,Sergio Munoz Jr.,DEM,2018,2020,2,Yes,Yes,Yes
42,Texas,State Representative,37,Alex Dominguez,DEM,2018,2020,0,No,No,Yes
43,Texas,State Representative,38,Eddie Lucio III,DEM,2018,2020,5,Yes,Yes,Yes
44,Texas,State Representative,39,Armando Martinez,DEM,2018,2020,5,Yes,Yes,Yes
45,Texas,State Representative,40,Terry Canales,DEM,2018,2020,3,Yes,Yes,Yes
46,Texas,State Representative,41,Robert Guerra,DEM,2018,2020,3,No,No,Yes
47,Texas,State Representative,42,Richard Raymond,DEM,2018,2020,7,No,Yes,Yes
48,Texas,State Representative,43,Jose M) Lozano Jr.,REP,2018,2020,4,No,Yes,Yes
49,Texas,State Representative,44,John Kuempel,REP,2018,2020,3,No,Yes,Yes
50,Texas,State Representative,45,Erin Zwiener,DEM,2018,2020,0,No,No,No
51,Texas,State Representative,46,Sheryl Cole,DEM,2018,2020,0,No,No,Yes
52,Texas,State Representative,47,Vikki Goodwin,DEM,2018,2020,0,No,No,No
53,Texas,State Representative,48,Donna Howard,DEM,2018,2020,6,Yes,Yes,Yes
54,Texas,State Representative,49,Regina Hinojosa,DEM,2018,2020,1,No,Yes,Yes
55,Texas,State Representative,50,Celia Israel,DEM,2018,2020,2,Yes,Yes,Yes
56,Texas,State Representative,51,Eddie Rodriguez,DEM,2018,2020,8,Yes,Yes,Yes
57,Texas,State Representative,52,James Talarico,DEM,2018,2020,0,No,No,No
58,Texas,State Representative,53,Andrew Murr,REP,2018,2020,2,No,No,Yes
59,Texas,State Representative,54,Bradley Buckley,REP,2018,2020,0,No,Yes,No
60,Texas,State Representative,55,Hugh Shine,REP,2018,2020,0,No,Yes,No
61,Texas,State Representative,56,Charles Anderson,REP,2018,2020,7,No,Yes,Yes
62,Texas,State Representative,57,Trent Ashby,REP,2018,2020,2,No,Yes,Yes
63,Texas,State Representative,58,Dewayne Burns,REP,2018,2020,1,Yes,Yes,Yes
64,Texas,State Representative,59,Jd Sheffield,REP,2018,2020,0,No,Yes,No
65,Texas,State Representative,60,Mike Lang,REP,2018,2020,0,No,Yes,No
66,Texas,State Representative,61,Phil King,REP,2018,2020,8,Yes,Yes,Yes
67,Texas,State Representative,62,Reggie Smith,REP,2018,2020,0,No,Yes,No
68,Texas,State Representative,63,Tan Parker,REP,2018,2020,5,No,No,Yes
69,Texas,State Representative,64,Lynn Stucky,REP,2018,2020,1,No,No,No
70,Texas,State Representative,65,Michelle Beckley,DEM,2018,2020,0,No,Yes,No
71,Texas,State Representative,66,Matthew Shaheen,REP,2016,2018,2,No,Yes,Yes
72,Texas,State Representative,67,Jeff Leach,REP,2018,2020,3,No,Yes,Yes
73,Texas,State Representative,68,Drew Springer,REP,2018,2020,2,Yes,Yes,Yes
74,Texas,State Representative,69,James Frank,REP,2018,2020,2,Yes,Yes,Yes
75,Texas,State Representative,70,Scott Sanford,REP,2018,2020,3,No,Yes,Yes
76,Texas,State Representative,71,Stan Lambert,REP,2018,2020,1,No,Yes,Yes
77,Texas,State Representative,72,Drew Darby,REP,2018,2020,5,Yes,Yes,Yes
78,Texas,State Representative,73,Kyle Biedermann,REP,2018,2020,0,No,Yes,No
79,Texas,State Representative,74,Alfonso Nevarez Jr.,DEM,2018,2020,2,Yes,Yes,Yes
80,Texas,State Representative,75,Mary Gonzalez,DEM,2018,2020,2,No,No,Yes
81,Texas,State Representative,76,Cesar Blanco,DEM,2018,2020,1,Yes,Yes,Yes
82,Texas,State Representative,77,Evelina Ortega,DEM,2018,2020,0,Yes,Yes,Yes
83,Texas,State Representative,78,Joseph Moody,DEM,2018,2020,3,No,Yes,Yes
84,Texas,State Representative,79,Joe Pickett,DEM,2018,2020,8,Yes,Yes,Yes
85,Texas,State Representative,80,Tracy King,DEM,2018,2020,6,Yes,Yes,Yes
86,Texas,State Representative,81,Brooks Landgraf,REP,2018,2020,1,No,Yes,Yes
87,Texas,State Representative,82,Tom Craddick,REP,2018,2020,8,No,Yes,Yes
88,Texas,State Representative,83,Dustin Burrows,REP,2018,2020,1,No,Yes,Yes
89,Texas,State Representative,84,John Frullo,REP,2018,2020,3,No,No,Yes
90,Texas,State Representative,85,Phil Stephenson,REP,2018,2020,3,No,Yes,Yes
91,Texas,State Representative,86,John Smithee,REP,2018,2020,8,No,Yes,Yes
92,Texas,State Representative,87,Walter Price IV,REP,2018,2020,3,No,Yes,No
93,Texas,State Representative,88,Ken King,REP,2018,2020,2,No,Yes,No
94,Texas,State Representative,89,Candy Noble,REP,2018,2020,0,No,Yes,No
95,Texas,State Representative,90,Ramon Romero Jr.,DEM,2018,2020,1,Yes,Yes,Yes
96,Texas,State Representative,91,Stephanie Klick,REP,2018,2020,2,No,Yes,Yes
97,Texas,State Representative,92,Jonathan Mark Stickland,REP,2018,2020,3,No,Yes,Yes
98,Texas,State Representative,93,Matt Krause,REP,2018,2020,3,No,No,Yes
99,Texas,State Representative,94,Tony Tinderholt,REP,2018,2020,2,No,Yes,Yes
100,Texas,State Representative,95,Nicole Collier,DEM,2018,2020,3,No,Yes,Yes
101,Texas,State Representative,96,Bill Zedler,REP,2018,2020,4,No,Yes,Yes
102,Texas,State Representative,97,Craig Goldman,REP,2018,2020,3,No,Yes,Yes
103,Texas,State Representative,98,Giovanni Capriglione,REP,2018,2020,3,No,Yes,No
104,Texas,State Representative,99,Charlie Geren,REP,2018,2020,8,No,Yes,Yes
105,Texas,State Representative,100,Eric Johnson,DEM,2018,2020,4,No,No,Yes
106,Texas,State Representative,101,Chris Turner,DEM,2018,2020,3,No,Yes,Yes
107,Texas,State Representative,102,Ana-Maria Ramos,DEM,2018,2020,0,No,Yes,No
108,Texas,State Representative,103,Rafael Anchia,DEM,2018,2020,6,No,Yes,Yes
109,Texas,State Representative,104,Jessica Gonzalez,DEM,2018,2020,0,No,No,Yes
110,Texas,State Representative,105,Thresa Meza,DEM,2018,2020,0,No,No,No
111,Texas,State Representative,106,Jared Patterson,REP,2018,2020,0,No,No,No
112,Texas,State Representative,107,Victoria Neave,DEM,2018,2020,1,No,Yes,No
113,Texas,State Representative,108,Morgan Meyer,REP,2016,2018,2,No,No,Yes
114,Texas,State Representative,109,Carl Sherman,DEM,2018,2020,0,No,No,Yes
115,Texas,State Representative,110,Toni Rose,DEM,2018,2020,2,Yes,Yes,Yes
116,Texas,State Representative,111,Yvonne Davis,DEM,2018,2020,9,Yes,Yes,Yes
117,Texas,State Representative,112,Angie Chen Button,REP,2018,2020,5,No,Yes,Yes
118,Texas,State Representative,113,Rhetta Andrews Bowers,DEM,2018,2020,0,No,No,No
119,Texas,State Representative,114,John Turner,DEM,2018,2020,0,No,Yes,No
120,Texas,State Representative,115,Julie Johnson,DEM,2018,2020,0,No,No,Yes
121,Texas,State Representative,116,Trey Martinez Fischer,DEM,2018,2020,0,No,No,Yes
122,Texas,State Representative,117,Philip Cortez,DEM,2018,2020,1,No,No,No
123,Texas,State Representative,118,Leo Pacheco,DEM,2018,2020,0,No,No,Yes
124,Texas,State Representative,119,Rolando Gutierrez,DEM,2018,2020,4,Yes,Yes,Yes
125,Texas,State Representative,120,Barbara Gervin-Hawkins,DEM,2018,2020,1,No,Yes,Yes
126,Texas,State Representative,121,Stephen Allison,REP,2018,2020,0,No,Yes,No
127,Texas,State Representative,122,Lyle Larson,REP,2018,2020,3,No,Yes,No
128,Texas,State Representative,123,Diego Bernal,DEM,2018,2020,0,Yes,Yes,Yes
129,Texas,State Representative,124,Ina Minjarez,DEM,2018,2020,0,No,No,Yes
130,Texas,State Representative,125,Justin Rodriguez,DEM,2018,2020,2,No,Yes,Yes
131,Texas,State Representative,126,Sam Harless,REP,2018,2020,0,No,No,No
132,Texas,State Representative,127,Daniel Huberty,REP,2018,2020,4,No,Yes,No
133,Texas,State Representative,128,Briscoe Cain,REP,2018,2020,1,Yes,Yes,Yes
134,Texas,State Representative,129,Dennis Paul,REP,2018,2020,1,No,Yes,Yes
135,Texas,State Representative,130,Tom Oliverson,REP,2018,2020,0,No,Yes,Yes
136,Texas,State Representative,131,Alma Allen,DEM,2018,2020,6,No,Yes,Yes
137,Texas,State Representative,132,Mike Schofield,REP,2016,2018,2,No,No,Yes
138,Texas,State Representative,133,Jim Murphy,REP,2018,2020,3,No,No,Yes
139,Texas,State Representative,134,Sarah Davis,REP,2018,2020,4,No,No,No
140,Texas,State Representative,135,Jon Rosenthal,DEM,2018,2020,0,No,Yes,Yes
141,Texas,State Representative,136,John Bucy III,DEM,2018,2020,0,No,Yes,Yes
142,Texas,State Representative,137,Eugene Wu,DEM,2018,2020,3,No,Yes,Yes
143,Texas,State Representative,138,Dwayne Bohac,REP,2014,2016,7,No,No,Yes
144,Texas,State Representative,139,Jarvis Johnson,DEM,2018,2020,1,No,No,Yes
145,Texas,State Representative,140,Armando Lucio Walle,DEM,2018,2020,4,Yes,Yes,Yes
146,Texas,State Representative,141,Senfronia Thompson,DEM,2018,2020,8,Yes,Yes,Yes
