office,candidate,party,state,incumbency,result,total money,district
Supreme Court-Open Seat 2,Seamus McCaffery,DEM,PA,Open,Won-General,2297752.71,nan
Supreme Court-Open Seat 2,Michael Krancer,REP,PA,Open,Lost-General,2116507.21,nan
Supreme Court-Open Seat 2,Maureen Lally-Green,REP,PA,Open,Lost-General,1753725.64,nan
Supreme Court-Open Seat 2,Debra Todd,DEM,PA,Open,Won-General,1594201.69,nan
Appellate Superior-Open Seat 1,Jacqueline Shogan,REP,PA,Open,Won-General,1377233.02,nan
Appellate Superior-Open Seat 1,Christine Donohue,DEM,PA,Open,Won-General,655495.55,nan
Supreme Court-Saylor Seat,Thomas Saylor,REP,PA,Incumbent,Won-Retention,627564.12,nan
Appellate Superior-Open Seat 1,Ron Folino,DEM,PA,Open,Lost-General,577266.37,nan
Appellate Superior-Open Seat 1,John Milton Younge,DEM,PA,Open,Lost-General,290833.9,nan
Appellate Superior-Open Seat 1,Bruce Bratton,REP,PA,Open,Lost-General,281354.88,nan
Appellate Superior-Open Seat 1,Cheryl Lynn Allen,REP,PA,Open,Won-General,139061.8,nan
Appellate Superior-Stevens Seat,Correale Stevens,IND,PA,Incumbent,Won-Retention,121570.0,nan
Appellate Superior-Melvin Seat,Joan Orie Melvin,IND,PA,Incumbent,Won-Retention,89330.0,nan
Appellate Superior-Musmanno Seat,John Musmanno,IND,PA,Incumbent,Won-Retention,345.0,nan
Appellate Commonwealth-Leadbetter Seat,Bonnie Leadbetter,IND,PA,Incumbent,Won-Retention,0.0,nan
Appellate Commonwealth-Mcginley Seat,Bernard McGinley,IND,PA,Incumbent,Won-Retention,0.0,nan
Appellate Commonwealth-Smith-Ribner Seat,Doris Smith-Ribner,IND,PA,Incumbent,Won-Retention,0.0,nan
