Candidate,Party,State,Office,Incumbency,Result,Total Money
"SCHWEITZER, BRIAN & BOHLINGER, JOHN C",DEMOCRATIC,MT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,1406526.82
"BROWN, BOB & LEWIS, DAVID",REPUBLICAN,MT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,1133354.36
"NELSON, JAMES C",NONPARTISAN,MT,SUPREME COURT-005,Incumbent,Won-General,262109.08
"YOUNKIN, CINDY E",NONPARTISAN,MT,SUPREME COURT-005,Challenger,Lost-General,228519.40
"MCLEAN, EDWARD P",NONPARTISAN,MT,SUPREME COURT-006,Open,Lost-General,203227.00
"MORRISON, JOHN M",DEMOCRATIC,MT,AUDITOR,Incumbent,Won-General,201592.90
"MCCULLOCH, LINDA H",DEMOCRATIC,MT,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,189591.02
"JOHNSON, BRAD",REPUBLICAN,MT,SECRETARY OF STATE,Open,Won-General,176733.41
"MORRIS, BRIAN",NONPARTISAN,MT,SUPREME COURT-006,Open,Won-General,151738.33
"KENNEDY, BILL",DEMOCRATIC,MT,SECRETARY OF STATE,Open,Lost-General,151404.42
"MCGRATH, MIKE",DEMOCRATIC,MT,ATTORNEY GENERAL,Incumbent,Won-General,81626.52
"LIND, GREG H",DEMOCRATIC,MT,SENATE DISTRICT 050,Open,Won-General,62927.79
"WEINBERG, DAN",DEMOCRATIC,MT,SENATE DISTRICT 002,Open,Won-General,62129.56
"GRIMES, DUANE",REPUBLICAN,MT,AUDITOR,Challenger,Lost-General,57641.28
"RANEY, BOB",DEMOCRATIC,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Open,Won-General,43791.96
"WILLIAMS, CAROL A",DEMOCRATIC,MT,SENATE DISTRICT 046,Open,Won-General,40838.00
"WARDEN, BILL",REPUBLICAN,MT,HOUSE DISTRICT 063,Open,Won-General,39392.76
"DOTY, RUSSELL L",DEMOCRATIC,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 002,Open,Lost-General,27605.71
"ANDERSON, BOB",REPUBLICAN,MT,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Lost-General,27088.41
"MOLNAR, BRAD",REPUBLICAN,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 002,Open,Won-General,26983.11
"WARNER, JOHN",NONPARTISAN,MT,SUPREME COURT-002,Incumbent,Won-Retention,26027.72
"TOOLE, KEN",DEMOCRATIC,MT,SENATE DISTRICT 041,Incumbent,Won-General,23952.04
"HARMON, DEAN",DEMOCRATIC,MT,SENATE DISTRICT 018,Challenger,Lost-General,23241.08
"KOOPMAN, ROGER",REPUBLICAN,MT,HOUSE DISTRICT 070,Open,Won-General,23107.87
"CAFERRO, MARY M",DEMOCRATIC,MT,HOUSE DISTRICT 080,Open,Won-General,22068.05
"PHILLIPS, MIKE K",DEMOCRATIC,MT,HOUSE DISTRICT 063,Open,Lost-General,20704.00
"ARNTZEN, ELSIE M",REPUBLICAN,MT,HOUSE DISTRICT 053,Challenger,Won-General,20260.00
"HAINES, DICK",REPUBLICAN,MT,SENATE DISTRICT 050,Open,Lost-General,19996.47
"STAPLETON, COREY M",REPUBLICAN,MT,SENATE DISTRICT 027,Incumbent,Won-General,19953.45
"KAUFMANN, CHRISTINE",DEMOCRATIC,MT,HOUSE DISTRICT 081,Incumbent,Won-General,19533.45
"LARSON, LANE L",DEMOCRATIC,MT,SENATE DISTRICT 022,Open,Won-General,18851.68
"BECKER, ARLENE",DEMOCRATIC,MT,HOUSE DISTRICT 052,Incumbent,Won-General,17425.29
"HAWKS, BOB",DEMOCRATIC,MT,SENATE DISTRICT 033,Open,Won-General,16975.89
"ELLIOTT, JIM",DEMOCRATIC,MT,SENATE DISTRICT 007,Incumbent,Won-General,16235.00
"NAVRATIL, GERALD J",DEMOCRATIC,MT,SENATE DISTRICT 019,Open,Lost-General,15708.23
"HAMILTON, ROBIN",DEMOCRATIC,MT,HOUSE DISTRICT 092,Open,Won-General,15450.32
"MARBUT, GARY R",REPUBLICAN,MT,HOUSE DISTRICT 099,Challenger,Lost-General,15339.94
"BADENOCH, GEOFF",DEMOCRATIC,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 004,Open,Lost-General,15213.67
"WARD, JOHN M",REPUBLICAN,MT,HOUSE DISTRICT 084,Open,Won-General,15109.14
"FUREY, KEVIN",DEMOCRATIC,MT,HOUSE DISTRICT 091,Open,Won-General,14858.06
"GIBSON, CAROL",DEMOCRATIC,MT,HOUSE DISTRICT 053,Incumbent,Lost-General,14850.99
"ONEIL, JERRY G",REPUBLICAN,MT,SENATE DISTRICT 003,Incumbent,Won-General,14837.00
"GALLUS, STEVE",DEMOCRATIC,MT,SENATE DISTRICT 037,Open,Won-General,14643.00
"KITZENBERG, SAM L",REPUBLICAN,MT,SENATE DISTRICT 018,Incumbent,Won-General,14575.00
"JOPEK, MIKE",DEMOCRATIC,MT,HOUSE DISTRICT 004,Open,Won-General,14560.00
"OPRE, THOMAS",REPUBLICAN,MT,SENATE DISTRICT 046,Open,Lost-General,14058.00
"MCGILLVRAY, TOM",REPUBLICAN,MT,HOUSE DISTRICT 050,Open,Won-General,13784.86
"JANECKE, WILLIAM D (BILL)",DEMOCRATIC,MT,HOUSE DISTRICT 077,Challenger,Lost-General,13771.75
"MOSS, LYNDA BOURQUE",DEMOCRATIC,MT,SENATE DISTRICT 026,Open,Won-General,13740.00
"BROWN, ROY",REPUBLICAN,MT,HOUSE DISTRICT 049,Incumbent,Won-General,13723.95
"HENRY, TERESA K",DEMOCRATIC,MT,HOUSE DISTRICT 096,Open,Won-General,13722.00
"MILLENBACH, MATHEW N",DEMOCRATIC,MT,HOUSE DISTRICT 050,Open,Lost-General,13274.10
"MENDENHALL, SCOTT",REPUBLICAN,MT,HOUSE DISTRICT 077,Incumbent,Won-General,13082.93
"JACOBSON, HAL",DEMOCRATIC,MT,HOUSE DISTRICT 082,Incumbent,Won-General,12878.36
"GLASER, WILLIAM E (BILL)",REPUBLICAN,MT,HOUSE DISTRICT 044,Challenger,Won-General,12622.66
"MCKENNEY, JOE",REPUBLICAN,MT,HOUSE DISTRICT 018,Incumbent,Won-General,12614.00
"WINDHAM, JEANNE",DEMOCRATIC,MT,HOUSE DISTRICT 012,Open,Won-General,12266.33
"FORRESTER, GARY L",DEMOCRATIC,MT,HOUSE DISTRICT 044,Incumbent,Lost-General,12147.00
"MCCORMICK, JIM",REPUBLICAN,MT,HOUSE DISTRICT 082,Challenger,Lost-General,12138.58
"TAYLOR, JANNA",REPUBLICAN,MT,HOUSE DISTRICT 011,Open,Won-General,11933.15
"SIMON, BRUCE",REPUBLICAN,MT,SENATE DISTRICT 026,Open,Lost-General,11861.00
"TYLER, DAVID",DEMOCRATIC,MT,HOUSE DISTRICT 068,Challenger,Lost-General,11831.90
"RYAN, DON",DEMOCRATIC,MT,SENATE DISTRICT 010,Incumbent,Won-General,11756.86
"LYNN, JOHN",DEMOCRATIC,MT,HOUSE DISTRICT 100,Open,Lost-General,11648.00
"GROESBECK, GEORGE",DEMOCRATIC,MT,HOUSE DISTRICT 074,Open,Won-General,11335.00
"MCCRONE, EDWARD C",REPUBLICAN,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Open,Lost-General,11237.00
"MACLAREN, GARY",REPUBLICAN,MT,HOUSE DISTRICT 089,Open,Won-General,11008.29
"LENHART, RALPH",DEMOCRATIC,MT,HOUSE DISTRICT 038,Incumbent,Won-General,10998.86
"ZIEGLER, J A (ZIGGY)",REPUBLICAN,MT,SENATE DISTRICT 022,Open,Lost-General,10653.58
"ROBERTS, DONALD L",REPUBLICAN,MT,HOUSE DISTRICT 056,Incumbent,Won-General,10513.24
"CLARK, PAUL",DEMOCRATIC,MT,HOUSE DISTRICT 013,Incumbent,Won-General,10500.62
"ESTENSON, M PATRICK (PAT)",DEMOCRATIC,MT,HOUSE DISTRICT 011,Open,Lost-General,10440.16
"MOOD, DOUGLAS K",REPUBLICAN,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 004,Open,Won-General,10336.85
"GILLAN, KIM",DEMOCRATIC,MT,SENATE DISTRICT 024,Open,Won-General,10285.02
"WHITE, LARRY",REPUBLICAN,MT,HOUSE DISTRICT 092,Open,Lost-General,10265.00
"STEINBEISSER, DONALD",REPUBLICAN,MT,SENATE DISTRICT 019,Open,Won-General,10230.24
"BRUEGGEMAN, JOHN P",REPUBLICAN,MT,SENATE DISTRICT 006,Open,Won-General,10150.49
"GOLIE, GEORGE",DEMOCRATIC,MT,HOUSE DISTRICT 020,Incumbent,Won-General,9888.50
"MILBURN, MIKE",REPUBLICAN,MT,HOUSE DISTRICT 019,Challenger,Won-General,9838.75
"DUTTON, DAN",DEMOCRATIC,MT,HOUSE DISTRICT 059,Challenger,Lost-General,9813.00
"JENT, LARRY",DEMOCRATIC,MT,HOUSE DISTRICT 064,Incumbent,Won-General,9710.00
"GALLIK, DAVE",DEMOCRATIC,MT,HOUSE DISTRICT 079,Incumbent,Won-General,9585.00
"VAN FOSSEN, JANE",REPUBLICAN,MT,HOUSE DISTRICT 091,Open,Lost-General,9504.46
"CARL, FRED G",REPUBLICAN,MT,SENATE DISTRICT 007,Challenger,Lost-General,9415.00
"MADDUX, DONNA R",REPUBLICAN,MT,SENATE DISTRICT 002,Open,Lost-General,9394.21
"EATON, EMELIE",DEMOCRATIC,MT,HOUSE DISTRICT 058,Open,Won-General,9147.99
"MCKINNEY, LYN",DEMOCRATIC,MT,HOUSE DISTRICT 047,Open,Lost-General,9029.19
"LINDEEN, MONICA J",DEMOCRATIC,MT,HOUSE DISTRICT 043,Incumbent,Won-General,8983.50
"DEGROOT, MARK D",CONSTITUTION,MT,HOUSE DISTRICT 066,Challenger,Lost-General,8844.24
"SHOCKLEY, JAMES G (JIM)",REPUBLICAN,MT,SENATE DISTRICT 045,Open,Won-General,8787.19
"GRINDE, WANDA",DEMOCRATIC,MT,HOUSE DISTRICT 048,Open,Won-General,8645.51
"KLOCK, HARRY W",REPUBLICAN,MT,HOUSE DISTRICT 083,Open,Won-General,8592.00
"DRISCOLL, ROBYN",DEMOCRATIC,MT,HOUSE DISTRICT 051,Open,Won-General,8574.69
