Candidate,Party,State,Office,Incumbency,Result,Total Money
"MASON, JOHN E",NONPARTISAN,NV,SUPREME COURT-SEAT E,Open,Lost-General,885692.86
"PERKINS, RICHARD D",DEMOCRATIC,NV,ASSEMBLY DISTRICT 023,Incumbent,Won-General,720647.89
"HARDESTY, JAMES W",NONPARTISAN,NV,SUPREME COURT-SEAT A,Open,Won-General,673747.00
"PARRAGUIRRE, RON D",NONPARTISAN,NV,SUPREME COURT-SEAT E,Open,Won-General,661365.56
"RAGGIO, WILLIAM J",REPUBLICAN,NV,SENATE DISTRICT WASHOE 003-003,Incumbent,Won-General,459303.85
"HECK, JOSEPH JOHN (JOE)",REPUBLICAN,NV,SENATE DISTRICT CLARK 005,Open,Won-General,410027.49
"BEERS, BOB T",REPUBLICAN,NV,SENATE DISTRICT CLARK 006,Open,Won-General,349241.24
"TITUS, DINA",DEMOCRATIC,NV,SENATE DISTRICT CLARK 007,Incumbent,Won-General,329103.97
"BUCKLEY, BARBARA",DEMOCRATIC,NV,ASSEMBLY DISTRICT 008,Incumbent,Won-General,327709.96
"LEE, JOHN",DEMOCRATIC,NV,SENATE DISTRICT CLARK 001,Challenger,Won-General,317947.44
"DOUGLAS, MICHAEL L",NONPARTISAN,NV,SUPREME COURT-SEAT F,Open,Won-General,296290.89
"HORSFORD, STEVEN",DEMOCRATIC,NV,SENATE DISTRICT CLARK 004,Open,Won-General,250500.79
"TARKANIAN, DANIEL (DANNY)",REPUBLICAN,NV,SENATE DISTRICT CLARK 011,Challenger,Lost-General,249319.65
"OCEGUERA, JOHN",DEMOCRATIC,NV,ASSEMBLY DISTRICT 016,Incumbent,Won-General,241685.04
"CHRISTENSEN, CHAD",REPUBLICAN,NV,ASSEMBLY DISTRICT 013,Incumbent,Won-General,237852.01
"GIUNCHIGLIANI, CHRISTINA R (CHRIS)",DEMOCRATIC,NV,ASSEMBLY DISTRICT 009,Incumbent,Won-General,228382.24
"MCGINNESS, MIKE",REPUBLICAN,NV,SENATE DISTRICT CENTRAL NEVADA,Incumbent,Won-General,218612.00
"GANSERT, HEIDI",REPUBLICAN,NV,ASSEMBLY DISTRICT 025,Open,Won-General,188138.16
"JONES, JUSTIN",DEMOCRATIC,NV,ASSEMBLY DISTRICT 013,Challenger,Lost-General,177804.63
"SMITH, DEBBIE",DEMOCRATIC,NV,ASSEMBLY DISTRICT 030,Challenger,Won-General,177170.63
"HETTRICK, LYNN",REPUBLICAN,NV,ASSEMBLY DISTRICT 039,Incumbent,Won-General,168425.00
"WEBER, VALERIE E",REPUBLICAN,NV,ASSEMBLY DISTRICT 005,Incumbent,Won-General,165684.20
"SCHNEIDER, MICHAEL",DEMOCRATIC,NV,SENATE DISTRICT CLARK 011,Incumbent,Won-General,165000.00
"GERHARDT, SUSAN",DEMOCRATIC,NV,ASSEMBLY DISTRICT 029,Open,Won-General,160451.50
"ANDERSON, BERNIE",DEMOCRATIC,NV,ASSEMBLY DISTRICT 031,Incumbent,Won-General,159114.83
"KAPLAN, KIRK",DEMOCRATIC,NV,ASSEMBLY DISTRICT 005,Challenger,Lost-General,153728.78
"SIBLEY, SCOTT",REPUBLICAN,NV,ASSEMBLY DISTRICT 022,Open,Won-General,151760.50
"WIENER, VALERIE",DEMOCRATIC,NV,SENATE DISTRICT CLARK 003,Incumbent,Won-General,151504.59
"RHOADS, DEAN A",REPUBLICAN,NV,SENATE DISTRICT NORTHERN NEVADA,Incumbent,Won-General,146857.00
"DAVENPORT, LEO",REPUBLICAN,NV,SENATE DISTRICT CLARK 003,Challenger,Lost-General,145396.50
"BANDIERO, ANTHONY",REPUBLICAN,NV,ASSEMBLY DISTRICT 029,Open,Lost-General,144716.72
"PARNELL, BONNIE",DEMOCRATIC,NV,ASSEMBLY DISTRICT 040,Challenger,Won-General,140142.12
"PARKS, DAVID",DEMOCRATIC,NV,ASSEMBLY DISTRICT 041,Incumbent,Won-General,137506.60
"DESTEFANO, MARK",NONPARTISAN,NV,BOARD OF REGENTS DISTRICT 013,Open,Disqualified-General,135487.15
"STEEL, CYNTHIA (DIANNE)",NONPARTISAN,NV,SUPREME COURT-SEAT A,Open,Lost-General,122329.66
"CONKLIN, MARCUS",DEMOCRATIC,NV,ASSEMBLY DISTRICT 037,Incumbent,Won-General,120429.10
"LEAVITT, JAMES DEAN",NONPARTISAN,NV,BOARD OF REGENTS DISTRICT 013,Open,Won-General,119948.65
"ATKINSON, KELVIN",DEMOCRATIC,NV,ASSEMBLY DISTRICT 017,Incumbent,Won-General,116312.35
"LESLIE, SHEILA",DEMOCRATIC,NV,ASSEMBLY DISTRICT 027,Incumbent,Won-General,111301.14
"HARDY, JOE",REPUBLICAN,NV,ASSEMBLY DISTRICT 020,Incumbent,Won-General,109420.94
"HORNE, WILLIAM C",DEMOCRATIC,NV,ASSEMBLY DISTRICT 034,Incumbent,Won-General,105635.51
"ALLEN, FRANCIS",REPUBLICAN,NV,ASSEMBLY DISTRICT 004,Open,Won-General,104642.68
"MCCLAIN, KATHY",DEMOCRATIC,NV,ASSEMBLY DISTRICT 015,Incumbent,Won-General,103356.95
"KIRKPATRICK, MARILYN K",DEMOCRATIC,NV,ASSEMBLY DISTRICT 001,Open,Won-General,102263.96
"HOGAN, JOSEPH M",DEMOCRATIC,NV,ASSEMBLY DISTRICT 010,Open,Won-General,100247.35
"MABEY, GARN",REPUBLICAN,NV,ASSEMBLY DISTRICT 002,Incumbent,Won-General,96600.00
"DENIS, MOISES (MO)",DEMOCRATIC,NV,ASSEMBLY DISTRICT 028,Open,Won-General,95545.91
"SEALE, ROBERT",REPUBLICAN,NV,ASSEMBLY DISTRICT 021,Open,Won-General,94622.20
"VANDERPAL, GEOFFREY",DEMOCRATIC,NV,ASSEMBLY DISTRICT 002,Challenger,Lost-General,93206.11
"GUSTAVSON, DON",REPUBLICAN,NV,ASSEMBLY DISTRICT 030,Incumbent,Lost-General,90973.33
"MARVEL, JOHN",REPUBLICAN,NV,ASSEMBLY DISTRICT 032,Incumbent,Won-General,90425.00
"ARBERRY JR, MORSE",DEMOCRATIC,NV,ASSEMBLY DISTRICT 007,Incumbent,Won-General,89364.00
"ANGLE, SHARRON E",REPUBLICAN,NV,ASSEMBLY DISTRICT 026,Incumbent,Won-General,89279.18
"CLABORN, JERRY D",DEMOCRATIC,NV,ASSEMBLY DISTRICT 019,Incumbent,Won-General,88743.70
"KOIVISTO, ELLEN M",DEMOCRATIC,NV,ASSEMBLY DISTRICT 014,Incumbent,Won-General,88533.34
"MANENDO, MARK",DEMOCRATIC,NV,ASSEMBLY DISTRICT 018,Incumbent,Won-General,88514.03
"OHRENSCHALL, EUGENIA",DEMOCRATIC,NV,ASSEMBLY DISTRICT 012,Incumbent,Won-General,85276.34
"STURMAN, GLORIA",NONPARTISAN,NV,BOARD OF REGENTS DISTRICT 013,Open,Lost-General,84614.55
"GRADY, TOM",REPUBLICAN,NV,ASSEMBLY DISTRICT 038,Incumbent,Won-General,84506.00
"THOMPSON, RANDI",REPUBLICAN,NV,ASSEMBLY DISTRICT 031,Challenger,Lost-General,83554.34
"MORTENSON, HARRY",DEMOCRATIC,NV,ASSEMBLY DISTRICT 042,Incumbent,Won-General,83265.68
"MUNN, KRIS",REPUBLICAN,NV,ASSEMBLY DISTRICT 018,Challenger,Lost-General,81035.84
"PIERCE, PEGGY",DEMOCRATIC,NV,ASSEMBLY DISTRICT 003,Incumbent,Won-General,77483.47
"DE BRAGA, MARCIA",DEMOCRATIC,NV,ASSEMBLY DISTRICT 035,Challenger,Lost-General,76909.89
