Candidate,Party,State,Office,Incumbency,Result,Total Money
"SCHERR, STEVE",NONPARTISAN,NE,SENATE DISTRICT 033,Challenger,Lost-General,74943.59
"GUSTAFSON, MARK",NONPARTISAN,NE,SENATE DISTRICT 023,Open,Lost-General,71997.05
"KNUDSEN, SCOTT",NONPARTISAN,NE,SENATE DISTRICT 009,Open,Lost-General,68225.77
"FISCHER, DEBRA S (DEB)",NONPARTISAN,NE,SENATE DISTRICT 043,Open,Won-General,63304.28
"HOWARD, GWEN",NONPARTISAN,NE,SENATE DISTRICT 009,Open,Won-General,61530.79
"CORNETT, ABBIE",NONPARTISAN,NE,SENATE DISTRICT 045,Open,Won-General,58005.52
"LANGEMEIER, CHRIS",NONPARTISAN,NE,SENATE DISTRICT 023,Open,Won-General,54464.34
"PAHLS, RICH",NONPARTISAN,NE,SENATE DISTRICT 031,Open,Won-General,54334.08
"ZEIGER, RON",NONPARTISAN,NE,SENATE DISTRICT 001,Open,Lost-General,47092.66
"ENGEL, L PATRICK",NONPARTISAN,NE,SENATE DISTRICT 017,Incumbent,Won-General,45324.04
"SCHIMEK, DIANNA R",NONPARTISAN,NE,SENATE DISTRICT 027,Incumbent,Won-General,44321.00
"THOMPSON, BEN",NONPARTISAN,NE,SENATE DISTRICT 031,Open,Lost-General,43412.04
"SCHEER, JIM",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 003,Open,Won-General,42950.00
"PEDERSEN, DWITE A",NONPARTISAN,NE,SENATE DISTRICT 039,Incumbent,Won-General,42620.64
"AGUILAR, RAY",NONPARTISAN,NE,SENATE DISTRICT 035,Incumbent,Won-General,41983.11
"KOPPLIN, GAIL",NONPARTISAN,NE,SENATE DISTRICT 003,Challenger,Won-General,41371.54
"BURLING, CARROLL",NONPARTISAN,NE,SENATE DISTRICT 033,Incumbent,Won-General,40854.68
"JANSSEN, RAY",NONPARTISAN,NE,SENATE DISTRICT 015,Incumbent,Won-General,40150.00
"PREISTER, DON",NONPARTISAN,NE,SENATE DISTRICT 005,Incumbent,Won-General,35386.44
"FLOOD, MIKE",NONPARTISAN,NE,SENATE DISTRICT 019,Open,Won-General,35385.00
"MCDONALD, VICKIE D",NONPARTISAN,NE,SENATE DISTRICT 041,Incumbent,Won-General,34198.68
"LOUDEN, LEROY J",NONPARTISAN,NE,SENATE DISTRICT 049,Incumbent,Won-General,33893.10
"JOHNSON, JOEL T",NONPARTISAN,NE,SENATE DISTRICT 037,Incumbent,Won-General,33100.00
"HEIDEMANN, LAVON",NONPARTISAN,NE,SENATE DISTRICT 001,Open,Won-General,32371.48
"MOSSEY, RAY",NONPARTISAN,NE,SENATE DISTRICT 003,Incumbent,Lost-General,31932.12
"RAIKES, RON",NONPARTISAN,NE,SENATE DISTRICT 025,Incumbent,Won-General,30988.57
"SYNOWIECKI, JOHN",NONPARTISAN,NE,SENATE DISTRICT 007,Incumbent,Won-General,30414.03
"COOKSLEY, KEVIN T",NONPARTISAN,NE,SENATE DISTRICT 043,Open,Lost-General,29277.90
"FOLEY, MIKE",NONPARTISAN,NE,SENATE DISTRICT 029,Incumbent,Won-General,28257.00
"ERDMAN, PHILIP",NONPARTISAN,NE,SENATE DISTRICT 047,Incumbent,Won-General,26871.39
"VAP, GERALD L (JERRY)",REPUBLICAN,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 005,Incumbent,Won-General,26705.91
"KRUSE, LOWEN",NONPARTISAN,NE,SENATE DISTRICT 013,Incumbent,Won-General,26355.00
"BRUMBAUGH, KIRK",NONPARTISAN,NE,SENATE DISTRICT 045,Open,Withdrew-General,24125.48
"HUDKINS, CAROL L",NONPARTISAN,NE,SENATE DISTRICT 021,Incumbent,Won-General,23399.00
"JOHNSON, ROD",REPUBLICAN,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 004,Incumbent,Won-General,20043.73
"HALFERTY, JIM",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 003,Open,Lost-General,19361.07
"MURANTE, JOHN M",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 002,Challenger,Lost-General,15645.00
"RYAN, JERRY",NONPARTISAN,NE,SENATE DISTRICT 045,Open,Lost-General,13255.45
"MACTIER, ANN",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 002,Incumbent,Won-General,8150.13
"BYORTH, ANGELIKA TURTLE LADY",NONPARTISAN,NE,SENATE DISTRICT 029,Challenger,Lost-General,6252.50
"HARRIS, CAROLE WOODS",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 004,Open,Won-General,1000.00
"PETERSON, KIM",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 001,Incumbent,Won-General,320.00
"BLOOMFIELD, DAVE",NONPARTISAN,NE,SENATE DISTRICT 017,Challenger,Lost-General,0.00
"FASTHORSE, ANTHONY",NONPARTISAN,NE,SENATE DISTRICT 013,Challenger,Lost-General,0.00
"MCSHEA, MIKE",NONPARTISAN,NE,SENATE DISTRICT 037,Challenger,Lost-General,0.00
"ROSBERG, ANNA B",NEBRASKA,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 005,Challenger,Lost-General,0.00
"ROSBERG, PETER P",NEBRASKA,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 004,Challenger,Lost-General,0.00
"CHAMBERS, ERNIE",NONPARTISAN,NE,SENATE DISTRICT 011,Incumbent,Won-General,0.00
"CONNOLLY, WILLIAM M",NONPARTISAN,NE,SUPREME COURT DISTRICT 005,Incumbent,Won-Retention,0.00
"GERRARD, JOHN M",NONPARTISAN,NE,SUPREME COURT DISTRICT 003,Incumbent,Won-Retention,0.00
"WRIGHT, JOHN F",NONPARTISAN,NE,SUPREME COURT DISTRICT 006,Incumbent,Won-Retention,0.00
