Candidate,Party,State,Office,Incumbency,Result,Total Money
"ATWATER, JEFFREY H",REPUBLICAN,FL,SENATE DISTRICT 025,Incumbent,Won-General,506084.11
"RICH, NAN H",DEMOCRATIC,FL,SENATE DISTRICT 034,Open,Won-General,443801.54
"HASNER, ADAM",REPUBLICAN,FL,HOUSE DISTRICT 087,Incumbent,Won-General,443731.67
"COLEY, DAVID A",REPUBLICAN,FL,HOUSE DISTRICT 007,Open,Won-General,391021.94
"ZAPATA, JUAN C",REPUBLICAN,FL,HOUSE DISTRICT 119,Incumbent,Won-General,390022.05
"FASANO, MIKE",REPUBLICAN,FL,SENATE DISTRICT 011,Incumbent,Won-General,330455.14
"ARONBERG, DAVE",DEMOCRATIC,FL,SENATE DISTRICT 027,Incumbent,Won-General,327128.23
"ARGENZIANO, NANCY",REPUBLICAN,FL,SENATE DISTRICT 003,Incumbent,Won-General,316565.77
"FARKAS, FRANK",REPUBLICAN,FL,HOUSE DISTRICT 052,Incumbent,Won-General,311168.19
"PATTERSON, PAT",REPUBLICAN,FL,HOUSE DISTRICT 026,Incumbent,Won-General,298512.73
"RUBIO, MARCO ANTONIO",REPUBLICAN,FL,HOUSE DISTRICT 111,Incumbent,Won-General,287534.15
"QUINONES IV, JOHN P",REPUBLICAN,FL,HOUSE DISTRICT 049,Incumbent,Won-General,282396.39
"DOCKERY, PAULA B",REPUBLICAN,FL,SENATE DISTRICT 015,Incumbent,Won-General,278209.81
"SIPLIN, GARY",DEMOCRATIC,FL,SENATE DISTRICT 019,Incumbent,Won-General,277427.38
"PROCTOR, WILLIAM L (BILL)",REPUBLICAN,FL,HOUSE DISTRICT 020,Open,Won-General,271986.59
"GOLDSTEIN, SUSAN K",REPUBLICAN,FL,HOUSE DISTRICT 097,Open,Won-General,268182.02
"HUKILL, DOROTHY L",REPUBLICAN,FL,HOUSE DISTRICT 028,Open,Won-General,265569.91
"WISE, STEPHEN R",REPUBLICAN,FL,SENATE DISTRICT 005,Incumbent,Won-General,256369.61
"MURZIN, DAVE",REPUBLICAN,FL,HOUSE DISTRICT 002,Incumbent,Won-General,253941.18
"KREEGEL, PAIGE",REPUBLICAN,FL,HOUSE DISTRICT 072,Open,Won-General,250636.21
"CANNON JR, R DEAN",REPUBLICAN,FL,HOUSE DISTRICT 035,Open,Won-General,249761.62
"CLARKE, DONNA L",REPUBLICAN,FL,HOUSE DISTRICT 069,Incumbent,Won-General,241793.86
"VANA, SHELLEY",DEMOCRATIC,FL,HOUSE DISTRICT 085,Incumbent,Won-General,233920.20
"JOHNSON, RANDY",REPUBLICAN,FL,HOUSE DISTRICT 041,Incumbent,Won-General,230798.26
"GRIMSLEY, DENISE",REPUBLICAN,FL,HOUSE DISTRICT 077,Open,Won-General,229320.78
"BROWN, DONALD D",REPUBLICAN,FL,HOUSE DISTRICT 005,Incumbent,Won-General,229116.61
"HARRELL, GAYLE",REPUBLICAN,FL,HOUSE DISTRICT 081,Incumbent,Won-General,221412.45
"ALEXANDER, JD",REPUBLICAN,FL,SENATE DISTRICT 017,Incumbent,Won-General,218223.30
"TRAVIESA, ANTHONY (TREY)",REPUBLICAN,FL,HOUSE DISTRICT 056,Open,Won-General,217000.00
"AMBLER, KEVIN C",REPUBLICAN,FL,HOUSE DISTRICT 047,Open,Won-General,211989.07
"BENNETT, MICHAEL S (MIKE)",REPUBLICAN,FL,SENATE DISTRICT 021,Incumbent,Won-General,208786.63
"ALLEN, BOB",REPUBLICAN,FL,HOUSE DISTRICT 032,Incumbent,Won-General,208548.13
"EDWARDS, JAMES ANDREW (ANDY)",REPUBLICAN,FL,HOUSE DISTRICT 085,Challenger,Lost-General,208147.52
"THOMAS, DELORES",DEMOCRATIC,FL,HOUSE DISTRICT 046,Open,Lost-General,204992.09
"DOMINO, CARL J",REPUBLICAN,FL,HOUSE DISTRICT 083,Incumbent,Won-General,201820.63
"HOMAN JR, EDWARD S",REPUBLICAN,FL,HOUSE DISTRICT 060,Incumbent,Won-General,201630.84
"ARZA, RAFAEL RALPH",REPUBLICAN,FL,HOUSE DISTRICT 102,Incumbent,Won-General,198199.97
"LOPEZ-CANTERA, CARLOS",REPUBLICAN,FL,HOUSE DISTRICT 113,Open,Won-General,193972.98
"NEEDELMAN, MITCH",REPUBLICAN,FL,HOUSE DISTRICT 031,Incumbent,Won-General,191130.50
"CARLTON, LISA",REPUBLICAN,FL,SENATE DISTRICT 023,Incumbent,Won-General,189674.15
"BAKER, CAREY",REPUBLICAN,FL,SENATE DISTRICT 020,Incumbent,Won-General,187255.23
"BULLARD, LARCENIA J",DEMOCRATIC,FL,SENATE DISTRICT 039,Incumbent,Won-General,186472.11
"GLORIOSO, RICHARD",REPUBLICAN,FL,HOUSE DISTRICT 062,Open,Won-General,186213.23
"SMITH, CHRISTOPHER (CHRIS)",DEMOCRATIC,FL,HOUSE DISTRICT 093,Incumbent,Won-General,184037.55
"FLORES, ANITERE",REPUBLICAN,FL,HOUSE DISTRICT 114,Open,Won-General,181592.50
"TROUTMAN, BAXTER G",REPUBLICAN,FL,HOUSE DISTRICT 066,Incumbent,Won-General,174494.19
"BRUMMER, FREDERICK C",REPUBLICAN,FL,HOUSE DISTRICT 038,Incumbent,Won-General,173116.46
"MEALOR, DAVID J",REPUBLICAN,FL,HOUSE DISTRICT 034,Incumbent,Won-General,172049.13
"LYNN, EVELYN JOAN",REPUBLICAN,FL,SENATE DISTRICT 007,Incumbent,Won-General,171239.65
"LEGG, JOHN M",REPUBLICAN,FL,HOUSE DISTRICT 046,Open,Won-General,169260.62
"WILLIAMS, TRUDI K",REPUBLICAN,FL,HOUSE DISTRICT 075,Open,Won-General,166493.30
"REVELS, BARBARA S",DEMOCRATIC,FL,HOUSE DISTRICT 020,Open,Lost-General,166135.31
"WARD, JAMES E",DEMOCRATIC,FL,HOUSE DISTRICT 028,Open,Lost-General,165927.02
"BOWEN, MARSHA L (MARTY)",REPUBLICAN,FL,HOUSE DISTRICT 065,Incumbent,Won-General,164941.33
"JONES, DENNIS L",REPUBLICAN,FL,SENATE DISTRICT 013,Incumbent,Won-General,161351.77
"WATERS, LESLIE",REPUBLICAN,FL,HOUSE DISTRICT 051,Incumbent,Won-General,159139.03
"HENRIQUEZ, ROBERT K (BOB)",DEMOCRATIC,FL,HOUSE DISTRICT 058,Incumbent,Won-General,149785.99
"MARGOLIS, GWEN",DEMOCRATIC,FL,SENATE DISTRICT 035,Incumbent,Won-General,146133.62
"HERRERA-HILL, BARBARA",DEMOCRATIC,FL,HOUSE DISTRICT 097,Open,Lost-General,145779.87
"RIVERA, DAVID",REPUBLICAN,FL,HOUSE DISTRICT 112,Incumbent,Won-General,145467.88
"SORENSEN, KEN",REPUBLICAN,FL,HOUSE DISTRICT 120,Incumbent,Won-General,142705.33
"PORTH, ARI ABRAHAM",DEMOCRATIC,FL,HOUSE DISTRICT 096,Open,Won-General,142010.00
"SANDS, FRANKLIN",DEMOCRATIC,FL,HOUSE DISTRICT 098,Open,Won-General,141352.00
"ALTMAN, THAD",REPUBLICAN,FL,HOUSE DISTRICT 030,Incumbent,Won-General,139636.60
"MERCADO, ISRAEL",DEMOCRATIC,FL,HOUSE DISTRICT 049,Challenger,Lost-General,137566.19
"STARGEL, JOHN K",REPUBLICAN,FL,HOUSE DISTRICT 064,Incumbent,Won-General,135921.31
"ANDERSON, TOM",REPUBLICAN,FL,HOUSE DISTRICT 045,Incumbent,Won-General,134503.21
"STANSEL, DWIGHT E",DEMOCRATIC,FL,HOUSE DISTRICT 011,Incumbent,Won-General,134337.37
"BENSE, ALLAN GEORGE",REPUBLICAN,FL,HOUSE DISTRICT 006,Incumbent,Won-General,132239.15
"KYLE, BRUCE",REPUBLICAN,FL,HOUSE DISTRICT 073,Incumbent,Won-General,131676.18
"AUSLEY, LORANNE",DEMOCRATIC,FL,HOUSE DISTRICT 009,Incumbent,Won-General,124805.67
"BENSON, ANNA HOLLIDAY",REPUBLICAN,FL,HOUSE DISTRICT 003,Incumbent,Won-General,117506.41
"RUSSELL, DAVID D",REPUBLICAN,FL,HOUSE DISTRICT 044,Incumbent,Won-General,115693.15
"CULP, FAYE",REPUBLICAN,FL,HOUSE DISTRICT 057,Incumbent,Won-General,115036.28
"HOLLOWAY, WILBERT THEODORE",DEMOCRATIC,FL,HOUSE DISTRICT 103,Incumbent,Won-General,114897.00
"DEAN SR, CHARLES S (CHARLIE)",REPUBLICAN,FL,HOUSE DISTRICT 043,Incumbent,Won-General,112381.54
"GALVANO, BILL",REPUBLICAN,FL,HOUSE DISTRICT 068,Incumbent,Won-General,109568.43
"CARDONA JR, FRANKLIN D",REPUBLICAN,FL,SENATE DISTRICT 019,Challenger,Lost-General,106320.37
"HAYS, ALAN",REPUBLICAN,FL,HOUSE DISTRICT 025,Open,Won-General,104053.60
"GANNON, ANNE M",DEMOCRATIC,FL,HOUSE DISTRICT 086,Incumbent,Won-General,101701.67
"CRETUL, LARRY",REPUBLICAN,FL,HOUSE DISTRICT 022,Incumbent,Won-General,101642.89
"RICHARDSON, CURTIS",DEMOCRATIC,FL,HOUSE DISTRICT 008,Incumbent,Won-General,97890.82
"GRANT, MICHAEL",REPUBLICAN,FL,HOUSE DISTRICT 071,Open,Won-General,97436.26
"MCINVALE, SHERI",DEMOCRATIC,FL,HOUSE DISTRICT 036,Incumbent,Won-General,95941.80
"SAUNDERS, BURT",REPUBLICAN,FL,SENATE DISTRICT 037,Incumbent,Won-General,95441.24
"MEADOWS, MATTHEW J",DEMOCRATIC,FL,HOUSE DISTRICT 094,Incumbent,Won-General,94215.15
"DAVIS, MIKE",REPUBLICAN,FL,HOUSE DISTRICT 101,Incumbent,Won-General,93711.75
"GELBER, DAN",DEMOCRATIC,FL,HOUSE DISTRICT 106,Incumbent,Won-General,92058.71
"JENNINGS JR, EDWARD L",DEMOCRATIC,FL,HOUSE DISTRICT 023,Incumbent,Won-General,89857.30
"KRAVITZ, DICK",REPUBLICAN,FL,HOUSE DISTRICT 019,Incumbent,Won-General,89015.26
"GELLER, STEVEN A",DEMOCRATIC,FL,SENATE DISTRICT 031,Incumbent,Won-General,88270.63
"BRANDENBURG, MARY",DEMOCRATIC,FL,HOUSE DISTRICT 089,Incumbent,Won-General,85515.00
"MCCALLUM, ELIZABETH (LIZ)",DEMOCRATIC,FL,HOUSE DISTRICT 052,Challenger,Lost-General,83912.63
"KOTTKAMP, JEFFREY D",REPUBLICAN,FL,HOUSE DISTRICT 074,Incumbent,Won-General,82629.15
"LLORENTE, MARCELO",REPUBLICAN,FL,HOUSE DISTRICT 116,Incumbent,Won-General,76009.89
"BENDROSS-MINDINGALL, DOROTHY",DEMOCRATIC,FL,HOUSE DISTRICT 109,Incumbent,Won-General,76001.00
"FIELDS, TERRY",DEMOCRATIC,FL,HOUSE DISTRICT 014,Incumbent,Won-General,74660.00
"ROBAINA, JULIO",REPUBLICAN,FL,HOUSE DISTRICT 117,Incumbent,Won-General,74073.27
"PLANAS, JUAN-CARLOS (J C)",REPUBLICAN,FL,HOUSE DISTRICT 115,Incumbent,Won-General,73603.30
"BUCHER, SUSAN",DEMOCRATIC,FL,HOUSE DISTRICT 088,Incumbent,Won-General,73258.00
"SANSOM, RAY",REPUBLICAN,FL,HOUSE DISTRICT 004,Incumbent,Won-General,73155.00
"REAGAN, RON",REPUBLICAN,FL,HOUSE DISTRICT 067,Incumbent,Won-General,73065.66
"HILL SR, ANTHONY C (TONY)",DEMOCRATIC,FL,SENATE DISTRICT 001,Incumbent,Won-General,72612.32
"GARCIA, RENE",REPUBLICAN,FL,HOUSE DISTRICT 110,Incumbent,Won-General,69665.00
"BERFIELD, KIM",REPUBLICAN,FL,HOUSE DISTRICT 050,Incumbent,Won-General,69621.62
"BILIRAKIS, GUS MICHAEL",REPUBLICAN,FL,HOUSE DISTRICT 048,Incumbent,Won-General,69426.54
"POPPELL, RALPH",REPUBLICAN,FL,HOUSE DISTRICT 029,Incumbent,Won-General,69248.98
"TAYLOR, PRISCILLA ANN",DEMOCRATIC,FL,HOUSE DISTRICT 084,Open,Won-General,68996.00
"EVERS, GREG",REPUBLICAN,FL,HOUSE DISTRICT 001,Incumbent,Won-General,67116.49
"BARREIRO, GUSTAVO A",REPUBLICAN,FL,HOUSE DISTRICT 107,Incumbent,Won-General,67112.50
"ADAMS, SANDRA (SANDY)",REPUBLICAN,FL,HOUSE DISTRICT 033,Incumbent,Won-General,65903.82
"NEGRON, JOE",REPUBLICAN,FL,HOUSE DISTRICT 082,Incumbent,Won-General,65384.25
"ANTONE, BRUCE",DEMOCRATIC,FL,HOUSE DISTRICT 039,Incumbent,Won-General,63663.00
"RASCH, DANA",DEMOCRATIC,FL,HOUSE DISTRICT 026,Challenger,Lost-General,63048.50
"ROSS, JOHN J",REPUBLICAN,FL,HOUSE DISTRICT 011,Challenger,Lost-General,62637.02
"SIMMONS, ALICYA V",REPUBLICAN,FL,HOUSE DISTRICT 037,Incumbent,Won-General,60994.28
"BOGDANOFF, ELLYN",REPUBLICAN,FL,HOUSE DISTRICT 091,Incumbent,Won-General,60880.53
"DAVIS, DONALD R",REPUBLICAN,FL,HOUSE DISTRICT 018,Incumbent,Won-General,60750.00
"DETERT, NANCY C",REPUBLICAN,FL,HOUSE DISTRICT 070,Incumbent,Won-General,59712.45
"ROSS, DENNIS A",REPUBLICAN,FL,HOUSE DISTRICT 063,Incumbent,Won-General,58947.62
