Candidate,Party,State,Office,Incumbency,Result,Total Money
"KELLY, KATE",DEMOCRATIC,ID,SENATE DISTRICT 018,Open,Won-General,81010.54
"SPENCE, SEAN",DEMOCRATIC,ID,HOUSE DISTRICT 017-POSITION A,Challenger,Lost-General,79330.90
"LEFAVOUR, NICOLE",DEMOCRATIC,ID,HOUSE DISTRICT 019-POSITION B,Open,Won-General,77325.69
"WERK, ELLIOT",DEMOCRATIC,ID,SENATE DISTRICT 017,Incumbent,Won-General,70926.25
"ELGAR, STEPHEN LAURENCE (STEVE)",DEMOCRATIC,ID,HOUSE DISTRICT 001-POSITION A,Open,Lost-General,69260.96
"GARRETT, KATHIE",REPUBLICAN,ID,HOUSE DISTRICT 017-POSITION A,Incumbent,Won-General,55695.00
"NONINI, ROBERT A (BOB)",REPUBLICAN,ID,HOUSE DISTRICT 005-POSITION A,Open,Won-General,51142.49
"CUNNINGHAM, HEATHER ANNE",REPUBLICAN,ID,SENATE DISTRICT 017,Challenger,Lost-General,50658.01
"MARLEY, BERT C",DEMOCRATIC,ID,SENATE DISTRICT 029,Incumbent,Won-General,47144.50
"GRIDLEY, MIKE",DEMOCRATIC,ID,HOUSE DISTRICT 004-POSITION A,Open,Lost-General,43319.21
"STEGNER, JOSEPH H (JOE)",REPUBLICAN,ID,SENATE DISTRICT 007,Incumbent,Won-General,43063.45
"ALEXANDER, JAMES",DEMOCRATIC,ID,SENATE DISTRICT 022,Open,Lost-General,40188.47
"LITTLE, BRAD",REPUBLICAN,ID,SENATE DISTRICT 011,Incumbent,Won-General,38610.00
"SWEET, GERRY",REPUBLICAN,ID,SENATE DISTRICT 020,Incumbent,Won-General,38319.38
"BURKETT, MIKE",DEMOCRATIC,ID,SENATE DISTRICT 019,Incumbent,Won-General,37337.77
"DAVIS, BART M",REPUBLICAN,ID,SENATE DISTRICT 033,Incumbent,Won-General,36178.07
"LANGHORST, DAVID",DEMOCRATIC,ID,SENATE DISTRICT 016,Open,Won-General,35120.27
"ANDERSON, ERIC",REPUBLICAN,ID,HOUSE DISTRICT 001-POSITION A,Open,Won-General,34562.82
"KEOUGH, SHAWN",REPUBLICAN,ID,SENATE DISTRICT 001,Incumbent,Won-General,34229.28
"KEMP, JANA M",REPUBLICAN,ID,HOUSE DISTRICT 016-POSITION B,Open,Won-General,33741.11
"GEDDES, ROBERT L",REPUBLICAN,ID,SENATE DISTRICT 031,Incumbent,Won-General,33160.00
"JORGENSON, MIKE",REPUBLICAN,ID,SENATE DISTRICT 003,Open,Won-General,32969.77
"MILLER, JANET J",REPUBLICAN,ID,HOUSE DISTRICT 017-POSITION B,Incumbent,Won-General,32163.06
"CROW, DOLORES J",REPUBLICAN,ID,HOUSE DISTRICT 013-POSITION A,Incumbent,Won-General,31870.00
"CHADDERDON, MARGE",REPUBLICAN,ID,HOUSE DISTRICT 004-POSITION A,Open,Won-General,31366.17
