Candidate,Party,State,Office,Incumbency,Result,Total Money
"COWDERY, JOHN J",REPUBLICAN,AK,SENATE DISTRICT O,Incumbent,Won-General,160960.00
"WAGONER, THOMAS H (TOM)",REPUBLICAN,AK,SENATE DISTRICT Q,Incumbent,Won-General,150460.92
"ANDERSON, TOM",REPUBLICAN,AK,HOUSE DISTRICT 019,Incumbent,Won-General,130730.00
"GUTTENBERG, DAVID",DEMOCRATIC,AK,HOUSE DISTRICT 008,Incumbent,Won-General,120978.01
"GREEN, LYDA N",REPUBLICAN,AK,SENATE DISTRICT G,Incumbent,Won-General,119868.16
"DAVIS, BETTYE J",DEMOCRATIC,AK,SENATE DISTRICT K,Incumbent,Won-General,119538.80
"ZAUGG, LYNDA L",DEMOCRATIC,AK,SENATE DISTRICT O,Challenger,Lost-General,114976.46
"WEYHRAUCH, BRUCE B",REPUBLICAN,AK,HOUSE DISTRICT 004,Incumbent,Won-General,113455.66
"ROKEBERG, NORMAN",REPUBLICAN,AK,HOUSE DISTRICT 027,Incumbent,Won-General,112500.16
"MCGUIRE, LESIL",REPUBLICAN,AK,HOUSE DISTRICT 028,Incumbent,Won-General,107810.01
"ALLEE, RITA T",DEMOCRATIC,AK,SENATE DISTRICT E,Challenger,Lost-General,105967.40
"KELLY, MICHAEL P (MIKE)",REPUBLICAN,AK,HOUSE DISTRICT 007,Open,Won-General,99852.19
"KOHRING, VIC",REPUBLICAN,AK,HOUSE DISTRICT 014,Incumbent,Won-General,99528.11
"MOORE, MATTHEW EDWARD",DEMOCRATIC,AK,HOUSE DISTRICT 032,Challenger,Lost-General,98989.68
"SWEENEY, TARA MACLEAN",NONPARTISAN,AK,SENATE DISTRICT T,Challenger,Lost-General,94692.72
"STEDMAN, BERT K",REPUBLICAN,AK,SENATE DISTRICT A,Incumbent,Won-General,94188.23
"MEYER, KEVIN G",REPUBLICAN,AK,HOUSE DISTRICT 030,Incumbent,Won-General,90500.66
"OLSON, DONALD C",DEMOCRATIC,AK,SENATE DISTRICT T,Incumbent,Won-General,89840.00
"FRENCH II, HOLLIS S",DEMOCRATIC,AK,SENATE DISTRICT M,Incumbent,Won-General,89599.91
"HAWKER, MICHAEL",REPUBLICAN,AK,HOUSE DISTRICT 032,Incumbent,Won-General,89138.67
"RAMRAS, JAY B",REPUBLICAN,AK,HOUSE DISTRICT 010,Open,Won-General,89058.00
"LEDOUX, GABRIELLE",REPUBLICAN,AK,HOUSE DISTRICT 036,Open,Won-General,88687.25
"GARA, LESLIE S (LES)",DEMOCRATIC,AK,HOUSE DISTRICT 023,Incumbent,Won-General,85714.28
"GARDNER, ALBERTA (BERTA)",DEMOCRATIC,AK,HOUSE DISTRICT 024,Open,Won-General,84482.59
"MILLER, JOSEPH WAYNE (JOE)",REPUBLICAN,AK,HOUSE DISTRICT 008,Challenger,Lost-General,83817.12
"HARRIS, JOHN L",REPUBLICAN,AK,HOUSE DISTRICT 012,Incumbent,Won-General,83465.00
"KOTT, PETER",REPUBLICAN,AK,HOUSE DISTRICT 017,Incumbent,Won-General,83392.33
"DIETRICH, KATHY L",DEMOCRATIC,AK,HOUSE DISTRICT 007,Open,Lost-General,83344.19
"CRAWFORD JR, HARRY T",DEMOCRATIC,AK,HOUSE DISTRICT 021,Incumbent,Won-General,81644.71
"ALLEN-HERRON, DAWN",DEMOCRATIC,AK,HOUSE DISTRICT 001,Open,Lost-General,74875.00
"MOFFATT, WILLIAM M (TOM)",REPUBLICAN,AK,HOUSE DISTRICT 020,Challenger,Lost-General,73804.13
"KERTTULA, BETH",DEMOCRATIC,AK,HOUSE DISTRICT 003,Incumbent,Won-General,70615.26
"KOOKESH, ALBERT M",DEMOCRATIC,AK,SENATE DISTRICT C,Open,Won-General,70177.04
"STEVENS, GARY LEE",REPUBLICAN,AK,SENATE DISTRICT R,Incumbent,Won-General,69753.33
"LYNN, ROBERT S",REPUBLICAN,AK,HOUSE DISTRICT 031,Incumbent,Won-General,68769.16
"BERKOWITZ, ETHAN A",DEMOCRATIC,AK,HOUSE DISTRICT 026,Incumbent,Won-General,67862.34
"WILKEN, GARY ROBERT",REPUBLICAN,AK,SENATE DISTRICT E,Incumbent,Won-General,67300.00
"HOLM, JAMES A (JIM)",REPUBLICAN,AK,HOUSE DISTRICT 009,Incumbent,Won-General,64596.09
"YOURKOWSKI, MICHAEL L",DEMOCRATIC,AK,SENATE DISTRICT R,Challenger,Lost-General,64590.72
"ROBINSON, PEGGY",DEMOCRATIC,AK,HOUSE DISTRICT 019,Challenger,Lost-General,63562.74
"CHENAULT, CHARLES M (MIKE)",REPUBLICAN,AK,HOUSE DISTRICT 034,Incumbent,Won-General,63058.34
"KAWASAKI, SCOTT",DEMOCRATIC,AK,HOUSE DISTRICT 009,Challenger,Lost-General,60448.04
"WILSON, PEGGY",REPUBLICAN,AK,HOUSE DISTRICT 002,Incumbent,Won-General,58462.99
"SEATON, PAUL K",REPUBLICAN,AK,HOUSE DISTRICT 035,Incumbent,Won-General,55246.11
"FLYNN, KEN",REPUBLICAN,AK,SENATE DISTRICT K,Challenger,Lost-General,55014.31
"GRUENBERG JR, MAX F",DEMOCRATIC,AK,HOUSE DISTRICT 020,Incumbent,Won-General,51992.72
"OLSON, KURT",REPUBLICAN,AK,HOUSE DISTRICT 033,Open,Won-General,51448.58
"GATTO, CARL J",REPUBLICAN,AK,HOUSE DISTRICT 013,Incumbent,Won-General,51184.00
"CHMIELEWSKI, MICHAEL (MIKE)",DEMOCRATIC,AK,HOUSE DISTRICT 013,Challenger,Lost-General,51125.02
"STOLTZE, BILL",REPUBLICAN,AK,HOUSE DISTRICT 016,Incumbent,Won-General,50568.45
"THOMAS JR, WILLIAM A (BILL)",REPUBLICAN,AK,HOUSE DISTRICT 005,Open,Won-General,47824.80
"DAHLSTROM, NANCY A",REPUBLICAN,AK,HOUSE DISTRICT 018,Incumbent,Won-General,47007.25
"ELKINS, JIM",REPUBLICAN,AK,HOUSE DISTRICT 001,Open,Won-General,46511.65
"JUNE, TIMOTHY R",DEMOCRATIC,AK,HOUSE DISTRICT 005,Open,Lost-General,44671.91
"GONNASON, JEFF",REPUBLICAN,AK,HOUSE DISTRICT 021,Challenger,Lost-General,43765.58
"MORGAN JR, CARL",REPUBLICAN,AK,SENATE DISTRICT C,Open,Lost-General,43174.00
"MCLEOD, ANDREE",REPUBLICAN,AK,HOUSE DISTRICT 024,Open,Lost-General,42495.08
"SAMUELS, RALPH E",REPUBLICAN,AK,HOUSE DISTRICT 029,Incumbent,Won-General,41494.00
"LANDIS, DAVID F",DEMOCRATIC,AK,SENATE DISTRICT A,Challenger,Lost-General,41366.22
"FOSTER, RICHARD",DEMOCRATIC,AK,HOUSE DISTRICT 039,Incumbent,Won-General,38351.00
"PETERSEN, JAMES F (PETE)",DEMOCRATIC,AK,HOUSE DISTRICT 031,Challenger,Lost-General,37907.00
"CARNEY, PAT",DEMOCRATIC,AK,HOUSE DISTRICT 014,Challenger,Lost-General,35454.36
"DOLL, BOB",DEMOCRATIC,AK,HOUSE DISTRICT 004,Challenger,Lost-General,32388.12
"TUCK, CHRIS S",DEMOCRATIC,AK,HOUSE DISTRICT 029,Challenger,Lost-General,32349.85
"RYAN, MICHAEL C",REPUBLICAN,AK,HOUSE DISTRICT 022,Challenger,Lost-General,32075.00
"BUCH, ROBERT L (BOB)",DEMOCRATIC,AK,HOUSE DISTRICT 027,Challenger,Lost-General,31519.96
"CISSNA, SHARON M",DEMOCRATIC,AK,HOUSE DISTRICT 022,Incumbent,Won-General,31119.53
"PAWLOWSKI, PAULA RAE",REPUBLICAN,AK,SENATE DISTRICT M,Challenger,Lost-General,31072.50
"CROFT, ERIC",DEMOCRATIC,AK,HOUSE DISTRICT 025,Incumbent,Won-General,29562.87
"NEUMAN, MARK A",REPUBLICAN,AK,HOUSE DISTRICT 015,Open,Won-General,28496.58
"SMALLEY, HAROLD V (HAL)",DEMOCRATIC,AK,HOUSE DISTRICT 033,Open,Lost-General,27157.00
"GOODMAN, ROBERT A (BOB)",REPUBLICAN,AK,HOUSE DISTRICT 023,Challenger,Lost-General,25111.47
"BEGICH, NICHOLAS J (NICK)",ALASKA INDEPENDENCE,AK,HOUSE DISTRICT 017,Challenger,Lost-General,24683.77
"SATTLER, WARD H",REPUBLICAN,AK,HOUSE DISTRICT 006,Open,Lost-General,23636.58
"JOULE, REGINALD",DEMOCRATIC,AK,HOUSE DISTRICT 040,Incumbent,Won-General,23232.00
"MERDES, WARD M",INDEPENDENT,AK,HOUSE DISTRICT 007,Open,Lost-General,22633.76
"KING-TAYLOR, GINI",DEMOCRATIC,AK,SENATE DISTRICT G,Challenger,Lost-General,22290.60
