office,candidate,party,state,incumbency,result,total money,district
Governor,John Henry Hoeven III,REP,ND,Incumbent,Won-General,1807937.57,nan
Governor,Joseph Satrom,DEMOCRATIC-NPL,ND,Challenger,Lost-General,503943.11,nan
Attorney General,Wayne Stenehjem,REP,ND,Incumbent,Won-General,206402.79,nan
Agriculture Commissioner,Roger Johnson,DEMOCRATIC-NPL,ND,Incumbent,Won-General,203037.0,nan
Insurance Commissioner,Jim Poolman,REP,ND,Incumbent,Won-General,143000.8,nan
Agriculture Commissioner,Doug Goehring,REP,ND,Challenger,Lost-General,122013.94,nan
Auditor,Brent Edison,DEMOCRATIC-NPL,ND,Challenger,Lost-General,85788.6,nan
Tax Commissioner,Rick Clayburgh,REP,ND,Incumbent,Won-General,66914.87,nan
Treasurer,Dean Meyer,DEMOCRATIC-NPL,ND,Open,Lost-General,66592.0,nan
Treasurer,Kelly Schmidt,REP,ND,Open,Won-General,62238.85,nan
Public Service Commissioner,Kevin Cramer,REP,ND,Incumbent,Won-General,51869.0,nan
Secretary Of State,Alvin Jaeger,REP,ND,Incumbent,Won-General,25739.0,nan
Insurance Commissioner,Terry Barnes,DEMOCRATIC-NPL,ND,Challenger,Lost-General,20876.08,nan
Attorney General,Bruce Schoenwald,DEMOCRATIC-NPL,ND,Challenger,Lost-General,19691.0,nan
State Senator,Robert Stenehjem,REP,ND,Incumbent,Won-General,19425.0,30
Superintendent Of Public Instruction,Wayne Sanstead,IND,ND,Incumbent,Won-General,15521.0,nan
Secretary Of State,Douglas Melby,DEMOCRATIC-NPL,ND,Challenger,Lost-General,14865.0,nan
Superintendent Of Public Instruction,Keith Jacobson,IND,ND,Challenger,Lost-General,14323.34,nan
State Senator,George Barnes,DEMOCRATIC-NPL,ND,Challenger,Lost-General,13860.0,12
Tax Commissioner,Michael Every,DEMOCRATIC-NPL,ND,Challenger,Lost-General,13338.48,nan
Public Service Commissioner,Ron Gumeringer,DEMOCRATIC-NPL,ND,Challenger,Lost-General,10213.0,nan
State Senator,Nick Hacker,REP,ND,Challenger,Won-General,9467.13,42
Auditor,Robert Peterson,REP,ND,Incumbent,Won-General,9182.0,nan
State Senator,John Andrist,REP,ND,Incumbent,Won-General,8480.0,2
State Representative,Frank Klein,REP,ND,Incumbent,Lost-General,8431.23,36
State Representative,Hal Seeberg,DEMOCRATIC-NPL,ND,Challenger,Lost-General,8300.0,32
State Senator,Dick Weber,DEMOCRATIC-NPL,ND,Challenger,Lost-General,7475.0,32
State Senator,Dave Nething,REP,ND,Incumbent,Won-General,7468.86,12
State Senator,David Paul Oconnell,DEMOCRATIC-NPL,ND,Incumbent,Won-General,7375.0,6
State Senator,Tim Flakoll,REP,ND,Incumbent,Won-General,7363.65,44
State Representative,Kari Lee Conrad,DEMOCRATIC-NPL,ND,Challenger,Won-General,6875.0,3
State Senator,Michael Plovitz,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,6400.0,42
State Representative,Mark Owens,REP,ND,Challenger,Won-General,5980.0,18
State Senator,Herb Urlacher,REP,ND,Incumbent,Won-General,5609.23,36
State Representative,Mary Nester,REP,ND,Incumbent,Lost-General,5019.0,3
State Representative,Thomas Parsley,DEMOCRATIC-NPL,ND,Challenger,Lost-General,4849.0,38
State Representative,Phil Leitner,REP,ND,Challenger,Lost-General,4786.55,24
State Representative,Donald Dietrich,REP,ND,Open,Won-General,4734.0,42
State Representative,Cb Haas,REP,ND,Incumbent,Won-General,4477.73,36
State Senator,Thomas Trenbeath,REP,ND,Incumbent,Won-General,4342.83,10
