office,candidate,party,state,incumbency,result,total money,district
Supreme Court004,Collins Kilgore,IND,AR,Open,Lost-General,288327.26,nan
Supreme Court004,Jim Gunter,IND,AR,Open,Won-General,261419.18,nan
Supreme Court-Chief Position 001,Jim Hannah,IND,AR,Incumbent,Won-General,183065.5,nan
State Senator,Sarah Agee,REP,AR,Challenger,Lost-General,139570.35,7
Supreme Court-Chief Position 001,Wendell Griffen,IND,AR,Challenger,Lost-General,125134.45,nan
State Representative,Bill Stovall III,DEM,AR,Incumbent,Won-General,124853.0,59
State Representative,Dustin Blake McDaniel,DEM,AR,Open,Won-General,107367.0,75
State Senator,Sue Madison,DEM,AR,Incumbent,Won-General,99785.93,7
State Representative,David Johnson,DEM,AR,Open,Won-General,96003.92,38
State Senator,Mark Alan Smith,REP,AR,Challenger,Lost-General,95543.02,25
State Representative,Robbyn Tumey,DEM,AR,Open,Lost-General,93794.48,95
State Representative,Bill Sample,REP,AR,Open,Won-General,91100.0,30
State Representative,Jim Medley,REP,AR,Incumbent,Won-General,89654.59,64
State Representative,John Parke,REP,AR,Open,Lost-General,88659.43,38
State Senator,Harmon Gene Jeffress,DEM,AR,Incumbent,Won-General,85749.0,25
State Senator,Jerry Taylor,DEM,AR,Open,Won-General,85714.97,23
State Representative,Timothy Hutchinson,REP,AR,Open,Won-General,85345.0,95
State Senator,Jimmy Jeffress,DEM,AR,Incumbent,Won-General,79700.0,24
State Representative,Frank Dean Glidewell,REP,AR,Open,Won-General,78410.0,63
State Representative,Janet Johnson,DEM,AR,Incumbent,Won-General,75247.97,29
State Representative,Benny Petrus,DEM,AR,Incumbent,Won-General,74441.92,14
State Representative,Steve Harrelson,DEM,AR,Open,Won-General,72819.98,1
State Senator,Jim Luker,DEM,AR,Incumbent,Won-General,72493.97,17
State Representative,Robbie Wills,DEM,AR,Open,Won-General,59570.25,46
State Representative,John Smith,REP,AR,Open,Lost-General,54197.0,46
State Senator,Percy Malone,DEM,AR,Incumbent,Won-General,53966.81,26
State Representative,R Rogers,DEM,AR,Open,Won-General,53209.35,73
State Representative,Roy Ragland,REP,AR,Open,Won-General,52545.4,90
State Senator,Gilbert Baker,REP,AR,Incumbent,Won-General,49966.52,30
State Representative,Stephen Bright,REP,AR,Incumbent,Won-General,46445.0,41
State Representative,David Dunn,DEM,AR,Open,Won-General,46234.13,51
State Senator,Irma Hunter Brown,DEM,AR,Incumbent,Won-General,44580.0,33
State Representative,Bill Fitch,DEM,AR,Open,Lost-General,43740.25,90
State Representative,Bruce Maloch,DEM,AR,Open,Won-General,43688.0,4
State Representative,Bill Pritchard,REP,AR,Incumbent,Won-General,43663.38,89
State Representative,D Saunders,DEM,AR,Open,Won-General,43340.0,24
State Representative,Ray Kidd,DEM,AR,Open,Won-General,41881.11,76
State Representative,Robert Thompson,DEM,AR,Open,Won-General,41644.98,78
State Representative,Betty Pickett,DEM,AR,Incumbent,Won-General,41388.0,45
State Senator,Jim Hill,DEM,AR,Incumbent,Won-General,41296.18,20
State Representative,Stephanie Flowers,DEM,AR,Open,Won-General,38702.0,17
State Representative,Dawn Creekmore,DEM,AR,Incumbent,Won-General,36435.0,27
State Representative,Gregg Reep,DEM,AR,Open,Won-General,35300.14,8
State Representative,Mike Burris,DEM,AR,Open,Won-General,35174.23,26
State Representative,Billie Sue Hoggard,REP,AR,Open,Lost-General,34116.4,75
State Representative,Lloyd Keck,DEM,AR,Open,Lost-General,33855.0,87
State Representative,Diana Turner,REP,AR,Open,Lost-General,30986.15,82
State Representative,Greg Jones,REP,AR,Open,Lost-General,30438.03,1
State Representative,Charles Chee) Tamburo,REP,AR,Challenger,Lost-General,28380.0,59
State Senator,Mary Anne Salmon,DEM,AR,Incumbent,Won-General,28050.0,31
State Senator,Dave Allyn Bisbee,REP,AR,Incumbent,Won-General,27900.0,8
State Representative,Mark Martin,REP,AR,Open,Won-General,27375.24,87
State Representative,Penny Kemp,REP,AR,Challenger,Lost-General,27347.47,27
State Representative,Curren Everett,DEM,AR,Open,Won-General,26925.0,82
State Representative,Alan Fortney,REP,AR,Challenger,Lost-General,26894.45,45
State Representative,Wilhelmina Lewellen,DEM,AR,Open,Won-General,26355.0,34
State Representative,Janice Prater,DEM,AR,Open,Lost-General,25560.61,83
State Senator,Jim Argue Jr.,DEM,AR,Incumbent,Won-General,25275.0,32
State Senator,Shawn Womack,REP,AR,Incumbent,Won-General,25053.0,1
State Representative,Arnell Willis,DEM,AR,Open,Won-General,24702.16,13
State Representative,Tommy Roebuck,DEM,AR,Incumbent,Won-General,24626.06,20
State Representative,Beverly Pyle,REP,AR,Open,Won-General,24573.0,83
State Representative,Dennis Milligan,REP,AR,Challenger,Lost-General,24429.0,29
State Senator,Randy Laverty,DEM,AR,Incumbent,Won-General,24400.0,2
State Representative,Virginia Watson,DEM,AR,Open,Lost-General,24224.34,30
State Senator,Ruth Whitaker,REP,AR,Incumbent,Won-General,24050.0,3
State Representative,Monty Davenport,DEM,AR,Open,Won-General,23855.4,86
State Representative,Susan Schulte,REP,AR,Incumbent,Won-General,23760.0,48
State Representative,Jo Ellen Carson,DEM,AR,Challenger,Lost-General,23545.0,64
State Representative,Bob Mathis,DEM,AR,Incumbent,Won-General,23043.13,25
State Senator,Jack Critcher,DEM,AR,Incumbent,Won-General,22810.0,12
State Representative,George Lewis,REP,AR,Open,Lost-General,22710.0,86
State Representative,Denny Sumpter,DEM,AR,Incumbent,Won-General,22686.2,53
State Representative,David Cook,DEM,AR,Open,Won-General,22668.0,80
State Representative,David Wyatt,DEM,AR,Open,Won-General,20917.59,72
State Representative,Daryl Pace,REP,AR,Incumbent,Won-General,20823.05,100
State Representative,Larry Corbett,REP,AR,Open,Lost-General,20434.61,73
State Representative,Chris Thyer,DEM,AR,Incumbent,Won-General,20365.0,74
State Representative,Garry Palmer,IND,AR,Open,Lost-General,20350.0,80
State Representative,Ken Cowling,DEM,AR,Incumbent,Won-General,19666.11,2
State Representative,Jay Martin,DEM,AR,Incumbent,Won-General,19600.0,40
State Senator,Sharon Kathleen Trusty,REP,AR,Incumbent,Won-General,19350.0,4
State Representative,Buddy Blair,DEM,AR,Incumbent,Won-General,19334.0,65
State Representative,Byron Holt,REP,AR,Open,Lost-General,18590.0,76
State Representative,David Rainey,DEM,AR,Open,Won-General,18382.8,11
State Representative,Sid Rosenbaum,REP,AR,Incumbent,Won-General,18235.0,32
State Representative,Michael Lamoureux,REP,AR,Incumbent,Won-General,18100.0,68
State Representative,Ray Nassar,REP,AR,Open,Lost-General,17596.01,54
State Representative,William Wayne Nichols,DEM,AR,Incumbent,Won-General,17237.18,56
State Representative,Dwight Fite,DEM,AR,Incumbent,Won-General,16750.0,28
